Player,Squad,Pass_cmp,Pass_cmp%,Pass_Short,Pass_cmp_Short%,Pass_Medium,Pass_cmp_Medium%,pass_Long,Pass_cmp_Long%,xAG,xA,A-xAG,Pass_cmp_Att_3rd,PPA,CrsPA,Season,Competition
mohamed amoura,Wolfsburg,532,70.3,395,73.9,204,79.9,64,70.3,4.0,3.7,5.0,29,26,5,2024-2025,bundesliga
robert andrich,Leverkusen,865,88.4,483,92.3,373,90.1,81,69.1,0.3,1.0,1.7,65,8,0,2024-2025,bundesliga
waldemar anton,Dortmund,1664,90.4,662,95.6,959,93.7,181,67.4,0.8,1.8,1.2,124,6,3,2024-2025,bundesliga
maximilian arnold,Wolfsburg,1049,77.2,409,89.7,564,86.9,333,51.4,3.5,4.4,1.5,132,19,8,2024-2025,bundesliga
jannfiete arp,Holstein Kiel,102,58.6,64,67.2,54,66.7,41,51.2,1.0,1.7,-1.0,7,12,3,2024-2025,bundesliga
arthur,Leverkusen,306,78.9,194,94.3,143,73.4,25,44.0,0.4,1.0,0.6,20,7,1,2024-2025,bundesliga
noah atubolu,Freiburg,849,74.5,136,99.3,458,98.5,542,48.3,0.0,0.1,0.0,27,1,0,2024-2025,bundesliga
ayman azhil,Dortmund,3,75.0,3,100.0,0,,0,,0.0,0.0,0.0,1,0,0,2024-2025,bundesliga
adam aznou,Bayern Munich,13,76.5,10,90.0,6,66.7,0,,0.0,0.0,0.0,1,0,0,2024-2025,bundesliga
aliou badara balde,Bochum,11,55.0,9,66.7,8,62.5,0,,0.2,0.2,-0.2,1,2,1,2024-2025,bundesliga
ridle baku,Wolfsburg,381,74.1,203,81.8,225,76.9,45,66.7,1.3,1.6,-0.3,33,14,6,2024-2025,bundesliga
ridle baku,RB Leipzig,480,75.2,299,87.6,236,75.0,56,55.4,1.5,1.7,1.5,34,17,4,2024-2025,bundesliga
samuel bamba,Bochum,17,77.3,7,100.0,11,90.9,3,0.0,0.0,0.1,0.0,2,4,1,2024-2025,bundesliga
noahkai banks,Augsburg,156,92.9,55,92.7,90,94.4,18,88.9,0.0,0.0,0.0,5,1,0,2024-2025,bundesliga
scott banks,St. Pauli,21,63.6,13,92.3,11,45.5,3,33.3,0.0,0.1,0.0,0,1,1,2024-2025,bundesliga
aymen barkok,Mainz 05,26,70.3,17,82.4,9,66.7,5,80.0,0.1,0.3,-0.1,7,3,1,2024-2025,bundesliga
michy batshuayi,Eint Frankfurt,53,80.3,36,88.9,20,70.0,4,100.0,0.0,0.4,0.0,4,2,0,2024-2025,bundesliga
maximilian bauer,Augsburg,275,80.9,111,87.4,162,88.3,61,55.7,0.1,0.1,-0.1,31,2,2,2024-2025,bundesliga
oliver baumann,Hoffenheim,734,69.1,125,99.2,364,99.5,566,43.1,1.0,0.7,-1.0,39,4,0,2024-2025,bundesliga
christoph baumgartner,RB Leipzig,421,68.2,286,77.6,191,72.3,54,53.7,1.3,1.7,-0.3,40,16,1,2024-2025,bundesliga
ihlas bebou,Hoffenheim,2,50.0,2,100.0,2,0.0,0,,0.0,0.0,0.0,0,0,0,2024-2025,bundesliga
adrian beck,Heidenheim,581,80.1,329,83.3,267,87.3,76,72.4,1.2,1.9,-0.2,53,18,4,2024-2025,bundesliga
timo becker,Holstein Kiel,794,77.4,344,90.1,451,82.7,183,54.1,0.8,1.0,1.2,38,9,4,2024-2025,bundesliga
hannes behrens,Hoffenheim,16,72.7,12,83.3,5,80.0,3,66.7,0.0,0.0,0.0,0,0,0,2024-2025,bundesliga
kevin behrens,Wolfsburg,48,60.8,48,64.6,16,56.3,6,66.7,0.1,0.1,-0.1,5,0,0,2024-2025,bundesliga
maximilian beier,Dortmund,291,70.5,240,77.9,100,70.0,9,55.6,3.3,2.5,1.7,13,14,3,2024-2025,bundesliga
stefan bell,Mainz 05,565,78.6,222,86.0,347,88.8,124,46.8,1.0,0.7,0.0,36,0,0,2024-2025,bundesliga
jeanuel belocian,Leverkusen,34,85.0,25,96.0,11,72.7,2,50.0,0.0,0.1,0.0,2,0,0,2024-2025,bundesliga
laszlo benes,Union Berlin,223,67.6,138,81.2,91,65.9,80,50.0,1.0,1.4,0.0,23,11,6,2024-2025,bundesliga
ramy bensebaini,Dortmund,1273,86.1,638,93.1,640,90.3,155,57.4,3.2,2.3,2.8,116,19,5,2024-2025,bundesliga
mergim berisha,Hoffenheim,39,69.6,27,85.2,20,60.0,3,33.3,1.0,0.4,0.0,6,2,0,2024-2025,bundesliga
mergim berisha,Augsburg,6,66.7,6,100.0,3,0.0,0,,0.0,0.0,0.0,0,0,0,2024-2025,bundesliga
bernardo,Bochum,730,73.7,253,80.2,469,85.9,218,54.1,0.7,1.7,-0.7,99,11,1,2024-2025,bundesliga
alexander bernhardsson,Holstein Kiel,193,60.5,131,71.0,114,64.9,44,36.4,1.3,1.2,0.7,16,10,4,2024-2025,bundesliga
matus bero,Bochum,894,67.9,480,84.8,525,69.1,225,45.8,3.7,3.8,-1.7,104,35,4,2024-2025,bundesliga
janniklas beste,Freiburg,70,74.5,38,92.1,34,73.5,16,43.8,0.4,0.5,0.6,5,3,1,2024-2025,bundesliga
el bilal toure,Stuttgart,75,78.1,60,81.7,21,85.7,3,100.0,1.1,0.8,-0.1,6,4,0,2024-2025,bundesliga
tom bischof,Hoffenheim,1210,78.7,654,88.7,529,84.5,240,56.7,3.6,4.8,-1.6,110,39,10,2024-2025,bundesliga
leonardo bittencourt,Werder Bremen,571,84.0,318,91.5,247,86.6,71,59.2,1.6,1.9,-0.6,56,14,2,2024-2025,bundesliga
myron boadu,Bochum,139,71.3,81,67.9,88,81.8,9,88.9,1.1,1.6,-0.1,7,5,1,2024-2025,bundesliga
sacha boey,Bayern Munich,462,92.4,311,95.5,156,91.0,14,64.3,1.2,1.8,0.8,45,6,2,2024-2025,bundesliga
victor boniface,Leverkusen,172,70.2,127,74.8,68,76.5,16,75.0,1.1,1.0,-0.1,10,8,2,2024-2025,bundesliga
sebastiaan bornauw,Wolfsburg,270,81.8,104,89.4,174,88.5,37,48.6,0.5,0.1,0.5,18,2,0,2024-2025,bundesliga
carlo boukhalfa,St. Pauli,333,71.3,256,81.3,138,70.3,24,29.2,1.1,1.1,-1.1,27,7,2,2024-2025,bundesliga
julian brandt,Dortmund,953,78.8,592,86.5,410,81.2,117,57.3,8.5,6.6,1.5,94,48,6,2024-2025,bundesliga
tim breithaupt,Augsburg,58,86.6,24,83.3,36,94.4,4,75.0,0.4,0.3,0.6,10,1,1,2024-2025,bundesliga
maximilian breunig,Heidenheim,47,58.0,37,51.4,25,80.0,6,83.3,0.2,0.1,-0.2,5,0,0,2024-2025,bundesliga
moritz broschinski,Bochum,187,63.4,136,75.0,90,71.1,20,50.0,1.8,1.5,1.2,9,8,4,2024-2025,bundesliga
nathaniel brown,Eint Frankfurt,727,80.7,453,93.4,269,82.9,94,50.0,5.1,4.6,0.9,35,22,7,2024-2025,bundesliga
jacob bruun larsen,Hoffenheim,121,74.2,72,84.7,56,71.4,20,50.0,0.6,0.7,1.4,7,6,2,2024-2025,bundesliga
jacob bruun larsen,Stuttgart,115,70.6,81,76.5,54,77.8,15,60.0,1.2,1.6,-1.2,8,17,6,2024-2025,bundesliga
emi buendia,Leverkusen,123,78.3,85,88.2,47,78.7,7,42.9,0.9,0.5,-0.9,9,4,0,2024-2025,bundesliga
marius bulter,Hoffenheim,394,67.2,257,79.4,205,71.2,77,41.6,3.1,3.4,-1.1,30,25,12,2024-2025,bundesliga
jonathan burkardt,Mainz 05,379,72.5,258,76.4,156,81.4,52,71.2,3.1,2.7,-1.1,25,16,4,2024-2025,bundesliga
oliver burke,Werder Bremen,179,59.9,184,70.7,52,51.9,17,35.3,1.7,1.1,-1.7,5,7,3,2024-2025,bundesliga
marnon busch,Heidenheim,614,72.7,230,83.5,374,79.9,207,56.5,1.1,1.8,-0.1,59,17,10,2024-2025,bundesliga
anthony caci,Mainz 05,1188,71.8,735,84.4,603,73.6,199,46.7,6.6,7.9,0.4,96,46,21,2024-2025,bundesliga
cole campbell,Dortmund,13,86.7,9,88.9,4,75.0,1,100.0,0.0,0.0,0.0,0,1,1,2024-2025,bundesliga
emre can,Dortmund,1705,89.5,718,93.7,927,94.7,226,62.8,0.7,1.4,-0.7,119,5,0,2024-2025,bundesliga
tiago cardoso,Gladbach,134,74.9,34,100.0,68,98.5,77,42.9,0.0,0.0,0.0,0,0,0,2024-2025,bundesliga
abdoulie ceesay,St. Pauli,8,57.1,10,70.0,1,0.0,1,0.0,0.0,0.0,0.0,0,0,0,2024-2025,bundesliga
julian chabot,Stuttgart,1749,89.9,824,95.3,854,93.3,222,60.4,0.5,0.8,0.5,133,5,0,2024-2025,bundesliga
el chadaille bitshiabu,RB Leipzig,731,84.4,280,90.7,451,90.0,113,56.6,0.4,0.6,-0.4,69,4,0,2024-2025,bundesliga
fares chaibi,Eint Frankfurt,304,65.8,191,81.2,140,75.0,92,33.7,2.9,2.9,0.1,31,18,6,2024-2025,bundesliga
timothy chandler,Eint Frankfurt,17,70.8,8,87.5,10,70.0,5,60.0,0.0,0.0,0.0,2,0,0,2024-2025,bundesliga
anrie chase,Stuttgart,497,91.9,210,96.2,277,93.9,47,66.0,0.0,0.5,0.0,28,2,1,2024-2025,bundesliga
arthur chaves,Hoffenheim,966,82.1,416,90.9,555,90.1,136,40.4,0.1,0.4,-0.1,66,1,0,2024-2025,bundesliga
fabio chiarodia,Gladbach,173,84.0,86,95.3,91,86.8,23,47.8,0.4,0.4,-0.4,9,1,0,2024-2025,bundesliga
carney chukwuemeka,Dortmund,96,78.7,82,84.1,21,76.2,1,100.0,0.9,1.8,-0.9,8,6,0,2024-2025,bundesliga
alexis claudemaurice,Augsburg,543,82.9,342,85.4,229,89.5,44,70.5,1.2,1.9,0.8,38,21,5,2024-2025,bundesliga
nnamdi collins,Eint Frankfurt,766,86.3,370,93.5,410,89.0,76,50.0,1.0,1.2,0.0,53,12,2,2024-2025,bundesliga
kingsley coman,Bayern Munich,624,84.3,373,90.3,287,87.1,48,56.3,3.3,4.2,0.7,26,28,5,2024-2025,bundesliga
sirlord conteh,Heidenheim,158,70.5,129,72.1,53,81.1,23,56.5,2.6,1.4,-1.6,17,6,2,2024-2025,bundesliga
danny da costa,Mainz 05,942,78.4,430,92.3,505,87.3,223,42.2,0.6,1.3,0.4,123,17,6,2024-2025,bundesliga
yan couto,Dortmund,586,81.1,323,90.1,297,83.2,68,51.5,0.9,2.3,-0.9,51,26,10,2024-2025,bundesliga
tomas cvancara,Gladbach,171,71.5,119,79.8,79,78.5,12,50.0,0.9,0.5,-0.9,13,8,2,2024-2025,bundesliga
finn dahmen,Augsburg,528,69.4,92,98.9,234,99.1,432,47.2,0.0,0.1,0.0,11,0,0,2024-2025,bundesliga
thomas dahne,Holstein Kiel,304,77.0,53,100.0,170,99.4,171,47.4,0.0,0.0,0.0,1,0,0,2024-2025,bundesliga
mahmoud dahoud,Eint Frankfurt,191,84.9,104,95.2,86,84.9,14,50.0,0.7,0.6,0.3,10,5,0,2024-2025,bundesliga
ameen aldakhil,Stuttgart,311,91.7,147,96.6,158,94.9,27,59.3,0.2,0.1,-0.2,20,1,0,2024-2025,bundesliga
bence dardai,Wolfsburg,357,80.2,220,90.0,155,83.2,35,48.6,1.0,1.0,0.0,35,9,2,2024-2025,bundesliga
lukas daschner,Bochum,93,64.6,63,81.0,38,55.3,27,48.1,0.7,0.3,0.3,9,1,0,2024-2025,bundesliga
alphonso davies,Bayern Munich,1141,89.7,734,94.0,443,90.5,37,64.9,1.6,2.2,0.4,95,16,2,2024-2025,bundesliga
olivier deman,Werder Bremen,38,65.5,15,93.3,28,75.0,11,27.3,0.1,0.1,-0.1,3,1,0,2024-2025,bundesliga
ermedin demirovic,Stuttgart,258,70.3,225,76.0,84,73.8,5,40.0,1.9,1.7,-0.9,15,10,0,2024-2025,bundesliga
justin diehl,Stuttgart,42,71.2,29,82.8,21,66.7,5,20.0,0.1,0.3,-0.1,3,1,0,2024-2025,bundesliga
eric dier,Bayern Munich,1324,93.8,537,96.3,736,96.3,115,72.2,0.1,1.2,0.9,133,5,0,2024-2025,bundesliga
junior dina ebimbe,Eint Frankfurt,71,63.4,58,63.8,44,70.5,6,33.3,0.9,0.6,0.1,1,2,0,2024-2025,bundesliga
eren dinkci,Freiburg,297,75.4,187,85.0,133,82.0,26,46.2,2.2,1.2,0.8,24,11,3,2024-2025,bundesliga
ritsu doan,Freiburg,783,71.8,509,81.5,373,75.3,110,49.1,3.7,5.9,3.3,70,48,15,2024-2025,bundesliga
danilho doekhi,Union Berlin,995,78.3,461,87.9,555,87.6,196,42.3,1.4,0.9,-0.4,81,6,3,2024-2025,bundesliga
niklas dorsch,Augsburg,22,84.6,12,100.0,12,75.0,1,100.0,0.0,0.0,0.0,1,0,0,2024-2025,bundesliga
niklas dorsch,Heidenheim,573,83.4,247,93.1,273,90.5,136,59.6,1.1,2.0,0.9,46,16,8,2024-2025,bundesliga
patrick drewes,Bochum,565,65.7,69,100.0,234,97.9,553,48.3,0.0,0.0,0.0,7,0,0,2024-2025,bundesliga
tim drexler,Hoffenheim,153,85.0,82,92.7,69,88.4,21,66.7,0.0,0.2,0.0,13,2,0,2024-2025,bundesliga
marvin ducksch,Werder Bremen,560,61.7,319,76.2,291,63.6,200,43.5,8.5,9.1,-0.5,43,30,8,2024-2025,bundesliga
julien duranville,Dortmund,59,70.2,47,85.1,26,57.7,7,42.9,0.3,0.9,-0.3,3,1,1,2024-2025,bundesliga
adam dzwigaa,St. Pauli,173,81.6,78,91.0,93,91.4,30,40.0,0.0,0.1,0.0,11,1,0,2024-2025,bundesliga
johannes eggestein,St. Pauli,404,73.9,273,81.0,154,80.5,39,56.4,2.1,1.3,1.9,25,9,2,2024-2025,bundesliga
maximilian eggestein,Freiburg,1213,83.5,699,88.1,603,87.6,69,59.4,1.5,2.5,-1.5,131,16,3,2024-2025,bundesliga
hugo ekitike,Eint Frankfurt,486,75.5,377,82.8,155,76.1,34,61.8,6.8,5.4,1.2,24,31,4,2024-2025,bundesliga
elif elmas,RB Leipzig,13,81.3,9,88.9,4,100.0,1,0.0,0.0,0.0,0.0,0,1,0,2024-2025,bundesliga
nico elvedi,Gladbach,1400,92.0,718,95.4,670,93.1,100,70.0,0.4,0.3,0.6,52,2,0,2024-2025,bundesliga
arne engels,Augsburg,19,70.4,16,87.5,3,66.7,3,0.0,0.0,0.0,0.0,2,0,0,2024-2025,bundesliga
patrick erras,Holstein Kiel,469,92.0,174,92.0,288,97.2,32,62.5,0.1,0.2,-0.1,10,0,0,2024-2025,bundesliga
samuel essende,Augsburg,195,64.8,154,74.0,89,65.2,8,62.5,1.3,1.4,0.7,11,6,2,2024-2025,bundesliga
frank feller,Heidenheim,41,63.1,5,100.0,19,100.0,41,41.5,0.0,0.0,0.0,0,0,0,2024-2025,bundesliga
kilian fischer,Wolfsburg,976,78.6,510,86.7,540,81.7,134,59.7,0.5,1.0,-0.5,73,20,3,2024-2025,bundesliga
jonas fohrenbach,Heidenheim,659,72.5,315,85.1,383,79.1,154,46.1,1.3,2.1,-0.3,62,15,11,2024-2025,bundesliga
marco friedl,Werder Bremen,1324,90.2,353,93.8,848,95.5,239,71.5,0.2,0.4,-0.2,63,5,1,2024-2025,bundesliga
marvin friedrich,Gladbach,624,88.4,268,94.8,342,95.3,80,47.5,0.6,0.5,0.4,23,1,0,2024-2025,bundesliga
jeremie frimpong,Leverkusen,715,76.1,457,88.4,331,77.6,78,38.5,4.2,4.7,0.8,28,29,18,2024-2025,bundesliga
chris fuhrich,Stuttgart,807,80.5,554,90.3,302,78.8,80,51.3,3.7,6.0,-0.7,39,51,13,2024-2025,bundesliga
shio fukuda,Gladbach,5,50.0,6,66.7,1,100.0,1,0.0,0.0,0.0,0.0,0,0,0,2024-2025,bundesliga
cristian gamboa,Bochum,75,60.5,39,94.9,42,57.1,35,40.0,0.2,0.3,-0.2,3,2,1,2024-2025,bundesliga
aleix garcia,Leverkusen,1212,87.2,679,94.3,472,89.8,196,65.8,4.9,3.8,-0.9,135,12,4,2024-2025,bundesliga
viggo gebel,RB Leipzig,3,75.0,2,100.0,2,50.0,0,,0.0,0.0,0.0,0,0,0,2024-2025,bundesliga
lutsharel geertruida,RB Leipzig,961,86.7,493,91.5,478,89.5,101,66.3,1.0,1.6,-1.0,94,17,4,2024-2025,bundesliga
dennis geiger,Hoffenheim,316,87.3,193,92.2,126,91.3,24,66.7,0.5,0.7,-0.5,32,9,1,2024-2025,bundesliga
valentin gendrey,Hoffenheim,482,69.9,287,84.7,283,67.8,86,41.9,1.8,2.7,-0.8,37,15,10,2024-2025,bundesliga
yannick gerhardt,Wolfsburg,513,76.9,321,83.2,246,83.7,57,40.4,0.2,1.1,0.8,44,11,4,2024-2025,bundesliga
max geschwill,Holstein Kiel,496,74.3,210,84.3,317,81.7,118,49.2,0.8,0.9,1.2,40,7,2,2024-2025,bundesliga
dimitris giannoulis,Augsburg,1076,74.7,621,85.7,568,78.9,169,47.9,4.2,5.4,-0.2,71,55,23,2024-2025,bundesliga
armin gigovic,Holstein Kiel,524,77.7,315,83.5,253,87.0,65,41.5,2.1,1.7,-1.1,44,7,0,2024-2025,bundesliga
benedikt gimber,Heidenheim,1058,82.5,303,85.8,721,92.8,217,57.1,0.3,0.5,-0.3,47,2,0,2024-2025,bundesliga
matthias ginter,Freiburg,1256,82.6,484,90.7,763,90.2,241,49.4,0.7,1.5,0.3,97,8,1,2024-2025,bundesliga
jamie gittens,Dortmund,427,76.5,318,87.4,144,77.1,38,50.0,2.5,4.1,0.5,17,24,4,2024-2025,bundesliga
serge gnabry,Bayern Munich,498,83.4,354,89.3,180,82.8,30,70.0,5.1,4.3,-0.1,21,21,2,2024-2025,bundesliga
tidiam gomis,RB Leipzig,42,80.8,35,94.3,12,58.3,1,100.0,0.9,0.6,0.1,1,2,1,2024-2025,bundesliga
leon goretzka,Bayern Munich,1101,89.9,621,93.9,494,93.3,71,63.4,1.7,2.4,-0.7,147,15,0,2024-2025,bundesliga
robin gosens,Union Berlin,23,54.8,17,76.5,20,45.0,4,25.0,0.1,0.1,-0.1,3,2,0,2024-2025,bundesliga
mario gotze,Eint Frankfurt,656,77.5,454,89.0,243,77.4,72,44.4,3.1,1.9,-1.1,56,19,1,2024-2025,bundesliga
jeffrey gouweleeuw,Augsburg,1400,82.6,477,87.4,852,91.4,321,60.1,2.2,3.0,1.8,151,22,2,2024-2025,bundesliga
kamil grabara,Wolfsburg,791,69.4,117,100.0,383,99.2,632,46.4,0.0,0.1,0.0,40,3,0,2024-2025,bundesliga
michael gregoritsch,Freiburg,100,63.3,71,69.0,55,72.7,9,55.6,0.4,0.7,0.6,9,4,0,2024-2025,bundesliga
vincenzo grifo,Freiburg,1173,76.7,601,90.2,562,83.6,279,45.9,6.9,8.0,4.1,104,48,10,2024-2025,bundesliga
florian grillitsch,Hoffenheim,361,86.6,154,92.9,176,92.0,70,68.6,0.2,0.8,-0.2,39,4,2,2024-2025,bundesliga
alex grimaldo,Leverkusen,1700,81.2,1093,92.6,625,83.4,242,46.7,8.1,8.6,-1.1,108,50,21,2024-2025,bundesliga
pascal gro,Dortmund,1589,80.7,808,92.6,731,88.4,319,47.3,5.1,6.4,3.9,120,44,15,2024-2025,bundesliga
marco grull,Werder Bremen,251,76.8,165,87.3,83,80.7,19,52.6,1.8,1.5,-0.8,22,14,3,2024-2025,bundesliga
raphael guerreiro,Bayern Munich,1206,88.7,842,94.1,399,88.7,45,57.8,2.9,4.7,1.1,77,25,2,2024-2025,bundesliga
morgan guilavogui,St. Pauli,362,65.9,307,76.9,140,62.9,35,40.0,1.9,2.4,0.1,29,10,3,2024-2025,bundesliga
serhou guirassy,Dortmund,456,72.7,375,81.3,147,71.4,23,69.6,3.9,3.1,0.1,28,14,0,2024-2025,bundesliga
peter gulacsi,RB Leipzig,742,82.1,154,100.0,401,98.0,346,56.4,0.0,0.0,0.0,4,0,0,2024-2025,bundesliga
robert gumny,Augsburg,105,76.1,63,84.1,49,85.7,18,44.4,0.5,0.4,-0.5,6,3,2,2024-2025,bundesliga
christian gunter,Freiburg,851,74.5,498,87.1,420,76.9,153,44.4,2.5,4.2,-0.5,53,30,21,2024-2025,bundesliga
janik haberer,Union Berlin,570,77.0,333,83.5,281,84.0,66,54.5,0.8,1.9,-0.8,41,10,2,2024-2025,bundesliga
robin hack,Gladbach,684,76.2,439,87.5,260,80.8,117,51.3,3.6,3.8,3.4,52,34,12,2024-2025,bundesliga
amadou haidara,RB Leipzig,723,80.2,436,87.8,352,81.8,76,50.0,0.9,1.2,0.1,65,13,2,2024-2025,bundesliga
andreas hancheolsen,Mainz 05,530,82.6,251,91.2,294,89.1,81,42.0,0.3,0.6,0.7,26,0,0,2024-2025,bundesliga
phil harres,Holstein Kiel,150,56.6,126,62.7,86,55.8,23,69.6,1.3,1.1,-0.3,17,4,2,2024-2025,bundesliga
ramon hendriks,Stuttgart,576,83.7,315,94.3,269,87.0,79,45.6,1.0,1.5,0.0,43,5,2,2024-2025,bundesliga
paul hennrich,Hoffenheim,2,66.7,2,100.0,0,,0,,0.0,0.0,0.0,0,0,0,2024-2025,bundesliga
benjamin henrichs,RB Leipzig,360,75.6,224,87.9,169,80.5,54,38.9,1.4,2.0,0.6,33,10,3,2024-2025,bundesliga
mario hermoso,Leverkusen,213,85.5,123,93.5,101,86.1,20,45.0,0.2,0.3,-0.2,14,1,0,2024-2025,bundesliga
piero hincapie,Leverkusen,1855,87.9,936,93.6,896,91.6,197,58.9,3.2,3.5,-1.2,160,16,7,2024-2025,bundesliga
adam hlozek,Hoffenheim,348,68.5,240,73.8,168,75.0,42,54.8,3.5,3.2,0.5,37,19,4,2024-2025,bundesliga
nicolas hofler,Freiburg,325,86.4,169,88.8,174,90.8,13,76.9,0.1,0.4,-0.1,31,4,0,2024-2025,bundesliga
jonas hofmann,Leverkusen,167,87.4,109,91.7,58,87.9,14,57.1,0.4,0.5,0.6,5,5,0,2024-2025,bundesliga
philipp hofmann,Bochum,441,63.5,332,72.0,253,61.7,44,52.3,3.3,2.6,-0.3,40,9,0,2024-2025,bundesliga
lucas holer,Freiburg,390,65.5,334,72.5,154,65.6,15,46.7,2.9,1.7,1.1,34,9,1,2024-2025,bundesliga
benedict hollerbach,Union Berlin,441,65.4,333,79.6,169,70.4,56,48.2,1.6,2.3,-0.6,24,22,3,2024-2025,bundesliga
lewis holtby,Holstein Kiel,540,76.5,295,88.8,271,80.8,99,45.5,1.5,1.8,-0.5,29,5,1,2024-2025,bundesliga
gerrit holtmann,Bochum,270,65.7,162,85.2,139,68.3,64,48.4,2.9,2.8,-1.9,16,25,16,2024-2025,bundesliga
franck honorat,Gladbach,409,67.5,258,84.5,196,66.8,101,44.6,5.3,4.9,1.7,24,26,17,2024-2025,bundesliga
mathias honsak,Heidenheim,324,70.1,189,77.8,182,76.4,65,52.3,1.6,1.9,-0.6,22,12,9,2024-2025,bundesliga
timo horn,Bochum,284,56.9,22,100.0,97,99.0,379,43.8,0.0,0.1,0.0,24,1,0,2024-2025,bundesliga
lukas hradecky,Leverkusen,687,75.3,145,100.0,314,97.8,444,51.8,0.0,0.0,0.0,5,0,0,2024-2025,bundesliga
robin hranac,Hoffenheim,127,86.4,47,89.4,78,94.9,19,52.6,0.0,0.0,0.0,8,0,0,2024-2025,bundesliga
hong hyunseok,Mainz 05,180,77.9,141,85.8,60,76.7,9,44.4,1.5,1.2,-0.5,11,7,1,2024-2025,bundesliga
oscar hjlund,Eint Frankfurt,359,88.0,205,94.6,156,87.8,22,59.1,1.1,0.3,-1.1,30,4,0,2024-2025,bundesliga
arijon ibrahimovic,Bayern Munich,3,100.0,2,100.0,1,100.0,0,,0.0,0.0,0.0,0,0,0,2024-2025,bundesliga
andrej ilic,Union Berlin,110,57.6,104,69.2,52,46.2,5,20.0,0.3,0.2,-0.3,16,0,0,2024-2025,bundesliga
jackson irvine,St. Pauli,684,70.6,467,79.0,353,72.0,70,48.6,3.9,2.5,2.1,93,12,2,2024-2025,bundesliga
ko itakura,Gladbach,1617,89.0,644,95.2,951,93.5,192,54.7,0.8,1.5,-0.8,60,8,4,2024-2025,bundesliga
hiroki ito,Bayern Munich,183,86.7,103,93.2,80,92.5,18,38.9,0.4,0.6,-0.4,14,3,1,2024-2025,bundesliga
marko ivezic,Holstein Kiel,803,86.0,254,90.2,553,90.6,114,61.4,0.2,0.3,-0.2,33,2,0,2024-2025,bundesliga
lee jaesung,Mainz 05,813,77.5,556,85.4,321,80.1,66,66.7,5.0,4.7,1.0,56,22,3,2024-2025,bundesliga
kristijan jakic,Augsburg,900,82.9,499,87.0,400,89.3,114,75.4,1.2,1.8,-0.2,95,11,0,2024-2025,bundesliga
luca jaquez,Stuttgart,194,91.5,97,96.9,87,95.4,22,54.5,0.0,0.1,0.0,18,1,0,2024-2025,bundesliga
dominik javorcek,Holstein Kiel,115,70.6,58,91.4,57,77.2,35,45.7,1.0,0.7,1.0,7,2,1,2024-2025,bundesliga
finn jeltsch,Stuttgart,582,91.1,284,94.7,307,94.8,33,39.4,0.1,0.3,-0.1,29,1,0,2024-2025,bundesliga
fredrik jensen,Augsburg,157,69.5,106,79.2,70,77.1,24,66.7,0.7,0.6,-0.7,8,7,3,2024-2025,bundesliga
moritz jenz,Mainz 05,712,84.3,298,91.3,435,89.9,95,43.2,0.3,0.4,-0.3,37,2,0,2024-2025,bundesliga
carl johansson,Holstein Kiel,268,87.9,115,93.0,160,89.4,24,66.7,0.4,0.3,-0.4,4,2,0,2024-2025,bundesliga
anthony jung,Werder Bremen,1354,89.6,557,92.6,737,94.7,165,67.9,0.1,0.5,-0.1,100,6,1,2024-2025,bundesliga
josip juranovic,Union Berlin,379,64.5,167,79.0,246,68.3,138,49.3,1.8,2.7,-0.8,34,22,12,2024-2025,bundesliga
