Player,Squad,Pass_cmp,Pass_cmp%,Pass_Short,Pass_cmp_Short%,Pass_Medium,Pass_cmp_Medium%,pass_Long,Pass_cmp_Long%,xAG,xA,A-xAG,Pass_cmp_Att_3rd,PPA,CrsPA,Season,Competition
timo hubers,Köln,1473,84.5,501,89.4,951,92.4,250,52.0,0.5,1.0,-0.5,105,7,1,2023-2024,bundesliga
mats hummels,Dortmund,1262,89.0,402,94.8,781,92.4,202,74.3,0.9,1.4,-0.9,86,6,0,2023-2024,bundesliga
denis huseinbasic,Köln,674,85.2,364,89.0,310,92.6,74,62.2,0.7,0.7,2.3,68,9,2,2023-2024,bundesliga
iago,Augsburg,536,72.9,278,86.3,293,74.1,109,57.8,1.6,2.9,-0.6,51,27,16,2023-2024,bundesliga
borja iglesias,Leverkusen,58,77.3,42,78.6,20,95.0,1,100.0,0.3,0.4,-0.3,3,3,0,2023-2024,bundesliga
joel imasuen,Werder Bremen,1,100.0,1,100.0,0,,0,,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
thomas isherwood,Darmstadt 98,223,83.2,80,93.8,142,89.4,35,51.4,0.0,0.1,0.0,13,4,0,2023-2024,bundesliga
ko itakura,Gladbach,798,87.7,336,90.8,454,93.0,98,61.2,0.2,0.6,-0.2,41,3,1,2023-2024,bundesliga
hiroki ito,Stuttgart,1833,88.7,962,95.1,842,91.9,211,55.9,2.0,2.4,0.0,119,21,7,2023-2024,bundesliga
lee jaesung,Mainz 05,605,77.9,416,84.1,244,79.1,50,56.0,3.4,2.2,-0.4,61,10,2,2023-2024,bundesliga
paul jaeckel,Union Berlin,121,89.0,46,97.8,60,90.0,25,80.0,0.1,0.1,-0.1,7,1,0,2023-2024,bundesliga
kristijan jakic,Augsburg,398,79.1,194,82.5,219,84.0,60,63.3,0.3,0.8,0.7,41,8,0,2023-2024,bundesliga
kristijan jakic,Eint Frankfurt,91,82.0,56,85.7,41,92.7,6,66.7,0.2,0.2,-0.2,6,0,0,2023-2024,bundesliga
tony jantschke,Gladbach,12,100.0,5,100.0,7,100.0,0,,0.0,0.0,0.0,1,0,0,2023-2024,bundesliga
nuha jatta,RB Leipzig,0,,0,,0,,0,,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
fredrik jensen,Augsburg,290,60.9,190,75.3,136,72.1,93,39.8,4.3,4.9,-0.3,30,14,5,2023-2024,bundesliga
moritz jenz,Wolfsburg,941,88.1,367,94.0,569,92.3,108,54.6,0.3,0.5,0.7,41,1,0,2023-2024,bundesliga
anthony jung,Werder Bremen,1553,86.5,674,93.3,842,90.7,215,63.7,0.3,0.9,-0.3,90,10,4,2023-2024,bundesliga
josip juranovic,Union Berlin,513,70.8,215,88.8,291,77.0,182,48.9,2.3,3.0,-0.3,48,16,7,2023-2024,bundesliga
david jurasek,Hoffenheim,166,64.8,81,87.7,120,70.0,36,22.2,1.0,0.8,0.0,6,6,5,2023-2024,bundesliga
julian justvan,Hoffenheim,35,63.6,27,74.1,19,63.2,5,60.0,0.0,0.1,0.0,4,3,1,2023-2024,bundesliga
julian justvan,Darmstadt 98,294,72.1,172,85.5,139,75.5,67,52.2,2.5,3.5,-0.5,34,19,3,2023-2024,bundesliga
ozan kabak,Hoffenheim,1159,85.3,488,90.4,677,91.3,172,54.1,1.1,1.7,-1.1,92,16,2,2023-2024,bundesliga
pavel kaderabek,Hoffenheim,888,69.8,555,83.8,523,69.0,135,38.5,4.7,5.4,-0.7,70,31,21,2023-2024,bundesliga
florian kainz,Köln,770,68.8,379,85.0,419,78.3,248,40.3,3.3,4.5,0.7,76,31,13,2023-2024,bundesliga
sasa kalajdzic,Eint Frankfurt,61,77.2,38,84.2,27,66.7,6,83.3,0.5,0.1,0.5,7,1,1,2023-2024,bundesliga
jakub kaminski,Wolfsburg,152,77.9,95,88.4,74,81.1,20,40.0,0.7,1.7,1.3,11,7,2,2023-2024,bundesliga
kevin kampl,RB Leipzig,931,91.4,446,95.1,460,93.0,76,76.3,1.8,1.5,-1.8,67,12,3,2023-2024,bundesliga
harry kane,Bayern Munich,474,71.4,266,81.2,222,74.8,114,64.9,6.4,5.9,1.6,66,41,6,2023-2024,bundesliga
atakan karazor,Stuttgart,1698,89.4,1027,92.1,684,93.1,75,73.3,2.6,2.5,1.4,138,19,3,2023-2024,bundesliga
emir karic,Darmstadt 98,953,78.8,551,89.3,439,82.2,152,53.3,1.3,1.9,-1.3,89,27,9,2023-2024,bundesliga
silas katompa,Stuttgart,210,75.3,112,83.0,113,85.0,24,45.8,2.3,1.7,-0.3,6,15,0,2023-2024,bundesliga
mikkel kaufmann,Union Berlin,67,53.2,65,60.0,31,51.6,8,62.5,1.0,0.4,-1.0,13,1,0,2023-2024,bundesliga
naby keita,Werder Bremen,52,77.6,27,81.5,28,82.1,8,50.0,0.0,0.0,0.0,8,2,0,2023-2024,bundesliga
yannik keitel,Freiburg,443,79.1,170,85.3,260,91.9,115,49.6,0.4,0.2,-0.4,49,4,0,2023-2024,bundesliga
thomas keller,Heidenheim,5,71.4,3,100.0,0,,3,33.3,0.0,0.0,0.0,1,0,0,2023-2024,bundesliga
aljoscha kemlein,Union Berlin,7,77.8,4,75.0,3,100.0,1,100.0,0.0,0.0,0.0,1,0,0,2023-2024,bundesliga
tobias kempe,Darmstadt 98,413,74.1,251,88.8,160,79.4,101,47.5,2.1,2.5,-0.1,38,5,3,2023-2024,bundesliga
rani khedira,Union Berlin,329,73.1,192,83.3,174,77.6,45,42.2,0.1,0.5,-0.1,21,5,1,2023-2024,bundesliga
luca kilian,Köln,241,76.0,103,84.5,154,85.1,51,37.3,0.0,0.0,0.0,11,0,0,2023-2024,bundesliga
joshua kimmich,Bayern Munich,1951,86.1,864,93.6,1013,91.1,320,58.4,7.1,9.3,-1.1,188,51,18,2023-2024,bundesliga
christoph klarer,Darmstadt 98,1044,87.0,363,92.6,633,92.6,176,63.1,0.9,1.0,1.1,58,4,1,2023-2024,bundesliga
tim kleindienst,Heidenheim,516,59.0,462,63.9,231,63.6,47,63.8,3.3,2.0,-0.3,58,10,2,2023-2024,bundesliga
lukas klostermann,RB Leipzig,1035,89.6,372,91.4,647,94.3,112,68.8,0.4,0.9,-0.4,77,7,0,2023-2024,bundesliga
ansgar knauff,Eint Frankfurt,475,63.6,355,77.2,245,65.3,60,43.3,2.3,2.7,-0.3,25,26,10,2023-2024,bundesliga
robin knoche,Union Berlin,931,80.7,307,87.6,606,88.9,204,52.5,0.3,0.4,-0.3,49,3,0,2023-2024,bundesliga
gregor kobel,Dortmund,974,82.9,211,99.5,505,99.0,450,57.6,0.0,0.0,0.0,13,1,0,2023-2024,bundesliga
robin koch,Eint Frankfurt,1902,88.0,638,92.5,1225,93.5,262,60.3,0.2,0.6,-0.2,97,4,0,2023-2024,bundesliga
dominik kohr,Mainz 05,876,75.6,390,83.6,540,84.1,181,45.3,1.2,1.2,-1.2,87,15,5,2023-2024,bundesliga
randal kolo muani,Eint Frankfurt,17,65.4,15,73.3,4,75.0,4,50.0,0.0,0.0,0.0,2,1,0,2023-2024,bundesliga
mert komur,Augsburg,30,88.2,19,89.5,9,100.0,2,100.0,0.0,0.1,0.0,1,2,0,2023-2024,bundesliga
manu kone,Gladbach,583,84.7,368,89.7,225,88.4,44,70.5,1.2,0.8,-1.2,45,12,0,2023-2024,bundesliga
odilon kossounou,Leverkusen,1274,89.2,733,92.8,535,92.9,105,71.4,0.7,1.5,-0.7,155,16,0,2023-2024,bundesliga
tomas koubek,Augsburg,69,70.4,11,100.0,31,100.0,55,49.1,0.0,0.0,0.0,1,0,0,2023-2024,bundesliga
matej kovar,Leverkusen,17,100.0,4,100.0,9,100.0,4,100.0,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
dawid kownacki,Werder Bremen,69,63.3,50,72.0,34,61.8,7,57.1,0.4,0.6,-0.4,10,1,0,2023-2024,bundesliga
alex kral,Union Berlin,340,69.8,196,80.6,196,76.0,55,43.6,0.4,0.5,-0.4,32,6,2,2023-2024,bundesliga
andrej kramaric,Hoffenheim,904,79.4,558,88.5,373,81.8,132,54.5,7.3,7.0,-1.3,67,22,3,2023-2024,bundesliga
christoph kramer,Gladbach,145,79.2,108,80.6,43,88.4,12,58.3,0.1,0.4,-0.1,14,1,0,2023-2024,bundesliga
frans kratzig,Bayern Munich,45,90.0,26,92.3,20,90.0,3,66.7,0.3,0.1,-0.3,3,1,0,2023-2024,bundesliga
tom krau,Mainz 05,486,74.7,314,83.4,228,81.6,61,45.9,0.4,0.8,1.6,42,9,2,2023-2024,bundesliga
lukas kubler,Freiburg,805,78.2,427,88.8,423,80.4,146,50.7,0.3,0.6,-0.3,74,4,2,2023-2024,bundesliga
mahmut kucuksahin,Augsburg,4,100.0,3,100.0,1,100.0,0,,0.0,0.0,0.0,1,0,0,2023-2024,bundesliga
christian kuhlwetter,Heidenheim,1,50.0,1,0.0,1,100.0,0,,0.6,0.4,0.4,0,0,0,2023-2024,bundesliga
moritzbroni kwarteng,Bochum,67,71.3,42,88.1,36,69.4,9,33.3,0.5,0.1,0.5,3,2,0,2023-2024,bundesliga
maxence lacroix,Wolfsburg,1228,84.7,448,88.4,748,90.1,216,69.4,0.8,1.3,0.2,91,6,2,2023-2024,bundesliga
aissa laidouni,Union Berlin,404,78.9,228,85.1,191,80.6,52,67.3,1.0,1.6,2.0,38,17,5,2023-2024,bundesliga
konrad laimer,Bayern Munich,1294,88.8,763,91.9,579,92.4,51,74.5,3.9,4.5,-0.9,104,26,7,2023-2024,bundesliga
stefan lainer,Gladbach,375,77.6,232,87.5,191,79.1,38,39.5,0.7,1.1,0.3,22,12,4,2023-2024,bundesliga
hugo larsson,Eint Frankfurt,835,86.5,419,89.7,417,90.9,76,71.1,1.4,1.5,-0.4,52,8,4,2023-2024,bundesliga
diogo leite,Union Berlin,1263,79.9,569,89.8,687,86.8,249,50.6,0.2,0.7,-0.2,113,3,1,2023-2024,bundesliga
maxim leitsch,Mainz 05,133,77.8,51,68.6,92,85.9,24,70.8,0.0,0.1,0.0,7,1,0,2023-2024,bundesliga
christopher lenz,RB Leipzig,38,77.6,16,93.8,23,91.3,6,0.0,0.1,0.1,-0.1,3,0,0,2023-2024,bundesliga
christopher lenz,Eint Frankfurt,5,55.6,0,,4,100.0,4,25.0,0.0,0.0,0.0,1,0,0,2023-2024,bundesliga
jamie leweling,Stuttgart,470,78.5,337,86.4,175,77.7,41,51.2,3.2,3.1,0.8,19,18,10,2023-2024,bundesliga
philipp lienhart,Freiburg,814,82.9,268,88.1,501,92.8,199,55.8,1.1,0.6,-1.1,51,5,0,2023-2024,bundesliga
matthijs de ligt,Bayern Munich,1120,93.9,330,94.8,730,97.1,121,76.9,0.1,0.6,-0.1,109,1,1,2023-2024,bundesliga
jesper lindstrm,Eint Frankfurt,24,75.0,13,76.9,15,86.7,0,,0.0,0.0,0.0,0,1,0,2023-2024,bundesliga
dejan ljubicic,Köln,670,79.5,400,87.0,307,81.4,79,64.6,3.0,2.0,-1.0,54,20,5,2023-2024,bundesliga
noah loosli,Bochum,81,63.8,48,81.3,49,69.4,23,30.4,0.0,0.0,0.0,4,1,0,2023-2024,bundesliga
anthony losilla,Bochum,649,72.4,434,76.0,342,75.1,50,60.0,1.5,1.0,0.5,69,10,3,2023-2024,bundesliga
castello lukeba,RB Leipzig,1726,91.6,673,94.5,1022,96.1,162,60.5,0.1,0.8,-0.1,107,8,2,2023-2024,bundesliga
andreas luthe,Bochum,25,51.0,0,,3,66.7,46,50.0,0.0,0.0,0.0,8,0,0,2023-2024,bundesliga
senne lynen,Werder Bremen,746,82.6,370,86.8,394,84.8,109,69.7,1.8,1.2,1.2,67,7,1,2023-2024,bundesliga
ian maatsen,Dortmund,928,87.5,544,93.4,360,88.9,93,69.9,1.4,1.7,0.6,70,18,5,2023-2024,bundesliga
matej maglica,Darmstadt 98,759,76.0,265,89.4,475,86.1,224,46.9,0.7,1.0,-0.7,60,5,0,2023-2024,bundesliga
arne maier,Augsburg,449,75.7,212,86.3,227,80.2,115,59.1,2.3,2.8,1.7,49,27,8,2023-2024,bundesliga
linton maina,Köln,484,73.2,343,86.0,209,77.0,46,45.7,3.1,3.3,-0.1,28,16,5,2023-2024,bundesliga
patrick mainka,Heidenheim,1289,82.9,448,85.7,831,89.3,231,65.4,0.1,0.6,-0.1,77,2,0,2023-2024,bundesliga
lovro majer,Wolfsburg,760,73.1,457,86.0,365,77.8,120,45.0,3.2,4.9,1.8,86,29,6,2023-2024,bundesliga
jordy makengo,Freiburg,449,82.4,227,88.1,244,89.8,51,47.1,0.2,0.5,-0.2,36,5,4,2023-2024,bundesliga
julian malatini,Werder Bremen,295,81.0,151,89.4,156,87.8,42,47.6,0.2,0.2,-0.2,29,3,2,2023-2024,bundesliga
donyell malen,Dortmund,410,75.1,310,84.5,144,75.7,33,54.5,3.0,3.4,-2.0,21,36,6,2023-2024,bundesliga
lennard maloney,Heidenheim,698,74.1,306,76.5,423,82.3,164,58.5,1.1,1.3,-0.1,58,6,0,2023-2024,bundesliga
david mamutovic,Mainz 05,7,70.0,6,66.7,4,75.0,0,,0.0,0.0,0.0,3,0,0,2023-2024,bundesliga
braydon manu,Darmstadt 98,24,72.7,16,87.5,11,81.8,3,33.3,0.1,0.0,-0.1,4,0,0,2023-2024,bundesliga
omar marmoush,Eint Frankfurt,407,70.9,273,79.9,180,75.0,56,57.1,4.4,4.4,1.6,31,21,2,2023-2024,bundesliga
eric martel,Köln,913,81.1,495,85.1,488,86.5,73,52.1,1.1,0.8,-0.1,83,6,3,2023-2024,bundesliga
erhan masovic,Bochum,570,77.9,269,81.4,314,88.9,109,46.8,0.3,0.8,-0.3,43,5,0,2023-2024,bundesliga
roberto massimo,Stuttgart,30,76.9,18,77.8,14,92.9,3,66.7,0.0,0.0,0.0,1,0,0,2023-2024,bundesliga
jean matteo bahoya,Eint Frankfurt,62,75.6,37,81.1,32,81.3,7,71.4,0.1,0.1,-0.1,1,1,1,2023-2024,bundesliga
philipp max,Eint Frankfurt,742,82.6,415,93.0,358,83.5,91,49.5,2.8,2.4,-0.8,54,15,9,2023-2024,bundesliga
eric maxim choupomoting,Bayern Munich,232,82.3,166,91.0,73,79.5,13,76.9,1.8,1.4,0.2,12,8,2,2023-2024,bundesliga
noussair mazraoui,Bayern Munich,865,88.3,550,93.5,341,90.6,40,67.5,1.8,2.4,1.2,92,17,3,2023-2024,bundesliga
kevin mbabu,Augsburg,644,63.1,365,78.9,419,65.4,167,41.3,1.9,3.9,0.1,64,30,20,2023-2024,bundesliga
noah mbamba,Leverkusen,19,95.0,11,100.0,7,100.0,0,,0.6,0.5,0.4,4,1,1,2023-2024,bundesliga
nathanael mbuku,Augsburg,6,85.7,6,83.3,0,,0,,0.0,0.0,0.0,2,0,0,2023-2024,bundesliga
marvin mehlem,Darmstadt 98,448,76.3,279,84.2,200,83.5,51,54.9,1.1,1.5,0.9,34,14,3,2023-2024,bundesliga
thomas meunier,Dortmund,399,80.6,211,88.6,216,81.5,52,59.6,0.6,0.9,-0.6,25,2,0,2023-2024,bundesliga
alexander meyer,Dortmund,302,82.5,65,98.5,166,98.2,134,56.0,0.0,0.0,0.0,2,1,0,2023-2024,bundesliga
sven michel,Augsburg,97,56.1,85,68.2,52,51.9,10,70.0,0.8,0.8,0.2,7,11,4,2023-2024,bundesliga
enzo millot,Stuttgart,1238,85.0,775,91.6,480,85.8,94,60.6,3.9,5.3,0.1,97,31,4,2023-2024,bundesliga
jovan milosevic,Stuttgart,8,61.5,5,80.0,3,66.7,1,0.0,0.0,0.0,0.0,1,0,0,2023-2024,bundesliga
kim minjae,Bayern Munich,1986,92.8,905,95.4,1061,95.3,131,71.8,0.4,0.5,0.6,129,2,0,2023-2024,bundesliga
maximilian mittelstadt,Stuttgart,1447,84.7,864,92.5,611,85.3,133,55.6,4.2,6.7,-0.2,107,33,20,2023-2024,bundesliga
marko mladenovic,Eint Frankfurt,2,66.7,3,66.7,0,,0,,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
max moerstedt,Hoffenheim,2,66.7,3,66.7,0,,0,,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
mateu morey,Dortmund,74,85.1,47,89.4,32,84.4,5,60.0,0.1,0.1,-0.1,3,0,0,2023-2024,bundesliga
youssoufa moukoko,Dortmund,104,81.3,80,87.5,24,83.3,6,83.3,0.3,0.7,-0.3,6,6,0,2023-2024,bundesliga
andreas muller,Darmstadt 98,129,76.8,81,90.1,60,80.0,17,29.4,0.0,0.1,0.0,10,0,0,2023-2024,bundesliga
jannik muller,Darmstadt 98,424,77.2,189,80.4,254,85.4,86,58.1,0.1,0.2,-0.1,28,4,3,2023-2024,bundesliga
kevin muller,Heidenheim,1104,74.5,77,98.7,576,99.1,826,55.3,0.0,0.1,0.0,25,1,0,2023-2024,bundesliga
marcus muller,Mainz 05,3,60.0,2,50.0,3,66.7,0,,0.0,0.1,0.0,0,0,0,2023-2024,bundesliga
thomas muller,Bayern Munich,602,74.3,402,84.3,287,73.5,67,49.3,8.4,7.9,0.6,52,43,10,2023-2024,bundesliga
jamal musiala,Bayern Munich,621,80.4,444,87.4,221,85.5,28,60.7,6.0,5.8,-1.0,42,41,0,2023-2024,bundesliga
florent muslija,Freiburg,57,68.7,34,85.3,25,76.0,16,50.0,0.6,0.6,-0.6,5,5,0,2023-2024,bundesliga
phillipp mwene,Mainz 05,652,69.8,393,84.0,334,70.4,148,46.6,2.0,2.6,0.0,49,32,15,2023-2024,bundesliga
joakim mhle,Wolfsburg,1263,81.2,760,91.3,573,82.5,121,49.6,2.7,5.2,0.3,86,27,8,2023-2024,bundesliga
nathan ngoumou,Gladbach,329,73.9,255,80.8,115,75.7,27,59.3,1.7,2.9,0.3,9,17,4,2023-2024,bundesliga
stanley nsoki,Hoffenheim,318,79.7,162,87.0,173,85.5,41,48.8,0.1,0.3,-0.1,21,3,0,2023-2024,bundesliga
luca netz,Gladbach,945,77.5,586,88.1,419,80.0,136,42.6,3.0,3.1,1.0,38,23,8,2023-2024,bundesliga
manuel neuer,Bayern Munich,754,86.1,141,99.3,418,98.3,317,64.0,0.0,0.0,0.0,14,0,0,2023-2024,bundesliga
florian neuhaus,Gladbach,470,82.9,273,87.9,201,87.1,60,66.7,1.8,2.6,0.2,59,14,5,2023-2024,bundesliga
jessic ngankam,Mainz 05,13,54.2,10,50.0,11,54.5,0,,0.3,0.6,-0.3,0,0,0,2023-2024,bundesliga
jessic ngankam,Eint Frankfurt,33,73.3,32,78.1,7,71.4,0,,0.0,0.1,0.0,1,1,0,2023-2024,bundesliga
moritz nicolas,Gladbach,818,77.5,164,100.0,450,97.8,433,49.0,0.0,0.0,0.0,5,0,0,2023-2024,bundesliga
justin njinmah,Werder Bremen,146,67.9,121,73.6,58,74.1,9,66.7,2.4,2.2,-0.4,6,9,1,2023-2024,bundesliga
niels nkounkou,Eint Frankfurt,625,72.0,347,83.6,343,79.0,128,43.8,2.2,2.0,-0.2,57,19,4,2023-2024,bundesliga
felix nmecha,Dortmund,382,83.6,218,87.6,163,89.0,35,77.1,0.9,1.2,1.1,34,7,0,2023-2024,bundesliga
lukas nmecha,Wolfsburg,6,50.0,6,33.3,1,100.0,1,100.0,0.0,0.0,0.0,1,0,0,2023-2024,bundesliga
jonathan norbye,RB Leipzig,1,100.0,0,,1,100.0,0,,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
alexander nubel,Stuttgart,998,81.9,200,99.5,556,96.9,456,56.6,0.0,0.0,0.0,13,1,0,2023-2024,bundesliga
kasim nuhu,Hoffenheim,1,33.3,0,,1,100.0,0,,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
fabian nurnberger,Darmstadt 98,713,79.7,430,90.2,315,82.9,97,47.4,2.0,2.6,-1.0,52,26,12,2023-2024,bundesliga
tim oermann,Bochum,181,69.1,113,81.4,94,75.5,33,48.5,0.3,0.4,-0.3,22,5,3,2023-2024,bundesliga
masaya okugawa,Augsburg,7,63.6,7,71.4,4,50.0,0,,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
finn ole becker,Hoffenheim,247,78.4,151,87.4,104,82.7,40,55.0,0.4,0.7,-0.4,15,11,0,2023-2024,bundesliga
mathias olesen,Köln,42,79.2,29,82.8,17,88.2,3,66.7,0.0,0.2,0.0,5,2,1,2023-2024,bundesliga
dani olmo,RB Leipzig,511,77.8,306,83.7,226,82.7,74,70.3,5.4,3.7,-0.4,60,21,7,2023-2024,bundesliga
jonas omlin,Gladbach,208,75.4,38,100.0,108,98.1,130,49.2,0.4,0.0,0.6,1,0,0,2023-2024,bundesliga
karim onisiwo,Mainz 05,205,60.7,166,70.5,88,59.1,31,61.3,1.3,1.3,1.7,19,9,5,2023-2024,bundesliga
lois openda,RB Leipzig,348,66.4,281,75.1,128,71.9,31,41.9,5.8,4.6,1.2,21,21,5,2023-2024,bundesliga
leon opitz,Werder Bremen,6,46.2,5,80.0,5,20.0,2,50.0,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
willi orban,RB Leipzig,1251,89.6,432,91.4,813,93.8,124,66.9,0.4,0.8,-0.4,67,4,1,2023-2024,bundesliga
ivan ordets,Bochum,473,72.4,215,73.0,325,82.5,89,49.4,0.5,1.7,-0.5,21,1,0,2023-2024,bundesliga
patrick osterhage,Bochum,658,78.8,439,86.1,248,80.6,59,59.3,0.8,0.7,0.2,49,13,2,2023-2024,bundesliga
salih ozcan,Dortmund,680,85.6,373,92.2,316,87.7,65,61.5,1.0,0.8,-1.0,54,7,0,2023-2024,bundesliga
willian pacho,Eint Frankfurt,1930,84.4,748,90.5,1195,91.8,280,48.2,1.1,1.6,1.9,137,10,2,2023-2024,bundesliga
goncalo paciencia,Bochum,111,63.1,84,76.2,37,70.3,19,52.6,1.3,0.6,-0.3,20,7,2,2023-2024,bundesliga
exequiel palacios,Leverkusen,1856,91.7,1217,94.7,601,93.2,103,77.7,3.8,4.1,0.2,186,31,2,2023-2024,bundesliga
milos pantovic,Union Berlin,4,57.1,3,66.7,1,100.0,1,0.0,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
antonios papadopoulos,Dortmund,59,79.7,14,78.6,45,91.1,12,50.0,0.0,0.0,0.0,1,0,0,2023-2024,bundesliga
merveille papela,Mainz 05,64,70.3,37,89.2,35,74.3,12,33.3,0.3,0.2,-0.3,6,0,0,2023-2024,bundesliga
leart paqarada,Köln,490,68.3,282,86.2,228,78.1,149,38.3,1.7,3.0,-1.7,34,17,9,2023-2024,bundesliga
kevin paredes,Wolfsburg,455,76.9,301,86.4,191,77.5,52,51.9,1.4,1.9,-1.4,29,17,5,2023-2024,bundesliga
felix passlack,Bochum,262,63.3,126,83.3,174,69.5,65,36.9,1.2,1.2,0.8,20,11,6,2023-2024,bundesliga
jiri pavlenka,Werder Bremen,187,76.0,39,100.0,93,100.0,113,47.8,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
aleksandar pavlovic,Bayern Munich,897,92.4,452,95.1,388,95.4,98,81.6,1.0,1.8,1.0,95,12,1,2023-2024,bundesliga
mads pedersen,Augsburg,637,74.7,351,89.2,349,71.3,97,60.8,1.5,2.1,-0.5,46,21,8,2023-2024,bundesliga
jordan pefok,Gladbach,221,78.6,153,80.4,74,87.8,16,75.0,2.5,1.9,0.5,14,4,0,2023-2024,bundesliga
jordan pefok,Union Berlin,2,40.0,3,66.7,0,,0,,0.1,0.0,-0.1,0,0,0,2023-2024,bundesliga
dzenan pejcinovic,Wolfsburg,6,60.0,6,66.7,3,66.7,0,,0.1,0.0,-0.1,0,0,0,2023-2024,bundesliga
daniel peretz,Bayern Munich,12,70.6,3,100.0,8,100.0,6,16.7,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
matteo perez vinlof,Bayern Munich,11,84.6,7,100.0,4,100.0,1,0.0,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
pavao pervan,Wolfsburg,229,76.3,55,100.0,108,97.2,136,50.0,0.0,0.0,0.0,2,0,0,2023-2024,bundesliga
jens petter hauge,Eint Frankfurt,69,81.2,39,84.6,36,86.1,6,66.7,0.1,0.4,-0.1,4,4,0,2023-2024,bundesliga
luca pfeiffer,Darmstadt 98,290,70.0,216,78.2,137,70.1,32,50.0,1.7,1.0,2.3,20,8,1,2023-2024,bundesliga
patric pfeiffer,Augsburg,193,72.3,65,86.2,132,79.5,58,51.7,0.8,0.6,0.2,15,3,1,2023-2024,bundesliga
maximilian philipp,Freiburg,81,74.3,54,87.0,32,75.0,3,66.7,0.4,0.4,-0.4,6,2,1,2023-2024,bundesliga
florian pick,Heidenheim,118,64.5,65,72.3,64,78.1,35,42.9,0.8,1.1,0.2,4,5,3,2023-2024,bundesliga
amos pieper,Werder Bremen,229,73.4,100,79.0,131,87.0,66,50.0,0.8,0.5,-0.8,25,2,0,2023-2024,bundesliga
marvin pieringer,Heidenheim,298,69.1,227,73.1,132,70.5,33,66.7,2.1,1.5,0.9,30,10,0,2023-2024,bundesliga
alassane plea,Gladbach,541,69.9,345,81.7,267,69.7,87,59.8,4.0,4.1,0.0,47,38,3,2023-2024,bundesliga
ole pohlmann,Dortmund,13,65.0,9,100.0,5,60.0,4,0.0,0.1,0.0,-0.1,0,0,0,2023-2024,bundesliga
sebastian polter,Darmstadt 98,65,58.0,52,59.6,39,66.7,1,100.0,0.6,0.5,0.4,5,2,1,2023-2024,bundesliga
yussuf poulsen,RB Leipzig,207,71.6,164,79.3,66,72.7,10,60.0,1.0,2.3,1.0,8,5,2,2023-2024,bundesliga
grischa promel,Hoffenheim,802,81.6,470,88.1,360,88.1,87,54.0,2.8,2.2,2.2,74,17,2,2023-2024,bundesliga
gustavo puerta,Leverkusen,39,92.9,21,95.2,17,94.1,4,75.0,0.1,0.1,-0.1,4,1,0,2023-2024,bundesliga
luca raimund,Stuttgart,16,69.6,14,78.6,7,71.4,0,,0.0,0.0,0.0,0,1,0,2023-2024,bundesliga
grant ranos,Gladbach,20,80.0,10,90.0,11,72.7,1,0.0,0.0,0.1,0.0,2,0,0,2023-2024,bundesliga
nicolai rapp,Werder Bremen,32,80.0,14,85.7,22,81.8,3,66.7,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
david raum,RB Leipzig,1566,72.7,769,88.4,906,76.9,371,43.7,7.3,10.7,0.7,92,62,34,2023-2024,bundesliga
rocco reitz,Gladbach,782,75.0,489,85.3,368,77.4,99,54.5,2.4,2.6,0.6,80,17,2,2023-2024,bundesliga
marco reus,Dortmund,588,83.2,374,90.6,202,85.1,46,65.2,5.1,3.7,2.9,38,20,2,2023-2024,bundesliga
elvis rexhbecaj,Augsburg,523,73.8,297,80.8,272,77.9,75,58.7,0.5,1.3,-0.5,63,18,5,2023-2024,bundesliga
gio reyna,Dortmund,166,86.0,112,93.8,63,81.0,7,71.4,0.8,1.1,-0.8,15,7,2,2023-2024,bundesliga
marco richter,Mainz 05,184,63.2,111,82.0,98,60.2,58,44.8,1.3,2.1,-1.3,23,11,3,2023-2024,bundesliga
clemens riedel,Darmstadt 98,490,85.1,185,88.6,286,93.0,84,65.5,0.7,0.3,-0.7,37,3,0,2023-2024,bundesliga
manuel riemann,Bochum,1031,60.1,133,97.0,343,96.8,1226,46.2,0.2,0.4,-0.2,92,7,2,2023-2024,bundesliga
sebastian rode,Eint Frankfurt,44,77.2,29,79.3,21,76.2,4,50.0,0.1,0.5,-0.1,3,5,0,2023-2024,bundesliga
rogerio,Wolfsburg,455,82.4,262,92.0,222,81.5,39,61.5,0.4,0.9,-0.4,29,11,8,2023-2024,bundesliga
merlin rohl,Freiburg,365,79.7,233,80.3,157,88.5,36,69.4,2.5,2.1,1.5,36,10,4,2023-2024,bundesliga
