Player,Squad,Pass_cmp,Pass_cmp%,Pass_Short,Pass_cmp_Short%,Pass_Medium,Pass_cmp_Medium%,pass_Long,Pass_cmp_Long%,xAG,xA,A-xAG,Pass_cmp_Att_3rd,PPA,CrsPA,Season,Competition
james abankwah,Udinese,23,79.3,15,93.3,8,75.0,5,40.0,0.0,0.0,0.0,0,0,0,2022-2023,serie-a
oliver abildgaard,Hellas Verona,115,59.0,85,68.2,71,57.7,27,48.1,0.4,0.3,-0.4,17,3,2,2022-2023,serie-a
tammy abraham,Roma,342,66.7,260,76.2,163,62.6,36,66.7,3.7,2.8,-0.7,18,17,2,2022-2023,serie-a
christian acella,Cremonese,9,100.0,5,100.0,4,100.0,0,,0.0,0.0,0.0,0,0,0,2022-2023,serie-a
francesco acerbi,Inter,1455,88.5,594,91.8,802,91.9,202,73.8,1.1,1.2,0.9,86,14,3,2022-2023,serie-a
yacine adli,Milan,49,64.5,28,75.0,24,70.8,16,56.3,0.3,0.2,-0.3,6,2,0,2022-2023,serie-a
michel aebischer,Bologna,557,82.6,343,91.0,223,84.8,51,52.9,0.6,0.5,-0.6,37,7,1,2022-2023,serie-a
felix afenagyan,Cremonese,146,75.6,115,86.1,46,73.9,7,57.1,0.1,0.2,-0.1,3,0,0,2022-2023,serie-a
kevin agudelo,Spezia,531,72.2,349,84.5,226,76.5,54,55.6,3.0,2.6,-2.0,58,31,2,2022-2023,serie-a
ola aina,Torino,402,73.9,232,90.5,173,75.1,93,51.6,2.1,1.9,-1.1,35,14,9,2022-2023,serie-a
emanuel aiwum,Cremonese,646,79.1,332,89.5,349,84.2,97,41.2,0.4,0.8,-0.4,48,7,1,2022-2023,serie-a
jeandaniel akpaakpro,Empoli,302,74.4,201,83.1,118,81.4,36,50.0,1.0,1.2,0.0,24,9,2,2022-2023,serie-a
luis alberto,Lazio,1640,82.5,986,91.8,646,86.7,238,48.7,7.0,6.3,0.0,210,56,1,2022-2023,serie-a
agustin alvarez,Sassuolo,68,81.0,52,82.7,17,76.5,8,75.0,0.4,0.3,0.6,4,2,0,2022-2023,serie-a
kelvin amian,Spezia,830,74.8,481,86.1,419,77.3,131,45.0,2.3,2.2,-1.3,80,19,10,2022-2023,serie-a
bruno amione,Hellas Verona,11,68.8,6,100.0,7,71.4,2,0.0,0.0,0.0,0.0,0,0,0,2022-2023,serie-a
bruno amione,Sampdoria,821,79.6,386,87.3,479,86.2,117,50.4,0.6,0.8,0.4,38,3,1,2022-2023,serie-a
ethan ampadu,Spezia,1254,81.0,538,88.1,707,89.3,253,53.0,1.1,0.9,-0.1,106,14,4,2022-2023,serie-a
sofyan amrabat,Fiorentina,1323,88.8,504,89.3,677,93.9,258,84.1,1.1,1.6,-0.1,158,23,10,2022-2023,serie-a
felipe anderson,Lazio,1093,77.5,780,85.3,416,79.6,86,57.0,4.8,4.2,-2.8,61,47,6,2022-2023,serie-a
janis antiste,Sassuolo,13,72.2,11,72.7,5,80.0,1,0.0,0.0,0.0,0.0,0,0,0,2022-2023,serie-a
marcos antonio,Lazio,380,90.5,236,95.3,130,90.8,30,73.3,0.3,0.3,0.7,40,2,0,2022-2023,serie-a
valentin antov,Monza,201,87.8,93,91.4,98,91.8,30,63.3,0.0,0.1,0.0,12,2,0,2022-2023,serie-a
marko arnautovic,Bologna,328,70.2,234,76.9,138,76.8,32,53.1,1.9,1.4,-1.9,17,14,1,2022-2023,serie-a
tolgay arslan,Udinese,485,80.2,261,87.4,200,84.5,101,70.3,1.6,1.6,-1.6,51,19,4,2022-2023,serie-a
santiago ascacibar,Cremonese,358,82.3,207,87.9,145,93.1,56,60.7,0.4,0.5,-0.4,50,7,2,2022-2023,serie-a
kristoffer askildsen,Lecce,165,61.3,117,68.4,80,65.0,48,50.0,0.4,0.4,-0.4,20,2,0,2022-2023,serie-a
kristjan asllani,Inter,402,88.0,192,97.9,161,91.9,93,65.6,0.9,1.0,-0.9,27,6,1,2022-2023,serie-a
emil audero,Sampdoria,617,67.1,91,100.0,248,99.2,572,48.8,0.0,0.1,0.0,16,0,0,2022-2023,serie-a
tommaso augello,Sampdoria,1283,72.3,701,87.4,716,74.2,236,48.3,3.9,3.8,1.1,84,45,28,2022-2023,serie-a
carlos augusto,Monza,1430,83.2,811,91.6,665,85.1,133,61.7,3.7,3.4,1.3,75,27,7,2022-2023,serie-a
kaan ayhan,Sassuolo,288,86.7,87,96.6,167,92.2,72,66.7,0.0,0.0,0.0,20,0,0,2022-2023,serie-a
jaime baez,Cremonese,32,66.7,10,80.0,17,76.5,14,50.0,0.1,0.3,-0.1,7,2,2,2022-2023,serie-a
nedim bajrami,Empoli,260,74.7,182,81.9,96,82.3,43,46.5,1.2,0.7,-0.2,19,6,0,2022-2023,serie-a
nedim bajrami,Sassuolo,245,69.0,174,86.2,100,73.0,52,30.8,1.5,1.6,-1.5,13,11,0,2022-2023,serie-a
tiemoue bakayoko,Milan,17,85.0,5,80.0,13,92.3,1,100.0,0.0,0.0,0.0,3,0,0,2022-2023,serie-a
tommaso baldanzi,Empoli,534,82.5,332,92.5,206,85.0,41,46.3,1.8,1.8,-1.8,38,17,1,2022-2023,serie-a
fode ballotoure,Milan,234,83.3,128,91.4,119,86.6,26,50.0,0.2,0.3,-0.2,13,8,5,2022-2023,serie-a
lameck banda,Lecce,278,65.0,219,79.0,128,63.3,33,39.4,1.3,1.1,-0.3,17,7,1,2022-2023,serie-a
filippo bandinelli,Empoli,773,73.7,434,87.3,379,78.9,138,46.4,2.6,2.4,-2.6,62,36,21,2022-2023,serie-a
antonin barak,Hellas Verona,11,78.6,10,70.0,3,100.0,0,,0.0,0.0,0.0,2,0,0,2022-2023,serie-a
antonin barak,Fiorentina,590,82.1,359,89.4,242,82.2,60,70.0,1.6,1.1,-1.6,59,14,2,2022-2023,serie-a
andrea barberis,Monza,140,84.3,75,89.3,74,85.1,11,72.7,0.4,0.2,0.6,16,1,1,2022-2023,serie-a
tommaso barbieri,Juventus,43,67.2,27,81.5,25,64.0,8,50.0,0.0,0.0,0.0,1,0,0,2022-2023,serie-a
francesco bardi,Bologna,18,78.3,6,100.0,5,100.0,11,63.6,0.0,0.0,0.0,1,0,0,2022-2023,serie-a
nicolo barella,Inter,1306,81.6,773,88.5,564,86.2,177,57.6,5.6,4.1,0.4,150,50,15,2022-2023,serie-a
enzo barrenechea,Juventus,98,85.2,52,94.2,45,93.3,11,54.5,0.0,0.0,0.0,6,0,0,2022-2023,serie-a
musa barrow,Bologna,583,72.3,354,90.1,249,73.9,134,44.0,4.7,3.3,3.3,43,29,12,2022-2023,serie-a
federico baschirotto,Lecce,1049,73.3,331,84.6,706,83.3,350,48.6,0.7,0.8,-0.7,86,7,3,2022-2023,serie-a
toma basic,Lazio,214,73.0,123,82.1,111,84.7,28,21.4,0.4,0.4,-0.4,14,5,2,2022-2023,serie-a
alberto basso,Cremonese,2,100.0,1,100.0,1,100.0,0,,0.0,0.0,0.0,0,0,0,2022-2023,serie-a
alessandro bastoni,Inter,1384,82.8,539,90.2,751,90.1,324,63.9,2.7,2.9,-0.7,130,29,11,2022-2023,serie-a
simone bastoni,Spezia,367,61.6,222,84.7,203,61.1,108,38.0,1.7,1.3,2.3,35,11,8,2022-2023,serie-a
brian bayeye,Torino,30,60.0,16,87.5,17,64.7,6,66.7,0.0,0.0,0.0,2,1,1,2022-2023,serie-a
rodrigo becao,Udinese,1089,77.8,477,89.1,626,83.7,239,53.6,0.6,0.9,0.4,77,5,2,2022-2023,serie-a
julius beck,Spezia,5,100.0,0,,4,100.0,1,100.0,0.0,0.0,0.0,0,0,0,2022-2023,serie-a
raoul bellanova,Inter,238,77.8,135,88.9,110,74.5,39,59.0,0.4,0.4,-0.4,9,6,5,2022-2023,serie-a
andrea belotti,Roma,171,66.3,135,76.3,62,72.6,9,55.6,1.6,0.7,0.4,6,5,0,2022-2023,serie-a
marco benassi,Fiorentina,91,86.7,32,100.0,41,80.5,31,83.9,0.1,0.1,-0.1,11,1,0,2022-2023,serie-a
marco benassi,Cremonese,248,72.1,136,84.6,138,79.0,44,45.5,0.4,0.5,-0.4,17,4,2,2022-2023,serie-a
ismael bennacer,Milan,1219,85.7,616,91.7,505,89.3,228,66.2,3.3,3.1,-1.3,123,28,4,2022-2023,serie-a
domenico berardi,Sassuolo,614,67.5,343,75.8,317,70.7,173,63.0,6.6,5.9,0.4,38,56,10,2022-2023,serie-a
bartosz bereszynski,Sampdoria,471,73.1,316,90.5,210,68.1,73,38.4,0.1,0.3,-0.1,32,10,3,2022-2023,serie-a
bartosz bereszynski,Napoli,87,82.9,59,91.5,33,78.8,5,80.0,0.2,0.1,0.8,5,3,0,2022-2023,serie-a
marco bertini,Lazio,0,,0,,0,,0,,0.0,0.0,0.0,0,0,0,2022-2023,serie-a
beto,Udinese,190,63.5,179,71.5,67,59.7,13,53.8,2.6,1.9,-1.6,9,4,0,2022-2023,serie-a
matteo bianchetti,Cremonese,729,78.0,281,86.1,455,87.9,171,46.2,0.5,0.5,-0.5,49,8,2,2022-2023,serie-a
alessandro bianco,Fiorentina,67,85.9,34,85.3,34,82.4,9,100.0,0.0,0.0,0.0,11,1,0,2022-2023,serie-a
jaka bijol,Udinese,1170,84.7,367,87.7,730,93.3,253,61.3,1.6,1.7,0.4,54,5,1,2022-2023,serie-a
cristiano biraghi,Fiorentina,1433,71.9,677,89.1,783,78.4,456,43.0,5.5,5.8,-1.5,114,35,23,2022-2023,serie-a
samuele birindelli,Monza,572,73.6,309,85.8,326,76.4,107,43.9,2.2,1.9,-1.2,27,19,13,2022-2023,serie-a
kristijan bistrovic,Lecce,101,72.1,52,86.5,48,72.9,25,64.0,0.4,0.5,-0.4,10,2,1,2022-2023,serie-a
alexis blin,Lecce,766,79.5,446,85.0,353,82.2,96,61.5,1.1,0.8,-1.1,88,13,3,2022-2023,serie-a
jeremie boga,Atalanta,381,80.2,251,86.9,125,83.2,62,61.3,2.8,3.3,2.2,23,24,8,2022-2023,serie-a
emil bohinen,Salernitana,404,84.3,262,90.8,146,87.0,28,57.1,0.7,0.3,-0.7,25,5,1,2022-2023,serie-a
giacomo bonaventura,Fiorentina,754,82.3,437,89.5,308,86.0,97,61.9,3.1,2.5,-2.1,57,30,4,2022-2023,serie-a
federico bonazzoli,Salernitana,264,74.6,162,83.3,104,80.8,53,69.8,1.1,0.7,-0.1,30,6,0,2022-2023,serie-a
warren bondo,Monza,45,88.2,26,92.3,22,90.9,1,100.0,0.0,0.0,0.0,2,0,0,2022-2023,serie-a
kevin bonifazi,Bologna,643,89.1,229,94.3,369,93.0,116,69.8,0.0,0.1,0.0,36,0,0,2022-2023,serie-a
leonardo bonucci,Juventus,508,87.6,149,93.3,316,93.4,106,67.0,0.2,0.3,-0.2,35,4,0,2022-2023,serie-a
erik botheim,Salernitana,165,71.4,126,78.6,59,71.2,7,71.4,1.8,0.7,1.2,10,4,0,2022-2023,serie-a
mehdi bourabia,Spezia,981,76.5,595,85.5,446,81.8,133,48.1,4.4,3.4,-1.4,94,32,10,2022-2023,serie-a
edoardo bove,Roma,309,76.1,201,83.6,139,79.1,30,43.3,0.9,0.7,-0.9,20,6,0,2022-2023,serie-a
jayden braaf,Hellas Verona,60,76.9,44,93.2,17,76.5,6,66.7,0.1,0.1,-0.1,5,0,0,2022-2023,serie-a
domagoj bradaric,Salernitana,857,74.2,535,86.4,414,76.1,144,38.2,2.3,1.5,0.7,40,17,9,2022-2023,serie-a
josip brekalo,Fiorentina,76,76.0,33,84.8,41,80.5,18,72.2,0.5,0.5,-0.5,7,11,3,2022-2023,serie-a
gleison bremer,Juventus,1503,90.1,541,92.6,880,94.5,217,73.7,1.7,0.6,-0.7,38,1,0,2022-2023,serie-a
dylan bronn,Salernitana,855,84.9,387,91.7,443,91.9,137,59.9,0.4,0.8,-0.4,62,4,1,2022-2023,serie-a
marcelo brozovic,Inter,1318,87.7,621,94.2,648,91.2,176,64.8,2.8,1.8,2.2,102,18,5,2022-2023,serie-a
cristian buonaiuto,Cremonese,304,65.4,191,83.2,148,67.6,84,32.1,1.8,1.7,-1.8,31,15,4,2022-2023,serie-a
alessandro buongiorno,Torino,1332,84.7,643,89.9,750,89.5,113,50.4,1.3,1.0,0.7,70,5,3,2022-2023,serie-a
leonardo buta,Udinese,10,76.9,6,100.0,5,60.0,1,100.0,0.0,0.0,0.0,0,0,0,2022-2023,serie-a
arthur cabral,Fiorentina,183,67.5,155,76.1,52,78.8,14,64.3,0.8,0.9,0.2,3,7,0,2022-2023,serie-a
liberato cacace,Empoli,338,79.7,188,89.9,173,82.7,42,47.6,0.6,0.7,-0.6,24,1,1,2022-2023,serie-a
davide calabria,Milan,1040,81.5,518,93.4,524,86.3,187,47.1,1.7,1.6,2.3,71,19,12,2022-2023,serie-a
mattia caldara,Spezia,461,76.8,220,83.2,270,82.6,93,48.4,0.0,0.1,0.0,23,1,0,2022-2023,serie-a
luca caldirola,Monza,1262,87.9,555,96.2,653,90.7,179,60.9,0.5,0.3,-0.5,55,4,1,2022-2023,serie-a
hakan calhanoglu,Inter,1396,83.2,690,92.3,630,86.7,288,62.5,5.0,6.0,1.0,149,37,11,2022-2023,serie-a
mohamed camara,Roma,252,78.0,143,87.4,129,81.4,31,58.1,0.4,0.5,-0.4,27,3,1,2022-2023,serie-a
nicolo cambiaghi,Empoli,321,74.3,219,88.6,119,72.3,34,55.9,1.1,1.6,-0.1,19,18,5,2022-2023,serie-a
andrea cambiaso,Bologna,1277,84.0,753,91.1,541,87.2,144,57.6,2.4,1.6,0.6,48,24,7,2022-2023,serie-a
matteo cancellieri,Lazio,61,70.1,50,88.0,25,60.0,5,0.0,0.4,0.3,-0.4,1,1,1,2022-2023,serie-a
antonio candreva,Salernitana,1165,72.9,660,91.5,536,73.3,285,43.5,4.7,4.9,-0.7,98,55,30,2022-2023,serie-a
gianluca caprari,Monza,853,78.8,561,88.2,322,77.6,100,70.0,2.5,2.8,-0.5,56,30,4,2022-2023,serie-a
francesco caputo,Sampdoria,168,70.9,130,73.8,60,71.7,10,80.0,0.5,0.6,-0.5,11,4,0,2022-2023,serie-a
francesco caputo,Empoli,235,70.8,206,77.7,69,75.4,5,20.0,2.2,1.1,1.8,9,3,0,2022-2023,serie-a
andrea carboni,Monza,69,79.3,38,86.8,31,93.5,14,50.0,0.1,0.3,-0.1,3,2,2,2022-2023,serie-a
franco carboni,Monza,33,66.0,20,95.0,15,80.0,5,40.0,0.0,0.0,0.0,3,2,1,2022-2023,serie-a
valentin carboni,Inter,12,70.6,7,71.4,6,66.7,2,100.0,0.0,0.0,0.0,0,0,0,2022-2023,serie-a
marco carnesecchi,Cremonese,565,59.2,100,99.0,237,97.5,605,37.9,0.2,0.1,0.8,33,1,0,2022-2023,serie-a
nicolo casale,Lazio,1485,91.9,633,93.4,741,94.6,169,84.0,0.3,0.6,0.7,55,1,0,2022-2023,serie-a
tommaso cassandro,Lecce,6,100.0,3,100.0,2,100.0,1,100.0,0.0,0.0,0.0,1,1,0,2022-2023,serie-a
michele castagnetti,Cremonese,624,77.3,331,85.8,328,80.2,113,54.9,1.8,1.9,-0.8,95,16,3,2022-2023,serie-a
gaetano castrovilli,Fiorentina,188,78.0,116,88.8,69,84.1,38,44.7,1.1,1.0,-0.1,10,4,1,2022-2023,serie-a
danilo cataldi,Lazio,1147,86.6,708,92.9,410,86.3,142,66.2,1.1,1.5,-0.1,99,9,0,2022-2023,serie-a
pietro ceccaroni,Lecce,10,71.4,6,100.0,4,50.0,4,50.0,0.2,0.0,-0.2,0,0,0,2022-2023,serie-a
federico ceccherini,Hellas Verona,479,76.9,225,88.4,261,83.9,98,53.1,0.2,0.3,-0.2,43,7,2,2022-2023,serie-a
assan ceesay,Lecce,226,57.4,193,66.3,106,58.5,28,42.9,0.8,0.7,-0.8,13,5,1,2022-2023,serie-a
emil ceide,Sassuolo,123,72.8,103,86.4,36,66.7,7,57.1,1.3,0.9,-0.3,7,9,1,2022-2023,serie-a
zeki celik,Roma,697,75.2,408,89.5,323,77.4,124,47.6,1.6,1.4,-0.6,55,24,7,2022-2023,serie-a
michele cerofolini,Fiorentina,148,75.9,27,100.0,71,100.0,96,51.0,0.0,0.0,0.0,1,0,0,2022-2023,serie-a
federico chiesa,Juventus,246,72.8,163,82.8,119,73.1,26,53.8,2.6,1.7,2.4,25,15,6,2022-2023,serie-a
vlad chiriches,Cremonese,344,83.9,128,93.0,203,87.7,68,60.3,0.0,0.0,0.0,17,0,0,2022-2023,serie-a
daniel ciofani,Cremonese,120,61.5,92,69.6,54,63.0,16,62.5,0.7,0.9,-0.7,13,4,0,2022-2023,serie-a
tio cipot,Spezia,40,67.8,27,92.6,18,72.2,6,16.7,0.1,0.1,-0.1,2,2,1,2022-2023,serie-a
patrick ciurria,Monza,1061,79.5,633,88.9,493,78.5,140,54.3,5.5,3.3,-0.5,67,31,14,2022-2023,serie-a
nicolo cocetta,Udinese,11,91.7,4,100.0,8,87.5,0,,0.0,0.0,0.0,0,0,0,2022-2023,serie-a
omar colley,Sampdoria,615,86.1,186,88.7,412,92.2,96,60.4,0.0,0.1,0.0,38,1,0,2022-2023,serie-a
lorenzo colombo,Lecce,208,62.7,180,73.9,62,64.5,28,39.3,1.4,0.5,0.6,14,6,2,2022-2023,serie-a
andrea colpani,Monza,319,78.0,180,87.2,145,84.8,55,54.5,1.9,1.8,-0.9,28,14,2,2022-2023,serie-a
andrea consigli,Sassuolo,1130,79.2,201,99.5,486,99.4,735,60.4,0.0,0.0,0.0,16,0,0,2022-2023,serie-a
andrea conti,Sampdoria,6,54.5,7,71.4,3,33.3,0,,0.0,0.0,0.0,0,0,0,2022-2023,serie-a
diego coppola,Hellas Verona,403,72.4,174,83.3,271,81.9,83,38.6,0.0,0.2,0.0,30,3,1,2022-2023,serie-a
alex cordaz,Inter,11,55.0,4,100.0,4,75.0,11,36.4,0.0,0.0,0.0,0,0,0,2022-2023,serie-a
joaquin correa,Inter,224,79.2,142,83.8,96,85.4,14,92.9,1.3,1.0,-0.3,23,9,0,2022-2023,serie-a
alessandro cortinovis,Hellas Verona,5,83.3,3,100.0,2,100.0,1,0.0,0.0,0.0,0.0,0,2,1,2022-2023,serie-a
lassana coulibaly,Salernitana,978,83.3,554,88.3,453,88.1,92,62.0,1.8,1.5,1.2,91,10,1,2022-2023,serie-a
alessio cragno,Monza,29,93.5,7,100.0,18,100.0,6,66.7,0.0,0.0,0.0,0,0,0,2022-2023,serie-a
bryan cristante,Roma,1381,82.3,647,88.3,666,88.6,296,61.5,1.4,2.0,-0.4,157,17,4,2022-2023,serie-a
domen crnigoj,Salernitana,79,71.2,55,76.4,36,86.1,10,40.0,0.4,0.6,-0.4,8,0,0,2022-2023,serie-a
juan cuadrado,Juventus,1113,84.1,520,90.0,526,87.5,231,73.6,2.7,2.3,0.3,62,24,10,2022-2023,serie-a
mickael cuisance,Sampdoria,176,78.9,87,93.1,82,84.1,40,50.0,0.7,0.6,-0.7,13,8,0,2022-2023,serie-a
marco dalessandro,Monza,79,68.7,57,87.7,36,63.9,9,44.4,0.2,0.1,-0.2,4,0,0,2022-2023,serie-a
danilo dambrosio,Inter,493,88.5,222,95.5,270,91.1,51,51.0,0.7,0.6,1.3,26,5,1,2022-2023,serie-a
luca dandrea,Sassuolo,61,72.6,42,76.2,31,77.4,6,50.0,0.8,0.4,0.2,6,3,2,2022-2023,serie-a
flavius daniliuc,Salernitana,969,86.0,415,90.8,524,90.6,153,66.0,0.5,0.2,1.5,56,2,0,2022-2023,serie-a
danilo,Juventus,1884,84.7,778,90.1,998,91.6,392,63.5,2.4,1.3,0.6,187,13,3,2022-2023,serie-a
matteo darmian,Inter,1190,86.5,512,93.2,664,90.1,155,62.6,1.9,2.0,0.1,68,18,10,2022-2023,serie-a
juan david cabal,Hellas Verona,166,74.4,73,86.3,91,86.8,46,43.5,0.3,0.1,-0.3,15,3,2,2022-2023,serie-a
pawe dawidowicz,Hellas Verona,613,74.1,296,87.2,354,78.2,146,47.3,0.8,0.3,0.2,47,2,0,2022-2023,serie-a
charles de ketelaere,Milan,299,78.1,225,81.3,110,86.4,16,68.8,2.0,1.8,-1.0,28,19,0,2022-2023,serie-a
manuel de luca,Sampdoria,5,62.5,5,60.0,3,66.7,0,,0.0,0.0,0.0,0,0,0,2022-2023,serie-a
tommaso de nipoti,Atalanta,3,60.0,2,50.0,2,50.0,1,100.0,0.0,0.0,0.0,1,0,0,2022-2023,serie-a
mattia de sciglio,Juventus,450,79.1,227,83.3,252,84.5,75,58.7,0.5,0.4,-0.5,51,8,6,2022-2023,serie-a
lorenzo de silvestri,Bologna,330,76.7,202,90.1,168,75.6,40,27.5,0.2,0.2,-0.2,29,4,1,2022-2023,serie-a
koni de winter,Empoli,424,85.8,181,91.7,249,90.8,58,53.4,0.2,0.1,-0.2,15,1,0,2022-2023,serie-a
gregoire defrel,Sassuolo,211,84.4,151,91.4,56,82.1,9,33.3,0.5,0.2,0.5,12,1,0,2022-2023,serie-a
