Player,Squad,Pass_cmp,Pass_cmp%,Pass_Short,Pass_cmp_Short%,Pass_Medium,Pass_cmp_Medium%,pass_Long,Pass_cmp_Long%,xAG,xA,A-xAG,Pass_cmp_Att_3rd,PPA,CrsPA,Season,Competition
jaime baez,Frosinone,141,69.8,87,78.2,64,78.1,33,48.5,0.5,0.8,-0.5,12,9,0,2023-2024,serie-a
nicola bagnolini,Bologna,2,66.7,1,100.0,0,,2,50.0,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
nedim bajrami,Sassuolo,330,71.7,186,82.8,174,77.0,63,39.7,2.2,1.6,-0.2,16,15,2,2023-2024,serie-a
mitchel bakker,Atalanta,167,78.8,117,89.7,62,82.3,16,37.5,0.1,0.1,-0.1,9,0,0,2023-2024,serie-a
tommaso baldanzi,Empoli,201,78.2,119,85.7,86,81.4,22,68.2,1.0,0.8,-1.0,12,11,3,2023-2024,serie-a
tommaso baldanzi,Roma,175,85.4,124,89.5,66,86.4,7,42.9,0.7,0.7,-0.7,16,6,3,2023-2024,serie-a
lameck banda,Lecce,250,73.1,160,85.6,113,77.9,41,36.6,1.9,1.2,2.1,12,17,9,2023-2024,serie-a
daniel bandeira,Hellas Verona,187,80.3,93,88.2,91,84.6,36,61.1,0.2,0.3,-0.2,30,5,0,2023-2024,serie-a
mattia bani,Genoa,962,83.5,356,91.3,586,91.0,181,52.5,0.1,0.1,-0.1,36,1,0,2023-2024,serie-a
antonin barak,Fiorentina,338,86.2,208,91.8,133,86.5,25,88.0,2.2,1.5,0.8,30,9,3,2023-2024,serie-a
nicolo barella,Inter,1835,84.6,1045,91.7,762,89.0,246,63.0,3.4,4.5,-0.4,212,78,11,2023-2024,serie-a
enzo barrenechea,Frosinone,1624,85.3,857,90.9,775,87.6,193,65.3,1.7,1.1,-0.7,160,8,0,2023-2024,serie-a
davide bartesaghi,Milan,28,80.0,11,90.9,16,93.8,6,50.0,0.0,0.0,0.0,1,0,0,2023-2024,serie-a
federico baschirotto,Lecce,1516,83.8,494,87.2,944,91.8,318,60.1,0.7,0.3,0.3,71,1,0,2023-2024,serie-a
toma basic,Salernitana,442,81.9,208,92.3,214,83.6,89,64.0,0.5,0.7,-0.5,43,6,4,2023-2024,serie-a
alessandro bastoni,Inter,1671,86.4,716,93.7,834,91.7,312,67.6,3.4,3.1,-0.4,135,35,14,2023-2024,serie-a
simone bastoni,Empoli,246,68.3,141,82.3,121,76.9,69,40.6,0.5,1.0,-0.5,25,6,2,2023-2024,serie-a
reda belahyane,Hellas Verona,23,92.0,14,100.0,6,100.0,2,50.0,0.0,0.0,0.0,2,0,0,2023-2024,serie-a
raoul bellanova,Torino,1232,78.0,675,89.0,607,80.4,190,57.4,5.0,4.5,2.0,61,47,37,2023-2024,serie-a
andrea belotti,Fiorentina,133,66.2,114,71.9,53,69.8,8,37.5,0.7,0.6,-0.7,7,4,1,2023-2024,serie-a
andrea belotti,Roma,115,74.2,86,83.7,41,75.6,7,71.4,1.2,0.9,0.8,2,1,0,2023-2024,serie-a
lucas beltran,Fiorentina,360,78.4,246,81.7,137,86.1,28,75.0,1.5,1.9,0.5,25,19,0,2023-2024,serie-a
ismael bennacer,Milan,711,86.9,414,93.7,286,87.8,68,60.3,2.5,1.6,-0.5,66,11,3,2023-2024,serie-a
domenico berardi,Sassuolo,409,63.8,241,76.8,204,68.6,140,52.1,3.0,2.5,0.0,48,29,6,2023-2024,serie-a
bartosz bereszynski,Empoli,673,77.6,394,89.3,322,79.2,106,52.8,0.3,0.4,0.7,60,7,3,2023-2024,serie-a
etrit berisha,Empoli,339,68.6,73,100.0,188,97.9,228,35.5,0.0,0.0,0.0,6,0,0,2023-2024,serie-a
medon berisha,Lecce,84,85.7,36,94.4,43,83.7,14,71.4,0.2,0.2,-0.2,7,2,0,2023-2024,serie-a
victor bernth kristiansen,Bologna,1422,84.2,838,92.6,643,85.2,130,46.2,2.4,1.3,0.6,111,22,7,2023-2024,serie-a
beto,Udinese,10,90.9,8,87.5,3,100.0,0,,0.3,0.0,-0.3,1,0,0,2023-2024,serie-a
davide bettella,Monza,3,60.0,1,100.0,3,66.7,0,,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
sam beukema,Bologna,1842,89.6,727,93.9,1036,94.1,238,66.0,0.8,0.7,0.2,87,5,0,2023-2024,serie-a
jaka bijol,Udinese,645,78.5,231,85.7,396,86.4,176,56.3,0.2,0.5,-0.2,40,2,0,2023-2024,serie-a
el bilal toure,Atalanta,92,73.0,75,77.3,29,86.2,4,50.0,0.8,0.6,-0.8,2,5,0,2023-2024,serie-a
cristiano biraghi,Fiorentina,1388,75.4,624,91.8,813,78.6,340,45.9,3.6,4.3,1.4,118,31,20,2023-2024,serie-a
davide biraschi,Genoa,31,83.8,7,85.7,21,85.7,9,77.8,0.0,0.0,0.0,2,1,0,2023-2024,serie-a
samuele birindelli,Monza,902,81.7,466,91.6,446,85.7,138,58.7,2.9,2.4,-0.9,59,25,14,2023-2024,serie-a
alexis blin,Lecce,671,86.1,319,90.9,334,91.0,84,70.2,0.7,0.7,1.3,51,7,2,2023-2024,serie-a
jerome boateng,Salernitana,106,84.1,28,82.1,66,97.0,30,60.0,0.1,0.1,-0.1,10,2,0,2023-2024,serie-a
emil bohinen,Genoa,26,76.5,15,86.7,10,70.0,4,50.0,0.1,0.1,-0.1,4,2,1,2023-2024,serie-a
emil bohinen,Salernitana,262,78.7,153,85.0,121,85.1,24,66.7,0.2,0.1,-0.2,18,2,0,2023-2024,serie-a
daniel boloca,Sassuolo,956,89.8,404,91.3,497,96.0,117,76.1,0.4,0.5,-0.4,97,5,1,2023-2024,serie-a
giacomo bonaventura,Fiorentina,928,82.4,497,89.3,409,86.6,143,64.3,3.6,5.4,-0.6,81,45,11,2023-2024,serie-a
federico bonazzoli,Hellas Verona,242,77.1,161,82.0,87,81.6,34,88.2,1.1,0.5,-0.1,21,7,0,2023-2024,serie-a
warren bondo,Monza,557,89.7,253,94.5,295,91.9,39,87.2,0.3,0.2,0.7,40,2,1,2023-2024,serie-a
giovanni bonfanti,Atalanta,46,80.7,19,89.5,28,89.3,6,50.0,0.0,0.0,0.0,1,1,1,2023-2024,serie-a
kevin bonifazi,Bologna,72,87.8,37,97.3,31,90.3,11,63.6,0.0,0.0,0.0,3,0,0,2023-2024,serie-a
kevin bonifazi,Frosinone,123,84.8,64,93.8,60,95.0,14,35.7,0.1,0.0,-0.1,12,1,0,2023-2024,serie-a
gennaro borrelli,Frosinone,0,0.0,0,,0,,0,,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
erik botheim,Salernitana,48,73.8,41,78.0,14,85.7,2,50.0,0.0,0.1,0.0,2,1,0,2023-2024,serie-a
mehdi bourabia,Frosinone,76,77.6,61,85.2,19,78.9,7,28.6,0.0,0.0,0.0,5,1,1,2023-2024,serie-a
edoardo bove,Roma,649,83.2,423,89.4,258,87.2,48,64.6,0.7,1.2,1.3,59,19,1,2023-2024,serie-a
domagoj bradaric,Salernitana,1184,77.1,707,90.1,542,77.7,185,42.2,1.8,1.6,1.2,54,18,11,2023-2024,serie-a
josip brekalo,Fiorentina,234,80.4,129,89.1,99,81.8,38,73.7,0.3,0.7,-0.3,16,11,3,2023-2024,serie-a
gleison bremer,Juventus,1661,86.1,478,87.7,1051,92.6,352,71.3,0.4,0.8,-0.4,111,0,0,2023-2024,serie-a
brenner,Udinese,47,87.0,23,100.0,21,90.5,6,66.7,0.0,0.0,0.0,6,0,0,2023-2024,serie-a
marco brescianini,Frosinone,632,78.6,430,86.3,245,82.0,56,48.2,1.6,1.9,0.4,50,15,4,2023-2024,serie-a
dylan bronn,Salernitana,8,66.7,6,83.3,4,75.0,2,0.0,0.0,0.0,0.0,2,1,0,2023-2024,serie-a
tajon buchanan,Inter,58,80.6,39,92.3,21,76.2,6,50.0,0.3,0.1,-0.3,1,1,1,2023-2024,serie-a
alessandro buongiorno,Torino,1012,85.3,455,86.8,609,90.8,87,57.5,0.1,0.4,-0.1,28,4,1,2023-2024,serie-a
rarescatalin burnete,Lecce,1,100.0,1,100.0,0,,0,,0.1,0.0,0.9,0,0,0,2023-2024,serie-a
jovane cabral,Salernitana,185,75.5,100,86.0,86,76.7,37,62.2,0.4,0.6,-0.4,22,12,3,2023-2024,serie-a
liberato cacace,Empoli,832,75.0,475,89.9,403,79.7,186,40.3,1.7,1.4,-0.7,67,13,5,2023-2024,serie-a
jens cajuste,Napoli,369,84.8,218,90.8,171,84.2,22,86.4,1.1,0.7,0.9,35,10,1,2023-2024,serie-a
davide calabria,Milan,1320,85.7,661,90.9,690,88.7,151,58.9,1.2,1.6,1.8,104,23,12,2023-2024,serie-a
riccardo calafiori,Bologna,1622,89.6,737,92.8,844,93.8,172,71.5,1.2,0.9,3.8,94,10,3,2023-2024,serie-a
mattia caldara,Milan,20,83.3,8,87.5,12,100.0,3,0.0,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
luca caldirola,Monza,1247,90.8,464,97.6,695,94.4,192,68.2,0.6,0.2,0.4,60,1,1,2023-2024,serie-a
hakan calhanoglu,Inter,2045,88.3,934,94.8,933,91.4,364,70.9,4.7,5.8,-1.7,194,39,12,2023-2024,serie-a
francesco camarda,Milan,0,,0,,0,,0,,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
nicolo cambiaghi,Empoli,483,69.6,301,84.7,240,72.1,78,43.6,2.8,2.7,-1.8,22,25,15,2023-2024,serie-a
andrea cambiaso,Juventus,1007,83.4,565,91.3,450,86.0,104,70.2,3.9,3.8,-0.9,40,24,11,2023-2024,serie-a
matteo cancellieri,Empoli,222,58.6,172,74.4,117,61.5,42,28.6,2.9,2.1,0.1,13,9,3,2023-2024,serie-a
antonio candreva,Salernitana,1019,72.4,546,90.8,486,70.6,268,48.5,5.0,4.1,1.0,110,56,21,2023-2024,serie-a
luigi canotto,Frosinone,2,66.7,2,100.0,0,,0,,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
gianluca caprari,Monza,98,79.0,53,92.5,38,81.6,24,70.8,0.7,0.7,-0.7,10,7,0,2023-2024,serie-a
elia caprile,Empoli,555,67.7,71,97.2,304,97.4,441,43.1,0.3,0.0,-0.3,13,0,0,2023-2024,serie-a
francesco caputo,Empoli,164,75.9,118,78.8,47,89.4,14,64.3,0.7,0.8,-0.7,9,3,0,2023-2024,serie-a
andrea carboni,Monza,833,85.3,384,91.7,447,91.9,122,53.3,0.5,0.4,-0.5,59,5,4,2023-2024,serie-a
valentin carboni,Monza,436,83.4,260,86.5,193,90.7,38,73.7,1.7,1.4,1.3,30,8,1,2023-2024,serie-a
marco carnesecchi,Atalanta,619,70.4,75,97.3,330,97.0,467,48.2,0.0,0.0,0.0,11,0,0,2023-2024,serie-a
nicolo casale,Lazio,940,91.8,383,94.0,519,94.2,102,79.4,0.0,0.2,0.0,66,1,0,2023-2024,serie-a
giuseppe caso,Frosinone,95,84.8,74,90.5,23,73.9,4,75.0,0.2,0.2,-0.2,5,8,0,2023-2024,serie-a
valentin castellanos,Lazio,272,60.2,237,68.4,124,59.7,25,64.0,1.7,1.1,1.3,27,15,1,2023-2024,serie-a
samu castillejo,Sassuolo,213,75.3,120,90.8,107,80.4,37,27.0,1.0,0.9,-1.0,14,6,4,2023-2024,serie-a
santiago castro,Bologna,43,82.7,35,85.7,8,87.5,6,83.3,0.5,0.0,0.5,2,0,0,2023-2024,serie-a
gaetano castrovilli,Fiorentina,75,64.7,51,80.4,41,63.4,10,60.0,0.6,0.1,1.4,6,3,2,2023-2024,serie-a
danilo cataldi,Lazio,800,85.8,452,93.1,347,89.0,94,51.1,0.8,0.9,-0.8,79,8,2,2023-2024,serie-a
emil ceide,Sassuolo,40,67.8,33,81.8,14,71.4,2,50.0,0.2,0.2,-0.2,2,2,0,2023-2024,serie-a
zeki celik,Roma,284,83.3,158,88.0,137,84.7,31,58.1,0.6,0.4,-0.6,8,9,3,2023-2024,serie-a
fabien centonze,Hellas Verona,213,67.2,138,79.7,119,73.1,40,32.5,1.0,0.8,0.0,14,8,7,2023-2024,serie-a
michele cerofolini,Frosinone,124,59.3,23,100.0,67,98.5,117,29.1,0.0,0.0,0.0,1,0,0,2023-2024,serie-a
alberto cerri,Empoli,68,50.0,82,61.0,33,48.5,4,50.0,0.2,0.3,-0.2,2,1,0,2023-2024,serie-a
leonardo cerri,Juventus,0,0.0,2,0.0,0,,0,,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
charlys,Hellas Verona,5,83.3,4,100.0,2,50.0,0,,0.0,0.0,0.0,0,1,0,2023-2024,serie-a
walid cheddira,Frosinone,262,68.1,207,77.3,96,69.8,13,100.0,1.4,0.7,-0.4,17,4,0,2023-2024,serie-a
federico chiesa,Juventus,498,69.9,329,82.1,224,71.9,93,51.6,6.2,5.6,-4.2,42,45,18,2023-2024,serie-a
oliver christensen,Fiorentina,146,76.8,33,100.0,71,95.8,83,51.8,0.0,0.0,0.0,2,0,0,2023-2024,serie-a
samuel chukwueze,Milan,330,78.4,197,82.7,170,82.4,32,59.4,2.3,2.7,0.7,22,23,1,2023-2024,serie-a
alphadjo cisse,Hellas Verona,1,100.0,1,100.0,0,,0,,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
giorgio cittadini,Monza,5,83.3,2,50.0,3,100.0,1,100.0,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
giorgio cittadini,Genoa,19,61.3,11,54.5,14,64.3,5,80.0,0.0,0.0,0.0,2,0,0,2023-2024,serie-a
patrick ciurria,Monza,662,78.2,377,88.9,348,77.9,72,56.9,2.6,2.1,-1.6,46,28,10,2023-2024,serie-a
lorenzo colombo,Monza,185,70.3,139,74.8,66,72.7,22,72.7,0.6,0.5,0.4,10,3,0,2023-2024,serie-a
andrea colpani,Monza,752,76.7,379,87.9,370,80.0,176,58.0,5.0,4.6,-1.0,55,41,9,2023-2024,serie-a
pietro comuzzo,Fiorentina,27,71.1,11,45.5,24,87.5,2,50.0,0.0,0.0,0.0,1,0,0,2023-2024,serie-a
andrea consigli,Sassuolo,838,67.9,126,100.0,402,98.3,700,44.4,0.0,0.1,0.0,15,2,0,2023-2024,serie-a
nikita contini baranovsky,Napoli,4,100.0,2,100.0,2,100.0,0,,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
diego coppola,Hellas Verona,555,77.3,189,79.9,369,87.8,142,54.9,0.2,0.1,-0.2,33,0,0,2023-2024,serie-a
tommaso corazza,Bologna,119,82.1,74,91.9,41,92.7,17,47.1,0.1,0.2,-0.1,7,4,3,2023-2024,serie-a
jeppe corfitzen,Lecce,2,66.7,0,,3,66.7,0,,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
giacomo corona,Empoli,2,100.0,1,100.0,0,,1,100.0,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
joao costa,Roma,7,77.8,4,100.0,3,100.0,1,0.0,0.0,0.1,0.0,0,1,0,2023-2024,serie-a
benoit costil,Salernitana,258,60.3,49,98.0,111,98.2,267,37.8,0.0,0.0,0.0,4,0,0,2023-2024,serie-a
lassana coulibaly,Salernitana,736,84.3,400,89.5,347,87.9,68,76.5,0.8,0.9,0.2,80,6,2,2023-2024,serie-a
mamadou coulibaly,Salernitana,1,33.3,3,33.3,0,,0,,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
alessio cragno,Sassuolo,69,69.0,16,100.0,28,100.0,55,43.6,0.0,0.0,0.0,2,0,0,2023-2024,serie-a
bryan cristante,Roma,1785,82.0,895,86.8,924,88.5,242,63.6,2.9,3.1,1.1,229,37,6,2023-2024,serie-a
juan cruz,Hellas Verona,18,66.7,22,72.7,2,50.0,2,50.0,0.1,0.1,-0.1,1,0,0,2023-2024,serie-a
juan cuadrado,Inter,158,83.6,77,94.8,76,80.3,27,59.3,1.6,1.2,0.4,11,5,2,2023-2024,serie-a
marvin cuni,Frosinone,82,71.3,60,80.0,28,71.4,4,75.0,0.3,0.2,-0.3,2,2,0,2023-2024,serie-a
danilo dambrosio,Monza,979,89.4,376,95.7,566,93.8,124,59.7,0.2,0.4,-0.2,61,4,1,2023-2024,serie-a
flavius daniliuc,Salernitana,350,85.2,180,87.2,170,92.4,39,69.2,0.2,0.1,-0.2,31,2,0,2023-2024,serie-a
danilo,Juventus,1591,86.0,580,93.3,916,91.6,303,64.4,0.9,1.0,0.1,148,14,4,2023-2024,serie-a
matteo darmian,Inter,1181,85.0,565,90.6,611,91.3,144,57.6,1.8,1.3,-0.8,64,14,6,2023-2024,serie-a
juan david cabal,Hellas Verona,561,71.0,306,86.6,302,75.5,126,44.4,0.4,0.6,-0.4,57,10,6,2023-2024,serie-a
keinan davis,Udinese,36,72.0,26,76.9,16,87.5,1,100.0,0.1,0.2,-0.1,3,2,0,2023-2024,serie-a
pawe dawidowicz,Hellas Verona,972,82.9,302,81.8,647,90.7,199,65.8,0.0,0.1,0.0,60,2,0,2023-2024,serie-a
charles de ketelaere,Atalanta,565,72.3,384,78.6,273,77.3,58,53.4,6.1,4.1,1.9,44,42,7,2023-2024,serie-a
mattia de sciglio,Juventus,17,89.5,7,100.0,10,90.0,1,100.0,0.0,0.0,0.0,2,1,0,2023-2024,serie-a
lorenzo de silvestri,Bologna,373,86.3,195,92.8,189,88.9,29,48.3,0.0,0.1,0.0,20,1,1,2023-2024,serie-a
koni de winter,Genoa,1122,88.4,509,91.4,615,92.4,99,67.7,1.0,0.3,0.0,54,5,0,2023-2024,serie-a
gregoire defrel,Sassuolo,187,84.6,114,89.5,75,86.7,13,76.9,1.2,1.1,0.8,10,3,1,2023-2024,serie-a
alessandro deiola,Cagliari,364,69.5,216,79.2,194,73.2,90,52.2,0.9,0.5,-0.9,45,7,2,2023-2024,serie-a
alessandro dellavalle,Torino,5,83.3,3,100.0,0,,2,100.0,0.0,0.0,0.0,1,0,0,2023-2024,serie-a
diego demme,Napoli,63,82.9,34,82.4,35,82.9,4,100.0,0.0,0.0,0.0,3,1,0,2023-2024,serie-a
leander dendoncker,Napoli,23,85.2,17,88.2,9,88.9,1,0.0,0.0,0.0,0.0,3,0,0,2023-2024,serie-a
mattia destro,Empoli,41,65.1,32,68.8,25,68.0,1,100.0,0.3,0.0,-0.3,2,0,0,2023-2024,serie-a
federico di francesco,Lecce,6,75.0,2,50.0,2,100.0,2,50.0,0.0,0.0,0.0,1,0,0,2023-2024,serie-a
raffaele di gennaro,Inter,15,88.2,5,100.0,8,100.0,3,66.7,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
michele di gregorio,Monza,1054,78.1,224,98.2,517,99.2,600,52.3,0.0,0.1,0.0,15,0,0,2023-2024,serie-a
giovanni di lorenzo,Napoli,2314,84.7,1357,92.5,982,85.0,254,66.9,4.9,5.4,1.1,230,86,16,2023-2024,serie-a
alessandro di pardo,Cagliari,115,65.7,82,79.3,57,71.9,24,25.0,0.2,0.2,-0.2,5,7,4,2023-2024,serie-a
boulaye dia,Salernitana,204,83.6,111,89.2,86,89.5,23,69.6,0.5,0.5,-0.5,22,5,0,2023-2024,serie-a
federico dimarco,Inter,1027,77.3,541,91.5,491,79.4,211,52.6,8.5,7.5,-2.5,60,57,30,2023-2024,serie-a
tiago djalo,Juventus,12,92.3,3,100.0,8,100.0,1,100.0,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
koffi djidji,Torino,372,85.7,171,90.1,202,92.1,44,54.5,0.0,0.1,0.0,17,0,0,2023-2024,serie-a
berat djimsiti,Atalanta,1454,87.5,555,87.9,870,92.9,187,72.7,0.7,0.5,0.3,40,5,1,2023-2024,serie-a
dodo,Fiorentina,278,80.1,120,87.5,168,83.9,42,69.0,0.8,0.6,-0.8,25,9,3,2023-2024,serie-a
josh doig,Hellas Verona,251,74.3,123,83.7,143,83.2,50,48.0,0.3,0.4,-0.3,15,5,4,2023-2024,serie-a
josh doig,Sassuolo,404,68.4,264,88.3,204,66.7,86,30.2,1.1,0.7,0.9,39,9,7,2023-2024,serie-a
nicolas dominguez,Bologna,83,90.2,49,91.8,40,90.0,2,100.0,0.0,0.1,0.0,5,1,0,2023-2024,serie-a
giulio donati,Monza,38,82.6,21,85.7,21,85.7,3,66.7,0.2,0.2,-0.2,0,1,1,2023-2024,serie-a
patrick dorgu,Lecce,582,79.8,338,90.2,266,80.8,77,51.9,1.6,0.7,-1.6,31,13,7,2023-2024,serie-a
alberto dossena,Cagliari,1042,79.8,324,86.1,680,87.8,271,58.3,2.1,1.3,1.9,71,4,0,2023-2024,serie-a
radu dragusin,Genoa,592,82.1,270,86.3,343,89.8,83,49.4,0.8,0.9,0.2,22,2,0,2023-2024,serie-a
ondrej duda,Hellas Verona,906,74.9,440,86.1,461,80.7,250,54.4,3.3,3.0,0.7,118,21,4,2023-2024,serie-a
denzel dumfries,Inter,614,76.7,345,83.2,335,79.1,70,58.6,4.9,3.2,-0.9,34,29,13,2023-2024,serie-a
alfred duncan,Fiorentina,800,77.7,362,85.4,415,87.5,202,59.4,2.0,2.8,3.0,101,26,11,2023-2024,serie-a
paulo dybala,Roma,790,79.0,461,88.7,330,82.4,140,57.1,4.3,4.0,4.7,67,37,0,2023-2024,serie-a
festy ebosele,Udinese,278,66.3,182,76.9,149,65.8,51,52.9,1.8,1.5,-1.8,22,11,5,2023-2024,serie-a
enzo ebosse,Udinese,12,80.0,4,100.0,9,77.8,2,50.0,0.0,0.0,0.0,1,0,0,2023-2024,serie-a
tyronne ebuehi,Empoli,426,74.7,260,89.6,205,74.1,66,43.9,0.9,0.6,0.1,22,9,4,2023-2024,serie-a
ederson,Atalanta,1390,83.6,632,86.9,756,90.6,191,68.1,1.4,2.3,-0.4,180,40,5,2023-2024,serie-a
kingsley ehizibue,Udinese,175,68.1,119,84.0,84,67.9,25,44.0,0.7,0.5,0.3,10,7,5,2023-2024,serie-a
emmanuel ekong,Empoli,1,100.0,1,100.0,0,,0,,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
caleb ekuban,Genoa,138,65.4,106,79.2,57,59.6,16,62.5,1.4,0.7,-0.4,8,6,0,2023-2024,serie-a
elif elmas,Napoli,167,87.4,122,95.1,48,81.3,10,70.0,0.2,0.3,-0.2,14,1,0,2023-2024,serie-a
martin erlic,Sassuolo,972,80.1,357,86.0,594,89.2,243,53.1,0.0,0.4,0.0,76,6,0,2023-2024,serie-a
giovanni fabbian,Bologna,225,78.4,174,85.6,67,82.1,11,45.5,1.9,0.8,0.1,14,3,1,2023-2024,serie-a
nicolo fagioli,Juventus,193,86.5,99,94.9,82,89.0,36,66.7,0.7,0.9,1.3,17,6,1,2023-2024,serie-a
wladimiro falcone,Lecce,778,67.9,215,98.6,324,98.1,578,38.8,0.2,0.0,-0.2,7,0,0,2023-2024,serie-a
davide faraoni,Hellas Verona,228,75.0,119,86.6,102,78.4,62,58.1,0.4,0.3,0.6,28,6,2,2023-2024,serie-a
davide faraoni,Fiorentina,190,76.6,79,88.6,117,80.3,37,56.8,0.4,0.6,0.6,15,5,4,2023-2024,serie-a
federico fazio,Salernitana,440,75.0,194,84.0,265,81.9,108,50.9,0.1,0.3,-0.1,26,1,0,2023-2024,serie-a
jacopo fazzini,Empoli,343,68.7,205,81.5,180,74.4,72,37.5,2.3,1.7,-1.3,32,9,3,2023-2024,serie-a
lewis ferguson,Bologna,1571,88.4,1007,92.5,565,91.7,85,71.8,2.3,2.7,0.7,145,25,3,2023-2024,serie-a
andrea ferraris,Monza,4,100.0,2,100.0,2,100.0,0,,0.0,0.0,0.0,0,1,0,2023-2024,serie-a
joao ferreira,Udinese,649,75.6,325,86.8,326,80.7,158,55.7,0.9,0.9,0.1,60,11,6,2023-2024,serie-a
seydou fini,Genoa,9,64.3,10,70.0,4,50.0,0,,0.0,0.0,0.0,1,0,0,2023-2024,serie-a
vincenzo fiorillo,Salernitana,53,41.4,4,100.0,17,100.0,105,30.5,0.0,0.0,0.0,3,0,0,2023-2024,serie-a
