Player,Squad,Fls,Off,Crosses,Recov,Aerialwon%,Season,Competition
vincent marchetti,Ajaccio,29,1,6,168,27.8,2022-2023,ligue-1
guillermo maripan,Monaco,26,0,1,131,54.5,2022-2023,ligue-1
marquinhos,Paris S-G,14,0,1,155,56.5,2022-2023,ligue-1
jonas martin,Lille,9,0,3,24,72.7,2022-2023,ligue-1
gelson martins,Monaco,6,2,5,25,22.2,2022-2023,ligue-1
hannoah massengo,Auxerre,16,1,2,59,27.3,2022-2023,ligue-1
yanis massolin,Clermont Foot,0,0,0,11,50.0,2022-2023,ligue-1
eliot matazo,Monaco,18,0,2,86,35.7,2022-2023,ligue-1
chrislain matsima,Lorient,0,0,0,9,33.3,2022-2023,ligue-1
chrislain matsima,Monaco,4,0,2,32,85.0,2022-2023,ligue-1
jean matteo bahoya,Angers,4,0,2,14,28.6,2022-2023,ligue-1
azor matusiwa,Reims,43,0,4,235,47.8,2022-2023,ligue-1
aiman maurer,Clermont Foot,5,2,19,21,30.0,2022-2023,ligue-1
stephy mavididi,Montpellier,20,3,10,59,31.3,2022-2023,ligue-1
christian mawissa,Toulouse,2,0,1,3,50.0,2022-2023,ligue-1
fernand mayembo,Ajaccio,9,0,0,50,75.0,2022-2023,ligue-1
derek mazousacko,Troyes,2,0,0,1,100.0,2022-2023,ligue-1
kylian mbappe,Paris S-G,19,33,47,54,61.5,2022-2023,ligue-1
chancel mbemba,Marseille,19,0,40,165,67.3,2022-2023,ligue-1
jason mbock,Angers,0,1,4,0,,2022-2023,ligue-1
nathanael mbuku,Reims,0,0,2,7,0.0,2022-2023,ligue-1
facundo medina,Lens,34,0,22,212,46.3,2022-2023,ligue-1
bamo meite,Lorient,16,1,0,76,46.2,2022-2023,ligue-1
farid el melali,Angers,13,2,16,53,18.2,2022-2023,ligue-1
birger meling,Rennes,20,2,18,71,42.9,2022-2023,ligue-1
nuno mendes,Paris S-G,25,5,30,98,62.5,2022-2023,ligue-1
pedro mendes,Montpellier,0,0,0,1,50.0,2022-2023,ligue-1
thiago mendes,Lyon,24,0,6,145,63.0,2022-2023,ligue-1
antoine mendy,Nice,9,2,13,37,38.9,2022-2023,ligue-1
arial mendy,Clermont Foot,1,1,10,14,55.6,2022-2023,ligue-1
batista mendy,Angers,67,1,9,193,67.5,2022-2023,ligue-1
gideon mensah,Auxerre,29,1,67,246,51.2,2022-2023,ligue-1
quentin merlin,Nantes,12,0,113,112,51.6,2022-2023,ligue-1
lionel messi,Paris S-G,8,6,91,75,25.0,2022-2023,ligue-1
amine messoussa,Lille,0,0,0,0,,2022-2023,ligue-1
arkadiusz milik,Marseille,4,1,0,4,22.2,2022-2023,ligue-1
takumi minamino,Monaco,20,4,31,42,50.0,2022-2023,ligue-1
terem moffi,Nice,13,5,1,28,41.3,2022-2023,ligue-1
terem moffi,Lorient,17,4,3,35,21.7,2022-2023,ligue-1
mostafa mohamed,Nantes,43,13,10,48,46.6,2022-2023,ligue-1
florent mollet,Nantes,18,3,76,57,33.3,2022-2023,ligue-1
marlos moreno,Troyes,1,0,0,1,50.0,2022-2023,ligue-1
lebo mothiba,Strasbourg,12,0,4,11,29.4,2022-2023,ligue-1
steve mounie,Brest,37,10,9,49,58.8,2022-2023,ligue-1
bevic moussitioko,Ajaccio,18,2,4,27,53.0,2022-2023,ligue-1
samuel moutoussamy,Nantes,33,0,9,167,31.8,2022-2023,ligue-1
francois mughe,Marseille,0,0,0,0,0.0,2022-2023,ligue-1
nordi mukiele,Paris S-G,16,2,16,61,67.7,2022-2023,ligue-1
marshall munetsi,Reims,64,2,23,157,54.2,2022-2023,ligue-1
yvon mvogo,Lorient,0,0,0,13,100.0,2022-2023,ligue-1
nathan ngoumou,Toulouse,0,0,1,6,100.0,2022-2023,ligue-1
youssouf ndayishimiye,Nice,5,0,2,36,45.5,2022-2023,ligue-1
papa ndiaga yade,Troyes,14,2,30,33,41.7,2022-2023,ligue-1
neymar,Paris S-G,25,5,54,63,33.3,2022-2023,ligue-1
ibrahima niane,Angers,12,2,7,35,31.5,2022-2023,ligue-1
mbaye niang,Auxerre,43,8,8,37,51.1,2022-2023,ligue-1
rasmus nicolaisen,Toulouse,30,1,0,188,73.9,2022-2023,ligue-1
arnaud nordin,Montpellier,21,4,49,120,26.3,2022-2023,ligue-1
riad nouri,Ajaccio,16,7,86,84,43.3,2022-2023,ligue-1
alexander nubel,Monaco,0,0,0,43,87.5,2022-2023,ligue-1
gerzino nyamsi,Strasbourg,37,0,1,108,64.9,2022-2023,ligue-1
wilson odobert,Troyes,9,2,34,74,25.0,2022-2023,ligue-1
florent ogier,Clermont Foot,15,0,3,87,50.9,2022-2023,ligue-1
warmed omari,Rennes,8,3,0,69,66.1,2022-2023,ligue-1
jonas omlin,Montpellier,1,0,0,16,100.0,2022-2023,ligue-1
ado onaiwu,Toulouse,15,3,5,35,49.3,2022-2023,ligue-1
jean onana,Lens,7,2,3,63,56.3,2022-2023,ligue-1
lois openda,Lens,42,22,30,60,39.4,2022-2023,ligue-1
dango ouattara,Lorient,15,2,33,90,49.3,2022-2023,ligue-1
zinedine ould khaled,Angers,1,0,0,6,33.3,2022-2023,ligue-1
azzedine ounahi,Marseille,1,0,0,8,0.0,2022-2023,ligue-1
azzedine ounahi,Angers,11,1,17,70,29.4,2022-2023,ligue-1
adam ounas,Lille,15,2,75,60,33.3,2022-2023,ligue-1
ante palaversa,Troyes,0,0,2,7,,2022-2023,ligue-1
nicolas pallois,Nantes,20,1,7,174,58.3,2022-2023,ligue-1
erik palmerbrown,Troyes,29,1,2,178,63.6,2022-2023,ligue-1
lucas paqueta,Lyon,2,0,1,10,80.0,2022-2023,ligue-1
leandro paredes,Paris S-G,0,0,0,2,,2022-2023,ligue-1
dimitri payet,Marseille,5,2,58,46,50.0,2022-2023,ligue-1
theo pellenard,Auxerre,1,0,1,2,100.0,2022-2023,ligue-1
timothee pembele,Paris S-G,0,0,4,5,50.0,2022-2023,ligue-1
patrick pentz,Reims,0,0,0,8,,2022-2023,ligue-1
nicolas pepe,Nice,13,6,42,76,38.1,2022-2023,ligue-1
brayann pereira,Auxerre,1,0,9,9,100.0,2022-2023,ligue-1
danilo pereira,Paris S-G,17,1,3,184,60.7,2022-2023,ligue-1
mathias pereira lage,Brest,23,1,34,69,42.9,2022-2023,ligue-1
gaetan perrin,Auxerre,18,4,30,84,38.9,2022-2023,ligue-1
lucas perrin,Strasbourg,23,0,8,112,65.5,2022-2023,ligue-1
ronael pierregabriel,Strasbourg,12,2,19,41,53.3,2022-2023,ligue-1
julien ponceau,Lorient,21,4,12,105,22.9,2022-2023,ligue-1
ukasz poreba,Lens,9,0,6,12,75.0,2022-2023,ligue-1
jackson porozo,Troyes,29,1,3,75,65.3,2022-2023,ligue-1
sanjin prcic,Strasbourg,16,1,29,152,69.6,2022-2023,ligue-1
mehdi puchherrantz,Ajaccio,1,0,0,6,0.0,2022-2023,ligue-1
ghjuvanni quilichini,Ajaccio,0,0,0,1,,2022-2023,ligue-1
ionut radu,Auxerre,1,0,0,19,100.0,2022-2023,ligue-1
simon ramet,Lille,0,0,0,0,,2022-2023,ligue-1
adil rami,Troyes,10,1,5,93,64.4,2022-2023,ligue-1
sergio ramos,Paris S-G,36,4,13,173,61.8,2022-2023,ligue-1
aaron ramsey,Nice,23,3,62,115,33.3,2022-2023,ligue-1
lilian raolisoa,Angers,1,0,10,17,100.0,2022-2023,ligue-1
elba rashani,Clermont Foot,36,4,58,101,27.6,2022-2023,ligue-1
rafael ratao,Toulouse,28,2,52,116,43.5,2022-2023,ligue-1
rayan raveloson,Auxerre,22,1,33,181,56.9,2022-2023,ligue-1
jeff reineadelaide,Troyes,2,0,0,14,42.9,2022-2023,ligue-1
jeff reineadelaide,Lyon,7,0,13,30,50.0,2022-2023,ligue-1
alexsandro ribeiro,Lille,18,2,4,113,53.3,2022-2023,ligue-1
remy riou,Lyon,0,0,0,14,,2022-2023,ligue-1
renaud ripart,Troyes,25,6,21,54,41.8,2022-2023,ligue-1
joe rodon,Rennes,11,0,1,76,59.5,2022-2023,ligue-1
valentin rongier,Marseille,52,0,8,267,58.9,2022-2023,ligue-1
pablo rosario,Nice,18,0,11,97,42.1,2022-2023,ligue-1
anthony rouault,Toulouse,21,1,0,213,57.3,2022-2023,ligue-1
kays ruiz,Auxerre,2,0,0,10,,2022-2023,ligue-1
fabian ruiz pena,Paris S-G,19,4,13,157,41.7,2022-2023,ligue-1
halid sabanovic,Angers,10,1,8,28,50.0,2022-2023,ligue-1
falaye sacko,Montpellier,26,5,36,179,48.6,2022-2023,ligue-1
wesley said,Lens,20,1,5,20,41.7,2022-2023,ligue-1
theo sainteluce,Montpellier,13,0,10,21,40.0,2022-2023,ligue-1
hamza sakhi,Auxerre,13,5,88,106,66.7,2022-2023,ligue-1
mamadou sakho,Montpellier,6,0,0,45,55.0,2022-2023,ligue-1
ibrahim salah,Rennes,2,2,8,18,33.3,2022-2023,ligue-1
amine salama,Angers,7,6,12,51,29.6,2022-2023,ligue-1
yoann salmier,Troyes,30,0,7,181,62.8,2022-2023,ligue-1
mama samba balde,Troyes,38,22,13,100,36.1,2022-2023,ligue-1
brice samba,Lens,0,0,0,42,80.0,2022-2023,ligue-1
renato sanches,Paris S-G,22,0,5,52,55.6,2022-2023,ligue-1
alexis sanchez,Marseille,44,28,37,83,33.3,2022-2023,ligue-1
morgan sanson,Strasbourg,21,0,35,104,51.9,2022-2023,ligue-1
baptiste santamaria,Rennes,23,1,7,173,60.0,2022-2023,ligue-1
pablo sarabia,Paris S-G,4,2,16,16,0.0,2022-2023,ligue-1
amin sarr,Lyon,14,1,4,19,35.7,2022-2023,ligue-1
malang sarr,Monaco,10,0,1,49,62.5,2022-2023,ligue-1
mamadou sarr,Lyon,0,0,0,0,,2022-2023,ligue-1
teji savanier,Montpellier,58,0,235,210,35.3,2022-2023,ligue-1
kasper schmeichel,Nice,0,0,0,25,100.0,2022-2023,ligue-1
alidu seidu,Clermont Foot,33,1,22,203,74.3,2022-2023,ligue-1
matz sels,Strasbourg,0,0,0,29,100.0,2022-2023,ligue-1
marvin senaya,Strasbourg,0,0,1,2,50.0,2022-2023,ligue-1
kaj sierhuis,Reims,5,0,6,9,20.0,2022-2023,ligue-1
vincent sierro,Toulouse,19,0,25,50,50.0,2022-2023,ligue-1
caio henrique oliveira silva,Monaco,15,1,169,208,37.2,2022-2023,ligue-1
abdallah sima,Angers,32,12,16,52,40.6,2022-2023,ligue-1
moses simon,Nantes,11,4,140,114,22.0,2022-2023,ligue-1
lassine sinayoko,Auxerre,31,5,30,112,36.1,2022-2023,ligue-1
ibrahima sissoko,Strasbourg,41,2,10,121,56.6,2022-2023,ligue-1
moussa sissoko,Nantes,27,3,23,153,51.1,2022-2023,ligue-1
naatan skytta,Toulouse,0,0,0,1,0.0,2022-2023,ligue-1
islam slimani,Brest,19,10,9,16,46.8,2022-2023,ligue-1
eduard sobol,Strasbourg,10,2,19,35,64.3,2022-2023,ligue-1
carlos soler,Paris S-G,18,0,22,67,14.3,2022-2023,ligue-1
francoisjoseph sollacaro,Ajaccio,0,0,0,6,,2022-2023,ligue-1
florian sotoca,Lens,37,9,99,124,55.4,2022-2023,ligue-1
moussa soumano,Ajaccio,10,3,1,10,25.8,2022-2023,ligue-1
arnaud souquet,Montpellier,7,1,7,27,47.4,2022-2023,ligue-1
kevin spadanuda,Ajaccio,20,1,5,65,21.7,2022-2023,ligue-1
djed spence,Rennes,7,0,4,35,80.0,2022-2023,ligue-1
stijn spierings,Toulouse,55,0,21,336,50.0,2022-2023,ligue-1
calvin stengs,Nice,5,0,3,13,50.0,2022-2023,ligue-1
tony strata,Ajaccio,3,0,0,9,,2022-2023,ligue-1
gabriel suazo,Toulouse,18,1,14,104,50.0,2022-2023,ligue-1
kamaldeen sulemana,Rennes,5,1,10,29,44.4,2022-2023,ligue-1
yuito suzuki,Strasbourg,1,0,0,1,100.0,2022-2023,ligue-1
issiaga sylla,Montpellier,8,2,35,100,64.3,2022-2023,ligue-1
issiaga sylla,Toulouse,24,1,41,120,42.9,2022-2023,ligue-1
nicolas tagliafico,Lyon,40,2,68,166,53.2,2022-2023,ligue-1
waniss taibi,Angers,3,0,1,16,28.6,2022-2023,ligue-1
flavien tait,Rennes,25,0,7,128,41.2,2022-2023,ligue-1
montassar talbi,Lorient,16,0,2,164,65.7,2022-2023,ligue-1
thibault tamas,Montpellier,2,0,1,1,,2022-2023,ligue-1
florian tardieu,Troyes,11,0,43,87,46.7,2022-2023,ligue-1
nuno tavares,Marseille,37,6,96,173,42.6,2022-2023,ligue-1
enzo tchato,Montpellier,13,2,39,56,51.5,2022-2023,ligue-1
martin terrier,Rennes,12,6,13,58,63.0,2022-2023,ligue-1
tete,Lyon,10,5,45,48,25.0,2022-2023,ligue-1
arthur theate,Rennes,24,0,1,182,64.8,2022-2023,ligue-1
sada thioub,Angers,14,0,37,63,22.2,2022-2023,ligue-1
adrien thomasson,Strasbourg,16,4,8,80,53.8,2022-2023,ligue-1
adrien thomasson,Lens,21,5,13,79,40.0,2022-2023,ligue-1
khephren thuram,Nice,31,3,23,146,47.1,2022-2023,ligue-1
alexis tibidi,Troyes,0,0,0,1,66.7,2022-2023,ligue-1
jeanclair todibo,Nice,21,1,5,248,57.4,2022-2023,ligue-1
karl toko ekambi,Rennes,7,8,6,28,40.9,2022-2023,ligue-1
karl toko ekambi,Lyon,8,2,25,66,33.3,2022-2023,ligue-1
corentin tolisso,Lyon,28,0,37,199,59.3,2022-2023,ligue-1
birama toure,Auxerre,50,0,14,242,48.3,2022-2023,ligue-1
mohamed toure,Reims,1,1,0,1,20.0,2022-2023,ligue-1
souleymane toure,Marseille,2,0,0,5,100.0,2022-2023,ligue-1
souleymane toure,Auxerre,20,0,3,83,70.6,2022-2023,ligue-1
yoann touzghar,Ajaccio,5,3,2,10,31.0,2022-2023,ligue-1
charles traore,Nantes,6,1,6,26,60.0,2022-2023,ligue-1
hamari traore,Rennes,33,3,63,155,49.3,2022-2023,ligue-1
theo trinker,Nice,0,0,0,0,,2022-2023,ligue-1
adrien truffert,Rennes,20,3,35,126,56.7,2022-2023,ligue-1
theocharis tsingaras,Toulouse,0,0,0,0,,2022-2023,ligue-1
ike ugbo,Troyes,13,4,0,15,18.0,2022-2023,ligue-1
lesley ugochukwu,Rennes,29,0,2,71,69.6,2022-2023,ligue-1
cengiz under,Marseille,29,8,157,133,36.7,2022-2023,ligue-1
jere uronen,Brest,3,0,13,14,25.0,2022-2023,ligue-1
yan valery,Angers,46,1,81,141,62.7,2022-2023,ligue-1
vanderson,Monaco,36,3,98,167,50.0,2022-2023,ligue-1
jordan veretout,Marseille,35,2,83,243,43.5,2022-2023,ligue-1
marco verratti,Paris S-G,36,0,7,175,45.8,2022-2023,ligue-1
joao victor,Nantes,9,0,8,53,64.7,2022-2023,ligue-1
clement vidal,Ajaccio,22,1,3,92,65.8,2022-2023,ligue-1
alan virginius,Lille,6,2,2,9,8.3,2022-2023,ligue-1
mattia viti,Nice,3,0,0,27,65.0,2022-2023,ligue-1
vitinha,Marseille,7,4,1,27,27.8,2022-2023,ligue-1
vitinha,Paris S-G,31,0,13,164,55.6,2022-2023,ligue-1
kevin volland,Monaco,20,7,8,27,44.0,2022-2023,ligue-1
elye wahi,Montpellier,32,26,19,47,20.4,2022-2023,ligue-1
timothy weah,Lille,17,4,51,84,39.4,2022-2023,ligue-1
mateusz wieteska,Clermont Foot,29,0,1,185,65.5,2022-2023,ligue-1
christopher wooh,Rennes,17,0,1,34,63.6,2022-2023,ligue-1
christopher wooh,Lens,0,0,0,0,,2022-2023,ligue-1
xeka,Rennes,13,0,0,38,34.8,2022-2023,ligue-1
yusuf yazc,Lille,4,0,9,5,,2022-2023,ligue-1
darlin yongwa,Lorient,14,3,20,40,27.3,2022-2023,ligue-1
leny yoro,Lille,5,0,0,41,60.0,2022-2023,ligue-1
mohamed youssouf,Ajaccio,40,0,89,140,56.0,2022-2023,ligue-1
warren zaireemery,Paris S-G,9,2,4,54,21.4,2022-2023,ligue-1
oliver zanden,Toulouse,3,0,6,8,33.3,2022-2023,ligue-1
akim zedadka,Auxerre,23,0,38,95,51.1,2022-2023,ligue-1
akim zedadka,Lille,5,1,7,24,50.0,2022-2023,ligue-1
mehdi zeffane,Clermont Foot,4,1,24,36,27.3,2022-2023,ligue-1
arber zeneli,Reims,7,3,50,58,33.3,2022-2023,ligue-1
nathan zeze,Nantes,0,0,0,2,50.0,2022-2023,ligue-1
edon zhegrova,Lille,11,2,73,58,0.0,2022-2023,ligue-1
tanguy zoukrou,Troyes,5,0,1,32,50.0,2022-2023,ligue-1
