Player,Squad,Fls,Off,Crosses,Recov,Aerialwon%,Season,Competition
jan oblak,Atlético Madrid,0,0,0,29,100.0,2023-2024,laliga
brian ocampo,Cádiz,9,0,19,23,57.1,2023-2024,laliga
lucas ocampos,Sevilla,32,8,120,161,52.9,2023-2024,laliga
alvaro odriozola,Real Sociedad,7,1,10,13,11.1,2023-2024,laliga
aingeru olabarrieta,Athletic Club,0,0,2,0,,2023-2024,laliga
olasagasti,Real Sociedad,7,1,1,36,37.5,2023-2024,laliga
samu omorodion,Alavés,30,16,2,46,39.9,2023-2024,laliga
samu omorodion,Granada,1,0,0,2,28.6,2023-2024,laliga
aimar oroz,Osasuna,39,2,11,144,32.8,2023-2024,laliga
eneko ortiz,Alavés,0,0,1,0,,2023-2024,laliga
asier osambela,Osasuna,1,0,0,1,50.0,2023-2024,laliga
milutin osmajic,Cádiz,0,0,0,0,100.0,2023-2024,laliga
aiham ousou,Cádiz,4,0,0,26,53.3,2023-2024,laliga
jesus owono,Alavés,0,0,0,11,100.0,2023-2024,laliga
mikel oyarzabal,Real Sociedad,20,19,10,69,33.8,2023-2024,laliga
cenk ozkacar,Valencia,13,1,6,70,50.0,2023-2024,laliga
jon pacheco,Real Sociedad,29,1,1,49,63.3,2023-2024,laliga
isaac palazon camacho,Rayo Vallecano,32,10,131,156,36.7,2023-2024,laliga
joaquin panichelli,Alavés,8,1,0,10,77.3,2023-2024,laliga
sokratis papastathopoulos,Betis,13,0,0,51,58.1,2023-2024,laliga
victor parada,Alavés,0,0,0,0,,2023-2024,laliga
aitor paredes,Athletic Club,37,0,1,137,61.9,2023-2024,laliga
daniel parejo,Villarreal,18,0,57,173,70.6,2023-2024,laliga
pascu,Villarreal,0,0,0,1,0.0,2023-2024,laliga
gabriel paulista,Atlético Madrid,4,0,0,19,68.4,2023-2024,laliga
gabriel paulista,Valencia,11,0,0,70,60.4,2023-2024,laliga
nicolas paz,Real Madrid,1,0,1,2,100.0,2023-2024,laliga
alfonso pedraza,Villarreal,14,4,58,54,42.9,2023-2024,laliga
pedri,Barcelona,11,1,9,82,37.5,2023-2024,laliga
adria pedrosa,Sevilla,6,2,111,102,32.3,2023-2024,laliga
pejino,Las Palmas,6,0,31,21,66.7,2023-2024,laliga
facundo pellistri,Granada,22,5,30,57,29.0,2023-2024,laliga
inaki pena,Barcelona,0,0,0,12,100.0,2023-2024,laliga
marcos pena,Almería,8,0,0,26,42.9,2023-2024,laliga
ruben pena,Osasuna,28,6,111,134,25.0,2023-2024,laliga
alberto perea,Granada,0,0,1,1,,2023-2024,laliga
ayoze perez,Betis,36,11,19,121,37.0,2023-2024,laliga
carles perez,Celta Vigo,15,1,17,45,23.5,2023-2024,laliga
francisco perez,Valencia,31,8,50,109,24.0,2023-2024,laliga
kike perez,Rayo Vallecano,42,0,18,57,29.7,2023-2024,laliga
maximo perrone,Las Palmas,27,0,0,113,17.6,2023-2024,laliga
njegos petrovic,Granada,0,0,1,11,66.7,2023-2024,laliga
german pezzella,Betis,22,6,2,148,68.3,2023-2024,laliga
kamil piatkowski,Granada,3,0,2,23,52.4,2023-2024,laliga
yeremi pino,Villarreal,22,3,7,29,44.4,2023-2024,laliga
portu,Getafe,0,1,2,4,25.0,2023-2024,laliga
portu,Girona,18,9,19,37,26.9,2023-2024,laliga
jose pozo,Rayo Vallecano,1,0,0,0,0.0,2023-2024,laliga
alejandro pozo pozo,Almería,16,0,41,50,35.7,2023-2024,laliga
benat prados,Athletic Club,29,0,10,102,48.3,2023-2024,laliga
abdon prats,Mallorca,18,5,8,30,39.4,2023-2024,laliga
marc pubill,Almería,21,0,68,93,55.6,2023-2024,laliga
antonio puertas,Granada,21,6,20,30,36.1,2023-2024,laliga
arnau puigmal,Almería,7,0,14,16,25.0,2023-2024,laliga
nemanja radonjic,Mallorca,1,0,20,13,75.0,2023-2024,laliga
aleksandar radovanovic,Almería,7,0,0,13,60.9,2023-2024,laliga
abdellah raihani,Atlético Madrid,0,0,0,0,,2023-2024,laliga
antonio raillo,Mallorca,32,3,2,107,67.6,2023-2024,laliga
predrag rajkovic,Mallorca,1,0,0,42,71.4,2023-2024,laliga
ivan rakitic,Sevilla,16,1,131,117,48.0,2023-2024,laliga
largie ramazani,Almería,27,9,32,81,16.7,2023-2024,laliga
benito ramirez,Las Palmas,4,2,33,22,15.4,2023-2024,laliga
sandro ramirez,Las Palmas,20,16,89,60,38.9,2023-2024,laliga
chris ramos,Cádiz,61,12,12,60,51.2,2023-2024,laliga
sergio ramos,Sevilla,27,9,2,143,66.1,2023-2024,laliga
raphinha,Barcelona,17,7,82,74,64.3,2023-2024,laliga
andrei ratiu,Rayo Vallecano,2,0,18,39,46.2,2023-2024,laliga
raul,Osasuna,13,9,6,28,42.0,2023-2024,laliga
abderrahman rebbach,Alavés,13,3,63,31,35.0,2023-2024,laliga
pepe reina,Villarreal,0,0,0,0,100.0,2023-2024,laliga
alex remiro,Real Sociedad,1,0,0,60,100.0,2023-2024,laliga
chadi riad,Betis,15,1,0,110,53.7,2023-2024,laliga
diego rico,Getafe,32,2,130,164,59.2,2023-2024,laliga
luis rioja,Alavés,22,10,174,128,30.3,2023-2024,laliga
rodrigo riquelme,Atlético Madrid,11,9,65,98,23.8,2023-2024,laliga
alberto risco,Getafe,1,0,1,3,0.0,2023-2024,laliga
mihailo ristic,Celta Vigo,12,0,39,67,56.3,2023-2024,laliga
gorka rivera alonso,Getafe,0,0,0,0,,2023-2024,laliga
sergi roberto,Barcelona,8,1,9,44,52.2,2023-2024,laliga
lucas robertone,Almería,38,2,67,163,56.7,2023-2024,laliga
marc roca,Betis,48,1,25,147,29.0,2023-2024,laliga
sergio rodelas,Granada,2,0,4,7,0.0,2023-2024,laliga
rodri,Betis,6,4,36,58,0.0,2023-2024,laliga
alvaro rodriguez,Real Madrid,0,0,0,1,,2023-2024,laliga
oscar rodriguez arnaiz,Getafe,20,1,17,48,27.0,2023-2024,laliga
damian rodriguez,Celta Vigo,4,0,9,8,0.0,2023-2024,laliga
dani rodriguez,Mallorca,61,6,169,151,31.5,2023-2024,laliga
guido rodriguez,Betis,23,4,6,155,58.8,2023-2024,laliga
kirian rodriguez,Las Palmas,23,1,26,231,32.4,2023-2024,laliga
miguel rodriguez,Celta Vigo,15,0,11,9,11.1,2023-2024,laliga
rodrygo,Real Madrid,10,13,32,61,19.2,2023-2024,laliga
carlos romero,Villarreal,2,0,11,27,33.3,2023-2024,laliga
isaac romero,Sevilla,28,6,12,36,45.7,2023-2024,laliga
luka romero,Almería,8,0,2,22,25.0,2023-2024,laliga
oriol romeu,Barcelona,15,0,6,62,42.4,2023-2024,laliga
unai ropero,Alavés,1,0,0,0,,2023-2024,laliga
vitor roque,Barcelona,13,2,2,8,33.3,2023-2024,laliga
antonio rudiger,Real Madrid,26,1,4,124,68.1,2023-2024,laliga
javier rueda garcia,Celta Vigo,0,0,0,2,,2023-2024,laliga
aitor ruibal,Betis,16,1,28,78,30.8,2023-2024,laliga
sergio ruiz,Granada,42,0,17,177,51.6,2023-2024,laliga
youssouf sabaly,Betis,9,0,27,63,43.5,2023-2024,laliga
umar sadiq,Real Sociedad,45,27,12,34,36.3,2023-2024,laliga
pablo saenz,Granada,0,0,1,3,,2023-2024,laliga
kike salas,Sevilla,32,1,7,81,62.3,2023-2024,laliga
salvi,Rayo Vallecano,0,0,0,1,,2023-2024,laliga
diadie samassekou,Cádiz,2,0,0,6,60.0,2023-2024,laliga
fede san emeterio,Cádiz,8,0,1,5,42.9,2023-2024,laliga
oihan sancet,Athletic Club,30,3,30,107,57.1,2023-2024,laliga
ricard sanchez,Granada,27,5,82,97,51.4,2023-2024,laliga
antonio sanchez,Mallorca,26,1,36,115,26.9,2023-2024,laliga
juanlu sanchez,Sevilla,11,1,61,67,48.3,2023-2024,laliga
manu sanchez,Celta Vigo,21,0,57,95,30.0,2023-2024,laliga
jesus santiago,Getafe,17,0,4,29,46.2,2023-2024,laliga
paco sanz,Almería,0,0,0,0,100.0,2023-2024,laliga
stefan savic,Atlético Madrid,16,1,3,77,59.0,2023-2024,laliga
savio,Girona,30,16,120,171,23.5,2023-2024,laliga
aleksandar sedlar,Alavés,14,1,0,49,48.6,2023-2024,laliga
andre silva,Real Sociedad,14,4,0,22,40.0,2023-2024,laliga
rui silva,Betis,2,0,0,41,76.9,2023-2024,laliga
giuliano simeone,Alavés,11,2,14,37,16.7,2023-2024,laliga
unai simon,Athletic Club,0,0,0,58,90.9,2023-2024,laliga
daley sinkgraven,Las Palmas,4,0,5,17,83.3,2023-2024,laliga
jailson siqueira,Celta Vigo,13,0,4,61,40.5,2023-2024,laliga
antonio sivera,Alavés,0,0,0,23,87.5,2023-2024,laliga
ruben sobrino,Cádiz,46,7,22,112,50.0,2023-2024,laliga
alex sola,Alavés,11,10,84,79,47.1,2023-2024,laliga
alex sola,Real Sociedad,2,0,0,2,100.0,2023-2024,laliga
jhon solis,Girona,10,0,0,22,33.3,2023-2024,laliga
david soria,Getafe,1,0,0,52,100.0,2023-2024,laliga
alberto soro,Granada,0,0,0,0,0.0,2023-2024,laliga
hugo sotelo,Celta Vigo,16,0,29,52,22.2,2023-2024,laliga
boubakary soumare,Sevilla,33,0,3,148,64.5,2023-2024,laliga
djibril sow,Sevilla,27,2,5,73,43.8,2023-2024,laliga
caglar soyuncu,Atlético Madrid,3,1,0,9,100.0,2023-2024,laliga
carl starfelt,Celta Vigo,15,0,1,129,67.3,2023-2024,laliga
jrgen strand larsen,Celta Vigo,65,21,18,88,47.1,2023-2024,laliga
cristhian stuani,Girona,28,4,1,13,52.1,2023-2024,laliga
alex suarez,Las Palmas,27,3,15,98,50.0,2023-2024,laliga
damian suarez,Getafe,24,0,49,77,50.0,2023-2024,laliga
denis suarez,Villarreal,4,1,4,8,0.0,2023-2024,laliga
suso,Sevilla,22,3,132,88,47.1,2023-2024,laliga
max svensson,Osasuna,1,0,0,0,,2023-2024,laliga
williot swedberg,Celta Vigo,6,2,5,18,50.0,2023-2024,laliga
mamadou sylla,Alavés,1,0,0,1,50.0,2023-2024,laliga
alexander srloth,Villarreal,34,23,7,57,64.0,2023-2024,laliga
yassin tallal,Getafe,1,0,0,0,50.0,2023-2024,laliga
renato tapia,Celta Vigo,24,1,9,112,56.6,2023-2024,laliga
cesar tarrega,Valencia,0,0,0,0,,2023-2024,laliga
marciano tchami,Almería,0,0,1,2,50.0,2023-2024,laliga
aurelien tchouameni,Real Madrid,20,0,22,99,68.0,2023-2024,laliga
nahuel tenaglia,Alavés,13,2,17,47,58.1,2023-2024,laliga
marcandre ter stegen,Barcelona,0,0,0,55,100.0,2023-2024,laliga
ramon terrats,Villarreal,15,1,28,45,50.0,2023-2024,laliga
kieran tierney,Real Sociedad,6,0,26,52,44.4,2023-2024,laliga
raul de tomas,Rayo Vallecano,24,12,9,35,36.9,2023-2024,laliga
pablo torre,Girona,8,0,7,42,0.0,2023-2024,laliga
raul torrente,Granada,18,1,2,56,59.5,2023-2024,laliga
ferran torres,Barcelona,8,16,21,40,26.7,2023-2024,laliga
oliver torres,Sevilla,26,6,44,127,28.2,2023-2024,laliga
lucas torro,Osasuna,43,0,3,115,63.4,2023-2024,laliga
bertrand traore,Villarreal,7,2,9,22,57.1,2023-2024,laliga
hamari traore,Real Sociedad,32,1,47,136,45.3,2023-2024,laliga
oscar trejo,Rayo Vallecano,40,3,23,92,42.4,2023-2024,laliga
manu trigueros,Villarreal,5,1,5,15,80.0,2023-2024,laliga
viktor tsyhankov,Girona,14,4,62,88,48.1,2023-2024,laliga
benat turrientes,Real Sociedad,36,0,19,81,34.0,2023-2024,laliga
enes unal,Getafe,5,4,1,5,18.8,2023-2024,laliga
myrto uzuni,Granada,26,18,11,59,15.7,2023-2024,laliga
oscar valentin,Rayo Vallecano,77,0,5,160,39.8,2023-2024,laliga
martin valjent,Mallorca,29,2,18,97,65.7,2023-2024,laliga
jesus vallejo,Granada,2,0,0,8,0.0,2023-2024,laliga
alvaro valles,Las Palmas,1,0,1,73,80.0,2023-2024,laliga
federico valverde,Real Madrid,19,0,30,160,67.7,2023-2024,laliga
siebe van der heyden,Mallorca,8,1,0,10,57.1,2023-2024,laliga
jose luis garcia vaya,Valencia,51,1,147,244,57.6,2023-2024,laliga
borja vazquez,Cádiz,0,0,1,0,,2023-2024,laliga
jesus vazquez,Valencia,8,1,18,47,38.7,2023-2024,laliga
kevin vazquez,Celta Vigo,11,0,8,29,55.6,2023-2024,laliga
lucas vazquez,Real Madrid,22,5,47,78,40.0,2023-2024,laliga
gabriel veiga,Celta Vigo,0,0,1,0,0.0,2023-2024,laliga
alejo veliz,Sevilla,4,0,0,0,75.0,2023-2024,laliga
arthur vermeeren,Atlético Madrid,7,0,0,14,14.3,2023-2024,laliga
mikel vesga,Athletic Club,28,0,13,112,50.0,2023-2024,laliga
carlos vicente,Alavés,18,9,90,47,45.8,2023-2024,laliga
nacho vidal,Osasuna,0,0,0,3,33.3,2023-2024,laliga
nacho vidal,Mallorca,9,0,15,18,65.0,2023-2024,laliga
fran vieites,Betis,0,0,0,1,100.0,2023-2024,laliga
jonathan viera,Las Palmas,3,1,16,28,20.0,2023-2024,laliga
jonathan viera,Almería,10,4,6,36,33.3,2023-2024,laliga
toni villa,Girona,0,0,0,2,,2023-2024,laliga
asier villalibre,Athletic Club,7,3,2,13,47.7,2023-2024,laliga
gonzalo villar,Granada,44,2,24,131,64.6,2023-2024,laliga
ivan villar,Celta Vigo,2,0,0,19,100.0,2023-2024,laliga
ricardo visus,Betis,3,0,0,3,28.6,2023-2024,laliga
daniel vivian,Athletic Club,37,1,4,213,42.5,2023-2024,laliga
shon weissman,Granada,1,0,1,2,16.7,2023-2024,laliga
inaki williams,Athletic Club,32,25,111,119,58.2,2023-2024,laliga
nico williams,Athletic Club,19,12,153,131,47.1,2023-2024,laliga
axel witsel,Atlético Madrid,24,0,4,148,67.9,2023-2024,laliga
xeber,Alavés,9,1,14,19,28.6,2023-2024,laliga
antal yaakobishvili,Girona,1,0,0,3,66.7,2023-2024,laliga
lamine yamal,Barcelona,23,4,87,102,15.4,2023-2024,laliga
roman yaremchuk,Valencia,7,16,3,28,36.1,2023-2024,laliga
arsen zakharyan,Real Sociedad,21,3,75,52,34.4,2023-2024,laliga
joseba zaldua,Cádiz,14,2,17,24,66.7,2023-2024,laliga
bryan zaragoza,Granada,12,14,98,56,30.8,2023-2024,laliga
igor zubeldia,Real Sociedad,43,0,3,156,50.6,2023-2024,laliga
martin zubimendi,Real Sociedad,36,0,7,169,61.1,2023-2024,laliga
