Player,Squad,Fls,Off,Crosses,Recov,Aerialwon%,Season,Competition
matteo perez vinlof,Bayern Munich,1,0,1,1,,2023-2024,bundesliga
pavao pervan,Wolfsburg,0,0,0,7,100.0,2023-2024,bundesliga
jens petter hauge,Eint Frankfurt,1,1,2,10,25.0,2023-2024,bundesliga
luca pfeiffer,Darmstadt 98,28,1,5,67,49.5,2023-2024,bundesliga
patric pfeiffer,Augsburg,7,0,1,27,62.5,2023-2024,bundesliga
maximilian philipp,Freiburg,10,0,4,11,33.3,2023-2024,bundesliga
florian pick,Heidenheim,6,1,32,29,50.0,2023-2024,bundesliga
amos pieper,Werder Bremen,5,0,2,39,65.0,2023-2024,bundesliga
marvin pieringer,Heidenheim,38,6,7,80,51.7,2023-2024,bundesliga
alassane plea,Gladbach,15,6,44,72,35.7,2023-2024,bundesliga
ole pohlmann,Dortmund,0,0,3,3,100.0,2023-2024,bundesliga
sebastian polter,Darmstadt 98,9,2,4,7,58.8,2023-2024,bundesliga
yussuf poulsen,RB Leipzig,22,4,4,42,35.8,2023-2024,bundesliga
grischa promel,Hoffenheim,33,1,10,127,41.0,2023-2024,bundesliga
gustavo puerta,Leverkusen,2,0,1,4,50.0,2023-2024,bundesliga
luca raimund,Stuttgart,2,0,1,1,50.0,2023-2024,bundesliga
grant ranos,Gladbach,0,1,1,5,16.7,2023-2024,bundesliga
nicolai rapp,Werder Bremen,2,0,0,10,100.0,2023-2024,bundesliga
david raum,RB Leipzig,28,4,306,169,57.4,2023-2024,bundesliga
rocco reitz,Gladbach,26,2,15,171,33.3,2023-2024,bundesliga
marco reus,Dortmund,21,4,32,58,41.9,2023-2024,bundesliga
elvis rexhbecaj,Augsburg,20,2,21,125,50.9,2023-2024,bundesliga
gio reyna,Dortmund,2,1,4,19,44.4,2023-2024,bundesliga
marco richter,Mainz 05,10,3,36,37,13.6,2023-2024,bundesliga
clemens riedel,Darmstadt 98,10,0,8,57,44.0,2023-2024,bundesliga
manuel riemann,Bochum,2,0,4,81,82.4,2023-2024,bundesliga
sebastian rode,Eint Frankfurt,0,0,1,10,40.0,2023-2024,bundesliga
rogerio,Wolfsburg,7,0,27,55,33.3,2023-2024,bundesliga
merlin rohl,Freiburg,35,2,16,103,40.4,2023-2024,bundesliga
frank ronstadt,Darmstadt 98,0,0,2,2,100.0,2023-2024,bundesliga
anthony rouault,Stuttgart,9,1,3,58,41.3,2023-2024,bundesliga
jerome roussillon,Union Berlin,4,0,21,52,52.9,2023-2024,bundesliga
fabian rudlin,Freiburg,0,0,0,0,,2023-2024,bundesliga
julian ryerson,Dortmund,18,0,40,121,40.0,2023-2024,bundesliga
frederik rnnow,Union Berlin,0,0,0,46,90.9,2023-2024,bundesliga
marcel sabitzer,Dortmund,15,1,30,89,23.1,2023-2024,bundesliga
roland sallai,Freiburg,41,11,73,71,38.7,2023-2024,bundesliga
diadie samassekou,Hoffenheim,0,0,0,0,,2023-2024,bundesliga
jadon sancho,Dortmund,3,3,29,40,50.0,2023-2024,bundesliga
leroy sane,Bayern Munich,26,10,86,97,60.0,2023-2024,bundesliga
amin sarr,Wolfsburg,3,2,1,14,54.2,2023-2024,bundesliga
bouna sarr,Bayern Munich,0,0,1,3,50.0,2023-2024,bundesliga
joe scally,Gladbach,16,1,46,92,40.7,2023-2024,bundesliga
andras schafer,Union Berlin,22,2,18,74,47.8,2023-2024,bundesliga
patrik schick,Leverkusen,11,5,1,24,53.3,2023-2024,bundesliga
stefan schimmer,Heidenheim,1,0,2,4,39.1,2023-2024,bundesliga
xaver schlager,RB Leipzig,34,2,14,203,56.1,2023-2024,bundesliga
keven schlotterbeck,Bochum,36,0,12,144,61.5,2023-2024,bundesliga
nico schlotterbeck,Dortmund,17,0,8,245,58.6,2023-2024,bundesliga
romano schmid,Werder Bremen,33,4,62,189,32.4,2023-2024,bundesliga
kenneth schmidt,Freiburg,1,0,2,11,50.0,2023-2024,bundesliga
benno schmitz,Köln,9,0,40,59,38.9,2023-2024,bundesliga
fabian schnellhardt,Darmstadt 98,2,0,4,25,25.0,2023-2024,bundesliga
jan schoppner,Heidenheim,14,1,7,108,50.0,2023-2024,bundesliga
marcel schuhen,Darmstadt 98,0,0,0,53,80.0,2023-2024,bundesliga
marvin schwabe,Köln,0,0,0,35,62.5,2023-2024,bundesliga
alexander schwolow,Union Berlin,0,0,0,0,,2023-2024,bundesliga
nicolas seiwald,RB Leipzig,5,0,4,50,42.9,2023-2024,bundesliga
davie selke,Köln,24,10,4,9,54.9,2023-2024,bundesliga
benjamin sesko,RB Leipzig,14,12,4,28,56.7,2023-2024,bundesliga
kevin sessa,Heidenheim,16,1,20,75,46.7,2023-2024,bundesliga
aaron seydel,Darmstadt 98,9,2,1,14,59.2,2023-2024,bundesliga
tim siersleben,Heidenheim,16,0,1,59,54.2,2023-2024,bundesliga
kiliann sildillia,Freiburg,29,4,37,107,46.4,2023-2024,bundesliga
mohamed simakan,RB Leipzig,35,3,18,113,62.5,2023-2024,bundesliga
xavi simons,RB Leipzig,32,1,76,167,52.8,2023-2024,bundesliga
tim skarke,Darmstadt 98,31,17,94,125,18.0,2023-2024,bundesliga
ellyes skhiri,Eint Frankfurt,14,3,4,160,55.4,2023-2024,bundesliga
robert skov,Hoffenheim,15,1,70,71,59.1,2023-2024,bundesliga
hrvoje smolcic,Eint Frankfurt,3,0,0,20,53.8,2023-2024,bundesliga
danilo soares,Bochum,5,0,3,35,36.4,2023-2024,bundesliga
borna sosa,Stuttgart,0,0,12,0,,2023-2024,bundesliga
anton stach,Hoffenheim,30,0,54,209,65.8,2023-2024,bundesliga
anton stach,Mainz 05,2,0,2,13,57.1,2023-2024,bundesliga
jens stage,Werder Bremen,49,2,10,165,64.9,2023-2024,bundesliga
josip stanisic,Leverkusen,5,1,16,87,46.2,2023-2024,bundesliga
niklas stark,Werder Bremen,20,1,0,54,55.8,2023-2024,bundesliga
pascal stenzel,Stuttgart,16,0,26,49,34.6,2023-2024,bundesliga
leonidas stergiou,Stuttgart,5,0,12,27,30.8,2023-2024,bundesliga
angelo stiller,Hoffenheim,0,0,3,1,100.0,2023-2024,bundesliga
angelo stiller,Stuttgart,36,0,81,196,50.0,2023-2024,bundesliga
kevin stoger,Bochum,36,1,258,210,19.5,2023-2024,bundesliga
filip stojilkovic,Darmstadt 98,3,2,3,4,0.0,2023-2024,bundesliga
niklas sule,Dortmund,9,0,2,83,60.0,2023-2024,bundesliga
mattias svanberg,Wolfsburg,42,2,55,98,64.5,2023-2024,bundesliga
attila szalai,Hoffenheim,7,0,5,11,50.0,2023-2024,bundesliga
attila szalai,Freiburg,0,1,0,4,50.0,2023-2024,bundesliga
jonathan tah,Leverkusen,33,1,3,161,73.8,2023-2024,bundesliga
edmond tapsoba,Leverkusen,25,1,5,175,51.3,2023-2024,bundesliga
mathys tel,Bayern Munich,18,3,18,42,51.9,2023-2024,bundesliga
nathan tella,Leverkusen,11,4,27,30,35.7,2023-2024,bundesliga
norman theuerkauf,Heidenheim,13,0,22,77,54.5,2023-2024,bundesliga
jan thielmann,Köln,27,6,42,75,42.6,2023-2024,bundesliga
denis thomalla,Heidenheim,6,0,2,29,52.9,2023-2024,bundesliga
phillip tietz,Augsburg,42,16,6,88,45.7,2023-2024,bundesliga
steffen tigges,Köln,7,2,7,25,48.1,2023-2024,bundesliga
umut tohumcu,Hoffenheim,10,0,6,62,16.7,2023-2024,bundesliga
tiago tomas,Wolfsburg,12,3,28,37,51.7,2023-2024,bundesliga
fabio torsiello,Darmstadt 98,4,0,2,4,0.0,2023-2024,bundesliga
lucas tousart,Union Berlin,31,0,9,93,50.0,2023-2024,bundesliga
omar traore,Heidenheim,30,1,73,155,44.1,2023-2024,bundesliga
kevin trapp,Eint Frankfurt,0,0,0,58,88.9,2023-2024,bundesliga
christopher trimmel,Union Berlin,13,3,165,78,56.5,2023-2024,bundesliga
tuta,Eint Frankfurt,29,0,11,171,54.7,2023-2024,bundesliga
lukas ullrich,Gladbach,0,0,5,3,0.0,2023-2024,bundesliga
sven ulreich,Bayern Munich,0,0,0,17,100.0,2023-2024,bundesliga
deniz undav,Stuttgart,29,3,7,71,34.0,2023-2024,bundesliga
dayot upamecano,Bayern Munich,22,2,3,156,62.7,2023-2024,bundesliga
mark uth,Köln,9,0,31,24,50.0,2023-2024,bundesliga
josha vagnoman,Stuttgart,11,2,22,58,34.8,2023-2024,bundesliga
ruben vargas,Augsburg,33,18,63,84,39.6,2023-2024,bundesliga
milos veljkovic,Werder Bremen,9,0,20,95,46.3,2023-2024,bundesliga
yorbe vertessen,Union Berlin,8,1,3,20,17.4,2023-2024,bundesliga
oscar vilhelmsson,Darmstadt 98,32,7,10,22,34.1,2023-2024,bundesliga
kevin vogt,Hoffenheim,11,0,3,99,58.3,2023-2024,bundesliga
kevin vogt,Union Berlin,17,1,0,74,57.7,2023-2024,bundesliga
kevin volland,Union Berlin,28,7,56,56,35.9,2023-2024,bundesliga
aster vranckx,Wolfsburg,29,0,10,72,71.4,2023-2024,bundesliga
luca waldschmidt,Köln,20,5,39,64,43.8,2023-2024,bundesliga
kjellarik watjen,Dortmund,1,0,0,9,0.0,2023-2024,bundesliga
wout weghorst,Hoffenheim,23,13,4,47,46.4,2023-2024,bundesliga
julian weigl,Gladbach,33,0,3,168,56.8,2023-2024,bundesliga
nelson weiper,Mainz 05,0,0,0,6,20.0,2023-2024,bundesliga
mitchell weiser,Werder Bremen,29,4,82,171,36.5,2023-2024,bundesliga
noah weihaupt,Freiburg,8,2,52,37,23.1,2023-2024,bundesliga
timo werner,RB Leipzig,2,0,4,7,0.0,2023-2024,bundesliga
silvan widmer,Mainz 05,10,3,35,61,37.3,2023-2024,bundesliga
patrick wimmer,Wolfsburg,14,1,12,27,59.1,2023-2024,bundesliga
jonas wind,Wolfsburg,28,9,8,60,51.4,2023-2024,bundesliga
florian wirtz,Leverkusen,23,6,36,143,37.5,2023-2024,bundesliga
maximilian wittek,Bochum,20,2,51,69,36.6,2023-2024,bundesliga
maximilian wober,Gladbach,27,5,21,147,59.5,2023-2024,bundesliga
marius wolf,Dortmund,12,1,45,79,42.9,2023-2024,bundesliga
nick woltemade,Werder Bremen,22,6,3,69,39.4,2023-2024,bundesliga
jeong wooyeong,Stuttgart,4,2,8,28,21.4,2023-2024,bundesliga
granit xhaka,Leverkusen,30,0,10,226,54.2,2023-2024,bundesliga
danaxel zagadou,Stuttgart,17,1,0,109,82.2,2023-2024,bundesliga
bryan zaragoza,Bayern Munich,2,1,10,4,100.0,2023-2024,bundesliga
robin zentner,Mainz 05,1,0,0,36,90.0,2023-2024,bundesliga
cedric zesiger,Wolfsburg,24,0,5,66,70.9,2023-2024,bundesliga
michael zetterer,Werder Bremen,0,0,0,20,81.3,2023-2024,bundesliga
christoph zimmermann,Darmstadt 98,13,1,0,53,58.0,2023-2024,bundesliga
simon zoller,Bochum,1,0,0,1,100.0,2023-2024,bundesliga
lovro zvonarek,Bayern Munich,3,1,1,6,28.6,2023-2024,bundesliga
