Player,Squad,Born,MP,Starts,Min,Gls,Ast,YellowC,RedC,PrgC,PrgP,PrgR,Season,Competition
luiz lucio reis junior,Villarreal,2001.0,17,16,1458,0,0,2,0,0,0,0,2024-2025,laliga
vinicius junior,Real Madrid,2000.0,30,24,2253,11,8,8,1,169,85,256,2024-2025,laliga
stanko juric,Valladolid,1996.0,26,19,1729,0,0,7,1,5,57,8,2024-2025,laliga
willy kambwala,Villarreal,2004.0,19,12,1117,0,0,1,1,2,16,0,2024-2025,laliga
abdoulaye keita,Getafe,2002.0,3,1,95,0,0,0,0,1,2,4,2024-2025,laliga
kenedy,Valladolid,1996.0,2,0,9,0,0,0,0,1,0,2,2024-2025,laliga
kike,Alavés,1989.0,35,29,2542,13,0,5,1,25,50,158,2024-2025,laliga
koke,Atlético Madrid,1992.0,32,20,1926,1,1,4,0,22,132,18,2024-2025,laliga
jules kounde,Barcelona,1998.0,32,29,2605,2,3,4,0,44,165,190,2024-2025,laliga
alex kral,Espanyol,1998.0,37,29,2714,0,1,1,0,49,78,79,2024-2025,laliga
ladislav krejci,Girona,1999.0,28,27,2440,2,0,9,0,29,144,6,2024-2025,laliga
takefusa kubo,Real Sociedad,2001.0,36,27,2372,5,0,5,0,133,110,218,2024-2025,laliga
marash kumbulla,Espanyol,2000.0,35,34,2972,3,0,9,0,11,71,3,2024-2025,laliga
luca de la torre,Celta Vigo,1998.0,1,0,4,0,0,0,0,0,0,0,2024-2025,laliga
yoel lago,Celta Vigo,2004.0,8,7,583,0,1,2,0,1,31,0,2024-2025,laliga
cyle larin,Mallorca,1995.0,32,21,1764,7,2,4,0,20,20,95,2024-2025,laliga
juanmi latasa,Valladolid,2001.0,28,14,1398,3,0,6,1,3,17,40,2024-2025,laliga
toni lato,Mallorca,1997.0,14,7,621,0,0,1,1,15,26,35,2024-2025,laliga
robin le normand,Atlético Madrid,1996.0,27,24,2151,1,0,8,0,11,55,6,2024-2025,laliga
florian lejeune,Rayo Vallecano,1991.0,37,37,3325,2,3,8,0,21,143,5,2024-2025,laliga
inigo lekue,Athletic Club,1993.0,16,8,773,0,0,1,0,13,35,21,2024-2025,laliga
thomas lemar,Atlético Madrid,1995.0,5,0,85,0,0,0,0,1,8,4,2024-2025,laliga
clement lenglet,Atlético Madrid,1995.0,23,23,1972,2,1,9,0,16,79,1,2024-2025,laliga
robert lewandowski,Barcelona,1988.0,34,32,2667,27,2,1,0,27,48,164,2024-2025,laliga
samuel lino,Atlético Madrid,1999.0,31,21,1552,3,4,3,0,72,73,179,2024-2025,laliga
javier llabres,Mallorca,2002.0,1,1,57,0,0,0,0,3,3,8,2024-2025,laliga
diego llorente,Betis,1993.0,30,29,2519,2,0,4,0,7,81,3,2024-2025,laliga
marcos llorente,Atlético Madrid,1995.0,33,28,2513,2,4,0,1,82,111,151,2024-2025,laliga
giovani lo celso,Betis,1996.0,25,15,1457,8,3,4,0,26,132,66,2024-2025,laliga
enzo loiodice,Las Palmas,2000.0,17,7,684,0,0,3,0,3,31,3,2024-2025,laliga
david lopez,Mallorca,2003.0,2,2,169,0,0,0,0,0,4,0,2024-2025,laliga
david lopez,Girona,1989.0,29,27,2429,1,1,4,0,17,132,7,2024-2025,laliga
diego lopez,Valencia,2002.0,38,35,2737,8,5,3,0,76,85,219,2024-2025,laliga
fer lopez,Celta Vigo,,17,7,671,2,0,2,0,27,43,58,2024-2025,laliga
fermin lopez,Barcelona,2003.0,28,12,1252,6,5,4,1,31,79,108,2024-2025,laliga
javi lopez,Real Sociedad,2002.0,29,21,1936,0,0,4,0,36,73,64,2024-2025,laliga
pau lopez,Girona,1994.0,1,0,45,0,0,0,0,0,0,0,2024-2025,laliga
roberto lopez,Leganés,2000.0,13,3,396,0,1,0,0,3,20,11,2024-2025,laliga
unai lopez,Rayo Vallecano,1995.0,32,23,1707,3,1,9,1,22,112,40,2024-2025,laliga
iker losada,Celta Vigo,2001.0,12,4,358,1,0,2,0,9,17,23,2024-2025,laliga
iker losada,Betis,2001.0,10,3,336,0,0,0,0,9,14,16,2024-2025,laliga
pol lozano,Espanyol,1999.0,30,27,1943,0,1,12,0,18,115,12,2024-2025,laliga
jose luis gaya,Valencia,1995.0,23,22,1803,0,1,7,0,29,59,156,2024-2025,laliga
dodi lukebakio,Sevilla,1997.0,38,36,3092,11,2,3,1,131,93,247,2024-2025,laliga
daniel luna,Mallorca,2003.0,2,0,20,0,0,0,0,1,0,2,2024-2025,laliga
andriy lunin,Real Madrid,1999.0,7,7,630,0,1,0,0,0,0,0,2024-2025,laliga
darwin machis,Valladolid,1993.0,18,7,639,0,1,0,0,17,19,43,2024-2025,laliga
pablo maffeo,Mallorca,1997.0,30,28,2368,0,2,7,0,46,74,122,2024-2025,laliga
jon magunazelaia,Real Sociedad,2001.0,2,0,7,0,0,0,0,0,1,0,2024-2025,laliga
giorgi mamardashvili,Valencia,2000.0,34,34,3060,0,0,2,0,1,0,0,2024-2025,laliga
reinildo mandava,Atlético Madrid,1994.0,19,10,941,0,0,4,0,14,34,15,2024-2025,laliga
javier manquillo,Celta Vigo,1994.0,10,7,515,0,0,1,0,3,24,5,2024-2025,laliga
marcao,Sevilla,1996.0,12,6,552,0,0,6,1,0,19,1,2024-2025,laliga
oscar de marcos,Athletic Club,1989.0,26,17,1564,0,4,0,0,26,102,78,2024-2025,laliga
alberto mari,Valencia,2001.0,1,0,7,0,0,0,0,0,1,2,2024-2025,laliga
jose maria gimenez,Atlético Madrid,1995.0,27,20,1999,0,1,5,0,3,64,1,2024-2025,laliga
arkaitz mariezkurrena,Real Sociedad,2005.0,9,1,241,2,0,1,0,3,4,12,2024-2025,laliga
pablo marin,Real Sociedad,2003.0,23,14,1239,1,2,3,0,20,45,47,2024-2025,laliga
mika marmol,Las Palmas,2001.0,30,27,2399,0,1,5,0,33,106,62,2024-2025,laliga
mario maroto,Valladolid,2003.0,2,0,64,0,1,0,0,0,2,0,2024-2025,laliga
unai marrero,Real Sociedad,2001.0,2,2,180,0,0,0,0,0,0,0,2024-2025,laliga
carlos martin,Alavés,2002.0,26,16,1333,2,2,3,0,13,21,67,2024-2025,laliga
diego martin,Las Palmas,2003.0,2,0,40,0,0,0,0,1,2,5,2024-2025,laliga
gerard martin,Barcelona,2002.0,28,11,1038,1,3,2,0,10,40,122,2024-2025,laliga
ivan martin,Girona,1999.0,32,24,2039,1,1,1,0,57,131,76,2024-2025,laliga
jon martin,Real Sociedad,2006.0,13,6,904,0,1,2,0,4,34,0,2024-2025,laliga
mario martin,Valladolid,2004.0,30,20,1748,0,1,8,3,18,66,22,2024-2025,laliga
arnau martinez,Girona,2003.0,32,30,2624,2,2,3,0,41,162,102,2024-2025,laliga
inigo martinez,Barcelona,1991.0,28,28,2490,0,4,5,0,70,260,11,2024-2025,laliga
javi martinez,Osasuna,1999.0,1,0,6,0,0,0,0,0,1,0,2024-2025,laliga
ramon martinez,Sevilla,2002.0,5,2,261,1,0,0,0,1,5,2,2024-2025,laliga
toni martinez,Alavés,1997.0,28,9,1012,4,0,1,0,13,11,57,2024-2025,laliga
javi marton,Athletic Club,1999.0,3,0,53,0,0,1,0,0,0,3,2024-2025,laliga
marvin,Las Palmas,2000.0,23,9,1038,0,0,4,0,29,30,72,2024-2025,laliga
omar mascarell,Mallorca,1993.0,32,21,1992,1,0,5,1,10,75,12,2024-2025,laliga
jaime mata,Las Palmas,1988.0,30,4,656,0,0,9,0,6,10,48,2024-2025,laliga
borja mayoral,Getafe,1997.0,24,7,1114,5,1,0,0,10,13,43,2024-2025,laliga
kylian mbappe,Real Madrid,1998.0,34,34,2907,31,3,3,1,150,140,386,2024-2025,laliga
oliver mcburnie,Las Palmas,1996.0,34,20,1837,3,6,3,0,7,27,75,2024-2025,laliga
scott mckenna,Las Palmas,1996.0,29,28,2466,0,0,5,1,11,45,3,2024-2025,laliga
mateo mejia,Sevilla,2003.0,1,0,11,0,0,0,0,0,0,0,2024-2025,laliga
arthur melo,Girona,1996.0,15,10,941,0,0,2,0,24,70,17,2024-2025,laliga
brais mendez,Real Sociedad,1997.0,27,19,1531,3,2,4,0,32,91,86,2024-2025,laliga
ferland mendy,Real Madrid,1995.0,14,12,1005,0,1,1,1,12,36,40,2024-2025,laliga
nobel mendy,Betis,2004.0,2,1,108,0,0,1,0,0,3,0,2024-2025,laliga
victor meseguer,Valladolid,1999.0,14,2,418,0,0,1,0,2,22,22,2024-2025,laliga
miguel,Leganés,1999.0,34,17,1724,1,3,3,0,14,16,90,2024-2025,laliga
eder militao,Real Madrid,1998.0,12,11,938,1,1,2,0,7,46,1,2024-2025,laliga
luis milla,Getafe,1994.0,33,32,2875,1,4,6,0,32,152,30,2024-2025,laliga
pere milla,Espanyol,1992.0,20,1,456,3,0,3,0,9,13,27,2024-2025,laliga
oscar mingueza,Celta Vigo,1999.0,34,31,2729,4,6,6,1,69,200,194,2024-2025,laliga
kim minsu,Girona,2006.0,3,0,22,0,0,0,0,0,0,2,2024-2025,laliga
bojan miovski,Girona,1999.0,17,12,869,2,1,0,0,4,4,33,2024-2025,laliga
rafa mir,Valencia,1997.0,20,5,753,1,2,4,0,10,20,28,2024-2025,laliga
luka modric,Real Madrid,1985.0,35,17,1827,2,6,7,0,62,208,63,2024-2025,laliga
johan mojica,Mallorca,1992.0,36,30,2755,1,2,5,0,66,130,142,2024-2025,laliga
alberto moleiro,Las Palmas,2003.0,35,32,2714,6,1,5,0,97,116,179,2024-2025,laliga
nahuel molina,Atlético Madrid,1998.0,30,17,1590,0,3,1,0,35,61,96,2024-2025,laliga
jon moncayola,Osasuna,1998.0,32,26,2099,0,0,8,0,25,107,51,2024-2025,laliga
gonzalo montiel,Sevilla,1997.0,6,1,113,0,0,1,0,3,2,3,2024-2025,laliga
gerard moreno,Villarreal,1992.0,17,6,721,3,2,0,0,19,53,60,2024-2025,laliga
xavier moreno,Valladolid,2004.0,1,1,45,0,0,0,0,1,1,5,2024-2025,laliga
mateu morey,Mallorca,2000.0,16,8,741,0,0,1,0,17,17,32,2024-2025,laliga
ilaix moriba,Celta Vigo,2003.0,33,22,2132,1,1,9,1,34,119,64,2024-2025,laliga
manu morlanes,Mallorca,1999.0,23,15,1338,0,0,7,0,16,88,39,2024-2025,laliga
raul moro,Valladolid,2002.0,33,26,2341,4,5,2,0,112,81,190,2024-2025,laliga
cristhian mosquera,Valencia,2004.0,37,37,3319,1,0,6,0,35,123,6,2024-2025,laliga
santiago mourino,Alavés,2002.0,25,20,1849,0,1,7,0,14,46,1,2024-2025,laliga
abdul mumin,Rayo Vallecano,1998.0,24,24,2017,2,1,6,1,12,40,6,2024-2025,laliga
aihen munoz,Real Sociedad,1997.0,21,13,1098,0,0,5,0,26,38,28,2024-2025,laliga
alex munoz,Las Palmas,1994.0,21,18,1415,3,0,3,0,15,45,53,2024-2025,laliga
iker munoz,Osasuna,2002.0,23,4,610,0,1,2,0,6,24,10,2024-2025,laliga
javier munoz,Las Palmas,1995.0,35,28,2588,1,3,5,0,36,108,91,2024-2025,laliga
victor munoz,Real Madrid,2003.0,2,0,36,0,0,0,0,3,0,9,2024-2025,laliga
vedat muriqi,Mallorca,1994.0,29,24,2058,7,2,1,2,23,30,103,2024-2025,laliga
juan musso,Atlético Madrid,1994.0,2,2,180,0,0,0,0,0,0,0,2024-2025,laliga
matija nastasic,Leganés,1993.0,26,24,2110,1,0,3,0,1,59,0,2024-2025,laliga
natan,Betis,2001.0,31,23,2175,1,1,5,1,12,52,6,2024-2025,laliga
pau navarro,Villarreal,2005.0,17,8,916,0,0,1,0,3,40,7,2024-2025,laliga
roberto navarro,Mallorca,2002.0,23,15,1278,1,0,3,0,45,51,85,2024-2025,laliga
jesus navas,Sevilla,1985.0,15,3,424,1,0,0,0,13,23,48,2024-2025,laliga
yvan neyou,Leganés,1997.0,30,27,2312,1,1,14,0,24,96,30,2024-2025,laliga
tanguy nianzou,Sevilla,2002.0,6,6,518,0,0,3,1,4,10,0,2024-2025,laliga
saul niguez,Sevilla,1994.0,24,17,1553,1,6,8,1,13,66,39,2024-2025,laliga
tamas nikitscher,Valladolid,1999.0,13,9,858,0,0,2,0,2,13,7,2024-2025,laliga
adrian nino,Atlético Madrid,2004.0,1,0,12,0,0,0,0,0,0,1,2024-2025,laliga
hugo novoa,Alavés,2003.0,5,2,237,0,0,0,0,7,2,10,2024-2025,laliga
randy nteka,Rayo Vallecano,1997.0,24,16,1129,3,0,6,0,10,8,44,2024-2025,laliga
unai nunez,Athletic Club,1997.0,10,7,645,0,0,4,0,2,26,0,2024-2025,laliga
rjan nyland,Sevilla,1990.0,30,30,2673,0,0,2,0,0,1,0,2024-2025,laliga
allan nyom,Getafe,1988.0,20,10,887,1,2,4,0,5,22,21,2024-2025,laliga
jan oblak,Atlético Madrid,1993.0,36,36,3240,0,0,0,0,0,0,0,2024-2025,laliga
lucas ocampos,Sevilla,1994.0,2,2,175,0,1,0,0,5,7,20,2024-2025,laliga
alvaro odriozola,Real Sociedad,1995.0,2,0,43,0,0,1,0,0,3,0,2024-2025,laliga
thiago ojeda,Villarreal,2003.0,1,0,8,0,0,1,0,1,2,0,2024-2025,laliga
aingeru olabarrieta,Athletic Club,2005.0,1,1,54,0,0,0,0,2,1,3,2024-2025,laliga
olasagasti,Real Sociedad,2000.0,22,7,857,1,1,2,0,11,38,41,2024-2025,laliga
brian olivan,Espanyol,1994.0,17,12,1017,0,1,2,0,21,40,57,2024-2025,laliga
lucas oliveira rosa,Valladolid,2000.0,21,21,1890,0,1,6,0,31,50,74,2024-2025,laliga
dani olmo,Barcelona,1998.0,25,13,1212,10,3,1,0,33,81,97,2024-2025,laliga
aimar oroz,Osasuna,2001.0,37,35,2966,5,4,8,0,74,163,142,2024-2025,laliga
angel ortiz,Betis,2004.0,5,4,353,0,1,0,0,4,15,20,2024-2025,laliga
gabriel osei misehouy,Girona,2005.0,9,1,257,1,0,0,0,5,15,22,2024-2025,laliga
david otorbi,Valencia,2007.0,1,0,14,0,0,0,0,1,0,0,2024-2025,laliga
jesus owono,Alavés,2001.0,6,5,487,0,0,0,0,0,0,0,2024-2025,laliga
mikel oyarzabal,Real Sociedad,1997.0,35,28,2250,9,3,4,1,31,28,133,2024-2025,laliga
cenk ozkacar,Valladolid,2000.0,11,8,757,0,0,1,0,2,15,0,2024-2025,laliga
jon pacheco,Real Sociedad,2001.0,14,9,854,0,0,3,0,12,27,0,2024-2025,laliga
alex padilla,Athletic Club,2003.0,5,3,321,0,0,0,0,0,0,0,2024-2025,laliga
isaac palazon camacho,Rayo Vallecano,1994.0,35,25,2162,4,4,5,0,30,117,123,2024-2025,laliga
aitor paredes,Athletic Club,2000.0,23,21,1812,3,0,4,1,4,46,2,2024-2025,laliga
daniel parejo,Villarreal,1989.0,36,26,2273,3,3,8,0,19,176,26,2024-2025,laliga
iago parente,Valladolid,2006.0,1,1,71,0,0,0,0,0,4,1,2024-2025,laliga
alvaro pascual,Sevilla,2002.0,8,4,408,1,0,1,0,4,3,27,2024-2025,laliga
alfonso pedraza,Villarreal,1996.0,12,4,460,0,2,0,0,21,9,43,2024-2025,laliga
pedri,Barcelona,2002.0,37,35,2879,4,5,3,0,92,360,136,2024-2025,laliga
adria pedrosa,Sevilla,1998.0,31,27,2298,1,1,7,0,41,79,96,2024-2025,laliga
pejino,Las Palmas,1996.0,1,0,16,0,0,0,0,1,1,2,2024-2025,laliga
andy pelmard,Las Palmas,2000.0,4,2,205,0,0,1,0,1,13,5,2024-2025,laliga
inaki pena,Barcelona,1999.0,16,15,1396,0,0,1,0,0,3,0,2024-2025,laliga
ruben pena,Osasuna,1991.0,25,7,775,0,0,1,0,18,27,57,2024-2025,laliga
nicolas pepe,Villarreal,1995.0,28,15,1500,3,6,3,0,76,60,159,2024-2025,laliga
peque,Sevilla,2002.0,26,14,1134,1,1,1,0,14,35,44,2024-2025,laliga
ayoze perez,Villarreal,1993.0,30,22,1970,19,2,4,0,59,73,124,2024-2025,laliga
carles perez,Getafe,1998.0,27,15,1431,3,0,2,0,31,20,77,2024-2025,laliga
francisco perez,Valencia,2002.0,26,4,570,0,0,1,0,24,13,71,2024-2025,laliga
kike perez,Valladolid,1997.0,19,14,1191,2,0,6,0,19,67,28,2024-2025,laliga
luis perez,Valladolid,1995.0,30,28,2558,0,0,2,0,41,89,117,2024-2025,laliga
romain perraud,Betis,1997.0,28,22,2002,2,2,8,1,51,62,106,2024-2025,laliga
valentin pezzolesi,Las Palmas,2007.0,1,0,6,0,0,0,0,0,0,0,2024-2025,laliga
pica,Alavés,2002.0,9,5,499,0,0,1,0,3,15,0,2024-2025,laliga
yeremi pino,Villarreal,2002.0,34,25,1934,4,7,11,0,42,66,213,2024-2025,laliga
portu,Girona,1992.0,27,6,779,1,2,4,0,20,16,79,2024-2025,laliga
benat prados,Athletic Club,2001.0,30,21,1715,1,0,7,0,20,78,32,2024-2025,laliga
abdon prats,Mallorca,1992.0,24,3,456,2,0,4,0,0,7,14,2024-2025,laliga
javi puado,Espanyol,1998.0,35,35,2974,12,4,8,0,73,75,113,2024-2025,laliga
dani raba,Leganés,1995.0,29,24,1879,8,6,6,0,42,69,101,2024-2025,laliga
arnau rafus,Valladolid,2003.0,1,1,90,0,0,0,0,0,0,0,2024-2025,laliga
antonio raillo,Mallorca,1991.0,36,36,3207,2,0,7,1,31,108,20,2024-2025,laliga
benito ramirez,Las Palmas,1995.0,19,2,478,0,0,2,1,14,16,62,2024-2025,laliga
sandro ramirez,Las Palmas,1995.0,31,25,2034,9,3,6,0,52,52,121,2024-2025,laliga
jacobo ramon,Real Madrid,2005.0,3,2,204,1,0,1,0,0,1,2,2024-2025,laliga
raphinha,Barcelona,1996.0,36,32,2839,18,9,4,0,94,135,349,2024-2025,laliga
andrei ratiu,Rayo Vallecano,1998.0,35,34,3065,2,3,5,0,122,145,167,2024-2025,laliga
raul,Osasuna,2000.0,32,5,750,4,0,1,0,10,16,49,2024-2025,laliga
abderrahman rebbach,Alavés,1998.0,8,4,385,0,0,1,0,16,5,34,2024-2025,laliga
alex remiro,Real Sociedad,1995.0,36,36,3240,0,0,0,0,0,1,0,2024-2025,laliga
daniel requena,Villarreal,2004.0,1,0,10,0,0,0,0,0,0,1,2024-2025,laliga
diego rico,Getafe,1993.0,33,32,2819,0,3,9,1,27,136,84,2024-2025,laliga
luis rioja,Alavés,1993.0,1,0,23,0,0,0,0,4,1,3,2024-2025,laliga
luis rioja,Valencia,1993.0,36,33,2831,5,3,6,0,93,103,228,2024-2025,laliga
rodrigo riquelme,Atlético Madrid,2000.0,16,4,516,0,1,0,0,43,24,62,2024-2025,laliga
alberto risco,Getafe,2005.0,5,0,69,0,0,0,0,3,3,6,2024-2025,laliga
mihailo ristic,Celta Vigo,1995.0,10,6,429,0,1,1,0,8,10,11,2024-2025,laliga
gorka rivera alonso,Getafe,2004.0,1,0,20,0,0,0,0,0,1,0,2024-2025,laliga
marc roca,Betis,1996.0,14,11,906,2,2,4,0,11,59,13,2024-2025,laliga
rodri,Betis,2000.0,3,1,118,0,0,0,0,4,8,11,2024-2025,laliga
adrian rodriguez,Alavés,2000.0,2,1,122,0,0,1,0,0,0,0,2024-2025,laliga
alvaro rodriguez,Getafe,2004.0,22,7,852,2,0,6,0,6,13,50,2024-2025,laliga
oscar rodriguez arnaiz,Leganés,1998.0,29,12,1330,1,4,6,1,24,60,66,2024-2025,laliga
arturo rodriguez,Las Palmas,2006.0,1,0,21,0,0,0,0,1,0,2,2024-2025,laliga
damian rodriguez,Celta Vigo,2003.0,17,10,927,0,0,3,0,8,71,12,2024-2025,laliga
dani rodriguez,Mallorca,1988.0,37,26,2162,4,7,5,0,37,78,108,2024-2025,laliga
daniel rodriguez,Barcelona,2005.0,1,1,37,0,0,0,0,4,2,9,2024-2025,laliga
james rodriguez,Rayo Vallecano,1991.0,6,1,140,0,0,1,0,3,13,7,2024-2025,laliga
javi rodriguez,Celta Vigo,2003.0,36,26,2514,3,2,7,0,29,114,51,2024-2025,laliga
jesus rodriguez,Betis,2005.0,21,15,1111,2,0,0,0,53,35,99,2024-2025,laliga
kirian rodriguez,Las Palmas,1996.0,21,21,1758,0,3,2,0,25,128,39,2024-2025,laliga
ricardo rodriguez,Betis,1992.0,18,15,1274,0,1,0,0,19,63,32,2024-2025,laliga
rodrygo,Real Madrid,2001.0,30,22,1928,6,5,0,0,113,108,253,2024-2025,laliga
leo roman,Mallorca,2000.0,7,7,630,0,0,0,0,0,0,0,2024-2025,laliga
carlos romero,Espanyol,2001.0,34,28,2554,2,1,7,0,50,64,113,2024-2025,laliga
isaac romero,Sevilla,2000.0,31,26,2156,4,2,10,1,21,29,95,2024-2025,laliga
luka romero,Alavés,2004.0,6,2,199,0,0,0,0,3,0,12,2024-2025,laliga
oriol romeu,Girona,1991.0,25,17,1356,0,0,5,0,22,73,8,2024-2025,laliga
vitor roque,Betis,2005.0,22,14,1235,4,0,4,0,24,17,57,2024-2025,laliga
valentin rosier,Leganés,1996.0,32,28,2595,1,2,8,0,41,74,89,2024-2025,laliga
antonio rudiger,Real Madrid,1993.0,29,26,2291,0,0,3,0,20,94,4,2024-2025,laliga
aitor ruibal,Betis,1996.0,29,13,1313,1,3,5,0,21,50,64,2024-2025,laliga
abel ruiz,Girona,2000.0,23,17,1346,4,0,3,0,21,23,71,2024-2025,laliga
ferran ruiz,Girona,2003.0,1,0,18,0,0,0,0,0,1,0,2024-2025,laliga
youssouf sabaly,Betis,1993.0,22,20,1581,0,1,1,0,25,62,63,2024-2025,laliga
umar sadiq,Valencia,1997.0,16,9,825,5,0,4,0,9,7,49,2024-2025,laliga
umar sadiq,Real Sociedad,1997.0,7,2,227,0,0,1,0,5,5,18,2024-2025,laliga
jorge saenz,Leganés,1996.0,23,19,1690,1,0,4,1,5,36,2,2024-2025,laliga
jan salas,Mallorca,2005.0,4,0,43,0,0,0,0,1,4,4,2024-2025,laliga
kike salas,Sevilla,2002.0,31,25,2238,3,2,6,0,7,59,18,2024-2025,laliga
albert sambi lokonga,Sevilla,1999.0,22,16,1471,0,2,4,0,24,93,20,2024-2025,laliga
chuky san jose,Valladolid,2004.0,18,9,728,2,0,1,0,6,15,27,2024-2025,laliga
oihan sancet,Athletic Club,2000.0,29,19,1620,15,1,2,0,52,90,115,2024-2025,laliga
antonio sanchez,Mallorca,1997.0,33,12,1395,0,0,3,0,18,38,53,2024-2025,laliga
ivan sanchez,Valladolid,1992.0,32,11,1404,2,1,4,0,60,77,93,2024-2025,laliga
javi sanchez,Valladolid,1997.0,25,25,2026,2,0,6,0,4,34,4,2024-2025,laliga
juanlu sanchez,Sevilla,2003.0,32,18,1722,4,4,6,1,44,68,83,2024-2025,laliga
manu sanchez,Alavés,2000.0,33,30,2634,1,0,6,1,47,78,97,2024-2025,laliga
maroan sannadi,Athletic Club,2001.0,16,7,754,1,1,0,0,21,15,67,2024-2025,laliga
jesus santiago,Getafe,2004.0,19,4,372,0,0,5,0,4,16,4,2024-2025,laliga
aleksandar sedlar,Alavés,1991.0,9,7,594,0,0,1,1,2,12,1,2024-2025,laliga
sergi,Leganés,1992.0,36,33,2957,2,0,2,1,3,77,2,2024-2025,laliga
nicolas serrano,Athletic Club,2003.0,4,1,112,0,0,0,0,2,4,18,2024-2025,laliga
fabio silva,Las Palmas,2002.0,24,22,1866,10,3,7,0,30,26,119,2024-2025,laliga
rui silva,Betis,1994.0,15,15,1350,0,0,1,0,0,0,0,2024-2025,laliga
giuliano simeone,Atlético Madrid,2002.0,33,26,1926,2,6,4,0,69,49,189,2024-2025,laliga
unai simon,Athletic Club,1997.0,21,21,1890,0,0,0,0,0,0,0,2024-2025,laliga
daley sinkgraven,Las Palmas,1995.0,2,1,91,0,0,0,0,2,3,7,2024-2025,laliga
jailson siqueira,Celta Vigo,1995.0,13,6,614,0,0,2,0,10,43,3,2024-2025,laliga
antonio sivera,Alavés,1996.0,32,32,2810,0,0,6,1,0,1,0,2024-2025,laliga
justin smith,Espanyol,2003.0,5,3,209,0,0,0,0,4,6,7,2024-2025,laliga
alex sola,Getafe,1999.0,19,13,1029,0,1,4,0,24,23,61,2024-2025,laliga
arnau sola,Villarreal,2003.0,1,0,13,0,0,0,0,0,0,0,2024-2025,laliga
jhon solis,Girona,2004.0,19,3,535,1,0,3,0,9,29,15,2024-2025,laliga
david soria,Getafe,1993.0,38,38,3420,0,0,2,0,0,1,0,2024-2025,laliga
juan soriano,Leganés,1997.0,6,6,540,0,0,1,1,0,0,0,2024-2025,laliga
hugo sotelo,Celta Vigo,2003.0,24,15,1254,0,0,5,0,21,83,38,2024-2025,laliga
djibril sow,Sevilla,1997.0,30,24,2062,2,1,5,0,23,100,50,2024-2025,laliga
carl starfelt,Celta Vigo,1995.0,28,26,2270,1,0,5,0,11,66,1,2024-2025,laliga
orri steinn oskarsson,Real Sociedad,2004.0,23,9,944,3,0,1,0,6,9,50,2024-2025,laliga
stoichkov,Alavés,1993.0,16,6,699,0,1,1,0,9,26,41,2024-2025,laliga
cristhian stuani,Girona,1986.0,32,6,1078,11,2,4,0,2,10,36,2024-2025,laliga
alex suarez,Las Palmas,1993.0,30,30,2460,0,0,12,0,6,53,3,2024-2025,laliga
denis suarez,Villarreal,1994.0,21,7,608,1,1,0,0,27,35,24,2024-2025,laliga
luka sucic,Real Sociedad,2002.0,29,21,1792,1,1,4,0,30,79,56,2024-2025,laliga
suso,Sevilla,1993.0,16,4,606,0,2,3,0,20,43,74,2024-2025,laliga
williot swedberg,Celta Vigo,2004.0,32,15,1348,4,5,1,0,34,28,116,2024-2025,laliga
mamadou sylla,Valladolid,1994.0,29,17,1583,5,1,5,0,15,22,52,2024-2025,laliga
wojciech szczesny,Barcelona,1990.0,15,15,1350,0,0,0,0,0,0,0,2024-2025,laliga
alexander srloth,Atlético Madrid,1995.0,35,15,1566,20,2,4,0,32,31,81,2024-2025,laliga
renato tapia,Leganés,1995.0,34,28,2424,1,0,8,0,17,83,20,2024-2025,laliga
cesar tarrega,Valencia,2002.0,34,34,3026,2,0,7,0,20,79,1,2024-2025,laliga
aurelien tchouameni,Real Madrid,2000.0,32,31,2689,0,0,5,0,19,154,13,2024-2025,laliga
alvaro tejero,Espanyol,1996.0,28,13,1238,1,4,2,0,27,46,72,2024-2025,laliga
martin tejon,Valencia,2004.0,4,0,49,0,0,0,0,0,4,6,2024-2025,laliga
nahuel tenaglia,Alavés,1996.0,34,33,2922,2,1,11,0,42,103,98,2024-2025,laliga
marcandre ter stegen,Barcelona,1992.0,8,8,674,0,0,0,0,0,2,0,2024-2025,laliga
ramon terrats,Villarreal,2000.0,11,1,131,0,0,1,0,1,7,3,2024-2025,laliga
ramon terrats,Getafe,2000.0,15,15,1219,4,1,1,0,8,36,37,2024-2025,laliga
raul de tomas,Rayo Vallecano,1994.0,2,0,22,0,0,0,0,0,0,2,2024-2025,laliga
pablo torre,Barcelona,2003.0,10,4,310,3,1,0,0,5,17,20,2024-2025,laliga
david torres,Valladolid,2003.0,18,15,1387,0,0,5,0,11,37,3,2024-2025,laliga
ferran torres,Barcelona,2000.0,27,12,1106,10,6,1,1,23,35,98,2024-2025,laliga
lucas torro,Osasuna,1994.0,35,35,2957,3,0,10,0,10,109,30,2024-2025,laliga
hamari traore,Real Sociedad,1992.0,11,9,700,0,1,2,0,12,26,20,2024-2025,laliga
oscar trejo,Rayo Vallecano,1988.0,19,6,496,1,0,1,0,15,37,28,2024-2025,laliga
viktor tsyhankov,Girona,1997.0,27,23,1913,2,5,1,0,62,65,195,2024-2025,laliga
benat turrientes,Real Sociedad,2002.0,21,11,942,0,0,4,0,18,42,28,2024-2025,laliga
christantus uche,Getafe,2003.0,33,30,2486,4,6,8,2,43,49,148,2024-2025,laliga
