Player,Squad,Pass_cmp,Pass_cmp%,Pass_cmp_Short%,Pass_cmp_Medium%,Pass_cmp_Long%,xAG,xA,A-xAG,Pass_cmp_Att_3rd,PPA,CrsPA,Season,Competition
emil audero,Inter,166,84.3,97.8,96.0,51.0,0.0,0.0,0.0,1,0,0,2023-2024,serie-a
tommaso augello,Cagliari,919,69.1,86.9,73.3,38.6,2.0,2.4,-1.0,68,31,20,2023-2024,serie-a
carlos augusto,Inter,921,83.8,91.6,87.4,64.2,2.8,2.1,0.2,45,15,9,2023-2024,serie-a
yann aurel bisseck,Inter,590,92.0,94.1,94.6,85.5,0.5,0.4,-0.5,27,4,1,2023-2024,serie-a
sardar azmoun,Roma,108,69.2,76.7,81.0,40.0,1.4,0.5,-1.4,9,4,1,2023-2024,serie-a
paulo azzi,Cagliari,322,66.1,81.0,65.7,32.2,0.7,0.4,-0.7,24,10,6,2023-2024,serie-a
oussama el azzouzi,Bologna,352,90.3,91.4,93.9,84.0,0.6,0.2,1.4,21,0,0,2023-2024,serie-a
milan badelj,Genoa,1136,80.7,87.0,86.7,58.2,1.1,1.4,1.9,140,23,4,2023-2024,serie-a
jaime baez,Frosinone,141,69.8,78.2,78.1,48.5,0.5,0.8,-0.5,12,9,0,2023-2024,serie-a
nicola bagnolini,Bologna,2,66.7,100.0,,50.0,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
nedim bajrami,Sassuolo,330,71.7,82.8,77.0,39.7,2.2,1.6,-0.2,16,15,2,2023-2024,serie-a
mitchel bakker,Atalanta,167,78.8,89.7,82.3,37.5,0.1,0.1,-0.1,9,0,0,2023-2024,serie-a
tommaso baldanzi,Empoli,201,78.2,85.7,81.4,68.2,1.0,0.8,-1.0,12,11,3,2023-2024,serie-a
tommaso baldanzi,Roma,175,85.4,89.5,86.4,42.9,0.7,0.7,-0.7,16,6,3,2023-2024,serie-a
lameck banda,Lecce,250,73.1,85.6,77.9,36.6,1.9,1.2,2.1,12,17,9,2023-2024,serie-a
daniel bandeira,Hellas Verona,187,80.3,88.2,84.6,61.1,0.2,0.3,-0.2,30,5,0,2023-2024,serie-a
mattia bani,Genoa,962,83.5,91.3,91.0,52.5,0.1,0.1,-0.1,36,1,0,2023-2024,serie-a
antonin barak,Fiorentina,338,86.2,91.8,86.5,88.0,2.2,1.5,0.8,30,9,3,2023-2024,serie-a
nicolo barella,Inter,1835,84.6,91.7,89.0,63.0,3.4,4.5,-0.4,212,78,11,2023-2024,serie-a
enzo barrenechea,Frosinone,1624,85.3,90.9,87.6,65.3,1.7,1.1,-0.7,160,8,0,2023-2024,serie-a
davide bartesaghi,Milan,28,80.0,90.9,93.8,50.0,0.0,0.0,0.0,1,0,0,2023-2024,serie-a
federico baschirotto,Lecce,1516,83.8,87.2,91.8,60.1,0.7,0.3,0.3,71,1,0,2023-2024,serie-a
toma basic,Salernitana,442,81.9,92.3,83.6,64.0,0.5,0.7,-0.5,43,6,4,2023-2024,serie-a
alessandro bastoni,Inter,1671,86.4,93.7,91.7,67.6,3.4,3.1,-0.4,135,35,14,2023-2024,serie-a
simone bastoni,Empoli,246,68.3,82.3,76.9,40.6,0.5,1.0,-0.5,25,6,2,2023-2024,serie-a
reda belahyane,Hellas Verona,23,92.0,100.0,100.0,50.0,0.0,0.0,0.0,2,0,0,2023-2024,serie-a
raoul bellanova,Torino,1232,78.0,89.0,80.4,57.4,5.0,4.5,2.0,61,47,37,2023-2024,serie-a
andrea belotti,Fiorentina,133,66.2,71.9,69.8,37.5,0.7,0.6,-0.7,7,4,1,2023-2024,serie-a
andrea belotti,Roma,115,74.2,83.7,75.6,71.4,1.2,0.9,0.8,2,1,0,2023-2024,serie-a
lucas beltran,Fiorentina,360,78.4,81.7,86.1,75.0,1.5,1.9,0.5,25,19,0,2023-2024,serie-a
ismael bennacer,Milan,711,86.9,93.7,87.8,60.3,2.5,1.6,-0.5,66,11,3,2023-2024,serie-a
domenico berardi,Sassuolo,409,63.8,76.8,68.6,52.1,3.0,2.5,0.0,48,29,6,2023-2024,serie-a
bartosz bereszynski,Empoli,673,77.6,89.3,79.2,52.8,0.3,0.4,0.7,60,7,3,2023-2024,serie-a
etrit berisha,Empoli,339,68.6,100.0,97.9,35.5,0.0,0.0,0.0,6,0,0,2023-2024,serie-a
medon berisha,Lecce,84,85.7,94.4,83.7,71.4,0.2,0.2,-0.2,7,2,0,2023-2024,serie-a
victor bernth kristiansen,Bologna,1422,84.2,92.6,85.2,46.2,2.4,1.3,0.6,111,22,7,2023-2024,serie-a
beto,Udinese,10,90.9,87.5,100.0,,0.3,0.0,-0.3,1,0,0,2023-2024,serie-a
davide bettella,Monza,3,60.0,100.0,66.7,,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
sam beukema,Bologna,1842,89.6,93.9,94.1,66.0,0.8,0.7,0.2,87,5,0,2023-2024,serie-a
jaka bijol,Udinese,645,78.5,85.7,86.4,56.3,0.2,0.5,-0.2,40,2,0,2023-2024,serie-a
el bilal toure,Atalanta,92,73.0,77.3,86.2,50.0,0.8,0.6,-0.8,2,5,0,2023-2024,serie-a
cristiano biraghi,Fiorentina,1388,75.4,91.8,78.6,45.9,3.6,4.3,1.4,118,31,20,2023-2024,serie-a
davide biraschi,Genoa,31,83.8,85.7,85.7,77.8,0.0,0.0,0.0,2,1,0,2023-2024,serie-a
samuele birindelli,Monza,902,81.7,91.6,85.7,58.7,2.9,2.4,-0.9,59,25,14,2023-2024,serie-a
alexis blin,Lecce,671,86.1,90.9,91.0,70.2,0.7,0.7,1.3,51,7,2,2023-2024,serie-a
jerome boateng,Salernitana,106,84.1,82.1,97.0,60.0,0.1,0.1,-0.1,10,2,0,2023-2024,serie-a
emil bohinen,Genoa,26,76.5,86.7,70.0,50.0,0.1,0.1,-0.1,4,2,1,2023-2024,serie-a
emil bohinen,Salernitana,262,78.7,85.0,85.1,66.7,0.2,0.1,-0.2,18,2,0,2023-2024,serie-a
daniel boloca,Sassuolo,956,89.8,91.3,96.0,76.1,0.4,0.5,-0.4,97,5,1,2023-2024,serie-a
giacomo bonaventura,Fiorentina,928,82.4,89.3,86.6,64.3,3.6,5.4,-0.6,81,45,11,2023-2024,serie-a
federico bonazzoli,Hellas Verona,242,77.1,82.0,81.6,88.2,1.1,0.5,-0.1,21,7,0,2023-2024,serie-a
warren bondo,Monza,557,89.7,94.5,91.9,87.2,0.3,0.2,0.7,40,2,1,2023-2024,serie-a
giovanni bonfanti,Atalanta,46,80.7,89.5,89.3,50.0,0.0,0.0,0.0,1,1,1,2023-2024,serie-a
kevin bonifazi,Bologna,72,87.8,97.3,90.3,63.6,0.0,0.0,0.0,3,0,0,2023-2024,serie-a
kevin bonifazi,Frosinone,123,84.8,93.8,95.0,35.7,0.1,0.0,-0.1,12,1,0,2023-2024,serie-a
gennaro borrelli,Frosinone,0,0.0,,,,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
erik botheim,Salernitana,48,73.8,78.0,85.7,50.0,0.0,0.1,0.0,2,1,0,2023-2024,serie-a
mehdi bourabia,Frosinone,76,77.6,85.2,78.9,28.6,0.0,0.0,0.0,5,1,1,2023-2024,serie-a
edoardo bove,Roma,649,83.2,89.4,87.2,64.6,0.7,1.2,1.3,59,19,1,2023-2024,serie-a
domagoj bradaric,Salernitana,1184,77.1,90.1,77.7,42.2,1.8,1.6,1.2,54,18,11,2023-2024,serie-a
josip brekalo,Fiorentina,234,80.4,89.1,81.8,73.7,0.3,0.7,-0.3,16,11,3,2023-2024,serie-a
gleison bremer,Juventus,1661,86.1,87.7,92.6,71.3,0.4,0.8,-0.4,111,0,0,2023-2024,serie-a
brenner,Udinese,47,87.0,100.0,90.5,66.7,0.0,0.0,0.0,6,0,0,2023-2024,serie-a
marco brescianini,Frosinone,632,78.6,86.3,82.0,48.2,1.6,1.9,0.4,50,15,4,2023-2024,serie-a
dylan bronn,Salernitana,8,66.7,83.3,75.0,0.0,0.0,0.0,0.0,2,1,0,2023-2024,serie-a
tajon buchanan,Inter,58,80.6,92.3,76.2,50.0,0.3,0.1,-0.3,1,1,1,2023-2024,serie-a
alessandro buongiorno,Torino,1012,85.3,86.8,90.8,57.5,0.1,0.4,-0.1,28,4,1,2023-2024,serie-a
rarescatalin burnete,Lecce,1,100.0,100.0,,,0.1,0.0,0.9,0,0,0,2023-2024,serie-a
jovane cabral,Salernitana,185,75.5,86.0,76.7,62.2,0.4,0.6,-0.4,22,12,3,2023-2024,serie-a
liberato cacace,Empoli,832,75.0,89.9,79.7,40.3,1.7,1.4,-0.7,67,13,5,2023-2024,serie-a
jens cajuste,Napoli,369,84.8,90.8,84.2,86.4,1.1,0.7,0.9,35,10,1,2023-2024,serie-a
davide calabria,Milan,1320,85.7,90.9,88.7,58.9,1.2,1.6,1.8,104,23,12,2023-2024,serie-a
riccardo calafiori,Bologna,1622,89.6,92.8,93.8,71.5,1.2,0.9,3.8,94,10,3,2023-2024,serie-a
mattia caldara,Milan,20,83.3,87.5,100.0,0.0,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
luca caldirola,Monza,1247,90.8,97.6,94.4,68.2,0.6,0.2,0.4,60,1,1,2023-2024,serie-a
hakan calhanoglu,Inter,2045,88.3,94.8,91.4,70.9,4.7,5.8,-1.7,194,39,12,2023-2024,serie-a
francesco camarda,Milan,0,,,,,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
nicolo cambiaghi,Empoli,483,69.6,84.7,72.1,43.6,2.8,2.7,-1.8,22,25,15,2023-2024,serie-a
andrea cambiaso,Juventus,1007,83.4,91.3,86.0,70.2,3.9,3.8,-0.9,40,24,11,2023-2024,serie-a
matteo cancellieri,Empoli,222,58.6,74.4,61.5,28.6,2.9,2.1,0.1,13,9,3,2023-2024,serie-a
antonio candreva,Salernitana,1019,72.4,90.8,70.6,48.5,5.0,4.1,1.0,110,56,21,2023-2024,serie-a
luigi canotto,Frosinone,2,66.7,100.0,,,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
gianluca caprari,Monza,98,79.0,92.5,81.6,70.8,0.7,0.7,-0.7,10,7,0,2023-2024,serie-a
elia caprile,Empoli,555,67.7,97.2,97.4,43.1,0.3,0.0,-0.3,13,0,0,2023-2024,serie-a
francesco caputo,Empoli,164,75.9,78.8,89.4,64.3,0.7,0.8,-0.7,9,3,0,2023-2024,serie-a
andrea carboni,Monza,833,85.3,91.7,91.9,53.3,0.5,0.4,-0.5,59,5,4,2023-2024,serie-a
valentin carboni,Monza,436,83.4,86.5,90.7,73.7,1.7,1.4,1.3,30,8,1,2023-2024,serie-a
marco carnesecchi,Atalanta,619,70.4,97.3,97.0,48.2,0.0,0.0,0.0,11,0,0,2023-2024,serie-a
nicolo casale,Lazio,940,91.8,94.0,94.2,79.4,0.0,0.2,0.0,66,1,0,2023-2024,serie-a
giuseppe caso,Frosinone,95,84.8,90.5,73.9,75.0,0.2,0.2,-0.2,5,8,0,2023-2024,serie-a
valentin castellanos,Lazio,272,60.2,68.4,59.7,64.0,1.7,1.1,1.3,27,15,1,2023-2024,serie-a
samu castillejo,Sassuolo,213,75.3,90.8,80.4,27.0,1.0,0.9,-1.0,14,6,4,2023-2024,serie-a
santiago castro,Bologna,43,82.7,85.7,87.5,83.3,0.5,0.0,0.5,2,0,0,2023-2024,serie-a
gaetano castrovilli,Fiorentina,75,64.7,80.4,63.4,60.0,0.6,0.1,1.4,6,3,2,2023-2024,serie-a
danilo cataldi,Lazio,800,85.8,93.1,89.0,51.1,0.8,0.9,-0.8,79,8,2,2023-2024,serie-a
emil ceide,Sassuolo,40,67.8,81.8,71.4,50.0,0.2,0.2,-0.2,2,2,0,2023-2024,serie-a
zeki celik,Roma,284,83.3,88.0,84.7,58.1,0.6,0.4,-0.6,8,9,3,2023-2024,serie-a
fabien centonze,Hellas Verona,213,67.2,79.7,73.1,32.5,1.0,0.8,0.0,14,8,7,2023-2024,serie-a
michele cerofolini,Frosinone,124,59.3,100.0,98.5,29.1,0.0,0.0,0.0,1,0,0,2023-2024,serie-a
alberto cerri,Empoli,68,50.0,61.0,48.5,50.0,0.2,0.3,-0.2,2,1,0,2023-2024,serie-a
leonardo cerri,Juventus,0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
charlys,Hellas Verona,5,83.3,100.0,50.0,,0.0,0.0,0.0,0,1,0,2023-2024,serie-a
walid cheddira,Frosinone,262,68.1,77.3,69.8,100.0,1.4,0.7,-0.4,17,4,0,2023-2024,serie-a
federico chiesa,Juventus,498,69.9,82.1,71.9,51.6,6.2,5.6,-4.2,42,45,18,2023-2024,serie-a
oliver christensen,Fiorentina,146,76.8,100.0,95.8,51.8,0.0,0.0,0.0,2,0,0,2023-2024,serie-a
samuel chukwueze,Milan,330,78.4,82.7,82.4,59.4,2.3,2.7,0.7,22,23,1,2023-2024,serie-a
alphadjo cisse,Hellas Verona,1,100.0,100.0,,,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
giorgio cittadini,Monza,5,83.3,50.0,100.0,100.0,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
giorgio cittadini,Genoa,19,61.3,54.5,64.3,80.0,0.0,0.0,0.0,2,0,0,2023-2024,serie-a
patrick ciurria,Monza,662,78.2,88.9,77.9,56.9,2.6,2.1,-1.6,46,28,10,2023-2024,serie-a
lorenzo colombo,Monza,185,70.3,74.8,72.7,72.7,0.6,0.5,0.4,10,3,0,2023-2024,serie-a
andrea colpani,Monza,752,76.7,87.9,80.0,58.0,5.0,4.6,-1.0,55,41,9,2023-2024,serie-a
pietro comuzzo,Fiorentina,27,71.1,45.5,87.5,50.0,0.0,0.0,0.0,1,0,0,2023-2024,serie-a
andrea consigli,Sassuolo,838,67.9,100.0,98.3,44.4,0.0,0.1,0.0,15,2,0,2023-2024,serie-a
nikita contini baranovsky,Napoli,4,100.0,100.0,100.0,,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
diego coppola,Hellas Verona,555,77.3,79.9,87.8,54.9,0.2,0.1,-0.2,33,0,0,2023-2024,serie-a
tommaso corazza,Bologna,119,82.1,91.9,92.7,47.1,0.1,0.2,-0.1,7,4,3,2023-2024,serie-a
jeppe corfitzen,Lecce,2,66.7,,66.7,,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
giacomo corona,Empoli,2,100.0,100.0,,100.0,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
joao costa,Roma,7,77.8,100.0,100.0,0.0,0.0,0.1,0.0,0,1,0,2023-2024,serie-a
benoit costil,Salernitana,258,60.3,98.0,98.2,37.8,0.0,0.0,0.0,4,0,0,2023-2024,serie-a
lassana coulibaly,Salernitana,736,84.3,89.5,87.9,76.5,0.8,0.9,0.2,80,6,2,2023-2024,serie-a
mamadou coulibaly,Salernitana,1,33.3,33.3,,,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
alessio cragno,Sassuolo,69,69.0,100.0,100.0,43.6,0.0,0.0,0.0,2,0,0,2023-2024,serie-a
bryan cristante,Roma,1785,82.0,86.8,88.5,63.6,2.9,3.1,1.1,229,37,6,2023-2024,serie-a
juan cruz,Hellas Verona,18,66.7,72.7,50.0,50.0,0.1,0.1,-0.1,1,0,0,2023-2024,serie-a
juan cuadrado,Inter,158,83.6,94.8,80.3,59.3,1.6,1.2,0.4,11,5,2,2023-2024,serie-a
marvin cuni,Frosinone,82,71.3,80.0,71.4,75.0,0.3,0.2,-0.3,2,2,0,2023-2024,serie-a
danilo dambrosio,Monza,979,89.4,95.7,93.8,59.7,0.2,0.4,-0.2,61,4,1,2023-2024,serie-a
flavius daniliuc,Salernitana,350,85.2,87.2,92.4,69.2,0.2,0.1,-0.2,31,2,0,2023-2024,serie-a
danilo,Juventus,1591,86.0,93.3,91.6,64.4,0.9,1.0,0.1,148,14,4,2023-2024,serie-a
matteo darmian,Inter,1181,85.0,90.6,91.3,57.6,1.8,1.3,-0.8,64,14,6,2023-2024,serie-a
juan david cabal,Hellas Verona,561,71.0,86.6,75.5,44.4,0.4,0.6,-0.4,57,10,6,2023-2024,serie-a
keinan davis,Udinese,36,72.0,76.9,87.5,100.0,0.1,0.2,-0.1,3,2,0,2023-2024,serie-a
pawe dawidowicz,Hellas Verona,972,82.9,81.8,90.7,65.8,0.0,0.1,0.0,60,2,0,2023-2024,serie-a
charles de ketelaere,Atalanta,565,72.3,78.6,77.3,53.4,6.1,4.1,1.9,44,42,7,2023-2024,serie-a
mattia de sciglio,Juventus,17,89.5,100.0,90.0,100.0,0.0,0.0,0.0,2,1,0,2023-2024,serie-a
lorenzo de silvestri,Bologna,373,86.3,92.8,88.9,48.3,0.0,0.1,0.0,20,1,1,2023-2024,serie-a
koni de winter,Genoa,1122,88.4,91.4,92.4,67.7,1.0,0.3,0.0,54,5,0,2023-2024,serie-a
gregoire defrel,Sassuolo,187,84.6,89.5,86.7,76.9,1.2,1.1,0.8,10,3,1,2023-2024,serie-a
alessandro deiola,Cagliari,364,69.5,79.2,73.2,52.2,0.9,0.5,-0.9,45,7,2,2023-2024,serie-a
alessandro dellavalle,Torino,5,83.3,100.0,,100.0,0.0,0.0,0.0,1,0,0,2023-2024,serie-a
diego demme,Napoli,63,82.9,82.4,82.9,100.0,0.0,0.0,0.0,3,1,0,2023-2024,serie-a
leander dendoncker,Napoli,23,85.2,88.2,88.9,0.0,0.0,0.0,0.0,3,0,0,2023-2024,serie-a
mattia destro,Empoli,41,65.1,68.8,68.0,100.0,0.3,0.0,-0.3,2,0,0,2023-2024,serie-a
federico di francesco,Lecce,6,75.0,50.0,100.0,50.0,0.0,0.0,0.0,1,0,0,2023-2024,serie-a
raffaele di gennaro,Inter,15,88.2,100.0,100.0,66.7,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
michele di gregorio,Monza,1054,78.1,98.2,99.2,52.3,0.0,0.1,0.0,15,0,0,2023-2024,serie-a
giovanni di lorenzo,Napoli,2314,84.7,92.5,85.0,66.9,4.9,5.4,1.1,230,86,16,2023-2024,serie-a
alessandro di pardo,Cagliari,115,65.7,79.3,71.9,25.0,0.2,0.2,-0.2,5,7,4,2023-2024,serie-a
boulaye dia,Salernitana,204,83.6,89.2,89.5,69.6,0.5,0.5,-0.5,22,5,0,2023-2024,serie-a
federico dimarco,Inter,1027,77.3,91.5,79.4,52.6,8.5,7.5,-2.5,60,57,30,2023-2024,serie-a
tiago djalo,Juventus,12,92.3,100.0,100.0,100.0,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
koffi djidji,Torino,372,85.7,90.1,92.1,54.5,0.0,0.1,0.0,17,0,0,2023-2024,serie-a
berat djimsiti,Atalanta,1454,87.5,87.9,92.9,72.7,0.7,0.5,0.3,40,5,1,2023-2024,serie-a
dodo,Fiorentina,278,80.1,87.5,83.9,69.0,0.8,0.6,-0.8,25,9,3,2023-2024,serie-a
josh doig,Hellas Verona,251,74.3,83.7,83.2,48.0,0.3,0.4,-0.3,15,5,4,2023-2024,serie-a
josh doig,Sassuolo,404,68.4,88.3,66.7,30.2,1.1,0.7,0.9,39,9,7,2023-2024,serie-a
nicolas dominguez,Bologna,83,90.2,91.8,90.0,100.0,0.0,0.1,0.0,5,1,0,2023-2024,serie-a
giulio donati,Monza,38,82.6,85.7,85.7,66.7,0.2,0.2,-0.2,0,1,1,2023-2024,serie-a
patrick dorgu,Lecce,582,79.8,90.2,80.8,51.9,1.6,0.7,-1.6,31,13,7,2023-2024,serie-a
alberto dossena,Cagliari,1042,79.8,86.1,87.8,58.3,2.1,1.3,1.9,71,4,0,2023-2024,serie-a
radu dragusin,Genoa,592,82.1,86.3,89.8,49.4,0.8,0.9,0.2,22,2,0,2023-2024,serie-a
ondrej duda,Hellas Verona,906,74.9,86.1,80.7,54.4,3.3,3.0,0.7,118,21,4,2023-2024,serie-a
denzel dumfries,Inter,614,76.7,83.2,79.1,58.6,4.9,3.2,-0.9,34,29,13,2023-2024,serie-a
alfred duncan,Fiorentina,800,77.7,85.4,87.5,59.4,2.0,2.8,3.0,101,26,11,2023-2024,serie-a
paulo dybala,Roma,790,79.0,88.7,82.4,57.1,4.3,4.0,4.7,67,37,0,2023-2024,serie-a
festy ebosele,Udinese,278,66.3,76.9,65.8,52.9,1.8,1.5,-1.8,22,11,5,2023-2024,serie-a
enzo ebosse,Udinese,12,80.0,100.0,77.8,50.0,0.0,0.0,0.0,1,0,0,2023-2024,serie-a
tyronne ebuehi,Empoli,426,74.7,89.6,74.1,43.9,0.9,0.6,0.1,22,9,4,2023-2024,serie-a
ederson,Atalanta,1390,83.6,86.9,90.6,68.1,1.4,2.3,-0.4,180,40,5,2023-2024,serie-a
kingsley ehizibue,Udinese,175,68.1,84.0,67.9,44.0,0.7,0.5,0.3,10,7,5,2023-2024,serie-a
emmanuel ekong,Empoli,1,100.0,100.0,,,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
caleb ekuban,Genoa,138,65.4,79.2,59.6,62.5,1.4,0.7,-0.4,8,6,0,2023-2024,serie-a
elif elmas,Napoli,167,87.4,95.1,81.3,70.0,0.2,0.3,-0.2,14,1,0,2023-2024,serie-a
martin erlic,Sassuolo,972,80.1,86.0,89.2,53.1,0.0,0.4,0.0,76,6,0,2023-2024,serie-a
giovanni fabbian,Bologna,225,78.4,85.6,82.1,45.5,1.9,0.8,0.1,14,3,1,2023-2024,serie-a
nicolo fagioli,Juventus,193,86.5,94.9,89.0,66.7,0.7,0.9,1.3,17,6,1,2023-2024,serie-a
wladimiro falcone,Lecce,778,67.9,98.6,98.1,38.8,0.2,0.0,-0.2,7,0,0,2023-2024,serie-a
davide faraoni,Hellas Verona,228,75.0,86.6,78.4,58.1,0.4,0.3,0.6,28,6,2,2023-2024,serie-a
davide faraoni,Fiorentina,190,76.6,88.6,80.3,56.8,0.4,0.6,0.6,15,5,4,2023-2024,serie-a
federico fazio,Salernitana,440,75.0,84.0,81.9,50.9,0.1,0.3,-0.1,26,1,0,2023-2024,serie-a
jacopo fazzini,Empoli,343,68.7,81.5,74.4,37.5,2.3,1.7,-1.3,32,9,3,2023-2024,serie-a
lewis ferguson,Bologna,1571,88.4,92.5,91.7,71.8,2.3,2.7,0.7,145,25,3,2023-2024,serie-a
andrea ferraris,Monza,4,100.0,100.0,100.0,,0.0,0.0,0.0,0,1,0,2023-2024,serie-a
joao ferreira,Udinese,649,75.6,86.8,80.7,55.7,0.9,0.9,0.1,60,11,6,2023-2024,serie-a
seydou fini,Genoa,9,64.3,70.0,50.0,,0.0,0.0,0.0,1,0,0,2023-2024,serie-a
vincenzo fiorillo,Salernitana,53,41.4,100.0,100.0,30.5,0.0,0.0,0.0,3,0,0,2023-2024,serie-a
alessandro florenzi,Milan,1055,82.6,94.3,87.5,57.6,3.4,3.5,0.6,97,25,9,2023-2024,serie-a
michael folorunsho,Hellas Verona,486,61.1,72.0,65.7,47.4,1.4,1.1,-0.4,43,10,6,2023-2024,serie-a
davide frattesi,Inter,235,78.1,85.7,79.6,77.8,1.9,2.0,1.1,18,13,1,2023-2024,serie-a
morten frendrup,Genoa,979,80.0,87.7,83.0,54.2,1.6,1.4,3.4,69,14,1,2023-2024,serie-a
remo freuler,Bologna,1710,90.5,94.1,93.8,58.1,1.1,1.3,-0.1,133,15,0,2023-2024,serie-a
gerardo fusco,Salernitana,5,71.4,75.0,100.0,0.0,0.0,0.0,0.0,0,0,0,2023-2024,serie-a
matteo gabbia,Milan,815,90.4,92.8,94.5,76.5,0.3,0.2,0.7,46,0,0,2023-2024,serie-a
gianluca gaetano,Cagliari,171,72.5,83.5,73.6,50.0,1.3,0.6,-0.3,30,10,1,2023-2024,serie-a
gianluca gaetano,Napoli,70,88.6,90.0,96.3,75.0,0.5,0.4,-0.5,4,3,3,2023-2024,serie-a
roberto gagliardini,Monza,1339,90.0,92.8,93.9,74.8,1.7,2.0,0.3,114,10,1,2023-2024,serie-a
pablo galdames millan,Genoa,21,91.3,87.5,100.0,66.7,0.0,0.0,0.0,6,0,0,2023-2024,serie-a
antonino gallo,Lecce,995,70.7,87.4,75.4,44.8,4.5,3.1,-1.5,85,44,32,2023-2024,serie-a
luca garritano,Frosinone,147,66.8,85.4,65.2,37.5,0.3,0.4,-0.3,19,3,1,2023-2024,serie-a
federico gatti,Juventus,1166,85.1,90.9,91.6,63.3,1.5,1.3,-1.5,103,7,5,2023-2024,serie-a
francesco gelli,Frosinone,604,81.3,91.7,81.1,42.4,2.4,2.5,-2.4,40,18,3,2023-2024,serie-a
luca gemello,Torino,95,80.5,100.0,100.0,52.3,0.0,0.0,0.0,1,0,0,2023-2024,serie-a
valentin gendrey,Lecce,1031,74.7,86.3,78.6,43.2,1.6,1.8,1.4,106,18,7,2023-2024,serie-a
fares ghedjemis,Frosinone,48,78.7,90.6,78.9,25.0,0.1,0.1,-0.1,1,2,0,2023-2024,serie-a
lautaro gianetti,Udinese,263,87.7,91.3,92.1,75.0,0.1,0.1,-0.1,7,0,0,2023-2024,serie-a
mario gila,Lazio,1161,89.7,94.0,93.5,74.6,0.5,0.8,-0.5,70,10,3,2023-2024,serie-a
gvidas gineitis,Torino,227,79.9,82.3,93.2,51.2,0.5,1.0,-0.5,18,4,1,2023-2024,serie-a
