Player,Squad,Pass_cmp,Pass_cmp%,Pass_cmp_Short%,Pass_cmp_Medium%,Pass_cmp_Long%,xAG,xA,A-xAG,Pass_cmp_Att_3rd,PPA,CrsPA,Season,Competition
mauro arambarri,Getafe,326,77.4,87.5,84.7,58.6,1.5,1.6,-0.5,32,4,2,2022-2023,laliga
ronald araujo,Barcelona,1139,88.5,93.8,93.4,63.2,0.8,0.7,1.2,95,3,1,2022-2023,laliga
adu ares,Athletic Club,42,82.4,85.2,83.3,87.5,0.2,0.2,-0.2,4,3,3,2022-2023,laliga
sergio arribas,Real Madrid,9,81.8,100.0,60.0,,0.0,0.0,0.0,1,1,0,2022-2023,laliga
roberto arroyo,Valladolid,0,0.0,,,0.0,0.0,0.0,0.0,0,0,0,2022-2023,laliga
ricard artero,Girona,37,78.7,87.5,83.3,50.0,0.0,0.1,0.0,2,0,0,2022-2023,laliga
santiago arzamendia,Cádiz,150,66.4,85.1,74.0,30.6,0.5,0.2,-0.5,14,3,0,2022-2023,laliga
sergio asenjo,Valladolid,233,66.0,100.0,95.5,44.8,0.0,0.0,0.0,4,0,0,2022-2023,laliga
marco asensio,Real Madrid,650,81.0,91.1,84.2,54.9,4.9,4.2,1.1,60,26,6,2022-2023,laliga
iago aspas,Celta Vigo,936,76.3,82.7,77.9,69.5,5.6,5.4,-2.6,90,47,2,2022-2023,laliga
pierreemerick aubameyang,Barcelona,3,100.0,,100.0,,0.0,0.0,0.0,0,0,0,2022-2023,laliga
ludwig augustinsson,Mallorca,49,70.0,91.4,56.5,20.0,0.0,0.1,0.0,1,2,2,2022-2023,laliga
ezequiel avila,Osasuna,287,54.6,70.8,57.6,44.6,1.8,2.1,0.2,24,25,14,2022-2023,laliga
iddrisu baba,Mallorca,476,81.5,89.6,87.7,61.3,0.2,0.3,-0.2,42,2,0,2022-2023,laliga
sran babic,Almería,1172,85.4,91.0,91.0,63.7,0.3,0.4,-0.3,55,3,1,2022-2023,laliga
loic bade,Sevilla,735,86.8,92.7,91.9,61.0,0.1,0.1,-0.1,40,0,0,2022-2023,laliga
edgar badia,Elche,791,73.8,99.0,96.9,53.7,0.0,0.0,0.0,10,0,0,2022-2023,laliga
alex baena,Villarreal,681,79.3,89.5,85.4,59.0,5.2,3.8,-3.2,75,43,3,2022-2023,laliga
alejandro balde,Barcelona,1482,88.7,93.8,90.7,67.0,4.9,5.4,1.1,74,22,16,2022-2023,laliga
mikel balenziaga,Athletic Club,49,71.0,86.2,73.1,55.6,0.0,0.1,0.0,4,2,1,2022-2023,laliga
ivan balliu,Rayo Vallecano,1422,76.9,90.7,77.9,50.2,2.8,2.6,-2.8,95,34,18,2022-2023,laliga
leo baptistao,Almería,359,66.5,78.2,69.7,45.5,1.2,0.9,-0.2,30,13,3,2022-2023,laliga
keidi bare,Espanyol,221,82.8,86.9,89.4,64.5,0.2,0.2,0.8,25,1,0,2022-2023,laliga
kike barja,Osasuna,316,64.9,80.6,62.7,46.2,3.9,3.6,2.1,13,25,18,2022-2023,laliga
ander barrenetxea,Real Sociedad,288,76.6,86.6,84.1,57.6,1.2,1.1,-0.2,14,9,1,2022-2023,laliga
pablo barrios,Atlético Madrid,368,81.8,91.2,83.2,57.9,0.7,0.5,0.3,46,3,0,2022-2023,laliga
rodrigo battaglia,Mallorca,185,79.7,87.7,83.9,55.0,0.0,0.1,0.0,24,1,0,2022-2023,laliga
bebe,Rayo Vallecano,21,55.3,88.9,52.9,57.1,0.1,0.1,-0.1,2,1,1,2022-2023,laliga
hector bellerin,Barcelona,77,80.2,92.3,84.0,62.5,0.1,0.5,-0.1,10,4,0,2022-2023,laliga
fran beltran,Celta Vigo,1604,88.3,91.9,92.0,74.2,1.7,2.5,0.3,136,12,4,2022-2023,laliga
iker benito,Osasuna,31,73.8,82.8,42.9,80.0,0.3,0.2,-0.3,0,1,1,2022-2023,laliga
karim benzema,Real Madrid,924,86.4,89.8,91.9,75.0,5.8,5.5,-2.8,71,51,0,2022-2023,laliga
yuri berchiche,Athletic Club,1304,82.5,91.0,84.7,68.6,1.4,1.7,-0.4,146,31,14,2022-2023,laliga
alex berenguer,Athletic Club,630,66.0,84.4,61.3,40.8,4.6,5.2,-3.6,25,41,16,2022-2023,laliga
pedro bigas,Elche,843,80.1,90.4,89.8,50.0,0.0,0.3,0.0,63,1,1,2022-2023,laliga
el bilal toure,Almería,183,70.9,82.3,67.7,100.0,1.3,0.7,0.7,7,3,1,2022-2023,laliga
antonio blanco,Cádiz,57,93.4,93.9,91.7,100.0,0.0,0.1,0.0,3,1,0,2022-2023,laliga
lautaro blanco,Elche,235,56.5,83.0,61.2,29.9,1.5,1.3,0.5,19,17,10,2022-2023,laliga
theo bongonda,Cádiz,329,67.3,81.5,70.7,28.6,3.0,2.4,0.0,20,11,4,2022-2023,laliga
yassine bounou,Sevilla,717,75.6,100.0,97.7,49.8,0.0,0.0,0.0,7,0,0,2022-2023,laliga
lucas boye,Elche,510,78.5,86.4,82.8,82.1,2.9,1.6,-0.9,35,22,5,2022-2023,laliga
martin braithwaite,Espanyol,294,65.9,75.6,66.1,63.3,1.4,1.1,0.6,26,13,2,2022-2023,laliga
darko brasanac,Osasuna,306,81.4,90.5,82.5,57.9,0.6,0.6,0.4,40,7,2,2022-2023,laliga
claudio bravo,Betis,232,59.2,100.0,97.8,38.2,0.0,0.0,0.0,5,1,0,2022-2023,laliga
ante budimir,Osasuna,194,61.6,71.5,56.7,14.3,0.7,0.6,-0.7,13,3,0,2022-2023,laliga
manu bueno,Sevilla,52,78.8,84.2,96.6,45.5,0.1,0.0,-0.1,5,0,0,2022-2023,laliga
santiago bueno,Girona,1576,86.5,91.4,93.1,62.0,1.0,0.7,0.0,148,5,1,2022-2023,laliga
sergio busquets,Barcelona,1722,88.4,91.6,90.6,82.4,2.8,3.7,1.2,230,33,3,2022-2023,laliga
leandro cabrera,Espanyol,959,71.4,83.4,81.8,43.6,1.5,1.3,-0.5,87,12,4,2022-2023,laliga
cala,Cádiz,30,78.9,80.0,82.4,75.0,0.0,0.0,0.0,0,0,0,2022-2023,laliga
fernando calero,Espanyol,617,80.7,89.1,86.3,56.1,0.6,0.4,0.4,58,3,0,2022-2023,laliga
alexander callens,Girona,78,83.9,87.5,80.9,50.0,0.0,0.0,0.0,5,1,0,2022-2023,laliga
eduardo camavinga,Real Madrid,1364,90.7,93.2,94.3,79.5,1.5,2.2,-0.5,138,17,1,2022-2023,laliga
sergio camello,Rayo Vallecano,408,78.0,82.5,80.8,71.4,2.4,1.7,2.6,15,13,0,2022-2023,laliga
sergio canales,Betis,1116,75.7,89.4,78.4,46.9,5.6,5.1,-2.6,94,51,14,2022-2023,laliga
ander capa,Athletic Club,74,81.3,88.6,81.1,66.7,0.0,0.1,0.0,5,2,1,2022-2023,laliga
etienne capoue,Villarreal,915,87.7,90.9,92.1,66.7,1.2,1.0,-1.2,115,8,1,2022-2023,laliga
isaac carcelen,Cádiz,747,77.7,90.4,78.2,51.6,1.3,1.8,-0.3,65,17,12,2022-2023,laliga
juan carlos,Girona,288,84.7,98.1,96.6,59.5,0.0,0.0,0.0,1,0,0,2022-2023,laliga
jose carlos lazo,Almería,3,75.0,66.7,100.0,,0.0,0.0,0.0,0,0,0,2022-2023,laliga
jose carlos lazo,Espanyol,25,71.4,78.6,90.9,40.0,0.2,0.1,0.8,0,3,1,2022-2023,laliga
carmona,Elche,129,69.4,81.0,68.5,50.0,0.1,0.2,-0.1,6,2,0,2022-2023,laliga
carmona,Sevilla,269,81.5,92.3,80.3,53.1,0.4,0.2,0.6,24,3,2,2022-2023,laliga
yannick carrasco,Atlético Madrid,863,79.1,92.3,75.8,43.3,4.1,4.1,-1.1,35,36,7,2022-2023,laliga
dani carvajal,Real Madrid,1133,85.0,91.4,86.1,69.9,2.0,2.0,0.0,57,21,8,2022-2023,laliga
william carvalho,Betis,1510,86.5,91.5,87.6,76.3,1.6,2.1,-0.6,170,23,1,2022-2023,laliga
casemiro,Real Madrid,7,87.5,100.0,,50.0,0.0,0.0,0.0,1,0,0,2022-2023,laliga
valentin castellanos,Girona,244,61.5,72.0,59.2,70.6,1.7,2.3,-1.7,17,16,1,2022-2023,laliga
samu castillejo,Valencia,474,76.2,88.4,80.7,48.9,3.0,2.7,-3.0,49,21,6,2022-2023,laliga
catena,Rayo Vallecano,1505,82.5,87.9,92.0,67.1,1.4,0.6,-0.4,134,3,0,2022-2023,laliga
edinson cavani,Valencia,263,74.3,79.3,77.7,81.5,1.7,1.1,0.3,14,4,0,2022-2023,laliga
dani ceballos,Real Madrid,1362,90.6,94.9,93.7,80.1,2.1,2.0,1.9,198,18,1,2022-2023,laliga
alex centelles,Almería,412,71.4,85.2,78.7,38.1,1.3,1.1,0.7,32,9,6,2022-2023,laliga
franco cervi,Celta Vigo,620,70.9,84.9,76.1,40.4,2.7,2.9,1.3,49,26,9,2022-2023,laliga
pep chavarria,Rayo Vallecano,126,70.8,84.4,78.9,44.4,0.7,0.5,1.3,7,8,2,2022-2023,laliga
pape cheikh diop,Elche,14,73.7,88.9,75.0,0.0,0.0,0.0,0.0,1,0,0,2022-2023,laliga
andreas christensen,Barcelona,1416,94.0,94.7,97.2,79.6,0.5,0.9,0.5,114,4,0,2022-2023,laliga
samuel chukwueze,Villarreal,697,76.8,86.1,79.2,65.8,4.3,4.4,0.7,35,45,7,2022-2023,laliga
chumi,Almería,664,82.4,92.3,86.9,49.0,0.1,0.2,-0.1,35,3,2,2022-2023,laliga
victor chust,Cádiz,364,82.7,89.0,89.6,69.0,0.0,0.1,0.0,22,1,0,2022-2023,laliga
pathe ciss,Rayo Vallecano,575,82.1,84.3,88.9,72.9,0.3,0.3,-0.3,63,4,0,2022-2023,laliga
carlos clerc,Elche,1040,74.4,88.2,79.2,35.2,2.1,2.0,-1.1,78,18,9,2022-2023,laliga
alex collado,Elche,276,82.1,92.7,83.7,66.7,1.6,1.6,-0.6,25,10,2,2022-2023,laliga
diego collado,Villarreal,5,71.4,66.7,100.0,100.0,0.0,0.0,0.0,0,0,0,2022-2023,laliga
eray comert,Valencia,815,86.2,88.9,94.2,66.5,0.1,0.2,-0.1,48,2,0,2022-2023,laliga
santi comesana,Rayo Vallecano,1024,82.6,88.2,84.0,72.2,2.2,2.0,-0.2,136,17,2,2022-2023,laliga
copete,Mallorca,668,75.9,88.5,87.2,53.3,0.2,0.3,-0.2,61,4,1,2022-2023,laliga
francis coquelin,Villarreal,265,85.2,91.0,90.9,70.0,1.0,1.2,-1.0,19,3,1,2022-2023,laliga
jesus corona,Sevilla,33,78.6,100.0,61.5,50.0,0.2,0.2,-0.2,1,2,0,2022-2023,laliga
angel correa,Atlético Madrid,406,78.1,87.1,78.8,43.2,3.5,3.6,-2.5,27,19,3,2022-2023,laliga
thierry correia,Valencia,1047,76.8,88.9,77.7,50.5,1.1,2.1,-1.1,101,26,14,2022-2023,laliga
jaume costa,Mallorca,854,73.3,87.1,74.8,47.5,2.5,2.7,-1.5,55,31,17,2022-2023,laliga
samu costa,Almería,864,78.8,87.2,86.0,60.4,1.0,1.0,1.0,68,11,0,2022-2023,laliga
thibaut courtois,Real Madrid,980,86.3,99.5,98.8,57.5,0.4,0.0,-0.4,6,1,0,2022-2023,laliga
yan couto,Girona,444,74.2,87.4,74.5,53.4,2.5,2.1,-0.5,33,20,11,2022-2023,laliga
juan cruz armada,Osasuna,746,75.7,88.6,78.6,46.7,1.0,1.0,-1.0,66,17,10,2022-2023,laliga
juan cruz,Betis,25,64.1,89.5,45.5,0.0,0.1,0.1,-0.1,0,0,0,2022-2023,laliga
jorge cuenca,Villarreal,334,87.0,93.3,93.6,54.9,0.1,0.2,-0.1,21,2,0,2022-2023,laliga
braian cufre,Mallorca,76,82.6,93.0,86.2,58.3,0.0,0.1,0.0,4,1,0,2022-2023,laliga
matheus cunha,Atlético Madrid,64,75.3,87.3,69.2,75.0,0.8,0.4,1.2,6,2,0,2022-2023,laliga
curro,Almería,21,75.0,83.3,66.7,75.0,0.2,0.2,-0.2,1,1,0,2022-2023,laliga
arnaut danjuma,Villarreal,70,73.7,72.1,76.9,66.7,0.4,0.3,-0.4,3,3,2,2022-2023,laliga
sergi darder,Espanyol,1181,72.5,86.7,82.2,45.0,7.5,6.3,-4.5,158,52,16,2022-2023,laliga
rodrigo de paul,Atlético Madrid,1160,81.6,90.5,84.2,64.6,5.5,3.8,1.5,145,47,7,2022-2023,laliga
alberto del moral,Villarreal,0,0.0,,,0.0,0.0,0.0,0.0,0,0,0,2022-2023,laliga
thomas delaney,Sevilla,140,85.4,93.4,84.4,57.1,0.1,0.6,-0.1,6,3,1,2022-2023,laliga
fran delgado,Betis,7,87.5,100.0,100.0,0.0,0.0,0.0,0.0,0,0,0,2022-2023,laliga
ousmane dembele,Barcelona,642,75.2,88.1,76.2,50.9,4.9,5.0,2.1,21,37,5,2022-2023,laliga
mouctar diakhaby,Valencia,971,81.9,86.8,88.5,59.3,0.3,0.4,-0.3,76,0,0,2022-2023,laliga
mamady diarra,Cádiz,8,88.9,80.0,100.0,,0.0,0.0,0.0,0,0,0,2022-2023,laliga
youba diarra,Cádiz,40,81.6,93.8,90.0,63.6,0.5,0.2,-0.5,3,1,0,2022-2023,laliga
stole dimitrievski,Rayo Vallecano,690,61.4,100.0,98.5,36.5,0.0,0.0,0.0,21,0,0,2022-2023,laliga
djene,Getafe,884,76.6,89.4,84.9,46.6,0.7,1.4,0.3,72,13,10,2022-2023,laliga
marko dmitrovic,Sevilla,271,53.3,100.0,99.1,35.7,0.0,0.1,0.0,22,1,0,2022-2023,laliga
matt doherty,Atlético Madrid,6,66.7,80.0,100.0,33.3,0.0,0.0,0.0,0,0,0,2022-2023,laliga
kasper dolberg,Sevilla,19,67.9,72.2,60.0,66.7,0.4,0.0,0.6,1,0,0,2022-2023,laliga
carlos dominguez,Celta Vigo,28,82.4,87.5,100.0,40.0,0.0,0.0,0.0,1,0,0,2022-2023,laliga
john donald,Elche,356,83.4,87.5,86.6,73.3,0.1,0.1,-0.1,23,0,0,2022-2023,laliga
domingos duarte,Getafe,742,77.1,84.7,83.5,57.8,0.8,0.1,1.2,52,1,0,2022-2023,laliga
pablo duran,Celta Vigo,14,66.7,71.4,75.0,33.3,0.0,0.0,0.0,0,0,0,2022-2023,laliga
hugo duro,Valencia,203,73.3,79.3,74.6,50.0,1.1,0.5,-0.1,13,1,0,2022-2023,laliga
inigo eguaras,Almería,458,84.3,90.3,89.1,69.9,0.6,1.2,0.4,50,9,2,2022-2023,laliga
aritz elustondo,Real Sociedad,653,80.7,89.6,82.5,51.9,1.1,0.4,-0.1,39,7,2,2022-2023,laliga
rodrigo ely,Almería,1197,81.2,86.1,90.7,57.1,0.8,0.6,0.2,54,3,0,2022-2023,laliga
adri embarba,Almería,356,63.9,81.0,68.5,43.6,3.4,2.6,-0.4,22,12,6,2022-2023,laliga
adri embarba,Espanyol,4,66.7,66.7,50.0,100.0,0.0,0.1,0.0,0,0,0,2022-2023,laliga
youssef ennesyri,Sevilla,156,64.7,71.1,66.7,50.0,1.1,0.5,-0.1,4,1,0,2022-2023,laliga
gonzalo escalante,Cádiz,325,75.1,85.6,78.9,44.2,1.5,1.0,-0.5,41,5,2,2022-2023,laliga
sergio escudero,Valladolid,528,71.1,90.6,74.2,41.7,1.8,1.6,-1.8,30,16,9,2022-2023,laliga
alfonso espino,Cádiz,989,64.1,81.8,67.9,36.4,4.2,3.7,-0.2,84,37,21,2022-2023,laliga
bernardo espinosa,Girona,812,88.9,91.6,94.1,56.5,0.0,0.2,1.0,30,0,0,2022-2023,laliga
edu exposito,Espanyol,389,73.4,83.8,81.6,41.9,2.4,2.2,-0.4,45,20,4,2022-2023,laliga
nicolas ezequiel fernandez,Elche,178,74.2,91.8,77.0,48.8,0.8,1.1,0.2,14,16,10,2022-2023,laliga
abde ezzalzouli,Osasuna,365,66.5,82.8,65.2,47.1,1.9,3.8,0.1,13,24,9,2022-2023,laliga
radamel falcao,Rayo Vallecano,123,73.7,81.0,85.0,57.1,0.1,0.2,-0.1,7,1,0,2022-2023,laliga
fali,Cádiz,455,76.7,88.0,85.1,58.8,0.2,0.2,-0.2,49,4,0,2022-2023,laliga
mamadou fall,Villarreal,13,81.3,100.0,88.9,66.7,0.0,0.0,0.0,0,1,1,2022-2023,laliga
ansu fati,Barcelona,509,83.6,90.2,83.8,78.3,1.7,2.3,1.3,23,19,1,2022-2023,laliga
zouhair feddal,Valladolid,159,79.1,89.8,86.5,54.2,0.1,0.0,-0.1,6,1,0,2022-2023,laliga
nabil fekir,Betis,378,78.1,87.6,84.1,32.7,2.7,2.4,-0.7,34,14,1,2022-2023,laliga
felipe,Atlético Madrid,121,91.7,97.8,91.7,83.3,0.0,0.0,0.0,15,0,0,2022-2023,laliga
luiz felipe,Betis,753,85.2,91.1,89.7,62.2,0.3,0.3,-0.3,33,1,1,2022-2023,laliga
joao felix,Atlético Madrid,171,75.0,86.7,70.0,37.9,1.4,1.0,1.6,14,10,1,2022-2023,laliga
kiko femenia,Villarreal,667,85.7,92.7,88.6,51.6,0.7,0.4,-0.7,49,10,4,2022-2023,laliga
aitor fernandez,Osasuna,518,65.3,97.8,96.7,50.7,0.0,0.1,0.0,33,0,0,2022-2023,laliga
alex fernandez,Cádiz,602,83.6,92.7,87.3,61.7,1.6,1.9,-1.6,57,6,2,2022-2023,laliga
alvaro fernandez,Espanyol,231,64.5,100.0,97.6,51.2,0.2,0.1,-0.2,16,0,0,2022-2023,laliga
carlos fernandez,Real Sociedad,96,64.9,65.4,72.9,0.0,0.6,0.3,-0.6,4,4,0,2022-2023,laliga
federico fernandez,Elche,8,57.1,50.0,62.5,50.0,0.0,0.0,0.0,0,0,0,2022-2023,laliga
joaquin fernandez,Valladolid,820,82.5,92.2,88.6,59.5,0.1,0.2,-0.1,53,4,0,2022-2023,laliga
valery fernandez,Girona,295,82.9,90.8,78.9,83.3,1.2,0.7,0.8,12,8,2,2022-2023,laliga
fernando,Almería,919,70.0,99.2,98.2,47.4,0.0,0.0,0.0,16,0,0,2022-2023,laliga
fernando,Sevilla,768,88.0,90.4,93.6,71.6,0.7,0.4,0.3,52,3,0,2022-2023,laliga
fidel,Elche,631,70.3,84.8,72.7,48.5,2.3,2.5,-0.3,89,15,1,2022-2023,laliga
dimitri foulquier,Valencia,663,71.1,88.7,72.3,42.5,1.7,2.0,0.3,61,21,14,2022-2023,laliga
juan foyth,Villarreal,1116,87.5,92.2,91.3,68.9,1.6,1.4,-1.6,90,13,3,2022-2023,laliga
ivan fresneda,Valladolid,710,77.0,88.6,78.6,51.9,1.5,1.2,-1.5,55,16,11,2022-2023,laliga
javi galan,Celta Vigo,1577,77.3,88.8,82.8,48.8,4.1,4.2,-1.1,76,56,28,2022-2023,laliga
inigo ruiz de galarreta,Mallorca,1016,81.7,88.5,87.9,61.3,1.4,1.8,-0.4,104,14,0,2022-2023,laliga
aleix garcia,Girona,1370,82.7,93.1,87.9,60.1,6.2,6.0,-1.2,154,23,10,2022-2023,laliga
alvaro garcia,Rayo Vallecano,664,64.1,81.0,63.5,35.9,5.7,4.9,-0.7,28,41,27,2022-2023,laliga
borja garcia,Girona,217,77.2,90.0,79.1,35.7,0.6,0.3,-0.6,25,7,0,2022-2023,laliga
carlos garcia,Cádiz,20,83.3,40.0,93.3,100.0,0.1,0.0,0.9,0,0,0,2022-2023,laliga
dani garcia,Athletic Club,571,79.3,85.9,84.4,54.5,0.7,0.7,1.3,71,7,2,2022-2023,laliga
david garcia,Osasuna,1152,80.9,88.6,87.6,57.9,0.4,0.6,-0.4,117,6,0,2022-2023,laliga
eric garcia,Barcelona,1142,90.9,93.3,94.4,77.2,0.2,0.6,-0.2,130,2,0,2022-2023,laliga
fran garcia,Rayo Vallecano,1626,78.5,91.0,82.4,43.9,1.6,2.0,1.4,139,31,26,2022-2023,laliga
joan garcia,Espanyol,26,86.7,100.0,100.0,55.6,0.0,0.0,0.0,0,0,0,2022-2023,laliga
raul garcia,Athletic Club,199,62.6,78.1,53.3,51.5,1.1,0.8,1.9,24,7,0,2022-2023,laliga
ruben garcia,Osasuna,411,72.5,87.8,73.4,47.7,2.0,2.2,0.0,23,13,3,2022-2023,laliga
unai garcia,Osasuna,638,79.5,88.9,87.3,54.2,0.1,0.2,0.9,44,3,2,2022-2023,laliga
felix garreta,Betis,34,85.0,84.6,88.9,87.5,0.0,0.0,0.0,2,0,0,2022-2023,laliga
aleix garrido,Barcelona,2,66.7,66.7,,,0.0,0.0,0.0,0,0,0,2022-2023,laliga
sekou gassama,Valladolid,7,77.8,71.4,100.0,,0.0,0.0,0.0,0,0,0,2022-2023,laliga
gavi,Barcelona,1026,85.1,91.7,85.0,69.6,3.7,3.8,0.3,98,40,4,2022-2023,laliga
paulo gazzaniga,Girona,783,73.2,100.0,97.2,46.1,0.2,0.0,-0.2,21,0,0,2022-2023,laliga
bryan gil,Sevilla,284,75.9,90.5,77.2,13.6,0.7,0.7,1.3,10,10,3,2022-2023,laliga
david gil,Cádiz,66,51.2,100.0,93.3,41.0,0.0,0.0,0.0,9,0,0,2022-2023,laliga
oscar gil,Espanyol,757,76.4,86.1,81.4,49.5,2.9,1.9,-1.9,29,11,7,2022-2023,laliga
alvaro gimenez,Cádiz,2,100.0,100.0,100.0,,0.0,0.0,0.0,0,0,0,2022-2023,laliga
dani gomez,Espanyol,13,76.5,100.0,66.7,,0.0,0.0,0.0,1,1,0,2022-2023,laliga
maxi gomez,Valencia,9,64.3,100.0,50.0,33.3,0.2,0.2,-0.2,0,0,0,2022-2023,laliga
moi gomez,Osasuna,1314,84.3,93.5,89.4,65.0,4.5,4.8,-2.5,170,34,13,2022-2023,laliga
papu gomez,Sevilla,450,84.1,93.1,84.0,67.2,1.7,2.0,-0.7,46,25,6,2022-2023,laliga
sergi gomez,Espanyol,968,85.5,91.7,93.5,59.3,0.4,0.7,-0.4,38,1,0,2022-2023,laliga
antonio gomis,Atlético Madrid,0,0.0,,,0.0,0.0,0.0,0.0,0,0,0,2022-2023,laliga
diego gonzalez,Elche,299,78.3,87.0,89.6,52.2,0.0,0.0,0.0,16,1,0,2022-2023,laliga
edgar gonzalez,Betis,792,88.8,92.0,92.5,70.1,0.8,0.7,-0.8,14,0,0,2022-2023,laliga
giovanni gonzalez,Mallorca,336,78.5,88.3,78.8,45.7,1.2,0.6,0.8,19,7,4,2022-2023,laliga
nicolas gonzalez,Valencia,676,86.9,91.1,89.3,59.6,1.3,1.4,-0.3,92,9,0,2022-2023,laliga
roberto gonzalez,Betis,25,86.2,85.7,100.0,60.0,0.3,0.2,-0.3,2,0,0,2022-2023,laliga
andoni gorosabel,Real Sociedad,888,84.7,91.3,86.3,60.2,1.0,1.7,-1.0,42,22,12,2022-2023,laliga
jose gragera,Espanyol,178,85.6,81.5,89.9,81.8,0.0,0.1,0.0,11,0,0,2022-2023,laliga
ivo grbic,Atlético Madrid,219,66.4,98.3,100.0,42.3,0.0,0.0,0.0,0,0,0,2022-2023,laliga
dominik greif,Mallorca,23,60.5,,100.0,55.9,0.0,0.0,0.0,1,0,0,2022-2023,laliga
clement grenier,Mallorca,256,71.9,87.4,73.8,46.1,1.1,1.5,-1.1,31,6,2,2022-2023,laliga
antoine griezmann,Atlético Madrid,1236,77.4,88.5,78.9,50.2,13.8,9.8,2.2,117,58,13,2022-2023,laliga
andres guardado,Betis,739,84.9,93.9,87.7,69.3,1.1,1.0,-0.1,70,5,0,2022-2023,laliga
sergi guardiola,Valladolid,74,63.2,72.3,69.2,60.0,0.1,0.2,-0.1,1,1,1,2022-2023,laliga
