Player,Squad,Pass_cmp,Pass_cmp%,Pass_cmp_Short%,Pass_cmp_Medium%,Pass_cmp_Long%,xAG,xA,A-xAG,Pass_cmp_Att_3rd,PPA,CrsPA,Season,Competition
atakan karazor,Stuttgart,1698,89.4,92.1,93.1,73.3,2.6,2.5,1.4,138,19,3,2023-2024,bundesliga
emir karic,Darmstadt 98,953,78.8,89.3,82.2,53.3,1.3,1.9,-1.3,89,27,9,2023-2024,bundesliga
silas katompa,Stuttgart,210,75.3,83.0,85.0,45.8,2.3,1.7,-0.3,6,15,0,2023-2024,bundesliga
mikkel kaufmann,Union Berlin,67,53.2,60.0,51.6,62.5,1.0,0.4,-1.0,13,1,0,2023-2024,bundesliga
naby keita,Werder Bremen,52,77.6,81.5,82.1,50.0,0.0,0.0,0.0,8,2,0,2023-2024,bundesliga
yannik keitel,Freiburg,443,79.1,85.3,91.9,49.6,0.4,0.2,-0.4,49,4,0,2023-2024,bundesliga
thomas keller,Heidenheim,5,71.4,100.0,,33.3,0.0,0.0,0.0,1,0,0,2023-2024,bundesliga
aljoscha kemlein,Union Berlin,7,77.8,75.0,100.0,100.0,0.0,0.0,0.0,1,0,0,2023-2024,bundesliga
tobias kempe,Darmstadt 98,413,74.1,88.8,79.4,47.5,2.1,2.5,-0.1,38,5,3,2023-2024,bundesliga
rani khedira,Union Berlin,329,73.1,83.3,77.6,42.2,0.1,0.5,-0.1,21,5,1,2023-2024,bundesliga
luca kilian,Köln,241,76.0,84.5,85.1,37.3,0.0,0.0,0.0,11,0,0,2023-2024,bundesliga
joshua kimmich,Bayern Munich,1951,86.1,93.6,91.1,58.4,7.1,9.3,-1.1,188,51,18,2023-2024,bundesliga
christoph klarer,Darmstadt 98,1044,87.0,92.6,92.6,63.1,0.9,1.0,1.1,58,4,1,2023-2024,bundesliga
tim kleindienst,Heidenheim,516,59.0,63.9,63.6,63.8,3.3,2.0,-0.3,58,10,2,2023-2024,bundesliga
lukas klostermann,RB Leipzig,1035,89.6,91.4,94.3,68.8,0.4,0.9,-0.4,77,7,0,2023-2024,bundesliga
ansgar knauff,Eint Frankfurt,475,63.6,77.2,65.3,43.3,2.3,2.7,-0.3,25,26,10,2023-2024,bundesliga
robin knoche,Union Berlin,931,80.7,87.6,88.9,52.5,0.3,0.4,-0.3,49,3,0,2023-2024,bundesliga
gregor kobel,Dortmund,974,82.9,99.5,99.0,57.6,0.0,0.0,0.0,13,1,0,2023-2024,bundesliga
robin koch,Eint Frankfurt,1902,88.0,92.5,93.5,60.3,0.2,0.6,-0.2,97,4,0,2023-2024,bundesliga
dominik kohr,Mainz 05,876,75.6,83.6,84.1,45.3,1.2,1.2,-1.2,87,15,5,2023-2024,bundesliga
randal kolo muani,Eint Frankfurt,17,65.4,73.3,75.0,50.0,0.0,0.0,0.0,2,1,0,2023-2024,bundesliga
mert komur,Augsburg,30,88.2,89.5,100.0,100.0,0.0,0.1,0.0,1,2,0,2023-2024,bundesliga
manu kone,Gladbach,583,84.7,89.7,88.4,70.5,1.2,0.8,-1.2,45,12,0,2023-2024,bundesliga
odilon kossounou,Leverkusen,1274,89.2,92.8,92.9,71.4,0.7,1.5,-0.7,155,16,0,2023-2024,bundesliga
tomas koubek,Augsburg,69,70.4,100.0,100.0,49.1,0.0,0.0,0.0,1,0,0,2023-2024,bundesliga
matej kovar,Leverkusen,17,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
dawid kownacki,Werder Bremen,69,63.3,72.0,61.8,57.1,0.4,0.6,-0.4,10,1,0,2023-2024,bundesliga
alex kral,Union Berlin,340,69.8,80.6,76.0,43.6,0.4,0.5,-0.4,32,6,2,2023-2024,bundesliga
andrej kramaric,Hoffenheim,904,79.4,88.5,81.8,54.5,7.3,7.0,-1.3,67,22,3,2023-2024,bundesliga
christoph kramer,Gladbach,145,79.2,80.6,88.4,58.3,0.1,0.4,-0.1,14,1,0,2023-2024,bundesliga
frans kratzig,Bayern Munich,45,90.0,92.3,90.0,66.7,0.3,0.1,-0.3,3,1,0,2023-2024,bundesliga
tom krau,Mainz 05,486,74.7,83.4,81.6,45.9,0.4,0.8,1.6,42,9,2,2023-2024,bundesliga
lukas kubler,Freiburg,805,78.2,88.8,80.4,50.7,0.3,0.6,-0.3,74,4,2,2023-2024,bundesliga
mahmut kucuksahin,Augsburg,4,100.0,100.0,100.0,,0.0,0.0,0.0,1,0,0,2023-2024,bundesliga
christian kuhlwetter,Heidenheim,1,50.0,0.0,100.0,,0.6,0.4,0.4,0,0,0,2023-2024,bundesliga
moritzbroni kwarteng,Bochum,67,71.3,88.1,69.4,33.3,0.5,0.1,0.5,3,2,0,2023-2024,bundesliga
maxence lacroix,Wolfsburg,1228,84.7,88.4,90.1,69.4,0.8,1.3,0.2,91,6,2,2023-2024,bundesliga
aissa laidouni,Union Berlin,404,78.9,85.1,80.6,67.3,1.0,1.6,2.0,38,17,5,2023-2024,bundesliga
konrad laimer,Bayern Munich,1294,88.8,91.9,92.4,74.5,3.9,4.5,-0.9,104,26,7,2023-2024,bundesliga
stefan lainer,Gladbach,375,77.6,87.5,79.1,39.5,0.7,1.1,0.3,22,12,4,2023-2024,bundesliga
hugo larsson,Eint Frankfurt,835,86.5,89.7,90.9,71.1,1.4,1.5,-0.4,52,8,4,2023-2024,bundesliga
diogo leite,Union Berlin,1263,79.9,89.8,86.8,50.6,0.2,0.7,-0.2,113,3,1,2023-2024,bundesliga
maxim leitsch,Mainz 05,133,77.8,68.6,85.9,70.8,0.0,0.1,0.0,7,1,0,2023-2024,bundesliga
christopher lenz,RB Leipzig,38,77.6,93.8,91.3,0.0,0.1,0.1,-0.1,3,0,0,2023-2024,bundesliga
christopher lenz,Eint Frankfurt,5,55.6,,100.0,25.0,0.0,0.0,0.0,1,0,0,2023-2024,bundesliga
jamie leweling,Stuttgart,470,78.5,86.4,77.7,51.2,3.2,3.1,0.8,19,18,10,2023-2024,bundesliga
philipp lienhart,Freiburg,814,82.9,88.1,92.8,55.8,1.1,0.6,-1.1,51,5,0,2023-2024,bundesliga
matthijs de ligt,Bayern Munich,1120,93.9,94.8,97.1,76.9,0.1,0.6,-0.1,109,1,1,2023-2024,bundesliga
jesper lindstrm,Eint Frankfurt,24,75.0,76.9,86.7,,0.0,0.0,0.0,0,1,0,2023-2024,bundesliga
dejan ljubicic,Köln,670,79.5,87.0,81.4,64.6,3.0,2.0,-1.0,54,20,5,2023-2024,bundesliga
noah loosli,Bochum,81,63.8,81.3,69.4,30.4,0.0,0.0,0.0,4,1,0,2023-2024,bundesliga
anthony losilla,Bochum,649,72.4,76.0,75.1,60.0,1.5,1.0,0.5,69,10,3,2023-2024,bundesliga
castello lukeba,RB Leipzig,1726,91.6,94.5,96.1,60.5,0.1,0.8,-0.1,107,8,2,2023-2024,bundesliga
andreas luthe,Bochum,25,51.0,,66.7,50.0,0.0,0.0,0.0,8,0,0,2023-2024,bundesliga
senne lynen,Werder Bremen,746,82.6,86.8,84.8,69.7,1.8,1.2,1.2,67,7,1,2023-2024,bundesliga
ian maatsen,Dortmund,928,87.5,93.4,88.9,69.9,1.4,1.7,0.6,70,18,5,2023-2024,bundesliga
matej maglica,Darmstadt 98,759,76.0,89.4,86.1,46.9,0.7,1.0,-0.7,60,5,0,2023-2024,bundesliga
arne maier,Augsburg,449,75.7,86.3,80.2,59.1,2.3,2.8,1.7,49,27,8,2023-2024,bundesliga
linton maina,Köln,484,73.2,86.0,77.0,45.7,3.1,3.3,-0.1,28,16,5,2023-2024,bundesliga
patrick mainka,Heidenheim,1289,82.9,85.7,89.3,65.4,0.1,0.6,-0.1,77,2,0,2023-2024,bundesliga
lovro majer,Wolfsburg,760,73.1,86.0,77.8,45.0,3.2,4.9,1.8,86,29,6,2023-2024,bundesliga
jordy makengo,Freiburg,449,82.4,88.1,89.8,47.1,0.2,0.5,-0.2,36,5,4,2023-2024,bundesliga
julian malatini,Werder Bremen,295,81.0,89.4,87.8,47.6,0.2,0.2,-0.2,29,3,2,2023-2024,bundesliga
donyell malen,Dortmund,410,75.1,84.5,75.7,54.5,3.0,3.4,-2.0,21,36,6,2023-2024,bundesliga
lennard maloney,Heidenheim,698,74.1,76.5,82.3,58.5,1.1,1.3,-0.1,58,6,0,2023-2024,bundesliga
david mamutovic,Mainz 05,7,70.0,66.7,75.0,,0.0,0.0,0.0,3,0,0,2023-2024,bundesliga
braydon manu,Darmstadt 98,24,72.7,87.5,81.8,33.3,0.1,0.0,-0.1,4,0,0,2023-2024,bundesliga
omar marmoush,Eint Frankfurt,407,70.9,79.9,75.0,57.1,4.4,4.4,1.6,31,21,2,2023-2024,bundesliga
eric martel,Köln,913,81.1,85.1,86.5,52.1,1.1,0.8,-0.1,83,6,3,2023-2024,bundesliga
erhan masovic,Bochum,570,77.9,81.4,88.9,46.8,0.3,0.8,-0.3,43,5,0,2023-2024,bundesliga
roberto massimo,Stuttgart,30,76.9,77.8,92.9,66.7,0.0,0.0,0.0,1,0,0,2023-2024,bundesliga
jean matteo bahoya,Eint Frankfurt,62,75.6,81.1,81.3,71.4,0.1,0.1,-0.1,1,1,1,2023-2024,bundesliga
philipp max,Eint Frankfurt,742,82.6,93.0,83.5,49.5,2.8,2.4,-0.8,54,15,9,2023-2024,bundesliga
eric maxim choupomoting,Bayern Munich,232,82.3,91.0,79.5,76.9,1.8,1.4,0.2,12,8,2,2023-2024,bundesliga
noussair mazraoui,Bayern Munich,865,88.3,93.5,90.6,67.5,1.8,2.4,1.2,92,17,3,2023-2024,bundesliga
kevin mbabu,Augsburg,644,63.1,78.9,65.4,41.3,1.9,3.9,0.1,64,30,20,2023-2024,bundesliga
noah mbamba,Leverkusen,19,95.0,100.0,100.0,,0.6,0.5,0.4,4,1,1,2023-2024,bundesliga
nathanael mbuku,Augsburg,6,85.7,83.3,,,0.0,0.0,0.0,2,0,0,2023-2024,bundesliga
marvin mehlem,Darmstadt 98,448,76.3,84.2,83.5,54.9,1.1,1.5,0.9,34,14,3,2023-2024,bundesliga
thomas meunier,Dortmund,399,80.6,88.6,81.5,59.6,0.6,0.9,-0.6,25,2,0,2023-2024,bundesliga
alexander meyer,Dortmund,302,82.5,98.5,98.2,56.0,0.0,0.0,0.0,2,1,0,2023-2024,bundesliga
sven michel,Augsburg,97,56.1,68.2,51.9,70.0,0.8,0.8,0.2,7,11,4,2023-2024,bundesliga
enzo millot,Stuttgart,1238,85.0,91.6,85.8,60.6,3.9,5.3,0.1,97,31,4,2023-2024,bundesliga
jovan milosevic,Stuttgart,8,61.5,80.0,66.7,0.0,0.0,0.0,0.0,1,0,0,2023-2024,bundesliga
kim minjae,Bayern Munich,1986,92.8,95.4,95.3,71.8,0.4,0.5,0.6,129,2,0,2023-2024,bundesliga
maximilian mittelstadt,Stuttgart,1447,84.7,92.5,85.3,55.6,4.2,6.7,-0.2,107,33,20,2023-2024,bundesliga
marko mladenovic,Eint Frankfurt,2,66.7,66.7,,,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
max moerstedt,Hoffenheim,2,66.7,66.7,,,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
mateu morey,Dortmund,74,85.1,89.4,84.4,60.0,0.1,0.1,-0.1,3,0,0,2023-2024,bundesliga
youssoufa moukoko,Dortmund,104,81.3,87.5,83.3,83.3,0.3,0.7,-0.3,6,6,0,2023-2024,bundesliga
andreas muller,Darmstadt 98,129,76.8,90.1,80.0,29.4,0.0,0.1,0.0,10,0,0,2023-2024,bundesliga
jannik muller,Darmstadt 98,424,77.2,80.4,85.4,58.1,0.1,0.2,-0.1,28,4,3,2023-2024,bundesliga
kevin muller,Heidenheim,1104,74.5,98.7,99.1,55.3,0.0,0.1,0.0,25,1,0,2023-2024,bundesliga
marcus muller,Mainz 05,3,60.0,50.0,66.7,,0.0,0.1,0.0,0,0,0,2023-2024,bundesliga
thomas muller,Bayern Munich,602,74.3,84.3,73.5,49.3,8.4,7.9,0.6,52,43,10,2023-2024,bundesliga
jamal musiala,Bayern Munich,621,80.4,87.4,85.5,60.7,6.0,5.8,-1.0,42,41,0,2023-2024,bundesliga
florent muslija,Freiburg,57,68.7,85.3,76.0,50.0,0.6,0.6,-0.6,5,5,0,2023-2024,bundesliga
phillipp mwene,Mainz 05,652,69.8,84.0,70.4,46.6,2.0,2.6,0.0,49,32,15,2023-2024,bundesliga
joakim mhle,Wolfsburg,1263,81.2,91.3,82.5,49.6,2.7,5.2,0.3,86,27,8,2023-2024,bundesliga
nathan ngoumou,Gladbach,329,73.9,80.8,75.7,59.3,1.7,2.9,0.3,9,17,4,2023-2024,bundesliga
stanley nsoki,Hoffenheim,318,79.7,87.0,85.5,48.8,0.1,0.3,-0.1,21,3,0,2023-2024,bundesliga
luca netz,Gladbach,945,77.5,88.1,80.0,42.6,3.0,3.1,1.0,38,23,8,2023-2024,bundesliga
manuel neuer,Bayern Munich,754,86.1,99.3,98.3,64.0,0.0,0.0,0.0,14,0,0,2023-2024,bundesliga
florian neuhaus,Gladbach,470,82.9,87.9,87.1,66.7,1.8,2.6,0.2,59,14,5,2023-2024,bundesliga
jessic ngankam,Mainz 05,13,54.2,50.0,54.5,,0.3,0.6,-0.3,0,0,0,2023-2024,bundesliga
jessic ngankam,Eint Frankfurt,33,73.3,78.1,71.4,,0.0,0.1,0.0,1,1,0,2023-2024,bundesliga
moritz nicolas,Gladbach,818,77.5,100.0,97.8,49.0,0.0,0.0,0.0,5,0,0,2023-2024,bundesliga
justin njinmah,Werder Bremen,146,67.9,73.6,74.1,66.7,2.4,2.2,-0.4,6,9,1,2023-2024,bundesliga
niels nkounkou,Eint Frankfurt,625,72.0,83.6,79.0,43.8,2.2,2.0,-0.2,57,19,4,2023-2024,bundesliga
felix nmecha,Dortmund,382,83.6,87.6,89.0,77.1,0.9,1.2,1.1,34,7,0,2023-2024,bundesliga
lukas nmecha,Wolfsburg,6,50.0,33.3,100.0,100.0,0.0,0.0,0.0,1,0,0,2023-2024,bundesliga
jonathan norbye,RB Leipzig,1,100.0,,100.0,,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
alexander nubel,Stuttgart,998,81.9,99.5,96.9,56.6,0.0,0.0,0.0,13,1,0,2023-2024,bundesliga
kasim nuhu,Hoffenheim,1,33.3,,100.0,,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
fabian nurnberger,Darmstadt 98,713,79.7,90.2,82.9,47.4,2.0,2.6,-1.0,52,26,12,2023-2024,bundesliga
tim oermann,Bochum,181,69.1,81.4,75.5,48.5,0.3,0.4,-0.3,22,5,3,2023-2024,bundesliga
masaya okugawa,Augsburg,7,63.6,71.4,50.0,,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
finn ole becker,Hoffenheim,247,78.4,87.4,82.7,55.0,0.4,0.7,-0.4,15,11,0,2023-2024,bundesliga
mathias olesen,Köln,42,79.2,82.8,88.2,66.7,0.0,0.2,0.0,5,2,1,2023-2024,bundesliga
dani olmo,RB Leipzig,511,77.8,83.7,82.7,70.3,5.4,3.7,-0.4,60,21,7,2023-2024,bundesliga
jonas omlin,Gladbach,208,75.4,100.0,98.1,49.2,0.4,0.0,0.6,1,0,0,2023-2024,bundesliga
karim onisiwo,Mainz 05,205,60.7,70.5,59.1,61.3,1.3,1.3,1.7,19,9,5,2023-2024,bundesliga
lois openda,RB Leipzig,348,66.4,75.1,71.9,41.9,5.8,4.6,1.2,21,21,5,2023-2024,bundesliga
leon opitz,Werder Bremen,6,46.2,80.0,20.0,50.0,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
willi orban,RB Leipzig,1251,89.6,91.4,93.8,66.9,0.4,0.8,-0.4,67,4,1,2023-2024,bundesliga
ivan ordets,Bochum,473,72.4,73.0,82.5,49.4,0.5,1.7,-0.5,21,1,0,2023-2024,bundesliga
patrick osterhage,Bochum,658,78.8,86.1,80.6,59.3,0.8,0.7,0.2,49,13,2,2023-2024,bundesliga
salih ozcan,Dortmund,680,85.6,92.2,87.7,61.5,1.0,0.8,-1.0,54,7,0,2023-2024,bundesliga
willian pacho,Eint Frankfurt,1930,84.4,90.5,91.8,48.2,1.1,1.6,1.9,137,10,2,2023-2024,bundesliga
goncalo paciencia,Bochum,111,63.1,76.2,70.3,52.6,1.3,0.6,-0.3,20,7,2,2023-2024,bundesliga
exequiel palacios,Leverkusen,1856,91.7,94.7,93.2,77.7,3.8,4.1,0.2,186,31,2,2023-2024,bundesliga
milos pantovic,Union Berlin,4,57.1,66.7,100.0,0.0,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
antonios papadopoulos,Dortmund,59,79.7,78.6,91.1,50.0,0.0,0.0,0.0,1,0,0,2023-2024,bundesliga
merveille papela,Mainz 05,64,70.3,89.2,74.3,33.3,0.3,0.2,-0.3,6,0,0,2023-2024,bundesliga
leart paqarada,Köln,490,68.3,86.2,78.1,38.3,1.7,3.0,-1.7,34,17,9,2023-2024,bundesliga
kevin paredes,Wolfsburg,455,76.9,86.4,77.5,51.9,1.4,1.9,-1.4,29,17,5,2023-2024,bundesliga
felix passlack,Bochum,262,63.3,83.3,69.5,36.9,1.2,1.2,0.8,20,11,6,2023-2024,bundesliga
jiri pavlenka,Werder Bremen,187,76.0,100.0,100.0,47.8,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
aleksandar pavlovic,Bayern Munich,897,92.4,95.1,95.4,81.6,1.0,1.8,1.0,95,12,1,2023-2024,bundesliga
mads pedersen,Augsburg,637,74.7,89.2,71.3,60.8,1.5,2.1,-0.5,46,21,8,2023-2024,bundesliga
jordan pefok,Gladbach,221,78.6,80.4,87.8,75.0,2.5,1.9,0.5,14,4,0,2023-2024,bundesliga
jordan pefok,Union Berlin,2,40.0,66.7,,,0.1,0.0,-0.1,0,0,0,2023-2024,bundesliga
dzenan pejcinovic,Wolfsburg,6,60.0,66.7,66.7,,0.1,0.0,-0.1,0,0,0,2023-2024,bundesliga
daniel peretz,Bayern Munich,12,70.6,100.0,100.0,16.7,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
matteo perez vinlof,Bayern Munich,11,84.6,100.0,100.0,0.0,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
pavao pervan,Wolfsburg,229,76.3,100.0,97.2,50.0,0.0,0.0,0.0,2,0,0,2023-2024,bundesliga
jens petter hauge,Eint Frankfurt,69,81.2,84.6,86.1,66.7,0.1,0.4,-0.1,4,4,0,2023-2024,bundesliga
luca pfeiffer,Darmstadt 98,290,70.0,78.2,70.1,50.0,1.7,1.0,2.3,20,8,1,2023-2024,bundesliga
patric pfeiffer,Augsburg,193,72.3,86.2,79.5,51.7,0.8,0.6,0.2,15,3,1,2023-2024,bundesliga
maximilian philipp,Freiburg,81,74.3,87.0,75.0,66.7,0.4,0.4,-0.4,6,2,1,2023-2024,bundesliga
florian pick,Heidenheim,118,64.5,72.3,78.1,42.9,0.8,1.1,0.2,4,5,3,2023-2024,bundesliga
amos pieper,Werder Bremen,229,73.4,79.0,87.0,50.0,0.8,0.5,-0.8,25,2,0,2023-2024,bundesliga
marvin pieringer,Heidenheim,298,69.1,73.1,70.5,66.7,2.1,1.5,0.9,30,10,0,2023-2024,bundesliga
alassane plea,Gladbach,541,69.9,81.7,69.7,59.8,4.0,4.1,0.0,47,38,3,2023-2024,bundesliga
ole pohlmann,Dortmund,13,65.0,100.0,60.0,0.0,0.1,0.0,-0.1,0,0,0,2023-2024,bundesliga
sebastian polter,Darmstadt 98,65,58.0,59.6,66.7,100.0,0.6,0.5,0.4,5,2,1,2023-2024,bundesliga
yussuf poulsen,RB Leipzig,207,71.6,79.3,72.7,60.0,1.0,2.3,1.0,8,5,2,2023-2024,bundesliga
grischa promel,Hoffenheim,802,81.6,88.1,88.1,54.0,2.8,2.2,2.2,74,17,2,2023-2024,bundesliga
gustavo puerta,Leverkusen,39,92.9,95.2,94.1,75.0,0.1,0.1,-0.1,4,1,0,2023-2024,bundesliga
luca raimund,Stuttgart,16,69.6,78.6,71.4,,0.0,0.0,0.0,0,1,0,2023-2024,bundesliga
grant ranos,Gladbach,20,80.0,90.0,72.7,0.0,0.0,0.1,0.0,2,0,0,2023-2024,bundesliga
nicolai rapp,Werder Bremen,32,80.0,85.7,81.8,66.7,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
david raum,RB Leipzig,1566,72.7,88.4,76.9,43.7,7.3,10.7,0.7,92,62,34,2023-2024,bundesliga
rocco reitz,Gladbach,782,75.0,85.3,77.4,54.5,2.4,2.6,0.6,80,17,2,2023-2024,bundesliga
marco reus,Dortmund,588,83.2,90.6,85.1,65.2,5.1,3.7,2.9,38,20,2,2023-2024,bundesliga
elvis rexhbecaj,Augsburg,523,73.8,80.8,77.9,58.7,0.5,1.3,-0.5,63,18,5,2023-2024,bundesliga
gio reyna,Dortmund,166,86.0,93.8,81.0,71.4,0.8,1.1,-0.8,15,7,2,2023-2024,bundesliga
marco richter,Mainz 05,184,63.2,82.0,60.2,44.8,1.3,2.1,-1.3,23,11,3,2023-2024,bundesliga
clemens riedel,Darmstadt 98,490,85.1,88.6,93.0,65.5,0.7,0.3,-0.7,37,3,0,2023-2024,bundesliga
manuel riemann,Bochum,1031,60.1,97.0,96.8,46.2,0.2,0.4,-0.2,92,7,2,2023-2024,bundesliga
sebastian rode,Eint Frankfurt,44,77.2,79.3,76.2,50.0,0.1,0.5,-0.1,3,5,0,2023-2024,bundesliga
rogerio,Wolfsburg,455,82.4,92.0,81.5,61.5,0.4,0.9,-0.4,29,11,8,2023-2024,bundesliga
merlin rohl,Freiburg,365,79.7,80.3,88.5,69.4,2.5,2.1,1.5,36,10,4,2023-2024,bundesliga
frank ronstadt,Darmstadt 98,35,83.3,91.3,86.7,0.0,0.1,0.1,-0.1,2,2,1,2023-2024,bundesliga
anthony rouault,Stuttgart,824,88.5,93.3,92.2,67.8,0.8,1.2,1.2,64,5,1,2023-2024,bundesliga
jerome roussillon,Union Berlin,263,74.1,84.4,76.6,46.2,0.6,0.6,0.4,21,6,3,2023-2024,bundesliga
fabian rudlin,Freiburg,4,80.0,100.0,66.7,100.0,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
julian ryerson,Dortmund,974,86.3,91.6,89.1,61.4,2.7,2.8,-1.7,46,7,5,2023-2024,bundesliga
frederik rnnow,Union Berlin,951,72.3,100.0,98.3,45.5,0.1,0.1,-0.1,36,1,0,2023-2024,bundesliga
marcel sabitzer,Dortmund,868,81.3,88.7,84.9,52.0,1.8,3.0,1.2,78,23,1,2023-2024,bundesliga
roland sallai,Freiburg,416,70.7,87.0,73.9,35.9,3.5,3.6,-1.5,26,28,12,2023-2024,bundesliga
diadie samassekou,Hoffenheim,2,100.0,100.0,100.0,,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
jadon sancho,Dortmund,414,80.9,86.8,86.1,60.7,3.0,3.3,-1.0,25,26,4,2023-2024,bundesliga
leroy sane,Bayern Munich,878,80.0,87.9,81.7,58.2,10.8,9.5,0.2,43,47,2,2023-2024,bundesliga
amin sarr,Wolfsburg,95,73.1,81.6,70.8,100.0,0.2,0.2,-0.2,5,5,0,2023-2024,bundesliga
bouna sarr,Bayern Munich,92,88.5,91.4,87.5,75.0,0.0,0.1,0.0,9,1,1,2023-2024,bundesliga
joe scally,Gladbach,1052,80.2,90.6,82.2,50.0,1.4,1.5,2.6,38,15,10,2023-2024,bundesliga
andras schafer,Union Berlin,418,75.0,85.1,75.4,48.6,1.5,1.0,0.5,25,11,1,2023-2024,bundesliga
patrik schick,Leverkusen,184,79.7,83.2,84.0,75.0,1.0,1.6,-1.0,8,5,0,2023-2024,bundesliga
stefan schimmer,Heidenheim,22,48.9,50.0,53.8,100.0,0.9,0.8,0.1,1,1,1,2023-2024,bundesliga
xaver schlager,RB Leipzig,1587,88.3,92.7,92.9,68.4,2.6,3.1,2.4,196,22,2,2023-2024,bundesliga
keven schlotterbeck,Bochum,802,78.1,82.0,86.3,55.7,0.6,1.1,0.4,53,5,1,2023-2024,bundesliga
nico schlotterbeck,Dortmund,2381,88.8,94.6,93.1,70.7,1.9,2.1,-0.9,193,19,0,2023-2024,bundesliga
romano schmid,Werder Bremen,941,77.7,83.3,80.8,62.6,6.3,6.7,-0.3,93,46,13,2023-2024,bundesliga
kenneth schmidt,Freiburg,43,89.6,100.0,88.0,100.0,0.1,0.1,-0.1,2,1,1,2023-2024,bundesliga
benno schmitz,Köln,502,70.8,85.7,72.4,44.3,0.3,1.1,0.7,41,16,6,2023-2024,bundesliga
fabian schnellhardt,Darmstadt 98,149,86.6,89.4,92.8,69.2,0.1,0.1,-0.1,9,1,0,2023-2024,bundesliga
jan schoppner,Heidenheim,444,66.5,73.0,73.3,51.3,1.5,1.4,0.5,40,10,0,2023-2024,bundesliga
marcel schuhen,Darmstadt 98,1064,71.1,99.4,98.2,48.5,0.0,0.2,0.0,42,3,0,2023-2024,bundesliga
marvin schwabe,Köln,1014,77.7,99.4,97.9,51.9,0.1,0.2,-0.1,23,1,0,2023-2024,bundesliga
alexander schwolow,Union Berlin,29,80.6,100.0,100.0,58.8,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
nicolas seiwald,RB Leipzig,320,82.1,88.6,85.8,62.8,0.3,0.4,1.7,25,6,0,2023-2024,bundesliga
davie selke,Köln,144,61.5,69.9,57.5,75.0,0.4,0.3,-0.4,12,4,0,2023-2024,bundesliga
benjamin sesko,RB Leipzig,215,65.2,73.8,68.8,40.0,1.1,1.3,0.9,8,7,0,2023-2024,bundesliga
kevin sessa,Heidenheim,331,73.6,81.6,78.4,63.6,1.3,1.7,-1.3,40,13,2,2023-2024,bundesliga
aaron seydel,Darmstadt 98,110,57.9,66.7,50.8,66.7,0.7,0.6,-0.7,9,1,0,2023-2024,bundesliga
tim siersleben,Heidenheim,456,81.6,87.6,91.1,59.1,0.5,0.4,-0.5,39,0,0,2023-2024,bundesliga
kiliann sildillia,Freiburg,847,72.6,85.8,74.8,50.8,0.8,1.6,0.2,61,19,12,2023-2024,bundesliga
mohamed simakan,RB Leipzig,1347,85.6,89.2,91.1,54.6,3.3,2.9,-0.3,107,5,2,2023-2024,bundesliga
xavi simons,RB Leipzig,1137,79.3,88.2,83.0,63.1,9.8,9.0,1.2,102,66,3,2023-2024,bundesliga
tim skarke,Darmstadt 98,622,72.7,84.3,74.5,56.7,2.1,3.0,-2.1,38,33,14,2023-2024,bundesliga
ellyes skhiri,Eint Frankfurt,1082,84.1,91.2,87.3,59.2,1.0,1.9,1.0,76,16,0,2023-2024,bundesliga
robert skov,Hoffenheim,542,73.6,86.9,80.0,48.3,1.9,1.8,2.1,50,19,5,2023-2024,bundesliga
hrvoje smolcic,Eint Frankfurt,285,88.8,85.3,95.0,65.6,0.0,0.0,0.0,10,0,0,2023-2024,bundesliga
danilo soares,Bochum,124,69.3,86.7,63.3,40.0,0.1,0.1,-0.1,12,3,0,2023-2024,bundesliga
borna sosa,Stuttgart,27,62.8,94.1,53.8,36.4,0.3,0.1,-0.3,2,0,0,2023-2024,bundesliga
anton stach,Hoffenheim,1031,78.8,87.4,83.2,50.6,3.5,2.5,-0.5,115,22,3,2023-2024,bundesliga
anton stach,Mainz 05,43,63.2,70.3,60.0,42.9,0.1,0.1,-0.1,7,1,0,2023-2024,bundesliga
jens stage,Werder Bremen,775,74.4,78.0,80.2,58.1,1.9,1.8,-0.9,68,18,3,2023-2024,bundesliga
josip stanisic,Leverkusen,961,89.2,95.1,90.5,67.7,1.7,1.7,-0.7,88,20,4,2023-2024,bundesliga
niklas stark,Werder Bremen,475,79.8,82.6,90.3,58.9,0.0,0.2,0.0,32,3,0,2023-2024,bundesliga
