Player,Squad,Pass_cmp,Pass_cmp%,Pass_cmp_Short%,Pass_cmp_Medium%,Pass_cmp_Long%,xAG,xA,A-xAG,Pass_cmp_Att_3rd,PPA,CrsPA,Season,Competition
robert andrich,Leverkusen,1346,90.1,94.9,89.9,70.5,1.8,2.2,0.2,117,19,3,2023-2024,bundesliga
waldemar anton,Stuttgart,2330,88.8,94.7,93.2,55.0,1.0,1.5,2.0,163,7,2,2023-2024,bundesliga
christopher antwiadjei,Bochum,274,60.4,82.4,55.9,38.8,3.5,3.0,-1.5,11,15,7,2023-2024,bundesliga
asaf arania,Darmstadt 98,4,100.0,100.0,100.0,,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
maximilian arnold,Wolfsburg,1285,81.2,90.5,88.9,55.4,3.9,4.4,-2.9,151,28,11,2023-2024,bundesliga
arthur,Leverkusen,88,80.7,91.4,71.8,75.0,0.3,0.4,1.7,2,6,5,2023-2024,bundesliga
takuma asano,Bochum,262,66.0,78.8,69.8,42.3,1.3,0.9,-0.3,17,13,1,2023-2024,bundesliga
jonathan asp jensen,Bayern Munich,0,,,,,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
noah atubolu,Freiburg,982,70.5,98.8,98.7,46.3,0.0,0.2,0.0,33,2,0,2023-2024,bundesliga
matthias bader,Darmstadt 98,687,75.3,86.7,83.8,48.9,2.3,3.5,-0.3,38,22,6,2023-2024,bundesliga
ridle baku,Wolfsburg,789,75.3,85.9,75.9,50.4,3.0,3.5,-3.0,46,26,10,2023-2024,bundesliga
samuel bamba,Dortmund,14,70.0,91.7,50.0,50.0,0.1,0.1,-0.1,0,1,0,2023-2024,bundesliga
aymen barkok,Mainz 05,118,64.1,71.1,66.1,45.0,0.3,0.6,-0.3,11,4,1,2023-2024,bundesliga
leandro barreiro martins,Mainz 05,679,73.4,79.5,77.6,58.7,1.1,1.1,-0.1,74,12,2,2023-2024,bundesliga
daniel batz,Mainz 05,104,68.0,94.7,96.4,41.8,0.0,0.0,0.0,5,0,0,2023-2024,bundesliga
maximilian bauer,Augsburg,423,86.2,91.8,90.6,54.5,0.0,0.1,0.0,28,0,0,2023-2024,bundesliga
elias baum,Eint Frankfurt,13,76.5,77.8,75.0,,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
oliver baumann,Hoffenheim,1055,74.7,99.1,99.0,47.9,0.2,0.1,0.8,24,2,0,2023-2024,bundesliga
christoph baumgartner,RB Leipzig,340,74.6,80.1,81.8,53.8,1.6,1.6,-0.6,31,12,1,2023-2024,bundesliga
ihlas bebou,Hoffenheim,360,70.0,79.4,67.1,58.8,2.6,3.0,2.4,9,15,4,2023-2024,bundesliga
adrian beck,Heidenheim,311,72.2,77.3,81.9,63.9,0.8,0.6,0.2,25,5,0,2023-2024,bundesliga
sheraldo becker,Union Berlin,183,65.4,78.6,64.8,50.0,1.8,1.6,-0.8,15,12,7,2023-2024,bundesliga
chris bedia,Union Berlin,14,70.0,76.9,60.0,,0.2,0.2,-0.2,0,0,0,2023-2024,bundesliga
donny van de beek,Eint Frankfurt,109,78.4,89.3,78.9,50.0,0.4,0.6,-0.4,8,2,0,2023-2024,bundesliga
kevin behrens,Wolfsburg,112,64.0,67.7,75.0,33.3,0.9,0.9,0.1,9,8,1,2023-2024,bundesliga
kevin behrens,Union Berlin,215,64.0,71.6,69.1,64.7,0.9,1.2,-0.9,24,7,0,2023-2024,bundesliga
maximilian beier,Hoffenheim,384,69.8,80.6,66.4,41.2,2.4,3.0,-1.4,7,27,9,2023-2024,bundesliga
stefan bell,Mainz 05,297,80.3,89.1,86.5,51.7,0.1,0.3,-0.1,16,3,1,2023-2024,bundesliga
ramy bensebaini,Dortmund,702,82.5,89.6,88.5,55.7,0.4,0.9,-0.4,62,9,1,2023-2024,bundesliga
mergim berisha,Hoffenheim,22,66.7,73.3,70.0,50.0,0.3,0.1,-0.3,2,1,0,2023-2024,bundesliga
mergim berisha,Augsburg,10,71.4,75.0,66.7,100.0,0.1,0.1,-0.1,1,1,1,2023-2024,bundesliga
bernardo,Bochum,1167,71.9,82.6,76.0,49.2,0.5,1.3,-0.5,122,14,10,2023-2024,bundesliga
matus bero,Bochum,355,66.4,75.1,71.3,49.1,1.3,1.9,-0.3,37,11,2,2023-2024,bundesliga
janniklas beste,Heidenheim,543,57.3,76.6,57.5,45.3,5.7,6.3,5.3,26,30,17,2023-2024,bundesliga
pep biel,Augsburg,99,80.5,94.4,78.0,57.9,0.2,0.3,-0.2,15,4,2,2023-2024,bundesliga
tom bischof,Hoffenheim,90,80.4,84.9,89.2,63.6,0.8,0.8,1.2,11,4,2,2023-2024,bundesliga
leonardo bittencourt,Werder Bremen,665,80.2,88.0,83.8,56.1,2.9,2.7,-0.9,64,20,7,2023-2024,bundesliga
hendry blank,Dortmund,58,98.3,100.0,100.0,83.3,0.0,0.0,0.0,1,0,0,2023-2024,bundesliga
janis blaswich,RB Leipzig,836,87.4,97.8,99.2,59.5,0.1,0.1,-0.1,10,0,0,2023-2024,bundesliga
sacha boey,Bayern Munich,58,84.1,87.2,93.8,50.0,0.0,0.0,0.0,4,0,0,2023-2024,bundesliga
victor boniface,Leverkusen,278,72.2,77.5,84.5,54.2,3.7,3.3,4.3,13,13,0,2023-2024,bundesliga
leonardo bonucci,Union Berlin,190,76.6,87.9,89.0,46.3,0.3,0.1,-0.3,17,2,1,2023-2024,bundesliga
yvandro borges sanches,Gladbach,7,63.6,80.0,66.7,100.0,0.0,0.0,0.0,2,0,0,2023-2024,bundesliga
sebastiaan bornauw,Wolfsburg,737,87.5,93.2,92.5,52.6,0.4,0.1,-0.4,23,0,0,2023-2024,bundesliga
rafael borre,Werder Bremen,223,74.1,81.3,76.8,65.0,1.8,1.9,-1.8,20,9,3,2023-2024,bundesliga
julian brandt,Dortmund,1054,79.9,88.9,84.9,58.2,9.5,7.5,1.5,63,32,8,2023-2024,bundesliga
fabian bredlow,Stuttgart,136,76.0,97.4,98.3,49.4,0.0,0.0,0.0,1,0,0,2023-2024,bundesliga
tim breithaupt,Augsburg,232,82.6,86.1,90.2,52.2,0.1,0.3,-0.1,20,3,0,2023-2024,bundesliga
maximilian breunig,Freiburg,1,50.0,100.0,0.0,,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
bennit broger,Wolfsburg,2,50.0,66.7,0.0,,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
john brooks,Hoffenheim,740,83.0,90.2,89.5,60.6,0.1,0.3,-0.1,56,3,1,2023-2024,bundesliga
moritz broschinski,Bochum,135,60.5,72.7,60.0,50.0,1.8,0.9,1.2,7,9,3,2023-2024,bundesliga
alexander brunst,Darmstadt 98,103,68.7,95.0,97.3,51.1,0.0,0.0,0.0,7,0,0,2023-2024,bundesliga
marius bulter,Hoffenheim,500,71.9,88.4,73.7,46.2,3.4,4.3,0.6,35,22,11,2023-2024,bundesliga
jonathan burkardt,Mainz 05,266,67.5,77.8,64.6,57.1,2.1,1.0,-0.1,20,8,5,2023-2024,bundesliga
oliver burke,Werder Bremen,6,50.0,50.0,66.7,0.0,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
marnon busch,Heidenheim,282,68.6,84.3,72.1,48.7,0.3,0.5,-0.3,32,9,2,2023-2024,bundesliga
aurelio buta,Eint Frankfurt,875,78.7,88.1,77.5,49.0,0.7,1.7,0.3,71,26,6,2023-2024,bundesliga
anthony caci,Mainz 05,1118,73.4,84.4,77.3,57.6,2.9,3.5,0.1,123,39,14,2023-2024,bundesliga
emre can,Dortmund,1286,87.4,90.4,91.9,72.6,1.5,1.3,0.5,110,8,0,2023-2024,bundesliga
irvin cardona,Augsburg,8,53.3,100.0,44.4,0.0,0.0,0.1,0.0,1,0,0,2023-2024,bundesliga
rasmus carstensen,Köln,594,71.8,85.5,76.5,33.3,2.6,3.3,-2.6,27,20,9,2023-2024,bundesliga
fabio carvalho,RB Leipzig,72,78.3,90.0,66.7,40.0,0.2,0.2,-0.2,6,6,1,2023-2024,bundesliga
koen casteels,Wolfsburg,688,72.5,99.0,98.4,52.9,0.2,0.1,-0.2,29,0,0,2023-2024,bundesliga
vaclav cerny,Wolfsburg,255,70.1,83.8,65.1,53.3,0.9,2.5,0.1,21,21,2,2023-2024,bundesliga
julian chabot,Köln,1361,84.2,90.9,90.9,51.8,0.4,1.5,-0.4,81,5,1,2023-2024,bundesliga
el chadaille bitshiabu,RB Leipzig,48,81.4,92.3,77.3,77.8,0.0,0.0,0.0,2,0,0,2023-2024,bundesliga
fares chaibi,Eint Frankfurt,592,64.2,79.3,67.0,40.6,6.8,6.1,-2.8,57,39,10,2023-2024,bundesliga
timothy chandler,Eint Frankfurt,18,69.2,87.5,75.0,50.0,0.1,0.1,0.9,2,1,0,2023-2024,bundesliga
fabio chiarodia,Gladbach,78,89.7,93.5,94.3,33.3,0.1,0.2,-0.1,3,1,1,2023-2024,bundesliga
jacob christensen,Köln,66,77.6,87.5,81.6,46.2,0.1,0.1,-0.1,8,1,0,2023-2024,bundesliga
nnamdi collins,Eint Frankfurt,61,81.3,88.5,89.7,28.6,0.0,0.1,0.0,8,0,0,2023-2024,bundesliga
kingsley coman,Bayern Munich,528,81.6,86.4,88.4,57.8,3.8,4.5,-0.8,19,41,8,2023-2024,bundesliga
bambase conte,Hoffenheim,19,79.2,93.3,66.7,33.3,0.0,0.0,0.0,3,1,0,2023-2024,bundesliga
danny da costa,Mainz 05,317,67.4,81.4,65.3,53.6,1.2,1.3,-0.2,27,16,9,2023-2024,bundesliga
nicolas cozza,Wolfsburg,147,76.6,86.4,77.2,44.4,0.1,0.2,-0.1,19,2,2,2023-2024,bundesliga
tomas cvancara,Gladbach,137,63.4,68.4,67.9,100.0,0.7,0.8,0.3,7,4,2,2023-2024,bundesliga
finn dahmen,Augsburg,1025,76.2,98.8,98.2,49.8,0.1,0.2,-0.1,44,1,0,2023-2024,bundesliga
mahmoud dahoud,Stuttgart,205,87.2,92.9,88.7,66.7,0.5,0.9,-0.5,19,3,1,2023-2024,bundesliga
lukas daschner,Bochum,107,59.8,71.1,61.2,17.6,1.0,1.2,0.0,8,7,2,2023-2024,bundesliga
david datro fofana,Union Berlin,106,69.7,78.3,64.1,90.0,0.3,0.3,-0.3,5,8,2,2023-2024,bundesliga
alphonso davies,Bayern Munich,1440,87.7,91.2,91.0,51.9,2.9,3.3,2.1,88,31,7,2023-2024,bundesliga
olivier deman,Werder Bremen,543,74.4,85.9,78.2,56.8,0.9,1.3,0.1,34,15,8,2023-2024,bundesliga
ermedin demirovic,Augsburg,371,64.6,69.9,78.2,57.1,3.9,3.7,5.1,40,17,1,2023-2024,bundesliga
sepp van den berg,Mainz 05,1190,81.0,84.7,86.0,57.7,0.3,0.4,-0.3,86,4,0,2023-2024,bundesliga
samuele di benedetto,Stuttgart,10,90.9,100.0,100.0,,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
justin diehl,Köln,41,64.1,84.0,65.0,35.7,0.2,0.2,-0.2,1,2,1,2023-2024,bundesliga
eric dier,Bayern Munich,1042,91.2,92.9,95.6,76.1,0.1,0.4,-0.1,61,1,1,2023-2024,bundesliga
florian dietz,Köln,13,68.4,85.7,50.0,,0.1,0.0,-0.1,0,0,0,2023-2024,bundesliga
junior dina ebimbe,Eint Frankfurt,715,76.5,84.0,80.2,58.5,2.9,3.7,0.1,62,19,3,2023-2024,bundesliga
eren dinkci,Heidenheim,508,62.0,71.4,68.0,53.5,3.7,3.7,1.3,65,33,15,2023-2024,bundesliga
ritsu doan,Freiburg,504,70.7,84.5,71.9,34.2,3.1,4.2,-1.1,49,22,4,2023-2024,bundesliga
danilho doekhi,Union Berlin,738,80.3,87.8,87.3,49.3,0.2,1.0,-0.2,67,9,1,2023-2024,bundesliga
niklas dorsch,Augsburg,545,86.8,92.7,91.7,60.0,0.1,0.3,-0.1,41,2,1,2023-2024,bundesliga
nikola dovedan,Heidenheim,125,61.3,71.4,72.5,37.0,0.6,0.8,0.4,12,3,0,2023-2024,bundesliga
damion downs,Köln,24,66.7,77.8,60.0,75.0,0.0,0.1,0.0,0,1,1,2023-2024,bundesliga
dion drena beljo,Augsburg,115,71.9,71.4,79.7,66.7,0.5,0.8,-0.5,5,8,1,2023-2024,bundesliga
tim drexler,Hoffenheim,315,90.3,94.0,95.3,50.0,0.0,0.0,0.0,14,0,0,2023-2024,bundesliga
marvin ducksch,Werder Bremen,566,59.6,75.8,61.3,41.4,7.8,6.5,1.2,41,30,2,2023-2024,bundesliga
julien duranville,Dortmund,0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
maximilian eggestein,Freiburg,1080,81.2,86.4,88.5,67.1,2.8,2.4,-0.8,103,20,1,2023-2024,bundesliga
lilian egloff,Stuttgart,32,78.0,94.1,73.3,50.0,0.0,0.0,0.0,2,0,0,2023-2024,bundesliga
hugo ekitike,Eint Frankfurt,131,67.9,70.0,77.6,84.6,1.7,1.5,0.3,13,3,1,2023-2024,bundesliga
elif elmas,RB Leipzig,100,83.3,90.4,93.5,20.0,0.1,0.4,-0.1,6,2,0,2023-2024,bundesliga
nico elvedi,Gladbach,1500,88.8,90.6,93.9,58.1,0.1,0.4,0.9,74,4,1,2023-2024,bundesliga
arne engels,Augsburg,394,67.1,80.3,76.2,44.2,1.2,1.8,0.8,35,17,6,2023-2024,bundesliga
ohis felix uduokhai,Augsburg,1349,81.4,86.9,89.0,50.6,0.8,1.3,-0.8,93,5,0,2023-2024,bundesliga
edimilson fernandes,Mainz 05,615,76.8,88.4,88.1,49.0,0.7,1.9,1.3,54,11,3,2023-2024,bundesliga
nacho ferri,Eint Frankfurt,13,50.0,78.6,25.0,0.0,0.0,0.0,0.0,2,0,0,2023-2024,bundesliga
max finkgrafe,Köln,598,69.6,81.7,76.1,38.1,1.6,1.6,-1.6,46,12,7,2023-2024,bundesliga
kilian fischer,Wolfsburg,104,70.3,86.2,71.2,37.5,0.1,0.3,-0.1,5,3,1,2023-2024,bundesliga
jonas fohrenbach,Heidenheim,1046,71.5,83.6,77.9,50.7,0.8,1.4,-0.8,74,24,13,2023-2024,bundesliga
emil forsberg,RB Leipzig,163,81.9,88.8,90.0,70.6,0.9,0.4,0.1,14,3,0,2023-2024,bundesliga
philipp forster,Bochum,156,75.0,83.2,67.5,73.7,0.5,0.8,-0.5,9,8,3,2023-2024,bundesliga
bartol franjic,Darmstadt 98,462,83.1,84.6,90.2,71.4,0.2,0.3,0.8,39,2,1,2023-2024,bundesliga
marco friedl,Werder Bremen,930,86.0,90.9,93.7,65.6,0.1,0.3,-0.1,49,4,1,2023-2024,bundesliga
marvin friedrich,Gladbach,755,83.4,94.3,90.9,35.1,0.2,0.1,-0.2,29,1,0,2023-2024,bundesliga
jeremie frimpong,Leverkusen,797,77.7,87.0,73.8,59.2,5.9,5.4,1.1,20,36,15,2023-2024,bundesliga
chris fuhrich,Stuttgart,1112,81.2,90.4,83.1,43.0,8.0,9.2,-1.0,59,61,9,2023-2024,bundesliga
shio fukuda,Gladbach,3,50.0,100.0,25.0,,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
niclas fullkrug,Werder Bremen,48,72.7,81.8,68.2,85.7,0.3,0.4,-0.3,7,2,0,2023-2024,bundesliga
niclas fullkrug,Dortmund,378,66.1,70.9,68.2,63.9,3.1,3.3,4.9,25,16,1,2023-2024,bundesliga
cristian gamboa,Bochum,350,73.7,88.6,78.1,44.3,0.5,0.9,0.5,28,12,6,2023-2024,bundesliga
dennis geiger,Hoffenheim,8,66.7,60.0,83.3,0.0,0.2,0.1,-0.2,3,0,0,2023-2024,bundesliga
yannick gerhardt,Wolfsburg,585,77.4,87.1,77.4,45.6,0.9,1.8,0.1,43,8,2,2023-2024,bundesliga
anwar el ghazi,Mainz 05,15,68.2,75.0,50.0,100.0,0.2,0.0,0.8,1,0,0,2023-2024,bundesliga
benedikt gimber,Heidenheim,681,80.5,83.3,90.1,58.3,1.1,1.1,-0.1,14,0,0,2023-2024,bundesliga
matthias ginter,Freiburg,1039,83.1,91.5,88.7,49.7,1.4,1.5,0.6,86,9,2,2023-2024,bundesliga
jamie gittens,Dortmund,284,78.2,86.7,81.2,45.5,2.8,3.0,1.2,14,15,2,2023-2024,bundesliga
klaus gjasula,Darmstadt 98,615,82.4,89.0,87.0,67.2,0.2,0.8,-0.2,58,13,3,2023-2024,bundesliga
serge gnabry,Bayern Munich,180,84.1,91.5,87.1,54.5,1.2,2.0,-0.2,8,13,0,2023-2024,bundesliga
leon goretzka,Bayern Munich,1559,88.9,92.1,92.2,72.8,5.3,4.7,1.7,176,27,2,2023-2024,bundesliga
robin gosens,Union Berlin,858,72.5,82.7,71.8,56.6,3.0,3.3,0.0,78,35,17,2023-2024,bundesliga
mario gotze,Eint Frankfurt,1050,79.2,88.2,79.7,55.6,3.0,3.8,-1.0,81,32,5,2023-2024,bundesliga
jeffrey gouweleeuw,Augsburg,1147,77.0,89.1,89.5,47.2,1.8,1.6,-1.8,156,19,3,2023-2024,bundesliga
jens grahl,Eint Frankfurt,61,66.3,100.0,95.3,25.6,0.2,0.0,0.8,2,0,0,2023-2024,bundesliga
ryan gravenberch,Bayern Munich,5,71.4,100.0,100.0,,0.2,0.1,-0.2,0,0,0,2023-2024,bundesliga
michael gregoritsch,Freiburg,268,60.9,62.5,72.3,63.3,1.0,1.3,3.0,21,15,2,2023-2024,bundesliga
vincenzo grifo,Freiburg,971,72.7,85.3,78.7,46.3,8.2,7.5,-0.2,87,42,14,2023-2024,bundesliga
florian grillitsch,Hoffenheim,1496,85.3,90.3,90.8,63.2,1.7,1.9,4.3,152,20,3,2023-2024,bundesliga
alex grimaldo,Leverkusen,1762,82.0,92.4,82.5,44.0,9.1,11.1,3.9,79,71,22,2023-2024,bundesliga
christian gro,Werder Bremen,427,85.6,86.6,90.2,66.7,0.4,0.3,0.6,32,4,1,2023-2024,bundesliga
brajan gruda,Mainz 05,425,64.6,77.7,67.7,33.7,4.1,5.1,-1.1,31,31,3,2023-2024,bundesliga
ilia gruev,Werder Bremen,1,100.0,100.0,,,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
raphael guerreiro,Bayern Munich,880,86.5,92.4,86.5,61.9,2.0,3.4,-2.0,68,26,9,2023-2024,bundesliga
josuha guilavogui,Mainz 05,155,86.1,92.2,92.2,47.4,0.1,0.2,0.9,6,1,0,2023-2024,bundesliga
serhou guirassy,Stuttgart,629,81.0,87.9,79.1,73.9,6.6,5.4,-3.6,38,25,0,2023-2024,bundesliga
peter gulacsi,RB Leipzig,406,86.4,100.0,100.0,55.9,0.0,0.0,0.0,2,0,0,2023-2024,bundesliga
manuel gulde,Freiburg,942,86.0,88.8,92.7,56.3,0.1,0.5,-0.1,59,6,1,2023-2024,bundesliga
robert gumny,Augsburg,138,70.8,76.4,70.7,68.2,0.1,0.2,-0.1,7,1,1,2023-2024,bundesliga
christian gunter,Freiburg,387,76.6,91.9,81.5,45.9,2.1,1.9,-0.1,18,11,9,2023-2024,bundesliga
janik haberer,Union Berlin,412,74.5,82.9,79.0,48.5,0.6,1.2,0.4,28,6,5,2023-2024,bundesliga
robin hack,Gladbach,389,74.1,85.5,77.7,49.2,2.3,2.0,-0.3,25,16,6,2023-2024,bundesliga
amadou haidara,RB Leipzig,694,84.1,87.1,88.6,71.4,1.6,1.6,-0.6,95,19,1,2023-2024,bundesliga
sebastien haller,Dortmund,78,67.8,71.2,70.4,100.0,0.7,0.9,0.3,9,1,0,2023-2024,bundesliga
andreas hancheolsen,Mainz 05,342,77.9,81.2,87.6,45.0,0.0,0.1,0.0,10,0,0,2023-2024,bundesliga
isak hansenaaren,Werder Bremen,11,78.6,83.3,80.0,50.0,0.1,0.1,-0.1,0,1,0,2023-2024,bundesliga
genki haraguchi,Stuttgart,14,77.8,88.9,100.0,33.3,0.0,0.0,0.0,2,0,0,2023-2024,bundesliga
makoto hasebe,Eint Frankfurt,166,87.8,92.9,91.7,60.9,0.0,0.2,0.0,7,2,0,2023-2024,bundesliga
thorgan hazard,Dortmund,7,77.8,66.7,100.0,100.0,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
dominique heintz,Köln,349,82.5,90.3,90.7,49.2,0.5,0.7,-0.5,24,6,5,2023-2024,bundesliga
benjamin henrichs,RB Leipzig,1314,78.7,88.4,81.4,51.5,4.4,6.0,0.6,78,46,11,2023-2024,bundesliga
patrick herrmann,Gladbach,29,65.9,69.6,63.6,85.7,0.1,0.1,-0.1,2,1,0,2023-2024,bundesliga
piero hincapie,Leverkusen,1307,91.1,96.2,92.1,57.1,0.5,0.9,1.5,99,9,0,2023-2024,bundesliga
adam hlozek,Leverkusen,123,80.9,88.6,81.0,75.0,0.9,1.2,2.1,5,2,0,2023-2024,bundesliga
nicolas hofler,Freiburg,985,85.4,86.6,90.9,72.8,0.4,0.7,0.6,82,6,0,2023-2024,bundesliga
jonas hofmann,Leverkusen,1214,79.3,88.1,82.6,56.3,8.1,8.3,-1.1,71,41,5,2023-2024,bundesliga
philipp hofmann,Bochum,266,63.9,71.7,59.2,60.0,1.7,1.3,0.3,17,11,0,2023-2024,bundesliga
lucas holer,Freiburg,494,66.8,71.8,69.8,66.7,2.1,2.0,-0.1,34,12,1,2023-2024,bundesliga
fabian holland,Darmstadt 98,720,78.3,88.0,86.7,54.3,1.5,1.4,0.5,84,9,2,2023-2024,bundesliga
benedict hollerbach,Union Berlin,253,63.6,80.5,65.1,48.6,1.3,1.4,-1.3,18,18,5,2023-2024,bundesliga
gerrit holtmann,Darmstadt 98,113,72.9,87.1,70.0,30.8,0.3,0.3,-0.3,12,4,0,2023-2024,bundesliga
franck honorat,Gladbach,802,66.4,83.1,67.4,39.8,9.3,9.4,-0.3,37,56,28,2023-2024,bundesliga
mathias honsak,Darmstadt 98,210,73.7,81.6,78.6,63.6,0.7,0.7,0.3,11,6,1,2023-2024,bundesliga
fraser hornby,Darmstadt 98,35,55.6,68.6,53.8,100.0,0.3,0.5,-0.3,0,2,0,2023-2024,bundesliga
lukas hradecky,Leverkusen,706,79.7,99.5,97.6,48.8,0.0,0.0,0.0,4,0,0,2023-2024,bundesliga
timo hubers,Köln,1473,84.5,89.4,92.4,52.0,0.5,1.0,-0.5,105,7,1,2023-2024,bundesliga
mats hummels,Dortmund,1262,89.0,94.8,92.4,74.3,0.9,1.4,-0.9,86,6,0,2023-2024,bundesliga
denis huseinbasic,Köln,674,85.2,89.0,92.6,62.2,0.7,0.7,2.3,68,9,2,2023-2024,bundesliga
iago,Augsburg,536,72.9,86.3,74.1,57.8,1.6,2.9,-0.6,51,27,16,2023-2024,bundesliga
borja iglesias,Leverkusen,58,77.3,78.6,95.0,100.0,0.3,0.4,-0.3,3,3,0,2023-2024,bundesliga
joel imasuen,Werder Bremen,1,100.0,100.0,,,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
thomas isherwood,Darmstadt 98,223,83.2,93.8,89.4,51.4,0.0,0.1,0.0,13,4,0,2023-2024,bundesliga
ko itakura,Gladbach,798,87.7,90.8,93.0,61.2,0.2,0.6,-0.2,41,3,1,2023-2024,bundesliga
hiroki ito,Stuttgart,1833,88.7,95.1,91.9,55.9,2.0,2.4,0.0,119,21,7,2023-2024,bundesliga
lee jaesung,Mainz 05,605,77.9,84.1,79.1,56.0,3.4,2.2,-0.4,61,10,2,2023-2024,bundesliga
paul jaeckel,Union Berlin,121,89.0,97.8,90.0,80.0,0.1,0.1,-0.1,7,1,0,2023-2024,bundesliga
kristijan jakic,Augsburg,398,79.1,82.5,84.0,63.3,0.3,0.8,0.7,41,8,0,2023-2024,bundesliga
kristijan jakic,Eint Frankfurt,91,82.0,85.7,92.7,66.7,0.2,0.2,-0.2,6,0,0,2023-2024,bundesliga
tony jantschke,Gladbach,12,100.0,100.0,100.0,,0.0,0.0,0.0,1,0,0,2023-2024,bundesliga
nuha jatta,RB Leipzig,0,,,,,0.0,0.0,0.0,0,0,0,2023-2024,bundesliga
fredrik jensen,Augsburg,290,60.9,75.3,72.1,39.8,4.3,4.9,-0.3,30,14,5,2023-2024,bundesliga
moritz jenz,Wolfsburg,941,88.1,94.0,92.3,54.6,0.3,0.5,0.7,41,1,0,2023-2024,bundesliga
anthony jung,Werder Bremen,1553,86.5,93.3,90.7,63.7,0.3,0.9,-0.3,90,10,4,2023-2024,bundesliga
josip juranovic,Union Berlin,513,70.8,88.8,77.0,48.9,2.3,3.0,-0.3,48,16,7,2023-2024,bundesliga
david jurasek,Hoffenheim,166,64.8,87.7,70.0,22.2,1.0,0.8,0.0,6,6,5,2023-2024,bundesliga
julian justvan,Hoffenheim,35,63.6,74.1,63.2,60.0,0.0,0.1,0.0,4,3,1,2023-2024,bundesliga
julian justvan,Darmstadt 98,294,72.1,85.5,75.5,52.2,2.5,3.5,-0.5,34,19,3,2023-2024,bundesliga
ozan kabak,Hoffenheim,1159,85.3,90.4,91.3,54.1,1.1,1.7,-1.1,92,16,2,2023-2024,bundesliga
pavel kaderabek,Hoffenheim,888,69.8,83.8,69.0,38.5,4.7,5.4,-0.7,70,31,21,2023-2024,bundesliga
florian kainz,Köln,770,68.8,85.0,78.3,40.3,3.3,4.5,0.7,76,31,13,2023-2024,bundesliga
sasa kalajdzic,Eint Frankfurt,61,77.2,84.2,66.7,83.3,0.5,0.1,0.5,7,1,1,2023-2024,bundesliga
jakub kaminski,Wolfsburg,152,77.9,88.4,81.1,40.0,0.7,1.7,1.3,11,7,2,2023-2024,bundesliga
kevin kampl,RB Leipzig,931,91.4,95.1,93.0,76.3,1.8,1.5,-1.8,67,12,3,2023-2024,bundesliga
harry kane,Bayern Munich,474,71.4,81.2,74.8,64.9,6.4,5.9,1.6,66,41,6,2023-2024,bundesliga
