Player,Squad,Pass_cmp,Pass_cmp%,Pass_cmp_Short%,Pass_cmp_Medium%,Pass_cmp_Long%,xAG,xA,A-xAG,Pass_cmp_Att_3rd,PPA,CrsPA,Season,Competition
federico bonazzoli,Salernitana,264,74.6,83.3,80.8,69.8,1.1,0.7,-0.1,30,6,0,2022-2023,serie-a
warren bondo,Monza,45,88.2,92.3,90.9,100.0,0.0,0.0,0.0,2,0,0,2022-2023,serie-a
kevin bonifazi,Bologna,643,89.1,94.3,93.0,69.8,0.0,0.1,0.0,36,0,0,2022-2023,serie-a
leonardo bonucci,Juventus,508,87.6,93.3,93.4,67.0,0.2,0.3,-0.2,35,4,0,2022-2023,serie-a
erik botheim,Salernitana,165,71.4,78.6,71.2,71.4,1.8,0.7,1.2,10,4,0,2022-2023,serie-a
mehdi bourabia,Spezia,981,76.5,85.5,81.8,48.1,4.4,3.4,-1.4,94,32,10,2022-2023,serie-a
edoardo bove,Roma,309,76.1,83.6,79.1,43.3,0.9,0.7,-0.9,20,6,0,2022-2023,serie-a
jayden braaf,Hellas Verona,60,76.9,93.2,76.5,66.7,0.1,0.1,-0.1,5,0,0,2022-2023,serie-a
domagoj bradaric,Salernitana,857,74.2,86.4,76.1,38.2,2.3,1.5,0.7,40,17,9,2022-2023,serie-a
josip brekalo,Fiorentina,76,76.0,84.8,80.5,72.2,0.5,0.5,-0.5,7,11,3,2022-2023,serie-a
gleison bremer,Juventus,1503,90.1,92.6,94.5,73.7,1.7,0.6,-0.7,38,1,0,2022-2023,serie-a
dylan bronn,Salernitana,855,84.9,91.7,91.9,59.9,0.4,0.8,-0.4,62,4,1,2022-2023,serie-a
marcelo brozovic,Inter,1318,87.7,94.2,91.2,64.8,2.8,1.8,2.2,102,18,5,2022-2023,serie-a
cristian buonaiuto,Cremonese,304,65.4,83.2,67.6,32.1,1.8,1.7,-1.8,31,15,4,2022-2023,serie-a
alessandro buongiorno,Torino,1332,84.7,89.9,89.5,50.4,1.3,1.0,0.7,70,5,3,2022-2023,serie-a
leonardo buta,Udinese,10,76.9,100.0,60.0,100.0,0.0,0.0,0.0,0,0,0,2022-2023,serie-a
arthur cabral,Fiorentina,183,67.5,76.1,78.8,64.3,0.8,0.9,0.2,3,7,0,2022-2023,serie-a
liberato cacace,Empoli,338,79.7,89.9,82.7,47.6,0.6,0.7,-0.6,24,1,1,2022-2023,serie-a
davide calabria,Milan,1040,81.5,93.4,86.3,47.1,1.7,1.6,2.3,71,19,12,2022-2023,serie-a
mattia caldara,Spezia,461,76.8,83.2,82.6,48.4,0.0,0.1,0.0,23,1,0,2022-2023,serie-a
luca caldirola,Monza,1262,87.9,96.2,90.7,60.9,0.5,0.3,-0.5,55,4,1,2022-2023,serie-a
hakan calhanoglu,Inter,1396,83.2,92.3,86.7,62.5,5.0,6.0,1.0,149,37,11,2022-2023,serie-a
mohamed camara,Roma,252,78.0,87.4,81.4,58.1,0.4,0.5,-0.4,27,3,1,2022-2023,serie-a
nicolo cambiaghi,Empoli,321,74.3,88.6,72.3,55.9,1.1,1.6,-0.1,19,18,5,2022-2023,serie-a
andrea cambiaso,Bologna,1277,84.0,91.1,87.2,57.6,2.4,1.6,0.6,48,24,7,2022-2023,serie-a
matteo cancellieri,Lazio,61,70.1,88.0,60.0,0.0,0.4,0.3,-0.4,1,1,1,2022-2023,serie-a
antonio candreva,Salernitana,1165,72.9,91.5,73.3,43.5,4.7,4.9,-0.7,98,55,30,2022-2023,serie-a
gianluca caprari,Monza,853,78.8,88.2,77.6,70.0,2.5,2.8,-0.5,56,30,4,2022-2023,serie-a
francesco caputo,Sampdoria,168,70.9,73.8,71.7,80.0,0.5,0.6,-0.5,11,4,0,2022-2023,serie-a
francesco caputo,Empoli,235,70.8,77.7,75.4,20.0,2.2,1.1,1.8,9,3,0,2022-2023,serie-a
andrea carboni,Monza,69,79.3,86.8,93.5,50.0,0.1,0.3,-0.1,3,2,2,2022-2023,serie-a
franco carboni,Monza,33,66.0,95.0,80.0,40.0,0.0,0.0,0.0,3,2,1,2022-2023,serie-a
valentin carboni,Inter,12,70.6,71.4,66.7,100.0,0.0,0.0,0.0,0,0,0,2022-2023,serie-a
marco carnesecchi,Cremonese,565,59.2,99.0,97.5,37.9,0.2,0.1,0.8,33,1,0,2022-2023,serie-a
nicolo casale,Lazio,1485,91.9,93.4,94.6,84.0,0.3,0.6,0.7,55,1,0,2022-2023,serie-a
tommaso cassandro,Lecce,6,100.0,100.0,100.0,100.0,0.0,0.0,0.0,1,1,0,2022-2023,serie-a
michele castagnetti,Cremonese,624,77.3,85.8,80.2,54.9,1.8,1.9,-0.8,95,16,3,2022-2023,serie-a
gaetano castrovilli,Fiorentina,188,78.0,88.8,84.1,44.7,1.1,1.0,-0.1,10,4,1,2022-2023,serie-a
danilo cataldi,Lazio,1147,86.6,92.9,86.3,66.2,1.1,1.5,-0.1,99,9,0,2022-2023,serie-a
pietro ceccaroni,Lecce,10,71.4,100.0,50.0,50.0,0.2,0.0,-0.2,0,0,0,2022-2023,serie-a
federico ceccherini,Hellas Verona,479,76.9,88.4,83.9,53.1,0.2,0.3,-0.2,43,7,2,2022-2023,serie-a
assan ceesay,Lecce,226,57.4,66.3,58.5,42.9,0.8,0.7,-0.8,13,5,1,2022-2023,serie-a
emil ceide,Sassuolo,123,72.8,86.4,66.7,57.1,1.3,0.9,-0.3,7,9,1,2022-2023,serie-a
zeki celik,Roma,697,75.2,89.5,77.4,47.6,1.6,1.4,-0.6,55,24,7,2022-2023,serie-a
michele cerofolini,Fiorentina,148,75.9,100.0,100.0,51.0,0.0,0.0,0.0,1,0,0,2022-2023,serie-a
federico chiesa,Juventus,246,72.8,82.8,73.1,53.8,2.6,1.7,2.4,25,15,6,2022-2023,serie-a
vlad chiriches,Cremonese,344,83.9,93.0,87.7,60.3,0.0,0.0,0.0,17,0,0,2022-2023,serie-a
daniel ciofani,Cremonese,120,61.5,69.6,63.0,62.5,0.7,0.9,-0.7,13,4,0,2022-2023,serie-a
tio cipot,Spezia,40,67.8,92.6,72.2,16.7,0.1,0.1,-0.1,2,2,1,2022-2023,serie-a
patrick ciurria,Monza,1061,79.5,88.9,78.5,54.3,5.5,3.3,-0.5,67,31,14,2022-2023,serie-a
nicolo cocetta,Udinese,11,91.7,100.0,87.5,,0.0,0.0,0.0,0,0,0,2022-2023,serie-a
omar colley,Sampdoria,615,86.1,88.7,92.2,60.4,0.0,0.1,0.0,38,1,0,2022-2023,serie-a
lorenzo colombo,Lecce,208,62.7,73.9,64.5,39.3,1.4,0.5,0.6,14,6,2,2022-2023,serie-a
andrea colpani,Monza,319,78.0,87.2,84.8,54.5,1.9,1.8,-0.9,28,14,2,2022-2023,serie-a
andrea consigli,Sassuolo,1130,79.2,99.5,99.4,60.4,0.0,0.0,0.0,16,0,0,2022-2023,serie-a
andrea conti,Sampdoria,6,54.5,71.4,33.3,,0.0,0.0,0.0,0,0,0,2022-2023,serie-a
diego coppola,Hellas Verona,403,72.4,83.3,81.9,38.6,0.0,0.2,0.0,30,3,1,2022-2023,serie-a
alex cordaz,Inter,11,55.0,100.0,75.0,36.4,0.0,0.0,0.0,0,0,0,2022-2023,serie-a
joaquin correa,Inter,224,79.2,83.8,85.4,92.9,1.3,1.0,-0.3,23,9,0,2022-2023,serie-a
alessandro cortinovis,Hellas Verona,5,83.3,100.0,100.0,0.0,0.0,0.0,0.0,0,2,1,2022-2023,serie-a
lassana coulibaly,Salernitana,978,83.3,88.3,88.1,62.0,1.8,1.5,1.2,91,10,1,2022-2023,serie-a
alessio cragno,Monza,29,93.5,100.0,100.0,66.7,0.0,0.0,0.0,0,0,0,2022-2023,serie-a
bryan cristante,Roma,1381,82.3,88.3,88.6,61.5,1.4,2.0,-0.4,157,17,4,2022-2023,serie-a
domen crnigoj,Salernitana,79,71.2,76.4,86.1,40.0,0.4,0.6,-0.4,8,0,0,2022-2023,serie-a
juan cuadrado,Juventus,1113,84.1,90.0,87.5,73.6,2.7,2.3,0.3,62,24,10,2022-2023,serie-a
mickael cuisance,Sampdoria,176,78.9,93.1,84.1,50.0,0.7,0.6,-0.7,13,8,0,2022-2023,serie-a
marco dalessandro,Monza,79,68.7,87.7,63.9,44.4,0.2,0.1,-0.2,4,0,0,2022-2023,serie-a
danilo dambrosio,Inter,493,88.5,95.5,91.1,51.0,0.7,0.6,1.3,26,5,1,2022-2023,serie-a
luca dandrea,Sassuolo,61,72.6,76.2,77.4,50.0,0.8,0.4,0.2,6,3,2,2022-2023,serie-a
flavius daniliuc,Salernitana,969,86.0,90.8,90.6,66.0,0.5,0.2,1.5,56,2,0,2022-2023,serie-a
danilo,Juventus,1884,84.7,90.1,91.6,63.5,2.4,1.3,0.6,187,13,3,2022-2023,serie-a
matteo darmian,Inter,1190,86.5,93.2,90.1,62.6,1.9,2.0,0.1,68,18,10,2022-2023,serie-a
juan david cabal,Hellas Verona,166,74.4,86.3,86.8,43.5,0.3,0.1,-0.3,15,3,2,2022-2023,serie-a
pawe dawidowicz,Hellas Verona,613,74.1,87.2,78.2,47.3,0.8,0.3,0.2,47,2,0,2022-2023,serie-a
charles de ketelaere,Milan,299,78.1,81.3,86.4,68.8,2.0,1.8,-1.0,28,19,0,2022-2023,serie-a
manuel de luca,Sampdoria,5,62.5,60.0,66.7,,0.0,0.0,0.0,0,0,0,2022-2023,serie-a
tommaso de nipoti,Atalanta,3,60.0,50.0,50.0,100.0,0.0,0.0,0.0,1,0,0,2022-2023,serie-a
mattia de sciglio,Juventus,450,79.1,83.3,84.5,58.7,0.5,0.4,-0.5,51,8,6,2022-2023,serie-a
lorenzo de silvestri,Bologna,330,76.7,90.1,75.6,27.5,0.2,0.2,-0.2,29,4,1,2022-2023,serie-a
koni de winter,Empoli,424,85.8,91.7,90.8,53.4,0.2,0.1,-0.2,15,1,0,2022-2023,serie-a
gregoire defrel,Sassuolo,211,84.4,91.4,82.1,33.3,0.5,0.2,0.5,12,1,0,2022-2023,serie-a
duccio deglinnocenti,Empoli,0,,,,,0.0,0.0,0.0,0,0,0,2022-2023,serie-a
merih demiral,Atalanta,560,85.8,90.7,88.8,63.5,0.5,0.5,-0.5,14,1,1,2022-2023,serie-a
diego demme,Napoli,181,94.8,97.7,97.5,88.9,0.0,0.1,0.0,13,1,0,2022-2023,serie-a
fabio depaoli,Hellas Verona,440,64.2,77.1,69.3,44.0,1.2,1.3,0.8,40,22,13,2022-2023,serie-a
fabio depaoli,Sampdoria,74,77.9,86.1,86.1,52.4,0.4,0.3,-0.4,6,4,4,2022-2023,serie-a
kastriot dermaku,Lecce,1,50.0,,50.0,,0.0,0.0,0.0,0,0,0,2022-2023,serie-a
cyriel dessers,Cremonese,180,64.3,69.9,71.6,50.0,1.6,1.5,-0.6,11,8,1,2022-2023,serie-a
sergino dest,Milan,169,85.4,93.1,89.0,41.7,0.3,0.2,-0.3,15,3,1,2022-2023,serie-a
mattia destro,Empoli,44,55.7,71.1,31.6,60.0,0.4,0.3,-0.4,1,2,0,2022-2023,serie-a
gerard deulofeu,Udinese,443,75.3,88.4,76.8,42.2,4.4,4.0,1.6,40,42,2,2022-2023,serie-a
samuel di carmine,Cremonese,6,75.0,80.0,,100.0,0.0,0.0,0.0,1,0,0,2022-2023,serie-a
federico di francesco,Lecce,340,66.5,83.0,67.3,34.9,2.7,2.2,-0.7,29,18,3,2022-2023,serie-a
michele di gregorio,Monza,1151,76.0,100.0,97.5,50.0,0.0,0.1,1.0,16,1,0,2022-2023,serie-a
giovanni di lorenzo,Napoli,2272,84.6,92.7,87.2,63.7,4.7,4.4,-0.7,177,61,9,2022-2023,serie-a
angel di maria,Juventus,487,72.1,87.6,77.7,52.5,4.5,4.1,-0.5,63,41,8,2022-2023,serie-a
boulaye dia,Salernitana,449,76.2,82.9,80.4,74.4,3.1,1.9,2.9,31,16,2,2022-2023,serie-a
brahim diaz,Milan,575,80.0,87.7,83.5,56.5,5.6,3.4,1.4,80,40,3,2022-2023,serie-a
federico dimarco,Inter,925,73.6,87.5,79.9,48.1,6.9,5.5,-3.9,67,42,28,2022-2023,serie-a
koffi djidji,Torino,1249,86.7,92.8,91.8,59.1,0.1,0.3,-0.1,81,5,2,2022-2023,serie-a
berat djimsiti,Atalanta,953,87.2,91.7,91.1,62.4,0.2,0.5,0.8,48,2,0,2022-2023,serie-a
dodo,Fiorentina,1222,81.3,89.8,83.4,61.3,2.2,2.0,0.8,93,29,10,2022-2023,serie-a
josh doig,Hellas Verona,360,67.4,82.3,68.1,45.7,1.2,1.3,1.8,28,12,8,2022-2023,serie-a
nicolas dominguez,Bologna,1169,82.3,89.2,84.5,65.4,2.9,2.8,-0.9,118,25,2,2022-2023,serie-a
giulio donati,Monza,273,85.0,90.4,89.9,71.7,0.1,0.1,-0.1,19,0,0,2022-2023,serie-a
bartomiej dragowski,Spezia,808,68.9,99.5,98.1,40.4,0.1,0.2,0.9,22,3,0,2022-2023,serie-a
ondrej duda,Hellas Verona,323,74.6,83.6,83.1,54.7,0.3,0.5,-0.3,42,5,1,2022-2023,serie-a
denzel dumfries,Inter,745,74.2,86.1,76.5,50.5,4.9,3.9,-0.9,32,32,18,2022-2023,serie-a
alfred duncan,Fiorentina,421,78.0,87.4,84.3,55.7,0.6,0.7,-0.6,58,10,5,2022-2023,serie-a
paulo dybala,Roma,650,78.0,88.5,80.4,67.1,6.8,4.5,-0.8,49,21,1,2022-2023,serie-a
edin dzeko,Inter,364,68.9,77.1,70.5,54.5,3.2,3.3,-0.2,39,20,2,2022-2023,serie-a
festy ebosele,Udinese,101,66.9,81.3,69.6,52.9,0.9,0.5,0.1,9,9,5,2022-2023,serie-a
enzo ebosse,Udinese,453,81.3,89.1,84.6,63.7,0.0,0.1,0.0,43,4,1,2022-2023,serie-a
tyronne ebuehi,Empoli,688,78.1,86.7,83.2,52.9,1.9,1.1,2.1,26,11,7,2022-2023,serie-a
ederson,Atalanta,884,81.0,86.2,86.7,72.9,2.3,2.1,-1.3,93,15,4,2022-2023,serie-a
kingsley ehizibue,Udinese,412,72.9,83.0,78.2,55.9,0.9,1.1,-0.9,32,12,7,2022-2023,serie-a
albin ekdal,Spezia,606,77.5,83.3,82.3,45.0,1.6,0.9,0.4,62,17,2,2022-2023,serie-a
emmanuel ekong,Empoli,3,75.0,66.7,,100.0,0.0,0.0,0.0,0,0,0,2022-2023,serie-a
mikael ellertsson,Spezia,24,60.0,88.9,50.0,0.0,0.0,0.0,0.0,3,0,0,2022-2023,serie-a
elif elmas,Napoli,879,86.9,92.4,86.6,63.8,1.9,2.3,1.1,60,31,9,2022-2023,serie-a
martin erlic,Sassuolo,1111,85.8,89.7,91.6,68.6,0.2,0.6,-0.2,48,3,0,2022-2023,serie-a
gonzalo escalante,Cremonese,222,76.6,84.6,84.4,44.4,0.2,0.1,0.8,30,2,0,2022-2023,serie-a
salvatore esposito,Spezia,500,76.6,90.4,83.1,40.7,1.5,1.3,-1.5,49,6,1,2022-2023,serie-a
nicolo fagioli,Juventus,505,83.2,90.6,86.1,60.3,1.3,1.1,1.7,49,18,3,2022-2023,serie-a
wladimiro falcone,Lecce,597,51.2,100.0,96.1,34.1,0.2,0.1,-0.2,16,2,0,2022-2023,serie-a
davide faraoni,Hellas Verona,394,66.6,81.5,70.5,47.3,1.0,0.7,2.0,34,20,9,2022-2023,serie-a
federico fazio,Salernitana,410,76.5,81.8,85.6,50.0,0.1,0.1,-0.1,24,3,0,2022-2023,serie-a
jacopo fazzini,Empoli,257,78.8,90.2,84.6,37.0,0.9,0.8,-0.9,16,4,1,2022-2023,serie-a
lewis ferguson,Bologna,1039,85.3,91.6,88.3,54.4,1.0,1.2,-1.0,70,12,0,2022-2023,serie-a
alex ferrari,Sampdoria,384,84.2,90.5,90.9,61.2,0.4,0.6,-0.4,17,1,0,2022-2023,serie-a
alex ferrari,Cremonese,339,74.0,80.1,83.3,48.7,0.1,0.2,-0.1,27,5,1,2022-2023,serie-a
salvador ferrer,Spezia,73,76.8,87.9,78.0,62.5,0.0,0.0,0.0,3,0,0,2022-2023,serie-a
vincenzo fiorillo,Salernitana,16,66.7,100.0,100.0,50.0,0.0,0.0,0.0,0,0,0,2022-2023,serie-a
alessandro florenzi,Milan,130,75.6,91.2,82.1,35.3,0.5,1.1,-0.5,8,6,5,2022-2023,serie-a
davide frattesi,Sassuolo,812,79.3,83.5,82.9,69.0,1.9,2.0,-1.9,80,22,1,2022-2023,serie-a
matteo gabbia,Milan,289,80.5,84.8,90.2,64.8,0.0,0.0,0.0,14,0,0,2022-2023,serie-a
manolo gabbiadini,Sampdoria,428,68.5,79.2,69.5,42.2,4.5,4.1,-2.5,33,28,2,2022-2023,serie-a
gianluca gaetano,Napoli,48,77.4,96.6,70.0,75.0,0.2,0.1,0.8,3,0,0,2022-2023,serie-a
roberto gagliardini,Inter,297,83.7,88.5,87.0,60.0,0.3,0.7,-0.3,32,12,4,2022-2023,serie-a
adolfo gaich,Hellas Verona,94,57.0,61.0,56.4,0.0,0.4,0.2,-0.4,8,0,0,2022-2023,serie-a
pablo galdames millan,Cremonese,211,69.9,84.5,73.6,51.6,1.1,0.6,0.9,27,3,0,2022-2023,serie-a
antonino gallo,Lecce,843,67.2,85.2,71.4,36.3,1.9,2.1,-0.9,121,34,19,2022-2023,serie-a
federico gatti,Juventus,808,84.4,93.5,91.2,61.3,1.5,1.1,-1.5,47,3,0,2022-2023,serie-a
valentin gendrey,Lecce,1031,71.2,84.6,72.4,37.2,2.9,1.8,-0.9,72,21,13,2022-2023,serie-a
paolo ghiglione,Cremonese,159,55.8,70.9,59.8,39.7,0.6,0.6,0.4,17,18,15,2022-2023,serie-a
mario gila,Lazio,56,91.8,92.6,92.3,85.7,0.0,0.0,0.0,1,0,0,2022-2023,serie-a
gvidas gineitis,Torino,75,83.3,83.7,88.6,85.7,0.0,0.0,0.0,6,0,0,2022-2023,serie-a
olivier giroud,Milan,351,62.7,67.0,65.9,53.3,4.0,2.0,1.0,13,7,0,2022-2023,serie-a
pierluigi gollini,Fiorentina,96,76.2,100.0,100.0,54.5,0.0,0.0,0.0,1,0,0,2022-2023,serie-a
pierluigi gollini,Napoli,136,85.5,100.0,98.4,66.2,0.0,0.0,0.0,1,0,0,2022-2023,serie-a
joan gonzalez,Lecce,598,76.5,81.8,85.5,50.6,1.3,1.6,1.7,72,9,3,2022-2023,serie-a
