Player,Squad,Pass_cmp,Pass_cmp%,Pass_cmp_Short%,Pass_cmp_Medium%,Pass_cmp_Long%,xAG,xA,A-xAG,Pass_cmp_Att_3rd,PPA,CrsPA,Season,Competition
enzo barrenechea,Valencia,1170,86.5,91.3,90.6,68.6,0.9,1.1,1.1,143,7,0,2024-2025,laliga
ander barrenetxea,Real Sociedad,375,70.9,83.8,72.4,59.2,1.9,2.5,1.1,23,22,4,2024-2025,laliga
pablo barrios,Atlético Madrid,1299,86.0,91.5,90.7,63.3,2.4,2.0,1.6,148,24,5,2024-2025,laliga
thierno barry,Villarreal,209,62.0,68.6,60.3,47.4,2.9,2.0,1.1,14,12,1,2024-2025,laliga
marc bartra,Betis,945,81.3,93.2,90.3,50.6,0.2,0.3,0.8,64,5,1,2024-2025,laliga
aboubacar bassinga,Las Palmas,2,50.0,100.0,,33.3,0.0,0.0,0.0,0,0,0,2024-2025,laliga
augusto batalla,Rayo Vallecano,784,66.6,99.2,98.5,41.1,0.0,0.1,0.0,25,1,0,2024-2025,laliga
rafael bauza,Espanyol,46,85.2,96.0,85.0,57.1,0.0,0.0,0.0,3,1,0,2024-2025,laliga
sheraldo becker,Real Sociedad,200,63.9,79.5,63.6,45.5,2.0,1.7,-1.0,6,17,5,2024-2025,laliga
donny van de beek,Girona,365,81.7,89.3,81.6,66.7,3.2,3.6,-1.2,21,11,0,2024-2025,laliga
luken beitia,Real Sociedad,5,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0,0,0,2024-2025,laliga
ismael bekhoucha,Getafe,17,70.8,92.9,80.0,0.0,0.0,0.0,0.0,1,0,0,2024-2025,laliga
hector bellerin,Betis,270,82.3,91.5,81.3,47.6,2.0,2.1,0.0,16,4,2,2024-2025,laliga
jude bellingham,Real Madrid,1333,86.1,91.1,88.0,78.9,3.9,4.5,4.1,130,31,0,2024-2025,laliga
fran beltran,Celta Vigo,1313,88.6,92.2,92.8,74.5,1.8,1.8,-0.8,132,14,1,2024-2025,laliga
carlos benavidez,Alavés,161,69.4,83.1,77.1,49.0,0.6,0.6,0.4,23,4,0,2024-2025,laliga
iker benito,Osasuna,9,69.2,66.7,75.0,50.0,0.0,0.0,0.0,0,0,0,2024-2025,laliga
yuri berchiche,Athletic Club,1174,84.0,90.4,85.9,66.7,2.2,2.2,-0.2,129,15,8,2024-2025,laliga
alex berenguer,Athletic Club,628,65.8,83.5,73.3,30.6,5.0,4.4,2.0,49,28,11,2024-2025,laliga
marc bernal,Barcelona,148,92.5,93.0,93.5,90.9,0.0,0.1,0.0,12,0,0,2024-2025,laliga
juan bernat,Villarreal,101,77.7,88.5,84.9,16.7,0.4,0.4,0.6,4,1,1,2024-2025,laliga
juan bernat,Getafe,142,71.7,83.8,72.9,44.4,0.7,0.4,0.3,10,7,3,2024-2025,laliga
juan berrocal,Getafe,287,76.1,90.8,84.2,42.3,0.0,0.1,0.0,21,2,0,2024-2025,laliga
antonio blanco,Alavés,1013,79.3,85.3,85.8,58.3,1.6,1.8,-0.6,142,19,9,2024-2025,laliga
daley blind,Girona,2318,88.8,93.8,92.3,72.1,1.6,2.5,0.4,310,26,8,2024-2025,laliga
adama boiro,Athletic Club,401,79.9,90.4,78.7,37.9,0.5,0.6,-0.5,44,8,4,2024-2025,laliga
enzo boyomo,Osasuna,1220,87.0,91.9,93.1,59.3,0.9,0.7,-0.9,86,6,0,2024-2025,laliga
enzo boyomo,Valladolid,174,91.6,97.4,93.5,57.9,0.0,0.0,0.0,2,0,0,2024-2025,laliga
darko brasanac,Leganés,380,75.7,87.1,74.4,43.8,0.4,0.5,1.6,28,2,0,2024-2025,laliga
tajon buchanan,Villarreal,106,73.6,81.4,71.0,58.3,0.5,0.5,1.5,2,4,1,2024-2025,laliga
ante budimir,Osasuna,239,56.1,65.1,51.8,45.5,1.7,1.2,2.3,12,7,0,2024-2025,laliga
manu bueno,Sevilla,67,90.5,92.1,92.0,83.3,0.0,0.1,0.0,4,1,0,2024-2025,laliga
endika bujan,Athletic Club,4,80.0,100.0,,0.0,0.0,0.0,0.0,0,0,0,2024-2025,laliga
pau cabanes,Villarreal,60,71.4,82.2,72.4,33.3,0.4,0.2,-0.4,1,3,0,2024-2025,laliga
pau cabanes,Alavés,59,70.2,81.0,70.0,0.0,0.0,0.1,0.0,3,1,0,2024-2025,laliga
leandro cabrera,Espanyol,1084,75.2,86.4,87.0,44.6,0.9,0.7,1.1,90,15,3,2024-2025,laliga
fernando calero,Espanyol,325,85.3,92.2,92.4,64.2,0.0,0.1,0.0,17,1,1,2024-2025,laliga
eduardo camavinga,Real Madrid,700,88.3,93.7,92.8,65.2,0.8,0.7,1.2,61,5,0,2024-2025,laliga
sergio camello,Rayo Vallecano,207,78.7,84.1,83.6,77.8,2.0,1.1,0.0,12,7,0,2024-2025,laliga
jose campana,Las Palmas,703,84.3,91.3,87.3,65.3,0.9,1.0,2.1,72,12,4,2024-2025,laliga
peio canales,Athletic Club,89,79.5,89.8,81.4,43.8,0.2,0.2,-0.2,6,2,0,2024-2025,laliga
antonio candela,Valladolid,342,77.2,92.3,76.7,44.8,0.8,0.7,-0.8,17,6,6,2024-2025,laliga
sergi canos,Valencia,92,58.2,81.0,62.3,26.1,0.2,0.2,0.8,9,3,3,2024-2025,laliga
dani cardenas,Rayo Vallecano,94,52.5,100.0,98.1,27.8,0.0,0.0,0.0,2,0,0,2024-2025,laliga
irvin cardona,Espanyol,100,62.1,76.7,63.3,28.6,0.6,1.2,0.4,9,11,4,2024-2025,laliga
marc cardona,Las Palmas,38,79.2,87.5,80.0,66.7,0.0,0.1,0.0,4,0,0,2024-2025,laliga
sergi cardona,Villarreal,1126,77.3,86.9,82.0,46.5,5.8,4.6,1.2,62,46,26,2024-2025,laliga
johnny cardoso,Betis,950,85.7,90.4,89.3,67.9,0.9,0.8,0.1,63,4,0,2024-2025,laliga
jose carlos gonzalez,Las Palmas,8,88.9,100.0,100.0,,0.0,0.0,0.0,1,0,0,2024-2025,laliga
carmona,Sevilla,1448,80.5,88.2,84.4,46.8,2.0,0.9,-2.0,99,14,6,2024-2025,laliga
sergio carreira,Celta Vigo,681,76.1,86.2,79.9,52.2,3.1,2.4,0.9,35,24,8,2024-2025,laliga
dani carvajal,Real Madrid,399,86.2,92.9,87.2,74.3,0.2,0.3,-0.2,20,5,0,2024-2025,laliga
william carvalho,Betis,343,86.8,92.3,91.9,66.7,0.2,0.7,-0.2,44,4,0,2024-2025,laliga
marc casado,Barcelona,1221,89.3,92.6,94.4,66.0,1.4,1.8,1.6,138,6,0,2024-2025,laliga
catena,Osasuna,1274,83.8,91.4,93.8,55.7,2.3,1.9,0.7,68,5,1,2024-2025,laliga
maximiliano caufriez,Valencia,11,78.6,100.0,85.7,50.0,0.0,0.0,0.0,0,0,0,2024-2025,laliga
dani ceballos,Real Madrid,1284,94.3,97.6,96.2,79.6,1.6,2.0,-1.6,156,10,0,2024-2025,laliga
franco cervi,Celta Vigo,91,68.9,78.7,84.6,36.4,0.3,0.3,-0.3,12,2,0,2024-2025,laliga
raul chasco,Valladolid,35,60.3,78.9,65.0,43.8,0.0,0.1,0.0,5,1,0,2024-2025,laliga
pep chavarria,Rayo Vallecano,1244,79.7,89.2,82.0,52.5,1.9,1.9,-0.9,75,27,10,2024-2025,laliga
walid cheddira,Espanyol,73,70.9,76.9,80.6,40.0,1.2,0.5,-0.2,3,1,0,2024-2025,laliga
chema,Real Madrid,1,100.0,,100.0,,0.0,0.0,0.0,0,0,0,2024-2025,laliga
julian chicco,Leganés,113,79.0,87.5,86.4,47.1,0.2,0.3,0.8,10,2,0,2024-2025,laliga
chiquinho,Mallorca,22,64.7,86.7,55.6,28.6,0.0,0.1,0.0,0,0,0,2024-2025,laliga
andreas christensen,Barcelona,202,91.8,96.0,94.9,69.2,0.0,0.1,0.0,23,0,0,2024-2025,laliga
jasper cillessen,Las Palmas,683,68.2,98.7,98.0,38.7,0.0,0.0,0.0,15,0,0,2024-2025,laliga
pathe ciss,Rayo Vallecano,999,84.7,90.0,89.7,68.1,1.1,0.8,-0.1,102,8,0,2024-2025,laliga
seydouba cisse,Leganés,972,84.6,89.8,88.5,66.9,1.0,0.9,0.0,86,15,1,2024-2025,laliga
silvi clua,Girona,75,78.9,83.8,85.7,62.5,0.0,0.0,0.0,3,0,0,2024-2025,laliga
eray comert,Valladolid,805,87.7,88.9,95.4,62.8,0.0,0.1,0.0,47,1,0,2024-2025,laliga
santi comesana,Villarreal,1163,84.6,89.4,89.9,65.0,2.0,2.6,0.0,143,30,3,2024-2025,laliga
diego conde,Villarreal,519,81.1,99.2,97.9,49.1,0.2,0.0,0.8,7,1,0,2024-2025,laliga
tomas conechny,Alavés,210,63.8,72.3,68.3,34.5,0.3,0.8,-0.3,14,11,8,2024-2025,laliga
copete,Mallorca,639,83.3,90.8,90.2,57.9,0.0,0.1,0.0,35,4,0,2024-2025,laliga
iker cordoba,Valencia,9,81.8,60.0,100.0,100.0,0.1,0.0,-0.1,1,1,1,2024-2025,laliga
angel correa,Atlético Madrid,206,73.6,82.8,73.5,47.4,2.1,2.2,-1.1,19,10,1,2024-2025,laliga
thierry correia,Valencia,330,74.8,87.4,79.7,46.3,0.3,0.8,-0.3,23,12,3,2024-2025,laliga
coba da costa,Getafe,195,64.4,72.2,67.4,51.4,1.4,1.5,-0.4,14,10,7,2024-2025,laliga
logan costa,Villarreal,1354,87.7,94.7,93.3,61.2,0.6,0.5,0.4,107,6,0,2024-2025,laliga
samu costa,Mallorca,1164,80.7,86.6,86.1,67.8,1.2,1.9,0.8,117,14,5,2024-2025,laliga
thibaut courtois,Real Madrid,848,83.1,99.4,99.2,48.8,0.1,0.0,-0.1,4,0,0,2024-2025,laliga
juan cruz armada,Osasuna,525,78.0,89.3,78.6,43.5,0.0,0.2,0.0,54,2,0,2024-2025,laliga
juan cruz,Leganés,488,68.2,82.4,70.5,37.6,4.1,3.7,-0.1,34,32,14,2024-2025,laliga
pau cubarsi,Barcelona,2434,93.5,95.3,96.5,77.7,1.6,1.0,1.4,210,4,1,2024-2025,laliga
cucho,Betis,223,71.9,77.5,70.7,71.9,1.5,0.7,-0.5,20,10,1,2024-2025,laliga
arnaut danjuma,Villarreal,23,76.7,73.3,83.3,50.0,0.0,0.0,0.0,1,0,0,2024-2025,laliga
arnaut danjuma,Girona,318,72.6,86.5,76.3,50.8,1.7,2.3,-1.7,17,24,8,2024-2025,laliga
sergi darder,Mallorca,981,75.3,88.5,79.2,54.7,3.7,5.3,2.3,122,33,15,2024-2025,laliga
rodrigo de paul,Atlético Madrid,1449,81.7,91.0,83.3,62.1,5.6,5.8,-0.6,180,58,13,2024-2025,laliga
mouctar diakhaby,Valencia,282,83.9,93.7,91.1,43.2,0.0,0.1,0.0,7,2,0,2024-2025,laliga
assane diao,Betis,49,74.2,83.7,75.0,100.0,1.5,0.6,0.5,2,1,1,2024-2025,laliga
moussa diarra,Alavés,670,80.2,90.2,86.1,47.7,0.1,0.4,-0.1,44,8,3,2024-2025,laliga
brahim diaz,Real Madrid,573,86.8,91.0,86.5,66.7,3.3,2.3,-1.3,56,19,0,2024-2025,laliga
daniel diaz,Real Sociedad,1,33.3,,33.3,,0.0,0.0,0.0,0,0,0,2024-2025,laliga
pedro diaz,Rayo Vallecano,446,78.8,89.0,86.0,40.0,2.1,2.1,-2.1,45,17,2,2024-2025,laliga
diego,Leganés,121,63.0,69.7,61.8,50.0,0.2,0.2,-0.2,8,3,1,2024-2025,laliga
stole dimitrievski,Valencia,68,51.1,100.0,94.6,30.0,0.0,0.0,0.0,3,0,0,2024-2025,laliga
yan diomande,Leganés,166,83.0,90.2,81.2,33.3,0.9,0.9,0.1,4,7,1,2024-2025,laliga
alvaro djalo,Athletic Club,85,66.4,80.6,57.8,61.5,0.9,0.6,-0.9,6,6,4,2024-2025,laliga
djene,Getafe,694,75.6,81.8,81.0,54.5,0.6,0.8,-0.6,78,13,6,2024-2025,laliga
marko dmitrovic,Leganés,470,44.7,100.0,98.8,30.0,0.2,0.1,-0.2,28,0,0,2024-2025,laliga
marc domenech,Mallorca,34,69.4,78.6,60.0,60.0,0.2,0.3,-0.2,0,4,2,2024-2025,laliga
carlos dominguez,Celta Vigo,856,88.5,94.8,93.1,49.5,0.1,0.2,-0.1,64,0,0,2024-2025,laliga
israel dominguez,Sevilla,2,100.0,100.0,100.0,,0.0,0.0,0.0,0,0,0,2024-2025,laliga
sergi dominguez,Barcelona,171,95.0,100.0,94.6,70.0,0.0,0.0,0.0,13,0,0,2024-2025,laliga
anastasios douvikas,Celta Vigo,76,71.0,73.6,81.1,100.0,0.2,0.2,0.8,2,1,0,2024-2025,laliga
domingos duarte,Getafe,497,78.5,80.1,89.7,55.2,0.1,0.1,-0.1,42,0,0,2024-2025,laliga
duk,Leganés,33,62.3,84.0,64.7,0.0,0.7,0.4,-0.7,0,2,1,2024-2025,laliga
pablo duran,Celta Vigo,284,71.0,80.9,79.0,43.2,2.8,1.0,1.2,21,10,3,2024-2025,laliga
hugo duro,Valencia,296,69.2,77.1,72.7,52.4,1.3,0.5,0.7,18,3,0,2024-2025,laliga
chidera ejuke,Sevilla,363,81.6,90.5,83.6,69.8,1.9,1.2,-0.9,18,20,5,2024-2025,laliga
aritz elustondo,Real Sociedad,775,85.4,94.4,90.4,59.1,0.2,0.4,-0.2,58,2,0,2024-2025,laliga
adri embarba,Rayo Vallecano,383,63.9,80.1,66.7,36.4,2.7,2.5,-1.7,23,17,10,2024-2025,laliga
endrick,Real Madrid,59,78.7,83.8,78.3,85.7,0.5,0.2,-0.5,1,2,0,2024-2025,laliga
alfonso espino,Rayo Vallecano,365,74.3,90.5,74.9,32.8,0.6,0.6,0.4,35,6,5,2024-2025,laliga
dario essugo,Las Palmas,812,85.4,88.7,89.4,70.2,0.4,0.7,-0.4,73,8,0,2024-2025,laliga
etienne etoo,Rayo Vallecano,1,20.0,50.0,0.0,,0.0,0.1,0.0,0,0,0,2024-2025,laliga
karl etta,Villarreal,0,0.0,0.0,,,0.0,0.0,0.0,0,0,0,2024-2025,laliga
edu exposito,Espanyol,318,65.6,85.8,71.2,42.0,3.2,2.4,-1.2,36,14,4,2024-2025,laliga
abde ezzalzouli,Betis,542,71.6,82.2,68.6,29.7,2.0,2.1,0.0,42,19,2,2024-2025,laliga
ansu fati,Barcelona,104,83.2,91.6,78.3,33.3,0.2,0.4,-0.2,3,5,0,2024-2025,laliga
nabil fekir,Betis,67,81.7,88.4,87.0,60.0,0.6,0.8,0.4,5,6,2,2024-2025,laliga
kiko femenia,Villarreal,1339,88.9,94.7,90.1,65.1,1.3,2.1,-0.3,108,24,14,2024-2025,laliga
aitor fernandez,Osasuna,29,64.4,,100.0,54.3,0.0,0.0,0.0,1,0,0,2024-2025,laliga
alvaro fernandez,Sevilla,212,65.4,100.0,99.1,33.3,0.1,0.0,-0.1,6,0,0,2024-2025,laliga
pelayo fernandez,Rayo Vallecano,24,85.7,92.3,80.0,100.0,0.0,0.0,0.0,1,0,0,2024-2025,laliga
roberto fernandez,Espanyol,187,72.2,82.9,63.1,100.0,0.6,0.5,-0.6,9,7,0,2024-2025,laliga
valery fernandez,Mallorca,88,88.9,87.5,92.0,100.0,0.0,0.1,0.0,4,2,1,2024-2025,laliga
andre ferreira,Valladolid,138,70.8,100.0,100.0,42.9,0.0,0.0,0.0,1,0,0,2024-2025,laliga
mateo flores,Betis,56,81.2,83.3,87.5,60.0,0.0,0.1,0.0,3,1,1,2024-2025,laliga
pablo fornals,Betis,887,80.0,88.3,79.9,64.3,3.3,2.9,-3.3,93,33,8,2024-2025,laliga
hector fort,Barcelona,448,90.1,94.9,89.4,83.3,0.9,1.3,-0.9,27,3,0,2024-2025,laliga
dimitri foulquier,Valencia,1007,78.9,93.6,79.4,39.7,1.4,2.0,-0.4,77,15,6,2024-2025,laliga
juan foyth,Villarreal,838,87.0,93.4,91.6,63.3,0.3,0.9,-0.3,53,8,2,2024-2025,laliga
fran,Real Madrid,19,95.0,100.0,100.0,80.0,0.0,0.0,0.0,0,0,0,2024-2025,laliga
alejandro frances,Girona,685,84.3,90.6,93.7,58.3,0.3,0.5,-0.3,69,6,3,2024-2025,laliga
enric franquesa,Leganés,158,70.2,80.7,74.2,42.3,0.1,0.1,-0.1,5,2,2,2024-2025,laliga
jorge de frutos,Rayo Vallecano,455,68.3,81.0,67.9,46.8,3.4,2.3,-0.4,22,28,13,2024-2025,laliga
dario fuentes,Sevilla,0,0.0,,0.0,,0.0,0.0,0.0,0,0,0,2024-2025,laliga
manuel fuster,Las Palmas,478,76.6,88.4,78.4,56.1,1.8,1.8,-0.8,56,24,5,2024-2025,laliga
javi galan,Atlético Madrid,852,82.9,92.7,80.2,62.1,3.9,3.1,-0.9,44,22,14,2024-2025,laliga
inigo ruiz de galarreta,Athletic Club,683,80.9,86.5,90.6,56.3,2.9,2.7,1.1,101,25,3,2024-2025,laliga
conor gallagher,Atlético Madrid,714,85.0,91.8,85.9,57.8,1.2,1.1,1.8,47,14,1,2024-2025,laliga
facundo garces,Alavés,150,76.1,87.5,84.2,44.7,0.8,0.7,-0.8,8,1,0,2024-2025,laliga
alvaro garcia,Rayo Vallecano,543,64.6,78.1,67.0,35.9,5.0,5.9,0.0,27,44,18,2024-2025,laliga
eric garcia,Barcelona,1234,92.1,93.1,95.4,78.0,0.8,1.6,2.2,142,14,3,2024-2025,laliga
fran garcia,Real Madrid,1344,86.7,93.4,85.9,60.9,1.8,2.3,0.2,87,23,9,2024-2025,laliga
gonzalo garcia,Real Madrid,19,95.0,92.3,100.0,100.0,1.0,0.6,0.0,0,0,0,2024-2025,laliga
joan garcia,Espanyol,901,71.6,98.9,98.8,47.2,0.0,0.1,0.0,25,1,0,2024-2025,laliga
pablo garcia,Betis,10,71.4,85.7,60.0,50.0,0.0,0.2,0.0,0,0,0,2024-2025,laliga
ruben garcia,Osasuna,903,74.3,84.8,79.5,56.9,3.6,4.6,1.4,77,31,16,2024-2025,laliga
unai garcia,Osasuna,36,94.7,100.0,93.3,100.0,0.0,0.0,0.0,1,0,0,2024-2025,laliga
yarek gasiorowski,Valencia,387,80.3,87.5,87.9,52.5,0.1,0.3,-0.1,43,3,1,2024-2025,laliga
gavi,Barcelona,733,90.0,95.0,89.8,79.5,1.6,1.5,-0.6,92,11,1,2024-2025,laliga
paulo gazzaniga,Girona,969,80.0,99.6,97.8,47.8,0.0,0.0,0.0,11,0,0,2024-2025,laliga
bryan gil,Girona,621,81.8,90.5,83.2,46.0,2.9,3.2,0.1,27,33,7,2024-2025,laliga
dani gomez,Valencia,62,74.7,88.0,65.2,,0.0,0.1,0.0,3,2,0,2024-2025,laliga
moi gomez,Osasuna,398,80.6,89.1,85.3,60.0,0.8,1.1,-0.8,46,13,9,2024-2025,laliga
sergi gomez,Espanyol,311,88.9,92.7,96.0,57.7,0.0,0.0,0.0,3,0,0,2024-2025,laliga
sergio gomez,Real Sociedad,1076,74.8,89.5,78.6,46.0,8.9,7.5,-3.9,77,23,11,2024-2025,laliga
unai gomez,Athletic Club,223,73.1,79.5,79.0,52.8,0.8,0.9,2.2,20,1,0,2024-2025,laliga
fabio gonzalez,Las Palmas,43,81.1,83.3,90.0,80.0,0.0,0.0,0.0,5,0,0,2024-2025,laliga
peter gonzalez,Getafe,86,65.6,77.0,68.2,33.3,0.1,0.3,-0.1,1,5,3,2024-2025,laliga
urko gonzalez,Espanyol,335,77.5,81.3,85.8,62.5,0.7,0.8,1.3,37,5,0,2024-2025,laliga
urko gonzalez,Real Sociedad,10,58.8,63.6,33.3,100.0,0.0,0.0,0.0,0,0,0,2024-2025,laliga
andoni gorosabel,Athletic Club,736,83.3,91.5,84.0,49.0,1.8,1.7,0.2,57,16,10,2024-2025,laliga
jose gragera,Espanyol,190,87.6,85.1,95.3,70.6,0.0,0.1,0.0,14,0,0,2024-2025,laliga
dominik greif,Mallorca,735,70.2,100.0,99.7,46.3,0.0,0.1,0.0,17,2,0,2024-2025,laliga
antoine griezmann,Atlético Madrid,1094,74.8,86.2,72.0,58.4,7.1,6.5,-0.1,105,47,11,2024-2025,laliga
florian grillitsch,Valladolid,289,82.8,90.8,89.3,62.7,0.7,0.4,-0.7,29,5,0,2024-2025,laliga
vicente guaita,Celta Vigo,798,82.1,99.5,98.6,52.2,0.0,0.0,0.0,2,0,0,2024-2025,laliga
sergi guardiola,Rayo Vallecano,56,66.7,74.5,62.5,60.0,0.1,0.2,-0.1,2,3,1,2024-2025,laliga
nemanja gudelj,Sevilla,1192,86.9,94.2,91.7,50.0,0.6,1.0,0.4,72,7,0,2024-2025,laliga
javier guerra,Valencia,1023,77.9,87.4,85.2,54.4,3.2,3.2,-0.2,119,23,4,2024-2025,laliga
