goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id
30,4,0,277,57.23,7,41.18,160,64.52,18,9,85.14,284,56.69,3023,99,22,87,35,0,0,0,29,6,0,0,0,0,1069,22,1914,81,35,27.78,71,73.96,6,0,11,11,196,91,55,15.31,8,7,,2,0,4,Lionel Messi,Barcelona,12994,2817
0,0,0,0,0.0,1,100.0,0,0.0,0,0,45.16,1,100.0,90,0,0,0,1,7,5,2,2,0,0,0,1,0,0,0,14,0,0,0.0,9,36.0,0,2,0,0,0,0,0,0.0,0,0,,0,0,0,Ángel Jiménez,Granada,1089219,33779
3,6,0,89,55.97,12,60.0,16,88.89,42,10,93.62,101,56.42,2121,31,27,8,28,0,0,0,19,2,0,0,0,0,624,11,1892,67,37,29.37,229,87.07,15,9,33,3,34,12,5,8.82,0,1,,0,3,0,Toni Kroos,Real Madrid,26502,2829
23,3,0,153,48.11,62,47.69,71,62.28,24,7,69.7,215,47.99,2682,58,44,59,33,0,0,0,32,2,0,0,0,0,280,14,736,44,14,40.0,58,61.7,15,25,27,10,97,47,19,23.71,5,19,,0,0,0,Gerard Moreno,Villarreal,146866,2819
14,9,0,123,56.16,17,27.42,60,70.59,11,13,78.84,140,49.82,2870,53,24,27,33,0,0,0,38,6,0,0,0,0,416,16,965,64,7,25.0,49,80.33,16,20,21,7,50,27,7,28.0,3,13,,0,0,2,Iago Aspas,Celta Vigo,19356,2821
23,2,0,72,46.15,26,38.81,39,62.9,8,9,84.62,98,43.95,2901,25,17,39,34,0,0,0,23,1,0,0,0,0,459,10,1023,38,5,27.78,43,82.69,8,24,10,19,123,55,25,18.7,7,23,,0,0,0,Karim Benzema,Real Madrid,3306,2829
4,1,0,31,48.44,2,33.33,11,47.83,9,0,83.76,33,47.14,436,11,6,8,7,0,0,0,5,0,0,0,0,0,88,3,165,9,2,50.0,0,0.0,3,0,8,1,14,7,1,28.57,0,2,,0,0,0,Ansu Fati,Barcelona,962883,2817
3,5,0,162,59.12,24,50.0,37,75.51,65,4,90.22,186,57.76,3119,60,32,21,36,0,0,0,39,4,0,0,0,0,696,7,2407,44,42,37.5,177,74.68,45,18,48,0,27,9,5,11.11,0,0,,0,3,1,Dani Parejo,Villarreal,39182,2819
5,4,0,125,54.82,19,47.5,55,74.32,37,3,88.14,144,53.73,2743,33,30,33,35,0,0,0,21,2,0,0,0,0,667,7,1948,50,15,18.99,164,79.23,48,11,23,0,45,15,16,11.11,1,1,,0,1,0,Luka Modrić,Real Madrid,15466,2829
0,0,0,94,58.02,41,63.08,19,76.0,61,6,79.4,135,59.47,2477,15,30,7,28,0,0,0,13,0,0,0,0,0,378,7,1183,35,34,32.38,66,45.52,40,47,26,0,3,1,1,0.0,0,6,,0,1,1,Kieran Trippier,Atlético Madrid,69256,2836
11,7,0,102,54.26,19,59.38,25,64.1,41,8,85.81,121,55.0,2737,37,26,13,32,0,0,0,30,11,0,0,0,0,333,10,1228,45,39,30.95,99,58.93,23,40,33,3,37,17,10,29.73,0,0,,0,0,0,Carlos Soler,Valencia,832427,2828
6,9,1,148,53.62,101,55.8,13,56.52,84,4,83.85,249,54.49,2903,55,55,28,34,0,0,0,18,2,0,0,0,0,297,4,1620,25,5,21.74,150,64.94,70,54,40,5,46,11,10,13.04,2,4,,0,0,0,Casemiro,Real Madrid,122951,2829
0,1,0,15,60.0,2,50.0,7,87.5,7,0,89.09,17,58.62,199,1,5,1,3,0,0,0,1,0,0,0,0,0,48,0,196,0,1,33.33,20,74.07,2,1,3,0,5,0,3,0.0,0,0,,0,0,0,Thomas Partey,Atlético Madrid,316148,2836
2,3,0,124,57.41,10,52.63,32,71.11,61,5,87.65,134,57.02,1850,31,30,21,24,0,0,0,14,2,0,0,0,0,358,5,1072,44,25,26.04,65,67.01,19,23,30,2,21,8,5,9.52,0,3,,0,1,0,Lucas Vázquez,Real Madrid,255239,2829
21,6,0,64,47.06,26,49.06,13,39.39,11,3,71.83,90,47.62,2519,40,21,27,32,0,0,0,19,2,0,0,0,0,183,5,413,27,4,50.0,20,66.67,5,13,9,11,104,43,17,20.19,5,33,,0,0,0,Luis Suárez,Atlético Madrid,16943,2836
2,3,0,25,56.82,30,63.83,5,71.43,15,0,91.93,55,60.44,1276,5,17,0,15,0,0,0,12,1,0,0,0,0,129,1,1014,4,1,50.0,114,79.17,19,39,4,4,17,6,3,11.76,0,2,,0,1,0,Sergio Ramos,Real Madrid,10710,2829
13,4,0,96,56.8,19,52.78,26,70.27,37,7,87.3,115,56.1,2620,34,13,23,36,0,0,0,25,6,0,0,0,0,541,9,1148,42,10,45.45,38,77.55,12,11,28,13,71,34,9,18.31,2,13,,0,0,0,Antoine Griezmann,Barcelona,85859,2817
8,4,0,69,50.0,8,25.0,32,74.42,16,6,87.37,77,45.29,2506,21,15,26,31,0,0,0,27,3,0,0,0,0,501,13,1446,59,37,35.92,125,69.83,13,5,18,4,47,13,17,17.02,1,2,,0,0,0,Sergio Canales,Real Betis,41560,2816
1,1,0,50,52.63,4,33.33,23,57.5,14,2,82.51,54,50.47,747,13,7,13,9,0,0,0,12,1,0,0,0,0,128,5,382,14,12,26.67,21,67.74,13,4,9,1,13,5,3,7.69,0,1,,0,0,0,José Campaña,Levante UD,96373,2849
11,1,0,91,45.05,20,30.77,23,46.0,30,8,76.72,111,41.57,2431,40,24,42,33,0,0,0,23,1,0,0,0,0,257,10,623,52,42,27.81,24,55.81,15,14,21,6,62,27,16,17.74,2,17,,0,0,1,Mikel Oyarzabal,Real Sociedad,823622,2824
12,6,0,145,46.62,22,40.74,39,59.09,71,11,84.63,167,45.75,2960,38,58,51,37,0,0,0,22,2,0,0,0,0,368,10,1052,45,15,24.59,49,61.25,29,23,36,1,49,22,8,24.49,3,6,,0,0,1,Marcos Llorente,Atlético Madrid,353138,2836
