goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id
0,0,0,0,0.0,0,0.0,0,0.0,0,0,42.86,0,0.0,90,0,0,0,1,8,7,1,2,0,0,1,0,1,6,0,15,0,0,0.0,8,28.57,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Simone Perilli,Hellas Verona,253369,2701
13,5,0,96,57.14,26,59.09,7,50.0,66,3,92.37,122,57.55,2576,23,43,7,32,0,0,0,16,3,0,0,0,0,470,5,1986,53,55,35.95,148,76.29,24,21,17,0,62,23,17,20.97,3,0,10.15,0,0,1,Hakan Çalhanoğlu,Inter,135700,2697
1,0,0,6,75.0,1,100.0,1,100.0,3,0,83.33,7,77.78,90,2,0,0,1,0,0,0,4,0,0,0,0,0,4,0,25,0,0,0.0,3,100.0,2,3,2,0,1,1,0,100.0,0,0,0.1,0,0,0,Davide Biraschi,Genoa,233252,2713
0,0,0,0,0.0,0,0.0,0,0.0,0,0,92.31,0,0.0,23,0,0,0,1,4,3,1,0,0,0,0,0,0,0,0,12,0,0,0.0,1,50.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Raffaele Di Gennaro,Inter,301162,2697
0,1,0,6,85.71,3,100.0,0,0.0,5,0,90.2,9,90.0,90,1,1,0,1,0,0,0,1,1,0,0,0,0,14,0,46,0,0,0.0,4,100.0,1,1,0,0,1,1,0,0.0,0,0,0.1,0,0,0,Nicolas Haas,Empoli,587126,2705
0,1,0,4,100.0,6,100.0,1,100.0,0,0,85.04,10,100.0,1350,4,0,0,15,61,36,23,17,2,16,1,5,1,7,0,449,1,0,0.0,59,43.38,0,7,0,0,0,0,0,0.0,0,0,,0,1,0,Mile Svilar,Roma,793986,2702
24,5,0,100,41.84,38,58.46,19,32.76,22,3,79.08,138,45.39,2668,59,46,45,33,0,0,0,12,4,0,0,0,0,233,7,601,36,2,13.33,21,65.63,20,9,15,13,108,47,27,22.22,5,12,17.64,0,0,0,Lautaro Martínez,Inter,823984,2697
11,8,0,220,52.01,14,41.18,101,50.75,42,6,85.67,234,51.2,2750,80,25,48,34,0,0,0,34,6,0,0,0,0,373,11,921,63,23,23.23,63,73.26,13,7,34,14,128,45,46,8.59,2,4,11.15,0,0,0,Khvicha Kvaratskhelia,Napoli,889259,2714
0,0,0,6,60.0,8,88.89,3,100.0,1,0,74.39,14,73.68,2874,4,0,1,33,127,72,52,29,6,17,5,15,5,42,0,854,0,0,0.0,243,45.94,1,25,3,0,0,0,0,0.0,0,0,0.0,1,1,0,Michele Di Gregorio,Monza,844609,2729
9,6,0,56,39.72,9,33.33,11,44.0,17,3,69.95,65,38.69,1438,28,28,24,17,0,0,0,23,4,0,0,0,0,202,4,391,27,12,16.67,49,55.68,13,8,19,2,51,24,13,17.65,1,4,6.54,0,0,0,Domenico Berardi,Sassuolo,253367,2793
13,3,0,100,47.62,7,25.0,28,39.44,22,9,84.26,107,44.96,1977,50,12,41,28,0,0,0,26,1,0,0,0,0,291,10,755,51,25,28.41,42,73.68,3,6,16,5,59,23,14,22.03,1,5,10.59,0,1,1,Paulo Dybala,Roma,256219,2702
9,5,0,144,52.94,25,56.82,77,55.8,16,9,79.96,169,53.48,2523,52,27,41,34,0,0,0,23,8,0,0,0,0,291,18,714,59,23,21.3,28,68.29,9,15,5,7,70,25,23,12.86,2,17,10.02,0,0,0,Rafael Leão,Milan,851284,2692
5,0,0,69,58.47,6,40.0,6,33.33,42,6,85.24,75,56.39,2105,21,12,7,30,0,0,0,13,4,0,0,0,0,277,14,855,62,56,28.57,48,57.83,9,24,18,2,51,19,11,9.8,0,5,2.9,1,0,1,Federico Dimarco,Inter,284361,2697
1,5,0,85,59.03,39,56.52,10,55.56,46,3,89.83,124,58.22,2283,31,31,10,28,0,0,0,13,3,0,0,0,0,296,10,1598,23,18,23.68,141,64.38,23,43,14,1,15,6,4,6.67,2,0,1.23,0,1,0,Alessandro Bastoni,Inter,826188,2697
5,7,0,83,47.43,10,34.48,25,60.98,35,7,83.71,93,45.59,2328,23,16,24,33,0,0,0,22,4,0,0,0,0,470,9,1259,64,34,22.67,55,55.56,7,10,38,3,56,15,15,8.93,3,6,4.74,0,0,0,Luis Alberto,Lazio,111416,2699
13,3,0,98,54.44,73,59.84,33,75.0,23,7,73.93,171,56.62,2707,45,35,35,35,0,0,0,16,3,0,0,0,0,190,6,468,29,7,33.33,6,42.86,4,19,9,11,77,29,17,16.88,2,20,14.31,0,0,0,Marcus Thuram,Inter,791702,2697
