goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id
1,0,0,4,100.0,1,50.0,0,0.0,3,0,100.0,5,83.33,57,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,0,1,100.0,0,0.0,0,2,0,0,1,1,0,100.0,0,0,0.52,0,0,0,Álvaro Odriozola,Real Sociedad,353250,2824
13,2,0,45,51.14,3,75.0,30,56.6,0,2,89.77,48,52.17,1048,15,4,12,12,0,0,0,8,2,0,0,0,0,241,2,395,32,4,50.0,10,71.43,0,0,5,6,58,25,16,22.41,1,14,10.83,0,0,0,Kylian Mbappé,Real Madrid,826643,2829
0,0,0,0,0.0,2,100.0,0,0.0,0,0,50.88,2,100.0,180,0,0,0,2,11,6,4,4,1,2,0,5,0,3,0,29,0,0,0.0,15,35.71,0,6,0,0,0,0,0,0.0,0,0,,0,0,0,Pablo Cuñat,Levante UD,1085579,2849
2,0,1,45,53.57,4,66.67,14,77.78,18,1,91.27,49,54.44,848,13,5,15,10,0,0,0,11,1,0,0,0,0,327,4,815,25,2,40.0,28,58.33,6,9,15,1,12,7,3,16.67,0,0,0.91,0,0,0,Pedri,Barcelona,992587,2817
4,0,0,57,51.82,0,0.0,33,49.25,11,4,80.55,57,50.89,633,13,5,9,8,0,0,0,8,1,0,0,0,0,149,3,265,14,5,21.74,2,22.22,3,1,5,2,36,11,10,11.11,1,6,2.63,0,0,0,Lamine Yamal,Barcelona,1402912,2817
0,1,0,1,100.0,4,100.0,0,0.0,0,0,70.54,5,100.0,1080,2,0,0,12,64,46,16,18,2,6,13,8,14,6,0,285,0,0,0.0,80,41.67,0,23,0,0,0,0,0,0.0,0,0,,1,0,0,Aarón Escandell,Real Oviedo,368922,2851
3,0,0,15,55.56,4,36.36,8,61.54,5,0,83.33,19,50.0,313,2,4,3,5,0,0,0,0,0,0,0,0,0,53,2,120,7,0,0.0,14,82.35,1,3,1,0,10,5,4,30.0,0,1,1.59,0,0,0,Gerard Moreno,Villarreal,146866,2819
4,1,0,33,54.1,2,33.33,8,47.06,10,1,82.8,35,52.24,681,15,4,8,8,0,0,0,6,3,0,0,0,0,138,2,308,14,7,21.88,11,55.0,6,6,8,3,28,10,7,14.29,0,0,2.73,0,0,0,Antony,Real Betis,958380,2816
0,0,0,3,75.0,4,100.0,0,0.0,0,0,70.87,7,87.5,1080,3,0,0,12,43,26,17,10,3,9,15,4,15,19,0,236,0,0,0.0,79,45.66,0,12,1,0,0,0,0,0.0,0,0,,1,1,0,Sergio Herrera,Osasuna,294377,2820
5,2,0,72,51.8,0,0.0,30,43.48,15,4,82.37,72,51.06,868,27,8,15,12,0,0,0,8,2,0,0,0,0,218,4,341,28,6,33.33,11,61.11,1,1,6,5,33,16,7,15.15,1,2,4.56,0,0,0,Vinícius Júnior,Real Madrid,868812,2829
0,1,0,2,66.67,2,100.0,0,0.0,0,0,77.65,4,80.0,540,2,0,0,6,15,10,5,4,2,6,8,2,9,17,0,271,2,0,0.0,76,50.33,0,10,1,0,0,0,0,0.0,0,0,,0,1,1,Matías Dituro,Elche,556884,2846
0,0,0,3,100.0,2,100.0,1,100.0,1,0,91.79,5,100.0,540,1,0,0,6,14,13,1,3,1,3,15,0,15,0,0,123,0,0,0.0,18,64.29,1,7,0,0,0,0,0,0.0,0,0,,1,0,0,Joan García,Barcelona,930267,2817
3,1,0,47,58.02,9,50.0,11,50.0,14,2,82.87,56,56.57,558,22,4,13,8,0,0,0,3,3,0,0,0,0,74,5,179,9,1,7.14,4,80.0,3,5,6,4,20,7,4,15.0,3,2,2.79,0,0,0,Abdessamad Ezzalzouli,Real Betis,1011375,2816
