goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id
0,0,0,0,0.0,1,100.0,0,0.0,0,0,44.83,1,100.0,90,1,0,0,1,4,3,1,0,0,0,1,0,1,0,0,13,0,0,0.0,5,23.81,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Juan Musso,Atalanta,263651,2686
0,1,0,22,62.86,12,63.16,3,75.0,15,0,92.84,34,62.96,540,5,9,2,6,0,0,0,0,0,0,0,0,0,30,0,467,0,0,0.0,22,66.67,6,14,1,0,3,0,1,0.0,0,0,0.13,0,0,0,Bremer,Juventus,885197,2687
0,0,0,0,0.0,0,0.0,0,0.0,0,0,72.22,0,0.0,90,0,0,0,1,3,2,1,0,0,1,0,0,0,0,0,13,0,0,0.0,3,37.5,0,0,1,0,0,0,0,0.0,0,0,,0,0,0,Daniele Padelli,Udinese,2899,2695
0,0,0,0,0.0,0,0.0,0,0.0,0,0,60.94,0,0.0,153,0,0,0,2,10,7,3,2,0,0,0,1,0,0,0,39,0,0,0.0,12,32.43,1,2,0,0,0,0,0,0.0,0,0,,0,0,0,Benjamin Siegrist,Genoa,137773,2713
5,5,0,59,55.14,16,45.71,3,42.86,43,6,90.2,75,52.82,1961,13,22,9,29,0,0,0,18,2,0,0,0,0,378,11,1408,50,53,43.44,96,66.21,18,22,15,1,46,15,14,10.87,1,0,4.4,0,0,1,Hakan Çalhanoğlu,Inter,135700,2697
6,2,0,88,59.06,8,32.0,11,39.29,17,3,86.49,96,55.17,1420,60,6,28,24,0,0,0,14,1,0,0,0,0,241,8,570,40,23,37.1,36,72.0,2,2,11,6,50,19,13,12.0,3,6,6.34,0,0,0,Paulo Dybala,Roma,256219,2702
0,0,0,0,0.0,1,100.0,0,0.0,0,0,82.02,1,100.0,270,0,0,0,3,12,9,3,3,0,0,4,1,4,1,0,73,0,0,0.0,12,44.44,0,3,0,0,0,0,0,0.0,0,0,,0,0,0,Rui Patrício,Atalanta,17737,2686
8,10,0,179,59.08,20,47.62,44,54.32,38,6,84.89,199,57.68,2705,98,35,40,34,0,0,0,33,4,0,0,0,0,338,7,826,55,30,19.23,32,60.38,29,16,16,5,48,17,12,16.67,2,9,6.29,0,2,0,Mattia Zaccagni,Lazio,293581,2699
25,2,0,60,38.22,51,42.15,12,50.0,14,8,78.06,111,39.93,2402,34,32,48,36,0,0,0,25,3,0,0,0,0,198,6,434,38,4,26.67,14,66.67,4,17,13,18,104,38,20,24.04,2,6,19.24,0,0,0,Mateo Retegui,Atalanta,914501,2686
15,4,0,88,36.67,18,56.25,37,36.63,32,5,79.03,106,38.97,2263,20,31,51,31,0,0,0,20,3,0,0,0,0,341,12,637,63,38,30.65,8,44.44,3,5,8,13,82,35,22,18.29,5,26,10.37,0,1,2,Ademola Lookman,Atalanta,824200,2686
