goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id
1,0,0,15,78.95,0,0.0,9,100.0,2,0,87.5,15,71.43,111,4,2,2,2,0,0,0,1,0,0,0,0,0,17,0,42,3,1,100.0,1,100.0,0,0,0,1,6,4,1,16.67,0,0,0.6,0,0,0,Jérémy Doku,Stade Rennais,934386,1658
27,4,0,103,46.61,0,0.0,61,49.59,4,7,85.18,103,45.98,2158,38,19,35,29,0,0,0,24,1,0,0,0,0,434,8,793,40,2,8.7,37,86.05,2,1,5,12,120,59,29,22.5,2,20,20.96,0,0,0,Kylian Mbappé,Paris Saint-Germain,826643,1644
1,1,0,2,25.0,1,100.0,1,50.0,1,0,86.67,3,33.33,91,0,2,1,2,0,0,0,0,0,0,0,0,0,4,0,39,0,0,0.0,3,100.0,3,2,2,0,1,1,0,100.0,0,0,0.1,0,0,0,Jordan Amavi,Stade Brestois,342915,1715
0,0,0,1,100.0,2,66.67,0,0.0,0,0,70.83,3,75.0,360,1,0,0,4,18,13,5,6,0,7,0,3,0,3,0,102,0,0,0.0,28,40.0,0,5,0,0,0,0,0,0.0,0,0,,0,0,0,Massamba Ndiaye,Clermont Foot,1177344,1680
6,9,1,102,53.13,12,40.0,24,58.54,42,6,80.67,114,51.35,2154,36,25,23,25,0,0,0,27,4,0,0,0,0,387,7,889,50,35,31.82,66,70.21,21,12,27,2,44,19,10,13.64,1,3,3.73,0,0,0,Aleksandr Golovin,AS Monaco,318963,1653
2,2,0,21,46.67,0,0.0,8,61.54,5,2,75.58,21,42.0,269,8,3,13,3,0,0,0,3,1,0,0,0,0,22,2,65,3,2,25.0,2,33.33,4,0,3,0,5,3,0,40.0,0,0,0.56,0,0,0,Jean-Ricner Bellegarde,RC Strasbourg,845273,1659
0,0,0,20,64.52,2,28.57,5,55.56,13,5,85.44,22,57.89,628,2,2,3,9,0,0,0,7,0,0,0,0,0,98,5,317,13,12,33.33,14,63.64,6,8,3,0,6,1,1,0.0,0,1,0.24,0,0,0,Caio Henrique,AS Monaco,845170,1653
7,4,1,91,48.66,94,68.61,20,57.14,33,6,77.51,185,57.1,2603,40,28,33,32,0,0,0,32,2,0,0,0,0,391,14,996,53,25,26.32,45,54.88,20,34,21,3,69,22,14,10.14,4,13,9.1,0,0,1,Florian Sotoca,RC Lens,788921,1648
0,1,0,1,100.0,5,83.33,0,0.0,0,0,68.18,6,85.71,1080,2,0,0,12,47,27,18,9,1,13,3,4,3,1,0,210,0,0,0.0,55,36.42,0,9,0,0,0,0,0,0.0,0,0,,0,1,0,Radosław Majecki,AS Monaco,849114,1653
7,0,0,87,49.43,4,28.57,32,62.75,39,4,91.27,91,47.89,2130,16,17,23,28,0,0,0,20,2,0,0,0,0,527,4,1642,37,9,23.68,76,78.35,23,29,32,2,45,19,9,15.56,0,1,3.15,0,2,0,Vitinha,Paris Saint-Germain,902029,1644
