goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id
20,4,0,132,42.86,14,34.15,76,51.35,4,12,76.01,146,41.83,2932,52,31,57,37,0,0,0,32,6,0,0,0,0,408,20,843,97,48,28.92,42,65.63,5,3,19,9,110,53,17,18.18,3,12,,0,0,3,Memphis Depay,Olympique Lyonnais,138833,1649
4,1,0,91,46.91,1,50.0,40,51.28,26,9,81.17,92,46.94,1863,26,11,22,27,0,0,0,12,1,0,0,0,0,404,20,806,70,48,25.53,56,66.67,6,6,34,3,60,17,16,6.67,2,8,,0,0,0,Ángel Di María,Paris Saint-Germain,30027,1644
9,5,2,168,48.84,5,29.41,87,56.13,14,5,79.59,173,47.92,1423,67,33,48,18,0,0,0,14,1,0,0,0,0,389,13,729,61,17,29.31,36,55.38,9,0,29,9,70,21,17,12.86,3,3,,0,0,2,Neymar,Paris Saint-Germain,124712,1644
6,5,0,144,53.73,29,40.85,58,63.04,24,8,74.43,173,51.03,2820,64,20,35,33,0,0,0,29,5,0,0,0,0,405,16,1016,76,47,25.41,114,53.77,12,5,38,2,80,28,24,7.5,1,1,,0,0,0,Farid Boulaya,Metz,229722,1651
27,5,0,132,44.15,5,26.32,90,49.72,4,7,80.67,137,43.08,2389,38,23,46,31,0,0,0,18,2,0,0,0,0,398,9,768,35,6,11.32,7,43.75,3,3,7,15,104,55,14,25.96,1,17,,1,0,2,Kylian Mbappé,Paris Saint-Germain,826643,1644
15,4,0,77,41.62,142,55.69,31,50.0,12,9,62.48,219,49.77,2491,41,54,23,30,0,0,0,42,1,0,0,0,0,193,13,493,55,30,28.3,34,72.34,4,34,10,14,91,37,22,16.48,4,19,,0,0,1,Andy Delort,Montpellier,84744,1642
5,2,0,59,44.03,11,40.74,18,54.55,28,9,76.48,70,43.48,1072,13,19,12,21,0,0,0,6,2,0,0,0,0,120,9,361,37,31,30.39,10,43.48,11,2,31,4,27,13,5,18.52,2,3,,0,0,2,Aleksandr Golovin,AS Monaco,318963,1653
3,7,0,58,63.04,80,74.07,6,100.0,40,0,90.36,138,69.0,3187,13,30,1,36,0,0,0,20,2,0,0,0,0,196,0,2138,10,3,25.0,149,59.6,36,136,6,1,27,10,6,11.11,0,0,,0,1,0,José Fonte,Lille,27622,1643
6,8,0,57,37.01,19,29.69,8,50.0,40,5,82.12,76,34.86,2558,10,26,15,37,0,0,0,23,4,0,0,0,0,401,7,1364,62,65,28.76,114,62.98,19,23,50,0,64,24,16,9.38,1,3,,0,0,3,Benjamin Bourigeaud,Stade Rennais,324399,1658
6,0,0,214,60.28,16,36.36,89,67.42,54,5,84.76,230,57.64,2898,72,35,34,36,0,0,0,48,10,0,0,0,0,416,11,1118,63,43,31.16,53,68.83,30,15,33,5,63,23,16,9.52,1,0,,0,0,0,Romain Faivre,Stade Brestois,913942,1715
14,3,0,103,46.82,36,45.0,61,57.55,16,6,80.33,139,46.33,2828,27,27,26,35,0,0,0,30,7,0,0,0,0,283,14,727,48,9,16.98,24,52.17,26,8,24,16,90,39,19,15.56,5,15,,0,0,0,Karl Toko Ekambi,Olympique Lyonnais,842931,1649
3,2,0,34,54.84,49,63.64,2,100.0,27,1,93.0,83,59.71,2129,5,14,3,25,0,0,0,11,1,0,0,0,0,176,0,1608,3,1,100.0,106,67.95,27,72,11,1,15,8,1,20.0,1,1,,1,1,0,Marquinhos,Paris Saint-Germain,155995,1644
5,6,1,165,47.69,18,45.0,51,62.2,49,5,74.42,183,47.41,2174,65,58,43,27,0,0,0,34,1,0,0,0,0,284,10,803,64,53,32.52,127,59.62,38,15,51,2,56,19,14,8.93,1,1,,0,0,1,Teji Savanier,Montpellier,156682,1642
0,0,0,1,50.0,7,87.5,0,0.0,1,0,84.06,8,80.0,79,0,1,0,1,0,0,0,1,0,0,0,0,0,23,0,58,0,1,33.33,11,84.62,2,0,0,0,0,0,0,0.0,0,0,,0,0,0,Marçal,Olympique Lyonnais,143593,1649
16,6,0,63,41.45,39,38.24,15,51.72,13,5,77.6,102,40.16,2054,37,33,21,28,0,0,0,15,1,0,0,0,0,140,7,388,28,0,0.0,6,60.0,5,21,26,5,66,33,11,24.24,4,29,,0,0,0,Burak Yılmaz,Lille,18864,1643
0,0,0,3,100.0,4,80.0,1,100.0,0,0,85.65,7,87.5,2520,2,0,0,29,74,48,26,17,1,0,5,6,5,3,0,537,0,0,0.0,94,52.51,0,16,0,0,0,0,0,0.0,0,0,,0,0,0,Keylor Navas,Paris Saint-Germain,56113,1644
16,5,0,86,46.49,166,54.79,10,43.48,30,4,68.3,252,51.64,2972,46,38,31,35,0,0,0,46,3,0,0,0,0,209,4,612,36,5,18.52,41,67.21,11,54,24,11,71,36,15,22.54,2,12,,0,0,0,Ludovic Ajorque,RC Strasbourg,343971,1659
0,3,0,53,73.61,55,61.8,2,66.67,29,2,90.14,108,67.08,2218,24,12,0,26,0,0,0,33,2,0,0,0,0,65,2,1197,7,0,0.0,98,67.59,54,114,8,1,6,1,1,0.0,1,2,,1,0,0,Laurent Koscielny,Bordeaux,51340,1645
9,4,1,172,51.19,38,52.05,34,54.84,70,5,81.01,210,51.34,2285,68,65,34,30,0,0,0,24,7,0,0,0,0,345,10,994,44,4,40.0,47,67.14,20,13,43,4,55,22,14,16.36,1,5,,1,0,0,Lucas Paquetá,Olympique Lyonnais,839981,1649
9,2,0,40,48.78,27,46.55,7,50.0,14,1,75.93,67,47.86,1223,20,15,12,15,0,0,0,18,2,0,0,0,0,70,2,224,8,1,14.29,5,55.56,2,8,10,3,46,21,11,19.57,0,5,,0,0,0,Arkadiusz Milik,Olympique de Marseille,161325,1641
1,0,0,26,49.06,6,46.15,10,40.0,5,2,68.91,32,48.48,407,12,6,3,6,0,0,0,4,2,0,0,0,0,32,3,82,9,4,25.0,3,37.5,3,3,3,0,11,3,3,9.09,1,0,,0,0,0,Raphinha,Stade Rennais,831005,1658
0,1,0,15,48.39,7,53.85,2,40.0,9,0,86.09,22,50.0,270,5,7,3,3,0,0,0,2,0,0,0,0,0,30,0,130,4,1,100.0,7,63.64,7,7,5,0,4,3,0,0.0,0,1,,0,0,0,Baptiste Santamaria,Angers,344751,1684
1,2,1,66,55.93,16,47.06,16,53.33,37,4,73.06,82,53.95,1116,13,18,7,13,0,0,0,15,1,0,0,0,0,93,3,339,13,17,25.37,33,47.14,33,24,13,0,15,4,4,6.67,0,0,,0,0,0,Frédéric Guilbert,RC Strasbourg,372430,1659
7,4,2,110,56.12,4,22.22,37,60.66,27,10,78.86,114,53.27,2425,46,16,25,33,0,0,0,28,5,0,0,0,0,339,11,951,67,47,24.61,50,54.95,8,10,23,6,45,18,7,15.56,1,1,,0,0,1,Dimitri Payet,Olympique de Marseille,14216,1641
8,5,0,151,48.87,12,50.0,58,53.21,40,8,79.07,163,48.95,2748,53,25,51,36,0,0,0,31,3,0,0,0,0,349,20,933,56,42,20.59,56,69.14,14,11,34,7,71,20,20,11.27,0,7,,0,0,0,Florian Thauvin,Olympique de Marseille,148824,1641
3,3,1,77,65.25,78,60.94,5,100.0,51,1,82.57,155,63.01,2725,23,29,2,33,0,0,0,39,10,0,0,0,0,128,2,1379,6,1,25.0,162,49.24,64,149,14,2,21,9,3,14.29,2,0,,0,0,0,Brendan Chardonnet,Stade Brestois,328035,1715
2,7,1,207,59.31,85,67.46,22,62.86,127,3,82.8,292,61.47,3071,62,57,31,36,0,0,0,33,6,0,0,0,0,316,5,1512,18,2,6.9,92,56.44,60,43,44,5,53,11,16,3.77,1,1,,0,0,1,Aurélien Tchouaméni,AS Monaco,859025,1653
20,3,0,87,48.07,40,35.71,30,50.85,18,7,74.19,127,43.34,2624,39,12,43,37,0,0,0,32,4,0,0,0,0,324,13,641,43,4,23.53,23,69.7,13,3,10,16,80,33,21,25.0,4,18,,0,0,1,Wissam Ben Yedder,AS Monaco,119192,1653
0,7,0,151,57.2,12,50.0,48,80.0,53,2,91.67,163,56.6,1490,51,28,29,21,0,0,0,13,2,0,0,0,0,459,4,1618,24,2,18.18,54,65.06,26,3,48,2,10,5,2,0.0,0,1,,0,1,0,Marco Verratti,Paris Saint-Germain,126691,1644
12,5,0,119,39.8,20,40.0,52,50.49,31,7,79.62,139,39.83,2752,36,45,56,34,0,0,0,37,3,0,0,0,0,313,11,836,51,18,20.45,31,75.61,17,17,31,15,80,34,15,15.0,6,8,,0,0,0,Amine Gouiri,Nice,859026,1661
3,5,2,55,53.4,112,70.0,3,60.0,44,0,88.2,167,63.5,2912,9,38,2,34,0,0,0,30,6,0,0,0,0,149,0,1817,8,1,20.0,133,53.41,49,118,11,0,24,8,5,12.5,0,1,,1,1,0,Marcelo,Olympique Lyonnais,36704,1649
0,0,0,1,100.0,6,100.0,0,0.0,0,0,64.29,7,100.0,744,4,0,0,9,31,23,8,8,3,7,0,4,0,19,0,171,0,0,0.0,109,53.43,1,6,0,0,0,0,0,0.0,0,0,,0,0,0,Dimitry Bertaud,Montpellier,794465,1642
16,3,0,104,39.25,136,50.37,33,47.14,43,8,66.99,240,44.86,3270,30,62,31,38,0,0,0,54,4,0,0,0,0,202,9,560,37,11,20.0,12,37.5,16,21,44,9,99,41,22,16.16,4,6,,0,1,0,Gaëtan Laborde,Montpellier,149730,1642
2,3,0,95,55.56,37,62.71,30,56.6,38,4,83.05,132,57.39,2915,32,21,15,37,0,0,0,28,5,0,0,0,0,441,7,1450,67,63,29.72,71,44.94,31,50,18,1,20,3,9,10.0,1,2,,0,2,0,Léo Dubois,Olympique Lyonnais,552680,1649
1,10,0,92,57.86,99,69.72,2,66.67,60,0,80.85,191,63.46,1966,30,39,5,25,0,0,0,26,2,0,0,0,0,25,0,705,3,0,0.0,36,36.0,60,130,26,1,13,4,3,7.69,1,4,,1,0,0,Boubakar Kouyaté,Metz,848537,1651
0,3,0,51,62.2,12,54.55,4,50.0,35,0,88.84,63,60.58,917,12,16,3,12,0,0,0,10,1,0,0,0,0,55,0,446,5,2,18.18,31,73.81,42,9,8,2,6,2,0,0.0,0,1,,0,0,1,Vincent Pajot,Metz,122921,1651
16,4,0,94,39.0,57,45.6,17,40.48,33,7,67.81,151,41.26,2781,45,60,40,35,0,0,0,30,2,0,0,0,0,210,10,512,33,6,21.43,19,50.0,4,3,26,7,56,30,13,28.57,2,13,,0,0,1,Kevin Volland,AS Monaco,117373,1653
0,2,0,123,57.21,7,38.89,29,67.44,54,4,90.89,130,55.79,1368,40,22,35,23,0,0,0,7,1,0,0,0,0,330,5,1047,23,7,30.43,29,76.32,13,2,21,1,24,8,6,0.0,0,1,,0,0,0,Rafinha Alcântara,Paris Saint-Germain,96367,1644
6,0,0,19,42.22,23,42.59,6,46.15,1,0,73.1,42,42.42,668,12,11,9,10,0,0,0,7,0,0,0,0,0,46,0,106,3,0,0.0,4,80.0,0,8,1,2,23,9,4,26.09,0,3,,0,0,0,Ibrahima Niane,Metz,880775,1651
0,0,0,0,0.0,0,0.0,0,0.0,0,0,93.75,0,0.0,90,0,0,0,1,4,3,0,2,0,0,0,1,0,0,0,15,0,0,0.0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,,0,0,0,Yohann Pelé,Olympique de Marseille,6054,1641
0,1,0,12,60.0,8,50.0,2,66.67,6,0,82.95,20,55.56,315,5,6,1,4,0,0,0,2,0,0,0,0,0,8,0,146,1,0,0.0,9,37.5,8,13,1,0,1,0,0,0.0,0,1,,0,1,0,Wesley Fofana,Saint-Étienne,923894,1678
3,4,0,168,59.15,48,61.54,31,56.36,99,2,86.39,216,59.67,3295,41,48,21,37,0,0,0,44,8,0,0,0,0,221,2,1371,24,12,35.29,71,68.27,78,50,27,5,23,9,6,13.04,0,0,,0,0,0,Mahdi Camara,Saint-Étienne,916041,1678
1,9,0,220,57.59,56,62.92,59,49.58,104,0,79.52,276,58.6,3222,57,43,32,36,0,0,0,41,4,0,0,0,0,207,4,1083,22,21,18.42,36,39.13,112,111,30,0,24,6,7,4.17,1,3,,1,0,0,Fabien Centonze,Metz,802034,1651
3,6,0,137,60.62,10,55.56,25,78.13,76,1,90.48,147,60.25,1765,37,33,18,33,0,0,0,15,3,0,0,0,0,357,5,1292,18,3,16.67,77,71.96,14,12,34,2,26,14,6,11.54,0,0,,0,0,0,Bruno Guimarães,Olympique Lyonnais,866469,1649
0,3,0,61,67.03,120,68.18,7,77.78,31,0,86.53,181,67.79,3311,25,14,3,37,0,0,0,21,2,0,0,0,0,193,0,2242,5,0,0.0,141,44.2,57,119,12,0,16,5,3,0.0,0,2,,0,2,0,Sven Botman,Lille,910046,1643
0,1,0,7,87.5,12,92.31,1,100.0,0,0,67.32,19,90.48,3420,8,1,0,38,87,55,31,21,2,22,9,13,10,30,0,587,1,0,0.0,164,36.94,0,20,0,0,0,0,0,0.0,0,0,,1,1,0,Mike Maignan,Lille,191210,1643
3,6,0,73,63.48,123,62.44,9,81.82,37,1,90.37,196,62.82,3148,29,22,10,35,0,0,0,28,8,0,0,0,0,154,1,2448,5,0,0.0,130,53.06,47,100,12,4,28,7,4,10.71,0,2,,0,0,0,Nayef Aguerd,Stade Rennais,877102,1658
6,3,0,164,51.74,73,52.14,64,50.0,36,10,70.96,237,51.86,2959,66,23,48,33,0,0,0,54,7,0,0,0,0,315,9,772,52,28,22.58,53,51.46,32,32,21,6,62,24,13,9.68,2,9,,0,0,2,Zinedine Ferhat,Nîmes Olympique,842400,1663
4,7,1,53,61.63,76,63.33,10,90.91,22,0,87.96,129,62.62,2664,22,30,3,30,0,0,0,24,8,0,0,0,0,165,0,1782,5,1,11.11,142,52.99,44,98,6,0,23,11,3,17.39,0,0,,1,0,0,Damien Da Silva,Stade Rennais,74083,1658
2,2,0,15,62.5,21,72.41,1,100.0,10,1,90.35,36,67.92,775,4,6,1,9,0,0,0,10,0,0,0,0,0,27,1,627,2,0,0.0,40,53.33,10,20,4,0,7,2,3,28.57,0,0,,0,0,0,Dante,Nice,3577,1661
9,3,1,96,49.48,51,43.59,26,60.47,33,7,80.08,147,47.27,2454,39,34,23,34,0,0,0,17,6,0,0,0,0,277,5,623,40,3,17.65,20,90.91,16,6,26,3,47,18,10,19.15,3,9,,0,0,0,Martin Terrier,Stade Rennais,846445,1658
10,3,0,83,51.55,69,53.08,24,63.16,4,1,76.13,152,52.23,1770,55,38,31,27,0,0,0,19,5,0,0,0,0,125,3,370,27,0,0.0,22,91.67,5,17,2,7,52,25,8,19.23,2,6,,0,0,0,Serhou Guirassy,Stade Rennais,328027,1658
3,2,0,78,49.37,19,42.22,22,44.9,43,6,77.16,97,47.78,2538,14,22,13,33,0,0,0,37,4,0,0,0,0,252,10,733,52,47,21.76,44,38.6,45,35,21,0,34,13,7,8.82,0,2,,0,0,1,Jonathan Clauss,RC Lens,821728,1648
5,7,0,35,53.85,41,50.62,2,100.0,26,1,90.02,76,52.05,2087,7,19,0,28,0,0,0,17,3,0,0,0,0,62,2,1497,3,1,50.0,92,55.42,27,66,12,1,15,6,0,33.33,1,1,,0,1,0,Guillermo Maripán,AS Monaco,339909,1653
0,10,0,187,49.34,93,52.84,29,65.91,114,1,84.05,280,50.45,2900,53,70,40,35,0,0,0,15,2,0,0,0,0,393,1,1697,22,4,28.57,79,54.86,76,43,69,0,19,7,4,0.0,2,0,,0,0,0,Benjamin André,Lille,51665,1643
0,1,0,5,50.0,7,77.78,1,33.33,3,0,75.68,12,63.16,92,2,1,2,2,0,0,0,1,0,0,0,0,0,15,0,56,2,2,25.0,6,85.71,1,4,1,0,1,0,0,0.0,0,0,,0,0,0,Giulian Biancone,AS Monaco,965331,1653
1,3,0,35,59.32,33,71.74,4,66.67,19,1,82.54,68,64.76,963,12,19,1,11,0,0,0,13,4,0,0,0,0,70,2,553,5,2,25.0,59,46.09,23,35,4,0,6,1,3,16.67,0,0,,1,0,0,Lilian Brassier,Stade Brestois,988907,1715
0,2,1,140,63.35,54,75.0,28,71.79,79,0,81.33,194,66.21,2182,35,38,13,29,0,0,0,12,1,0,0,0,0,254,2,1041,18,19,23.17,37,29.13,45,43,23,0,4,0,2,0.0,0,2,,0,0,0,Reinildo Mandava,Lille,831424,1643
0,3,0,88,60.27,25,54.35,8,53.33,58,2,85.07,113,58.85,1981,22,32,6,30,0,0,0,19,5,0,0,0,0,223,6,1305,25,25,26.88,69,48.94,50,35,15,0,5,1,0,0.0,0,1,,2,0,0,Djibril Sidibé,AS Monaco,123388,1653
2,2,0,38,48.72,7,50.0,6,54.55,20,3,82.95,45,48.91,873,12,14,9,21,0,0,0,6,3,0,0,0,0,196,3,608,25,21,30.43,46,65.71,13,3,13,2,10,4,3,20.0,0,0,,0,0,0,Cesc Fàbregas,AS Monaco,518,1653
7,4,0,233,54.69,23,33.82,81,52.26,22,4,83.11,256,51.82,2738,133,29,70,33,0,0,0,43,3,0,0,0,0,387,6,1255,57,29,29.0,68,60.18,15,9,22,1,66,29,18,10.61,2,3,,0,0,0,Angelo Fulgini,Angers,787540,1684
0,6,0,175,58.33,65,60.19,34,62.96,88,2,86.69,240,58.82,2905,55,49,25,35,0,0,0,34,4,0,0,0,0,312,2,1759,26,0,0.0,105,56.45,34,47,34,0,19,7,3,0.0,0,0,,0,0,0,Boubacar Kamara,Olympique de Marseille,826204,1641
1,6,0,109,56.48,48,53.93,12,41.38,63,3,85.36,157,55.67,2237,36,39,14,33,0,0,0,26,4,0,0,0,0,332,7,1090,41,32,27.12,43,53.75,47,41,20,1,8,3,1,12.5,1,1,,0,1,0,Ruben Aguilar,AS Monaco,579576,1653
3,5,0,88,56.77,24,63.16,18,54.55,45,0,85.27,112,58.03,1593,25,25,9,22,0,0,0,25,4,0,0,0,0,162,0,793,16,1,20.0,61,64.89,27,15,18,0,31,8,8,9.68,2,1,,0,0,0,Pape Matar Sarr,Metz,1002711,1651
1,8,0,142,57.72,26,54.17,26,68.42,93,2,86.34,168,57.14,1895,24,45,7,26,0,0,0,19,3,0,0,0,0,222,2,1182,13,2,66.67,43,57.33,28,21,42,0,17,6,6,5.88,1,1,,1,0,1,Valentin Rongier,Olympique de Marseille,581314,1641
0,1,0,26,61.9,55,78.57,2,50.0,15,0,76.66,81,72.32,1260,9,10,0,14,0,0,0,15,3,0,0,0,0,40,0,519,3,0,0.0,67,45.58,27,85,4,1,13,4,1,0.0,0,1,,0,0,0,Pape Abou Cissé,Saint-Étienne,790198,1678
2,8,0,138,56.79,27,54.0,38,80.85,87,1,86.58,165,56.31,2632,15,45,24,33,0,0,0,38,4,0,0,0,0,290,1,1252,26,0,0.0,92,69.7,52,26,33,0,35,5,14,5.71,0,0,,0,1,0,Cheick Doucouré,RC Lens,906047,1648
3,4,0,122,51.26,13,44.83,55,56.7,30,5,83.82,135,50.56,1618,37,23,36,29,0,0,0,28,5,0,0,0,0,165,9,399,40,26,28.89,12,70.59,15,3,19,2,59,20,12,5.08,2,8,,0,0,1,Armand Laurienté,Lorient,932643,1656
11,3,0,128,42.95,21,28.77,52,50.98,38,5,76.48,149,40.16,2417,38,31,54,35,0,0,0,33,3,0,0,0,0,329,13,787,51,27,23.68,35,50.0,17,3,36,6,52,15,11,21.15,3,2,,0,0,1,Gaël Kakuta,RC Lens,46387,1648
9,6,0,52,28.57,260,68.78,13,48.15,15,4,58.0,312,55.71,2701,27,68,37,35,0,0,0,40,8,0,0,0,0,170,5,424,19,2,16.67,17,65.38,12,40,25,12,80,35,14,11.25,2,20,,0,0,0,Steve Mounié,Stade Brestois,345035,1715
2,3,0,72,57.14,18,64.29,29,60.42,28,2,78.34,90,58.44,1554,16,13,11,19,0,0,0,22,2,0,0,0,0,138,4,481,19,13,22.41,33,58.93,25,22,12,1,10,5,2,20.0,0,0,,0,0,0,Pol Lirola,Olympique de Marseille,844480,1641
