goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id
36,2,0,76,44.19,30,46.88,24,44.44,13,8,73.63,106,44.92,2843,39,10,45,32,0,0,0,32,7,0,0,0,0,230,13,458,31,8,25.81,51,61.45,6,14,12,27,146,67,37,24.66,4,13,30.63,0,0,0,Harry Kane,FC Bayern München,108579,2672
10,1,0,91,53.85,12,38.71,20,46.51,45,13,87.22,103,51.5,2785,26,14,18,33,0,0,0,22,1,0,0,0,0,535,18,1522,79,55,27.23,34,47.22,22,35,25,1,71,23,20,14.08,3,3,5.66,0,0,1,Alejandro Grimaldo,Bayer 04 Leverkusen,177177,2681
28,0,0,77,49.68,65,53.28,16,43.24,6,2,81.4,142,51.26,2212,55,18,38,28,0,0,0,23,1,0,0,0,0,198,12,626,53,0,0.0,12,75.0,6,29,3,20,92,45,17,30.43,2,18,20.84,0,0,0,Serhou Guirassy,VfB Stuttgart,328027,2677
8,9,1,183,55.45,20,52.63,84,60.0,30,11,82.04,203,55.16,2673,70,32,49,32,0,0,0,25,3,0,0,0,0,472,14,1096,79,30,39.47,52,68.42,16,2,16,5,81,33,26,9.88,3,1,8.26,0,0,0,Xavi Simons,RB Leipzig,997183,36360
18,5,0,82,42.93,17,33.33,27,57.45,28,9,75.36,99,40.91,2102,27,29,51,30,0,0,0,25,2,0,0,0,0,269,15,581,41,2,28.57,17,53.13,6,5,11,12,107,53,18,16.82,5,3,15.05,0,0,1,Deniz Undav,VfB Stuttgart,794298,2677
8,4,0,129,46.57,3,60.0,93,58.86,15,11,84.44,132,46.81,2142,21,26,42,27,0,0,0,21,5,0,0,0,0,431,16,841,73,27,31.4,22,75.86,7,2,15,8,73,28,23,10.96,4,10,10.94,0,0,1,Leroy Sané,FC Bayern München,293519,2672
11,3,0,133,40.67,9,37.5,79,51.3,27,11,84.63,142,40.46,2377,27,23,79,32,0,0,0,18,1,0,0,0,0,762,12,1498,75,9,25.0,30,55.56,9,3,20,8,71,34,17,15.49,7,6,9.0,0,0,1,Florian Wirtz,Bayer 04 Leverkusen,1019322,2681
4,6,0,137,69.9,9,52.94,23,88.46,60,5,92.11,146,68.54,1840,55,16,13,24,0,0,0,18,1,0,0,0,0,448,8,1844,28,2,33.33,55,67.9,29,18,27,2,21,7,2,19.05,0,0,3.33,0,2,0,Exequiel Palacios,Bayer 04 Leverkusen,822600,2681
7,8,0,136,48.57,9,21.43,25,44.64,49,9,71.76,145,45.03,2678,63,36,40,32,0,0,0,60,5,0,0,0,0,477,17,1230,127,93,36.05,96,51.06,19,15,38,1,75,18,26,9.33,2,1,6.23,0,0,0,Kevin Stöger,VfL Bochum 1848,95381,2542
0,0,0,0,0.0,1,100.0,0,0.0,0,0,73.78,1,50.0,360,1,0,0,4,19,12,7,3,0,1,4,2,4,1,0,121,0,0,0.0,30,42.25,0,5,1,0,0,0,0,0.0,0,0,,0,0,0,Fabian Bredlow,VfB Stuttgart,152463,2677
