goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id
0,0,0,0,0.0,0,0.0,0,0.0,0,0,39.39,0,0.0,90,0,0,0,1,3,3,0,0,0,0,1,0,1,3,0,13,0,0,0.0,7,25.93,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Luca Gemello,Torino,876235,2696
15,9,0,138,44.52,18,50.0,30,44.12,32,14,74.75,156,45.09,2835,76,53,43,33,0,0,0,47,3,0,0,0,0,412,13,959,82,25,24.51,101,74.26,31,22,42,5,110,47,28,13.64,2,11,,0,0,0,Domenico Berardi,Sassuolo,253367,2793
7,11,0,80,44.94,10,32.26,13,46.43,41,12,86.8,90,43.06,2516,26,36,19,34,0,0,0,18,3,0,0,0,0,496,13,1401,88,72,36.73,105,72.41,25,9,29,3,65,18,25,10.77,1,0,,0,0,0,Hakan Çalhanoğlu,Inter,135700,2697
9,6,1,127,44.1,17,38.64,43,47.25,35,5,77.72,144,43.37,2298,49,46,24,28,0,0,0,26,4,0,0,0,0,268,12,715,68,56,32.56,54,62.79,27,19,44,7,92,31,31,9.78,6,9,,0,0,0,Lorenzo Pellegrini,Roma,555540,2702
9,1,0,104,47.27,30,48.39,62,59.62,15,8,75.6,134,47.52,1540,27,14,47,27,0,0,0,20,1,0,0,0,0,281,7,508,60,29,38.67,19,57.58,4,5,16,2,57,18,19,15.79,4,7,,0,0,0,Luis Muriel,Atalanta,119242,2686
10,3,0,125,55.56,10,34.48,47,59.49,30,5,84.25,135,53.15,2072,48,16,28,29,0,0,0,18,5,0,0,0,0,291,11,888,38,18,27.27,66,81.48,9,2,27,5,99,37,18,10.1,4,6,,0,3,0,Paulo Dybala,Juventus,256219,2687
4,9,0,145,62.5,21,60.0,46,62.16,48,4,88.74,166,62.17,2494,52,19,15,33,0,0,0,18,5,0,0,0,0,368,9,1442,59,43,31.85,129,76.33,29,30,25,2,36,14,8,11.11,1,1,,0,0,0,Juan Cuadrado,Juventus,47743,2687
7,6,1,96,44.86,2,22.22,21,41.18,27,10,76.18,98,43.95,3131,48,19,35,36,0,0,0,50,6,0,0,0,0,422,16,1164,79,74,21.57,126,58.33,33,9,36,5,74,22,19,9.46,4,14,,0,0,1,Antonio Candreva,Sampdoria,27982,2711
12,4,0,182,50.42,8,22.86,65,54.62,43,7,80.54,190,47.98,2760,74,42,54,35,0,0,0,36,4,0,0,0,0,425,9,927,63,23,21.3,30,49.18,4,5,34,1,67,28,26,17.91,2,14,,0,0,0,Gianluca Caprari,Hellas Verona,148458,2701
11,2,0,86,42.79,5,35.71,41,51.25,23,9,83.67,91,42.33,2309,22,20,28,32,0,0,0,19,2,0,0,0,0,437,8,1158,63,28,31.11,91,64.08,20,1,36,9,94,36,24,11.7,2,5,,0,1,0,Lorenzo Insigne,Napoli,106258,2714
8,4,0,70,48.28,55,62.5,26,57.78,38,7,76.29,125,53.65,2842,6,29,8,35,0,0,0,20,5,0,0,0,0,336,14,888,57,37,24.67,62,54.87,47,33,22,2,44,18,8,18.18,0,13,,0,0,0,Ivan Perišić,Inter,38710,2697
3,9,0,152,55.88,22,46.81,37,57.81,63,12,85.06,174,54.55,2931,52,30,38,36,0,0,0,25,4,0,0,0,0,537,15,1520,65,22,33.33,83,66.4,21,7,26,2,68,13,22,4.41,0,4,,0,2,1,Nicolò Barella,Inter,363856,2697
5,5,0,82,45.81,6,33.33,27,61.36,29,10,87.71,88,44.67,2361,26,13,23,34,0,0,0,29,6,0,0,0,0,589,14,1585,67,31,21.68,60,66.67,13,7,44,0,47,16,13,10.64,1,1,,0,0,2,Luis Alberto,Lazio,111416,2699
11,4,1,155,47.69,102,59.3,45,58.44,67,11,81.36,257,51.71,3111,45,56,48,37,0,0,0,44,8,0,0,0,0,498,11,1872,52,11,24.44,96,59.26,34,40,38,7,75,31,12,14.67,1,4,,0,1,0,Sergej Milinković-Savić,Lazio,331447,2699
27,4,0,67,38.07,23,33.33,19,47.5,10,2,78.01,90,36.73,2716,39,36,44,31,0,0,0,34,9,0,0,0,0,259,2,674,27,3,23.08,19,70.37,3,16,14,16,118,59,18,22.88,4,13,,0,0,0,Ciro Immobile,Lazio,45923,2699
0,2,0,1,100.0,4,100.0,0,0.0,0,0,69.3,5,100.0,855,1,0,0,10,42,26,15,14,0,7,1,3,1,3,0,219,0,0,0.0,82,46.07,1,8,0,0,0,0,0,0.0,0,0,,0,0,0,Wladimiro Falcone,Sampdoria,256667,2711
2,7,0,137,56.38,13,35.14,28,75.68,77,1,92.5,150,53.57,2951,32,43,20,35,0,0,0,21,5,0,0,0,0,542,1,2382,36,12,52.17,202,84.52,37,33,34,0,32,13,9,6.25,0,0,,0,2,1,Marcelo Brozović,Inter,108800,2697
5,5,2,176,63.31,25,62.5,49,57.65,53,6,83.8,201,63.21,2713,74,34,24,32,0,0,0,20,2,0,0,0,0,275,8,1148,51,39,30.95,70,55.56,23,24,11,4,42,14,9,11.9,1,8,,1,2,0,Theo Hernández,Milan,788027,2692
0,0,1,1,100.0,0,0.0,0,0.0,0,0,50.0,1,100.0,270,1,0,0,3,12,6,6,3,2,1,1,1,1,3,0,45,0,0,0.0,26,36.62,0,1,0,0,0,0,0,0.0,0,0,,0,0,0,Boris Radunović,Cagliari,795926,2719
