goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id
0,0,0,0,0.0,1,100.0,0,0.0,0,1,96.43,1,100.0,90,0,0,0,1,3,3,0,1,0,1,0,1,0,2,1,27,2,0,0.0,6,85.71,0,1,0,0,0,0,0,0.0,0,0,,0,0,0,Arnau Tenas,Paris Saint-Germain,908714,1644
0,0,0,2,66.67,4,66.67,0,0.0,2,0,83.33,6,66.67,90,0,0,1,1,0,0,0,0,0,0,0,0,0,5,1,45,1,1,100.0,3,33.33,2,4,0,0,0,0,0,0.0,0,0,,0,0,0,Logan Costa,Toulouse,911853,1681
4,4,0,99,55.31,9,40.91,26,55.32,48,6,90.88,108,53.73,2067,25,19,15,25,0,0,0,14,6,0,0,0,0,690,12,1733,51,17,21.25,39,66.1,31,14,28,4,32,13,9,12.5,2,8,2.98,0,3,1,Achraf Hakimi,Paris Saint-Germain,814594,1644
0,0,0,8,72.73,1,14.29,0,0.0,5,0,88.46,9,50.0,180,3,1,0,2,0,0,0,0,0,0,0,0,0,16,1,69,4,4,28.57,2,100.0,2,6,2,0,0,0,0,0.0,0,0,,0,0,0,Ismail Jakobs,AS Monaco,897291,1653
21,2,0,67,40.36,4,40.0,42,45.16,11,6,83.21,71,40.34,1736,14,8,32,29,0,0,0,12,4,0,0,0,0,455,13,813,63,28,35.0,35,71.43,9,1,8,17,97,51,19,21.65,2,9,16.61,0,1,0,Ousmane Dembélé,Paris Saint-Germain,818244,1644
1,0,0,2,40.0,2,50.0,1,100.0,1,0,85.71,4,44.44,81,0,0,1,1,0,0,0,0,0,0,0,0,0,14,0,36,0,0,0.0,3,75.0,2,1,2,0,2,1,0,50.0,0,0,0.16,0,0,0,Benjamin Bourigeaud,Stade Rennais,324399,1658
8,3,0,97,44.29,4,33.33,48,52.75,15,11,84.13,101,43.72,2053,34,16,43,30,0,0,0,24,4,0,0,0,0,472,22,1023,75,28,23.73,40,70.18,7,5,22,1,45,19,15,17.78,2,3,5.01,0,0,0,Rayan Cherki,Olympique Lyonnais,979128,1649
21,3,0,126,44.68,8,53.33,54,45.0,35,5,83.25,134,45.12,2814,37,24,44,34,0,0,0,36,5,0,0,0,0,433,12,1054,50,28,25.45,63,61.76,12,5,23,10,120,56,30,17.5,1,2,16.34,1,1,3,Mason Greenwood,Olympique de Marseille,942116,1641
5,1,0,82,57.34,1,16.67,27,72.97,43,1,93.75,83,55.7,2035,12,9,19,29,0,0,0,18,4,0,0,0,0,644,4,2221,27,5,23.81,150,83.33,14,18,23,2,27,14,5,18.52,1,0,3.41,0,2,0,Vitinha,Paris Saint-Germain,902029,1644
4,0,0,62,46.62,3,37.5,25,50.0,19,3,89.35,65,46.1,920,18,12,25,14,0,0,0,8,2,0,0,0,0,221,9,453,26,10,30.3,7,63.64,2,3,10,5,34,15,8,11.76,1,0,3.28,0,0,1,Khvicha Kvaratskhelia,Paris Saint-Germain,889259,1644
6,1,0,82,50.0,5,33.33,29,60.42,25,6,92.0,87,48.6,1665,28,21,26,30,0,0,0,17,5,0,0,0,0,497,16,1069,57,34,36.17,45,78.95,3,3,16,0,41,14,10,14.63,3,1,3.51,0,1,0,Kang-in Lee,Paris Saint-Germain,917087,1644
0,0,0,0,0.0,0,0.0,0,0.0,0,0,49.06,0,0.0,180,0,0,0,2,6,4,2,3,0,3,2,0,2,1,0,26,0,0,0.0,15,35.71,0,3,1,0,0,0,0,0.0,0,0,,0,0,0,Théo De Percin,Auxerre,1095836,1646
3,1,0,111,64.16,22,64.71,16,59.26,63,8,92.22,133,64.25,1857,33,17,16,29,0,0,0,20,3,0,0,0,0,365,9,1446,33,3,20.0,63,78.75,23,19,18,4,28,12,8,10.71,0,3,2.98,0,1,0,João Neves,Paris Saint-Germain,1190933,1644
10,8,0,188,68.12,40,60.61,18,56.25,110,3,88.61,228,66.67,2857,63,29,11,32,0,0,0,40,2,0,0,0,0,227,9,1400,27,0,0.0,50,66.67,32,64,36,3,46,16,12,21.74,0,0,5.06,0,1,0,Andrey Santos,RC Strasbourg,1105779,1659
13,1,0,35,42.68,19,39.58,1,10.0,5,2,64.04,54,41.54,1237,30,19,16,16,0,0,0,13,3,0,0,0,0,87,8,146,22,2,25.0,2,66.67,4,6,4,10,42,24,9,30.95,0,6,11.32,0,0,0,Mika Biereth,AS Monaco,1083007,1653
