goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id
15,2,0,137,51.31,28,45.16,47,62.67,49,16,82.49,165,50.15,2858,41,22,35,38,0,0,0,27,2,0,0,0,0,442,24,1201,85,30,22.9,68,66.02,24,30,46,9,111,45,22,13.51,3,11,12.35,0,0,1,Antoine Griezmann,Atlético Madrid,85859,2836
0,0,0,0,0.0,0,0.0,0,0.0,0,0,66.67,0,0.0,90,0,0,0,1,4,1,3,0,0,0,0,0,0,1,0,26,0,0,0.0,10,45.45,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Leo Román,Mallorca,1131909,2826
19,1,0,35,34.31,14,51.85,20,47.62,9,3,87.04,49,37.98,2044,6,10,28,24,0,0,0,17,0,0,0,0,0,489,14,920,49,0,0.0,14,70.0,2,5,9,18,107,46,29,17.76,5,22,21.52,0,0,0,Karim Benzema,Real Madrid,3306,2829
2,0,1,96,50.26,7,63.64,9,47.37,51,4,94.59,103,50.99,2169,36,28,12,30,0,0,0,23,0,0,0,0,0,651,7,2205,55,34,27.87,204,85.71,24,7,46,0,31,11,7,6.45,0,0,1.42,0,0,0,Toni Kroos,Real Madrid,26502,2829
1,1,0,79,59.85,13,68.42,13,59.09,37,5,88.91,92,60.93,2339,29,14,12,30,0,0,0,33,4,0,0,0,0,344,12,1291,68,66,36.87,99,67.81,31,28,18,1,32,14,6,3.13,2,1,1.84,0,1,3,Aleix García,Girona FC,796047,24264
0,0,0,0,0.0,0,0.0,0,0.0,0,0,44.74,0,0.0,360,0,0,0,4,18,12,6,4,1,1,2,2,2,12,0,51,0,0,0.0,33,34.74,0,5,0,0,0,0,0,0.0,0,0,0.0,0,0,0,David Gil,Cádiz,138390,4488
23,2,1,93,44.5,52,53.06,30,53.57,17,7,78.08,145,47.23,2851,46,39,50,34,0,0,0,17,3,0,0,0,0,280,11,595,38,7,36.84,24,63.16,2,14,7,27,135,58,23,17.04,8,22,24.28,0,0,2,Robert Lewandowski,Barcelona,41789,2817
0,1,0,1,100.0,3,100.0,0,0.0,0,0,83.72,4,100.0,1260,1,0,0,14,46,36,10,8,2,20,6,4,6,12,0,396,0,0,0.0,70,47.95,1,10,0,0,0,0,0,0.0,0,0,0.0,0,2,0,Gerónimo Rulli,Villarreal,128383,2819
6,2,0,118,56.19,3,37.5,36,62.07,39,1,87.56,121,55.5,1981,43,8,31,26,0,0,0,7,2,0,0,0,0,444,11,1232,43,8,32.0,111,84.73,13,7,32,3,22,9,4,27.27,1,4,4.91,0,1,0,Pedri,Barcelona,992587,2817
7,8,0,111,48.68,14,60.87,45,46.39,29,7,79.87,125,49.8,2083,37,22,24,36,0,0,0,8,1,0,0,0,0,373,17,833,58,42,24.42,62,64.58,14,11,20,8,79,25,21,8.86,3,15,9.35,0,1,1,Raphinha,Barcelona,831005,2817
7,2,0,77,65.25,31,73.81,31,75.61,31,4,88.49,108,67.5,2527,15,11,7,34,0,0,0,24,1,0,0,0,0,571,8,1407,44,6,22.22,58,63.74,17,15,13,3,63,21,12,11.11,0,5,4.29,0,0,1,Federico Valverde,Real Madrid,831808,2829
3,6,0,175,59.73,17,44.74,29,76.32,71,4,90.62,192,58.01,3289,75,30,35,37,0,0,0,37,2,0,0,0,0,635,7,2184,50,35,24.31,150,74.26,29,30,45,2,30,11,7,10.0,2,0,4.66,1,1,0,Dani Parejo,Villarreal,39182,2819
