goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id
19,5,1,162,55.67,26,50.0,50,58.82,42,6,89.8,188,54.81,2324,72,32,40,28,0,0,0,14,2,0,0,0,0,481,7,1347,48,4,19.05,50,83.33,21,13,24,7,63,35,14,30.16,1,4,11.12,0,0,0,Jude Bellingham,Real Madrid,991011,2829
0,0,0,2,100.0,1,100.0,0,0.0,1,0,89.8,3,100.0,333,1,0,0,4,16,8,7,0,0,2,2,2,2,2,1,88,1,0,0.0,13,56.52,0,2,0,0,0,0,0,0.0,0,0,,0,0,0,Thibaut Courtois,Real Madrid,70988,2829
0,0,0,0,0.0,0,0.0,0,0.0,0,0,72.41,0,0.0,90,0,0,0,1,4,2,2,0,0,0,0,0,0,4,0,21,0,0,0.0,11,57.89,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Dominik Greif,Mallorca,791046,2826
1,3,0,96,61.54,8,66.67,5,62.5,53,8,94.68,104,61.9,2135,38,17,6,33,0,0,0,17,2,0,0,0,0,576,9,2242,63,36,30.51,231,85.87,17,6,35,0,35,13,10,2.86,2,3,1.62,0,1,1,Toni Kroos,Real Madrid,26502,2829
9,6,1,98,55.06,8,21.05,29,70.73,11,10,78.43,106,49.07,2715,59,19,36,35,0,0,0,40,4,0,0,0,0,448,21,898,91,43,28.86,46,56.79,10,6,14,9,79,28,18,11.39,2,12,11.47,0,0,1,Iago Aspas,Celta Vigo,19356,2821
8,10,0,196,53.26,16,29.09,76,59.38,41,5,86.22,212,50.12,2338,79,31,67,29,0,0,0,27,3,0,0,0,0,487,12,1151,81,43,28.29,71,71.72,10,6,24,11,64,26,20,12.5,3,3,8.3,0,0,0,Isco,Real Betis,103417,2816
5,5,0,106,54.36,8,30.77,34,64.15,31,9,90.54,114,51.58,2997,42,15,28,36,0,0,0,39,3,0,0,0,0,597,14,2115,97,42,26.75,85,72.03,20,16,27,6,43,17,11,11.63,1,6,7.3,0,1,0,İlkay Gündoğan,Barcelona,45853,2817
3,4,1,98,57.31,19,45.24,15,71.43,49,6,91.74,117,54.93,3201,36,29,15,37,0,0,0,42,2,0,0,0,0,612,9,2499,59,58,30.21,218,74.15,36,49,26,0,39,12,12,7.69,1,1,1.78,1,2,2,Aleix García,Girona FC,796047,24264
2,6,0,56,59.57,13,50.0,8,47.06,30,1,81.26,69,57.5,1425,19,16,5,18,0,0,0,20,3,0,0,0,0,257,3,759,49,42,32.06,90,60.4,14,11,8,0,32,8,11,6.25,0,1,1.28,0,0,0,Ivan Rakitić,Sevilla,7635,2833
16,5,0,81,50.0,14,34.15,22,59.46,33,6,82.66,95,46.8,2654,26,16,26,33,0,0,0,26,7,0,0,0,0,327,10,1030,43,28,22.76,56,71.79,10,21,26,11,79,34,23,20.25,2,14,12.44,1,0,0,Antoine Griezmann,Atlético Madrid,85859,2836
2,7,0,78,58.65,23,57.5,13,61.9,43,0,93.11,101,58.38,1637,22,19,17,20,0,0,0,21,4,0,0,0,0,399,4,1526,22,10,40.0,46,67.65,14,27,11,0,7,4,2,28.57,1,1,0.7,0,1,1,Frenkie de Jong,Barcelona,795222,2817
7,2,0,133,56.6,11,39.29,55,55.56,26,4,80.56,144,54.75,2155,52,21,27,30,0,0,0,22,2,0,0,0,0,288,10,572,59,37,25.52,22,68.75,11,5,14,4,46,21,12,15.22,1,8,3.54,0,1,1,Takefusa Kubo,Real Sociedad,880218,2824
2,2,0,84,55.26,21,67.74,22,51.16,47,7,91.17,105,57.38,2910,15,19,12,37,0,0,0,20,2,0,0,0,0,606,9,1890,49,6,20.0,87,68.5,43,30,18,6,56,19,14,3.57,2,0,3.52,0,0,0,Federico Valverde,Real Madrid,831808,2829
2,2,0,64,47.76,8,50.0,21,55.26,22,6,91.11,72,48.0,1685,21,19,19,32,0,0,0,15,1,0,0,0,0,481,12,1424,57,20,22.22,99,79.2,21,6,16,0,25,10,6,8.0,2,2,1.31,0,0,2,Luka Modrić,Real Madrid,15466,2829
10,0,0,106,46.9,27,49.09,43,54.43,25,6,79.54,133,47.33,2229,38,22,53,30,0,0,0,42,3,0,0,0,0,325,9,766,55,7,25.93,53,67.09,9,23,14,7,63,21,19,15.87,3,17,9.68,0,0,2,Gerard Moreno,Villarreal,146866,2819
