goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id
0,0,0,0,0.0,0,0.0,0,0.0,0,0,64.29,0,0.0,90,0,0,0,1,4,3,1,0,0,1,1,0,1,0,0,18,0,0,0.0,7,41.18,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Stefanos Kapino,Arminia Bielefeld,98210,2540
3,4,0,106,52.22,16,47.06,21,51.22,39,11,88.0,122,51.48,2477,46,20,18,28,0,0,0,28,4,0,0,0,0,581,14,2075,85,66,36.46,139,71.65,52,25,40,0,27,9,7,11.11,2,1,,0,1,5,Joshua Kimmich,FC Bayern München,259117,2672
22,3,0,29,40.85,38,57.58,13,54.17,2,7,71.3,67,48.91,1914,14,17,16,24,0,0,0,32,6,0,0,0,0,130,12,328,23,1,12.5,1,50.0,1,31,1,5,80,37,12,27.5,0,14,,0,0,0,Erling Haaland,Borussia Dortmund,839956,2673
20,2,0,150,51.9,26,48.15,66,66.67,23,13,81.77,176,51.31,2735,61,31,50,34,0,0,0,32,2,0,0,0,0,372,16,785,66,19,29.69,21,67.74,15,14,26,10,82,40,24,24.39,4,13,,0,0,2,Christopher Nkunku,RB Leipzig,769333,36360
35,2,0,95,44.39,53,47.32,48,58.54,10,3,77.41,148,45.4,2951,37,22,55,34,0,0,0,32,4,0,0,0,0,252,6,569,37,5,19.23,14,60.87,6,8,12,32,161,81,32,21.74,9,21,,0,0,0,Robert Lewandowski,FC Bayern München,41789,2672
12,1,0,71,43.29,4,21.05,21,47.73,30,5,81.87,75,40.98,2081,20,23,23,26,0,0,0,41,7,0,0,0,0,268,6,894,70,48,34.78,38,49.35,12,7,25,6,54,23,18,22.22,2,7,,0,0,0,Jonas Hofmann,Borussia M'gladbach,142390,2527
7,2,0,105,51.98,7,23.33,55,64.71,25,10,78.67,112,48.28,1862,25,15,34,24,0,0,0,31,3,0,0,0,0,273,15,638,61,14,22.22,30,75.0,13,2,18,6,36,13,10,19.44,0,10,,0,0,2,Florian Wirtz,Bayer 04 Leverkusen,1019322,2681
4,5,0,130,64.36,109,74.66,23,65.71,72,1,80.65,239,68.68,2788,35,32,15,32,0,0,0,32,5,0,0,0,0,190,2,1392,12,1,11.11,143,47.67,56,146,15,5,36,16,5,11.11,2,1,,1,0,0,Nico Schlotterbeck,SC Freiburg,940871,2538
14,0,0,131,54.81,7,20.59,63,60.58,47,5,82.0,138,50.55,2190,21,11,21,34,0,0,0,25,3,0,0,0,0,386,17,998,49,16,20.25,26,59.09,14,2,35,11,68,28,18,20.59,3,15,,0,0,1,Serge Gnabry,FC Bayern München,187433,2672
8,0,0,70,45.45,31,35.23,13,56.52,35,18,76.98,101,41.74,2577,22,11,26,32,0,0,0,27,4,0,0,0,0,457,22,1057,86,19,21.35,26,39.39,15,12,38,11,55,28,10,14.55,2,12,,0,0,2,Thomas Müller,FC Bayern München,35166,2672
