goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id
0,0,0,0,0.0,0,0.0,0,0.0,0,0,81.48,0,0.0,90,0,0,0,1,7,4,3,1,0,0,0,1,0,2,0,22,0,0,0.0,9,64.29,0,1,0,0,0,0,0,0.0,0,0,,0,0,0,Marco Festa,Crotone,176765,2718
4,0,0,37,53.62,0,0.0,15,68.18,3,2,84.75,37,52.11,670,19,10,10,10,0,0,0,13,2,0,0,0,0,150,2,339,19,11,40.74,26,66.67,1,1,6,1,29,12,7,13.79,0,0,,0,0,0,Papu Gómez,Atalanta,33381,2686
19,2,1,130,48.69,2,28.57,65,61.9,26,7,83.68,132,48.18,2871,39,9,34,35,0,0,0,27,3,0,0,0,0,553,12,1425,64,25,22.12,113,68.9,37,5,59,10,144,48,40,13.19,7,11,,0,1,1,Lorenzo Insigne,Napoli,106258,2714
9,3,2,287,60.81,6,35.29,122,67.03,41,9,79.76,293,59.92,3204,125,33,56,36,0,0,0,49,7,0,0,0,0,595,20,1466,82,72,27.48,162,61.36,17,12,45,1,82,22,23,10.98,5,1,,0,1,0,Rodrigo de Paul,Udinese,249399,2695
29,3,0,105,52.5,23,47.92,58,61.05,6,3,82.07,128,51.61,2803,43,17,32,33,0,0,0,26,3,0,0,0,0,343,5,810,37,12,18.75,18,81.82,5,15,12,27,168,69,50,17.26,6,31,,0,1,1,Cristiano Ronaldo,Juventus,750,2687
17,4,0,130,46.76,12,27.27,30,47.62,41,7,80.47,142,44.1,2485,59,43,31,30,0,0,0,33,4,0,0,0,0,425,10,952,58,31,26.5,61,55.96,26,32,41,10,113,41,39,15.04,2,2,,0,0,0,Domenico Berardi,Sassuolo,253367,2793
15,2,1,38,43.68,86,65.65,11,50.0,5,2,72.03,124,56.88,1504,25,33,11,19,0,0,0,18,3,0,0,0,0,193,2,376,20,1,6.67,12,75.0,6,27,3,14,81,39,20,18.52,3,40,,1,0,0,Zlatan Ibrahimović,Milan,2089,2692
7,10,0,128,50.2,21,42.86,40,59.7,40,6,82.16,149,49.01,2529,48,42,21,33,0,0,0,33,7,0,0,0,0,319,15,1027,63,56,33.94,60,61.86,41,22,39,3,69,27,20,10.14,1,6,,0,1,2,Lorenzo Pellegrini,Roma,555540,2702
4,4,0,105,49.76,17,34.69,36,61.02,26,9,84.07,122,46.92,2625,43,29,35,33,0,0,0,29,3,0,0,0,0,481,10,1156,100,72,32.58,76,69.72,15,16,21,1,83,23,33,4.82,6,4,,0,1,2,Hakan Çalhanoğlu,Milan,135700,2692
13,2,0,150,51.72,13,32.5,48,56.47,58,10,78.71,163,49.39,2656,44,32,23,33,0,0,0,36,7,0,0,0,0,334,12,869,48,12,22.64,30,57.69,38,8,49,8,77,33,18,16.88,2,9,,0,0,0,Henrikh Mkhitaryan,Roma,37151,2702
